gene_transcript,gene,Non-targetting,replication,umap1,umap2,HBZ,SLC25A37,SPI1,CSF3R
4306_KCTD3_P1P2_ENSG00000136636,KCTD3,targeting,non-replication,3.0702903,-0.54556686,0.64123625,0.16003485,0.06550773,0.039117545
4310_POGLUT2_P1P2_ENSG00000134901,POGLUT2,targeting,non-replication,9.301268,1.4367441,-0.8147848,-0.15953082,-0.11135776,-0.026642583
4312_POGLUT3_P1P2_ENSG00000178202,POGLUT3,targeting,non-replication,0.3509192,-2.3671184,0.2927895,0.17724198,0.009883491,0.06856143
4314_KDELR1_P1P2_ENSG00000105438,KDELR1,targeting,non-replication,5.1669507,-3.2139988,0.72986627,0.018481303,-0.026485033,-0.032431446
4317_KDM1A_P1P2_ENSG00000004487,KDM1A,targeting,non-replication,4.5363503,-0.0049618552,-0.023979282,-0.2275458,0.5016168,0.65598804
431_AQR_P1P2_ENSG00000021776,AQR,targeting,non-replication,6.4582033,2.8554213,-0.8978747,-0.32456204,0.06362237,0.03453696
4329_KDM5C_P1P2_ENSG00000126012,KDM5C,targeting,non-replication,3.7571511,-4.2086253,0.7661273,0.21174675,-0.032082096,-0.00033521408
4333_KEAP1_P1P2_ENSG00000079999,KEAP1,targeting,non-replication,4.655208,-1.7482264,0.09357006,0.01793636,-0.07211861,-0.015999775
4340_KHSRP_P1P2_ENSG00000088247,KHSRP,targeting,non-replication,3.2997727,-3.0635014,0.6489179,0.14456996,0.010572708,-0.017463244
4341_KIAA0100_P1P2_ENSG00000007202,KIAA0100,targeting,non-replication,6.3767695,2.9905145,-0.4350433,-0.21207984,0.053944405,0.023850802
4349_PRORP_P1P2_ENSG00000100890,PRORP,targeting,non-replication,8.556836,5.4878306,-0.2679354,-0.006995889,-0.04315414,-0.05939397
4357_ICE1_P1P2_ENSG00000164151,ICE1,targeting,non-replication,3.3272264,0.8924329,-0.113401994,-0.06450369,0.08480805,0.013286916
4371_KIAA1958_P1P2_ENSG00000165185,KIAA1958,targeting,non-replication,6.1585484,5.503596,-0.49132714,-0.14382386,-0.014582082,0.092681065
4380_KIF18B_P1P2_ENSG00000186185,KIF18B,targeting,non-replication,0.30350623,1.3979737,0.37360778,-0.0032647476,-0.0036080286,-0.019189497
4384_KIF20A_P1P2_ENSG00000112984,KIF20A,targeting,non-replication,1.5742649,-4.160306,1.4339774,0.52633494,-0.08244262,0.04248229
4401_KIN_P1P2_ENSG00000151657,KIN,targeting,non-replication,4.2155337,1.1471677,0.011739152,-0.07408339,0.0602393,-0.012923253
4416_KLF1_P1P2_ENSG00000105610,KLF1,targeting,non-replication,9.20488,1.6758689,-0.83354086,-0.10773013,-0.04571158,-0.032122824
4424_KLF8_P1P2_ENSG00000102349,KLF8,targeting,non-replication,4.7385974,1.2167056,0.18215063,0.07922664,0.14572,0.14533365
4433_KLHL12_P1P2_ENSG00000117153,KLHL12,targeting,non-replication,6.3022943,3.2610173,-0.68126917,-0.06444004,0.077807605,0.05467986
4458_KPNA1_P2_ENSG00000114030,KPNA1,targeting,non-replication,9.814287,-2.3076708,-0.3065222,-0.080346994,-0.026025431,-0.061181035
4464_KPNB1_P1P2_ENSG00000108424,KPNB1,targeting,non-replication,4.1101832,-0.5277574,-0.001673617,0.005535716,0.09335853,0.029743368
4470_KRI1_P1P2_ENSG00000129347,KRI1,targeting,non-replication,-4.5298986,-1.4862136,0.555259,0.17282408,-0.013242991,-0.07406707
4472_KRR1_P1P2_ENSG00000111615,KRR1,targeting,non-replication,-5.28638,-0.65418047,0.31866702,0.13736497,0.037323877,-0.01703271
4488_L2HGDH_P1P2_ENSG00000087299,L2HGDH,targeting,non-replication,0.39163932,0.08535787,0.595052,0.059060782,0.02460193,-0.09725043
4492_L3MBTL2_P1P2_ENSG00000100395,L3MBTL2,targeting,non-replication,2.7926316,-2.5035832,0.93787956,0.0837064,-0.010728566,0.047744278
4497_LAGE3_P1P2_ENSG00000196976,LAGE3,targeting,non-replication,5.5021534,-1.5743798,0.12752041,0.050722703,0.027871875,-0.03525566
4499_LAMB1_P1P2_ENSG00000091136,LAMB1,targeting,non-replication,-3.0684648,-0.7659095,-0.26325628,0.07201611,-0.07024974,-0.066732414
449_ARFGEF2_P1P2_ENSG00000124198,ARFGEF2,targeting,non-replication,10.329726,-0.78110445,-0.543911,-0.15819302,0.013653429,0.032584105
4504_LAMTOR1_P1P2_ENSG00000149357,LAMTOR1,targeting,non-replication,7.2303176,1.0951128,-0.17915297,-0.17071573,-0.068409465,-0.03603403
4507_LAMTOR3_P1P2_ENSG00000109270,LAMTOR3,targeting,non-replication,7.15052,1.6151974,-0.65009445,-0.18378638,0.055697408,0.033374403
4508_LAMTOR4_P1P2_ENSG00000188186,LAMTOR4,targeting,non-replication,7.4145465,1.2591089,-0.521818,-0.17424387,-0.054974135,0.0019502807
4509_LAMTOR5_P1P2_ENSG00000134248,LAMTOR5,targeting,non-replication,7.439583,0.7982282,-0.14738551,-0.031959243,-0.009501327,-0.03908331
4510_LANCL1_P1P2_ENSG00000115365,LANCL1,targeting,non-replication,9.127359,0.5142603,0.11062378,-0.048738003,0.036813725,0.01155283
451_ARFIP2_P1P2_ENSG00000132254,ARFIP2,targeting,non-replication,3.260131,-3.93786,0.7890437,0.18407504,0.0027668513,0.017845346
4522_LARS_P1P2_ENSG00000133706,LARS,targeting,non-replication,5.7637553,5.4238105,-0.49949965,-0.12795268,0.08062134,0.012168971
4523_LAS1L_P1P2_ENSG00000001497,LAS1L,targeting,non-replication,-1.2375968,3.1380782,0.3761678,-0.05044019,-0.024314698,0.0036403846
4532_LCLAT1_P1P2_ENSG00000172954,LCLAT1,targeting,non-replication,3.556491,1.2500877,-0.3500121,-0.06595725,0.05981155,0.03989862
4537_LCOR_P1P2_ENSG00000196233,LCOR,targeting,non-replication,5.650625,2.3889306,-0.043640092,0.046562817,0.075878836,-0.017940065
4540_LDB1_P2_ENSG00000198728,LDB1,targeting,non-replication,5.863117,2.4363043,-0.72642183,-0.06783182,0.024717715,0.5077067
4544_LDLRAP1_P1_ENSG00000157978,LDLRAP1,targeting,non-replication,4.694754,-0.062862664,0.48268846,0.06374931,0.11794443,0.04160616
4552_LENG8_P1P2_ENSG00000167615,LENG8,targeting,non-replication,4.281267,-1.1774185,0.41300076,0.00942538,-0.013514286,0.0019623833
4553_LEO1_P1P2_ENSG00000166477,LEO1,targeting,non-replication,6.114528,-3.3189719,0.36461917,0.4271287,0.21181403,0.043388024
4554_LEPROTL1_P1P2_ENSG00000104660,LEPROTL1,targeting,non-replication,3.7234485,-3.4844182,0.23041278,0.20009287,-0.11505862,0.09522751
4557_LETM1_P1P2_ENSG00000168924,LETM1,targeting,non-replication,6.0007887,5.5167084,-0.18294644,-0.027826387,0.08433199,0.116093524
455_ARGLU1_P1P2_ENSG00000134884,ARGLU1,targeting,non-replication,4.974529,-2.4987376,0.27115554,0.17118502,-0.030743204,-0.022282947
4577_LIAS_P1P2_ENSG00000121897,LIAS,targeting,non-replication,-0.50741136,1.1785821,0.60652465,0.0698331,-0.098796934,0.029856937
4578_LIG1_P1P2_ENSG00000105486,LIG1,targeting,replication,9.20528,0.24671812,-0.3030795,0.19743273,0.13536356,0.14797617
4579_LIG3_P1P2_ENSG00000005156,LIG3,targeting,replication,3.9349823,-2.0075455,0.22237551,0.19577998,0.054192536,0.08518374
4583_LIMD2_P1P2_ENSG00000136490,LIMD2,targeting,non-replication,5.5141387,-3.7452207,0.31310287,0.20199767,-0.017725635,-0.05140226
4585_LIME1_P2_ENSG00000203896,LIME1,targeting,non-replication,6.310883,3.828137,-0.33426028,-0.05975015,-0.03326517,0.012527647
4593_LIN52_P1P2_ENSG00000205659,LIN52,targeting,non-replication,8.327723,1.5181521,-0.5809515,-0.045696434,0.07649161,-0.038990345
4595_LIN54_P1_ENSG00000189308,LIN54,targeting,non-replication,3.811397,-0.7652148,0.07705509,0.33382413,0.068334155,0.046140343
4598_LIN9_P1P2_ENSG00000183814,LIN9,targeting,non-replication,5.9429946,1.90998,-0.45589265,-0.03575856,0.1347709,-0.0029427183
4604_LLGL2_P1_ENSG00000073350,LLGL2,targeting,non-replication,3.4922976,0.96895075,-0.097626075,0.0069768713,-0.050285086,-0.09135465
4605_LLGL2_P2_ENSG00000073350,LLGL2,targeting,non-replication,4.0748453,-3.2289438,0.93450177,0.27898696,0.09623001,0.013810196
4622_LMX1B_P1P2_ENSG00000136944,LMX1B,targeting,non-replication,4.2445602,-0.8869952,0.060754836,0.19779277,0.07752581,-0.021843314
4623_LNPEP_P1P2_ENSG00000113441,LNPEP,targeting,non-replication,9.43707,0.16392031,-0.6784326,-0.21166933,0.07540973,-0.009442588
4624_LONP1_P1P2_ENSG00000196365,LONP1,targeting,non-replication,6.529877,5.575659,-0.38255754,-0.13143642,0.05518545,0.122715056
4645_LRIF1_P1P2_ENSG00000121931,LRIF1,targeting,non-replication,6.61718,3.8526404,-0.2871855,-0.026654087,0.012433708,0.11473784
4646_LRIG2_P1P2_ENSG00000198799,LRIG2,targeting,non-replication,4.8241367,-3.8821542,1.0185515,0.22647649,0.008585961,0.03115744
4651_LRP8_P1P2_ENSG00000157193,LRP8,targeting,non-replication,9.846268,1.3679744,-0.75364995,-0.048477884,-0.07346182,0.015655326
4653_LRPPRC_P1P2_ENSG00000138095,LRPPRC,targeting,non-replication,7.5281653,4.693466,-0.053000957,-0.0056447866,-0.007665377,0.07710669
4682_LRSAM1_P1P2_ENSG00000148356,LRSAM1,targeting,non-replication,5.21833,3.8796678,-0.24801864,-0.099344864,0.08287918,0.076851405
4684_LSG1_P1P2_ENSG00000041802,LSG1,targeting,non-replication,-2.7413626,4.0820055,0.5034632,-0.10718516,0.07338983,0.03712525
4685_LSM10_P1P2_ENSG00000181817,LSM10,targeting,non-replication,4.2065783,-2.909873,0.62982225,0.19066864,0.044596527,0.026659692
4686_LSM11_P1P2_ENSG00000155858,LSM11,targeting,non-replication,1.9099938,-3.9310572,1.1373234,0.38515145,0.013106607,0.008870055
4691_LSM2_P1P2_ENSG00000204392,LSM2,targeting,non-replication,2.527415,1.003823,0.2160124,-0.022343572,0.10223548,-0.02342723
4692_LSM3_P1P2_ENSG00000170860,LSM3,targeting,non-replication,2.3579645,1.2010055,0.14541413,-0.041765265,0.09037146,0.11458123
4693_LSM4_P1P2_ENSG00000130520,LSM4,targeting,non-replication,3.3331616,1.0523397,0.035195448,-0.12468466,0.094400086,-0.020978399
4694_LSM5_P2_ENSG00000106355,LSM5,targeting,non-replication,3.3635554,1.3936737,-0.28957582,-0.11136461,0.046494104,-0.027324561
4695_LSM5_P1_ENSG00000106355,LSM5,targeting,non-replication,2.1110919,1.3776184,-0.22034155,-0.19199562,-0.038575646,0.0024944178
4696_LSM6_P1P2_ENSG00000164167,LSM6,targeting,non-replication,2.0839207,1.5299461,-0.7838583,-0.16772534,0.19412528,-0.04628267
4697_LSM7_P1P2_ENSG00000130332,LSM7,targeting,non-replication,3.06572,1.2438476,-0.30363378,0.053994898,0.046434138,0.01165596
469_ARHGAP4_P1_ENSG00000089820,ARHGAP4,targeting,non-replication,9.921685,1.0960338,-0.5624403,-0.30964398,-0.09783533,-0.10254761
4713_LTV1_P1P2_ENSG00000135521,LTV1,targeting,non-replication,-3.8572247,-0.4617184,0.44982332,0.028235037,0.035131264,-0.031088974
4716_LUC7L3_P1P2_ENSG00000108848,LUC7L3,targeting,non-replication,3.615917,-0.7748267,-0.10232432,0.052408073,-0.06057419,0.009977657
4717_LUC7L_P1P2_ENSG00000007392,LUC7L,targeting,non-replication,7.075964,2.0300992,-0.36068606,-0.08400418,0.12681076,0.026670588
471_ARHGAP6_P1P2_ENSG00000047648,ARHGAP6,targeting,non-replication,3.921396,-2.9498177,0.71557224,0.20584059,0.02699918,-0.018214475
4722_LYL1_P1P2_ENSG00000104903,LYL1,targeting,non-replication,5.23374,0.38968295,-0.4522033,-0.050685175,0.2087271,0.13401414
4737_LZTR1_P1P2_ENSG00000099949,LZTR1,targeting,non-replication,6.6828,2.2815144,-0.64567983,-0.19608851,0.13082801,0.02016238
4746_MAD2L1_P1P2_ENSG00000164109,MAD2L1,targeting,non-replication,4.847839,2.5441809,0.053648256,-0.06514467,0.14115123,0.040922042
4751_MAF1_P1P2_ENSG00000179632,MAF1,targeting,non-replication,0.32816672,-0.57424855,0.39187962,0.15016156,0.035071895,0.06447246
4752_MAFA_P1P2_ENSG00000182759,MAFA,targeting,non-replication,6.465768,4.050325,-0.45055547,-0.0623172,0.0036869026,0.01847503
4758_MAGEA12_P1P2_ENSG00000213401,MAGEA12,targeting,non-replication,3.6825006,0.18360414,0.17144592,0.1472892,0.044151317,0.19266859
4762_MAGEA6_P1P2_ENSG00000197172,MAGEA6,targeting,non-replication,5.887012,-3.606742,0.55267644,0.07896167,0.011769382,0.025577746
4764_MAGEB1_P2_ENSG00000214107,MAGEB1,targeting,non-replication,8.120026,2.0672789,-0.65833735,-0.15693025,0.067587756,0.024787048
4778_MAGOH_P1P2_ENSG00000162385,MAGOH,targeting,non-replication,2.9195497,1.7347562,-0.2249635,0.08170193,0.030657044,0.058616593
4780_MAK16_P1P2_ENSG00000198042,MAK16,targeting,non-replication,-1.436296,3.1263545,0.30447382,-0.015531893,-0.0065124524,-0.0232357
4781_MALSU1_P1P2_ENSG00000156928,MALSU1,targeting,non-replication,8.939475,5.9433866,0.27704325,0.11761301,-0.02762618,-0.00848801
4784_MAN1A2_P1P2_ENSG00000198162,MAN1A2,targeting,non-replication,3.5424922,-0.57556695,0.4311302,0.13886945,0.010639985,0.0014585768
4805_MAP2K7_P1P2_ENSG00000076984,MAP2K7,targeting,non-replication,3.9253733,-2.671036,0.588069,0.11375365,0.101610474,0.04741105
4834_MAPKAP1_P2_ENSG00000119487,MAPKAP1,targeting,non-replication,7.9574175,1.1886901,-0.65231293,-0.1698954,-0.027906986,0.017030451
4835_MAPKAP1_P1_ENSG00000119487,MAPKAP1,targeting,non-replication,7.6106296,-4.553076,0.1739693,0.05155905,-0.013390171,0.012074843
4842_MAPRE3_P1P2_ENSG00000084764,MAPRE3,targeting,non-replication,1.1705523,-2.3007538,0.5516866,-0.053384535,-0.14889652,0.015647504
4844_MARCH3_P1P2_ENSG00000173926,MARCH3,targeting,non-replication,0.5435167,-3.1205845,0.8886299,0.48303893,0.034733023,0.07202075
4847_MARCH7_P1P2_ENSG00000136536,MARCH7,targeting,non-replication,7.155785,1.675446,-0.346173,-0.050358884,0.031976756,-0.021144662
4852_MARK2_P1_ENSG00000072518,MARK2,targeting,non-replication,6.1928873,0.6256565,-0.85399765,-0.08785183,0.083268985,-0.0010927513
4856_MARS2_P1P2_ENSG00000247626,MARS2,targeting,non-replication,6.4686522,-4.7548394,0.3895364,0.032726556,-0.020102754,0.022070527
4857_MARS_P1P2_ENSG00000166986,MARS,targeting,non-replication,5.7067795,5.186133,-0.09125851,-0.09189096,0.04742362,0.069278136
4859_MAST1_P1_ENSG00000105613,MAST1,targeting,non-replication,-0.79584134,1.4639722,0.37562853,0.09193396,0.0518672,-0.007825603
4862_MASTL_P1P2_ENSG00000120539,MASTL,targeting,non-replication,3.819825,-0.7016619,0.40769804,0.16651659,0.0021086398,0.027840802
4863_MAT2A_P1P2_ENSG00000168906,MAT2A,targeting,non-replication,2.8840148,-0.29154557,0.36275667,0.3816638,0.086214416,-0.050456133
4868_MAU2_P1P2_ENSG00000129933,MAU2,targeting,non-replication,4.1746316,-1.3347632,0.51251364,0.100036845,0.041835327,0.02033225
4869_MAVS_P1_ENSG00000088888,MAVS,targeting,non-replication,6.180048,2.4730544,0.49631906,0.011126643,-0.031796187,0.21964987
486_ARID1A_P1P2_ENSG00000117713,ARID1A,targeting,non-replication,5.774357,-4.1590204,0.50238293,0.15119614,-0.020677056,0.0018840604
4871_MAX_P1P2_ENSG00000125952,MAX,targeting,non-replication,1.6335305,-4.4820886,2.0425198,0.6675129,-0.055943813,0.01141657
4875_MBD3_P1P2_ENSG00000071655,MBD3,targeting,non-replication,6.1763787,-0.5830663,-0.005011639,0.023612462,0.10706844,-0.031131065
4877_MBD5_P1P2_ENSG00000204406,MBD5,targeting,non-replication,4.8545256,-0.29325607,0.52677345,0.10889082,0.16865729,0.122212194
4881_MBNL1_P1P2_ENSG00000152601,MBNL1,targeting,non-replication,6.281364,-6.7177773,-0.19543892,0.02493933,0.07834048,-0.00066649815
4887_MBTPS1_P1P2_ENSG00000140943,MBTPS1,targeting,non-replication,6.105755,2.1309426,-0.16616017,-0.12454643,0.075110435,0.018833892
4888_MBTPS2_P1P2_ENSG00000012174,MBTPS2,targeting,non-replication,5.5668173,2.7705379,-0.75968236,-0.17615706,0.23630722,0.03796995
4893_MCEE_P1P2_ENSG00000124370,MCEE,targeting,non-replication,-1.8418443,-0.81750315,0.18157324,-0.032745603,-0.0029513726,-0.060369805
4897_MCM10_P1P2_ENSG00000065328,MCM10,targeting,replication,0.64428174,-4.209254,1.3893679,0.75780964,0.03245117,0.051088467
4898_MCM2_P1P2_ENSG00000073111,MCM2,targeting,replication,-0.1503363,-4.2527742,1.5518631,0.73913455,-0.006423523,0.043844905
4899_MCM3AP_P1P2_ENSG00000160294,MCM3AP,targeting,non-replication,2.1226509,-3.3104336,1.1146841,0.4453609,0.026892828,0.023425678
489_ARID2_P1P2_ENSG00000189079,ARID2,targeting,non-replication,4.3649125,-4.0737514,0.8035538,0.18238662,0.021834202,0.006575082
4900_MCM3_P1P2_ENSG00000112118,MCM3,targeting,replication,-0.016914817,-4.186199,1.2830464,0.64158803,0.0753076,0.061678525
4901_MCM4_P1P2_ENSG00000104738,MCM4,targeting,replication,1.1006199,-4.129114,1.3193821,0.5254434,0.03469735,-0.020110236
4902_MCM5_P1P2_ENSG00000100297,MCM5,targeting,replication,1.0406411,-3.6023796,0.9990104,0.4054883,-0.013029883,0.0106135635
4903_MCM6_P1P2_ENSG00000076003,MCM6,targeting,replication,0.063597366,-4.1883745,1.3503033,0.66801393,-0.012233806,0.09145413
4904_MCM7_P1P2_ENSG00000166508,MCM7,targeting,replication,1.9497833,-2.5577843,0.89108056,0.2259078,-0.0036621627,0.03401972
4907_MCMBP_P1P2_ENSG00000197771,MCMBP,targeting,replication,8.073407,1.2838354,-0.2748607,0.0486915,0.013263198,0.03810118
4908_MCOLN1_P1P2_ENSG00000090674,MCOLN1,targeting,non-replication,7.627701,-1.583655,0.07506993,-0.10851483,0.052770473,-0.085393995
4909_MCPH1_P1P2_ENSG00000147316,MCPH1,targeting,non-replication,3.1243792,-2.8376007,0.64512205,0.21327206,-0.026316136,-0.018106109
490_ARID3A_P1P2_ENSG00000116017,ARID3A,targeting,non-replication,4.9648423,-1.0762596,-0.105411544,0.058043215,0.19482881,0.046769515
4912_MCUR1_P1P2_ENSG00000050393,MCUR1,targeting,non-replication,2.729133,-2.137395,0.5833719,0.109219216,-0.10959739,-0.025956348
4913_MCU_P1P2_ENSG00000156026,MCU,targeting,non-replication,5.4573145,2.1095557,-0.6295243,-0.17015378,0.1730679,0.077911526
4921_MDN1_P1P2_ENSG00000112159,MDN1,targeting,non-replication,-2.628382,3.9766974,0.16727962,0.004655305,0.06260318,0.06127488
4926_MEAF6_P1P2_ENSG00000163875,MEAF6,targeting,non-replication,2.516277,-4.344421,1.6111025,0.7462567,-0.048694514,0.016067214
4930_MED10_P1P2_ENSG00000133398,MED10,targeting,non-replication,-0.04413136,-2.1679757,0.087808244,0.1454315,0.0453587,-0.02125827
4931_MED11_P1P2_ENSG00000161920,MED11,targeting,non-replication,0.08142436,-2.4246538,0.60707444,0.28902656,-0.06922233,-0.056412805
4932_MED12_P1P2_ENSG00000184634,MED12,targeting,non-replication,-0.3939852,-2.193665,0.062633015,0.18298736,0.053777985,0.4549578
4933_MED13L_P1P2_ENSG00000123066,MED13L,targeting,non-replication,2.3587077,-2.5245621,0.5284401,0.22284165,0.0154012935,-0.012973616
4935_MED14_P1P2_ENSG00000180182,MED14,targeting,non-replication,-0.50745326,-2.3767147,0.31542718,0.20410228,0.03301445,-0.017248023
4937_MED15_P1_ENSG00000099917,MED15,targeting,non-replication,2.33245,-3.2620776,0.65756035,0.23844828,0.0440489,-0.0044562314
4938_MED16_P1P2_ENSG00000175221,MED16,targeting,non-replication,1.8699738,-2.563029,0.8318162,0.22173044,0.07232321,-0.008076081
4939_MED17_P1P2_ENSG00000042429,MED17,targeting,non-replication,0.1345072,-2.134163,-0.16103348,0.021701595,-0.063440256,-0.015453212
4940_MED18_P1P2_ENSG00000130772,MED18,targeting,non-replication,-0.381027,-2.4181633,-0.04543745,0.24479303,0.02203221,-0.0726288
4941_MED19_P1P2_ENSG00000156603,MED19,targeting,non-replication,-0.24107322,-2.2989416,0.5525065,0.34348613,0.046565533,0.15225965
4942_MED1_P1P2_ENSG00000125686,MED1,targeting,non-replication,0.36671665,-2.228877,-0.17553918,0.04565687,-0.0069489866,0.014684427
4943_MED20_P1P2_ENSG00000124641,MED20,targeting,non-replication,0.027857732,-2.2387397,0.060561392,0.06649424,-0.02040175,-0.037856527
4944_MED21_P1P2_ENSG00000152944,MED21,targeting,non-replication,-0.5999624,-2.407566,-0.15953766,0.29963022,0.025272297,-0.03855493
4945_MED22_P1P2_ENSG00000148297,MED22,targeting,non-replication,-0.31543195,0.19137225,0.26772094,0.11253026,0.09067227,-0.015741257
4946_MED23_P1P2_ENSG00000112282,MED23,targeting,non-replication,1.8962703,-3.2119915,0.71631914,0.43607154,0.040964086,-0.12342847
4947_MED24_P1P2_ENSG00000008838,MED24,targeting,non-replication,0.96906906,-2.8111084,0.97037524,0.24387157,-0.11206383,-0.03679136
4948_MED25_P1P2_ENSG00000104973,MED25,targeting,non-replication,6.8659077,-0.051983155,0.19368154,0.087413095,0.021282114,0.0144602135
494_ARID4B_P1P2_ENSG00000054267,ARID4B,targeting,non-replication,3.236829,-2.4665608,0.78977627,0.3247029,0.0539889,-0.008383811
4950_MED27_P1P2_ENSG00000160563,MED27,targeting,non-replication,0.28668836,-2.0903368,-0.54000294,-0.0728325,-0.02807759,0.1204713
4951_MED28_P1P2_ENSG00000118579,MED28,targeting,non-replication,-0.3527219,-2.4065514,0.2844932,0.13904661,-0.035128072,0.027602615
4952_MED29_P1P2_ENSG00000063322,MED29,targeting,non-replication,0.3403857,-2.0828094,-0.05334268,-0.014594243,-0.027671434,0.0766994
4953_MED30_P1P2_ENSG00000164758,MED30,targeting,non-replication,-0.5488698,-2.374902,-0.22587974,0.1227189,0.03105114,0.21292289
4954_MED31_P1P2_ENSG00000108590,MED31,targeting,non-replication,4.592278,-5.50357,0.06136332,0.029866228,0.019409241,-0.012324944
4956_MED6_P1P2_ENSG00000133997,MED6,targeting,non-replication,-0.24271318,-2.2822587,0.22671193,0.14530094,-0.023121908,-0.0015575608
4957_MED7_P1P2_ENSG00000155868,MED7,targeting,non-replication,0.07014878,-2.1509478,-0.047053557,0.10768413,-0.019134333,0.011873643
4958_MED8_P1P2_ENSG00000159479,MED8,targeting,non-replication,0.016584283,-1.9764445,-0.058922905,-0.023859816,0.11347805,0.06289639
4959_MED9_P1P2_ENSG00000141026,MED9,targeting,non-replication,-0.5766525,-2.3860972,-0.5187739,0.042971667,-0.12394041,0.038413465
4960_MEF2A_P1P2_ENSG00000068305,MEF2A,targeting,non-replication,2.1638718,-0.6419997,1.0351745,0.6401355,0.07723281,0.029897291
4969_MEIS3_P1_ENSG00000105419,MEIS3,targeting,non-replication,9.060653,2.9736814,-0.3529905,0.122320846,0.0036931385,-0.0704553
496_ARID5B_ENST00000279873.7_ENSG00000150347,ARID5B,targeting,non-replication,2.4205146,-2.4518547,0.44158778,0.034359407,-0.058986112,-0.0074699353
4972_MEMO1_P1_ENSG00000162959,MEMO1,targeting,non-replication,5.1527476,-0.14748323,-0.3703673,0.2959313,-0.040337365,0.03127099
4973_MEN1_P1P2_ENSG00000133895,MEN1,targeting,non-replication,5.5117707,-1.3906933,0.042466547,0.12920284,0.0073451647,0.022638103
497_ARIH1_P1P2_ENSG00000166233,ARIH1,targeting,non-replication,1.9141383,-1.9995064,0.42258894,0.22724155,0.01850803,0.0716378
4985_METAP2_P1P2_ENSG00000111142,METAP2,targeting,non-replication,5.7176995,4.0016766,-0.7573693,-0.065148756,0.23112372,0.12429179
4991_METTL14_P1P2_ENSG00000145388,METTL14,targeting,non-replication,4.5777082,-2.7821786,0.13127257,0.1548488,-0.01592255,-0.04848884
4993_METTL15_P1_ENSG00000169519,METTL15,targeting,non-replication,5.9273643,1.2307161,-0.47864577,-0.007580753,0.09598299,0.06896451
4994_METTL16_P1P2_ENSG00000127804,METTL16,targeting,non-replication,2.001338,0.11831759,0.7768292,0.08308615,0.21899769,0.0063619395
4998_METTL21A_P1P2_ENSG00000144401,METTL21A,targeting,non-replication,4.606817,-1.6522746,0.046585206,0.16813368,0.04184125,-0.01521453
5005_METTL4_P1P2_ENSG00000101574,METTL4,targeting,replication,5.1887293,1.367828,0.048510894,0.13780974,0.13594386,-0.013399941
5009_METTL8_P1P2_ENSG00000123600,METTL8,targeting,non-replication,4.717748,1.2190881,-0.2435785,-0.13647605,0.02163982,0.023067592
5012_MEX3B_P1_ENSG00000183496,MEX3B,targeting,non-replication,6.937281,1.4447789,-0.4534396,-0.17927466,0.014071106,-0.026732476
5016_MFAP1_P1P2_ENSG00000140259,MFAP1,targeting,non-replication,3.3177357,1.0336043,-0.15709779,0.030224439,0.14356083,0.026737476
5021_MFN1_P1P2_ENSG00000171109,MFN1,targeting,non-replication,4.860467,-1.5833515,0.027961774,-0.0115674995,0.03906984,0.09905271
5022_MFN2_P1_ENSG00000116688,MFN2,targeting,non-replication,6.0485215,2.0088694,-0.40179896,-0.06918712,-0.0071032234,0.06614629
5031_MFSD6_P1P2_ENSG00000151690,MFSD6,targeting,non-replication,4.8392096,3.053165,-0.051897425,-0.012151413,0.054484893,0.041525304
5038_MGAT4B_P1P2_ENSG00000161013,MGAT4B,targeting,non-replication,5.3937106,0.77972937,-0.40338534,0.008414866,0.13268572,0.062480528
5058_MICA_P1P2_ENSG00000204520,MICA,targeting,non-replication,6.6336427,2.5387144,-0.43165293,-0.14903684,-0.029507173,0.057778724
505_ARL1_P1P2_ENSG00000120805,ARL1,targeting,non-replication,4.455588,3.229853,-0.033255845,-0.024594208,0.0872089,0.018398628
5068_MIER1_P1_ENSG00000198160,MIER1,targeting,non-replication,6.9103317,4.3452687,-0.2409602,-0.026776515,0.028289327,0.011354062
5074_MIIP_P1P2_ENSG00000116691,MIIP,targeting,non-replication,1.4301287,-0.6072766,0.8942667,0.40274885,0.03379675,0.08920931
5076_MINK1_P1P2_ENSG00000141503,MINK1,targeting,non-replication,4.018889,-1.9624273,0.43496585,0.09997124,0.037757553,0.06242006
5077_MICOS10_P1P2_ENSG00000173436,MICOS10,targeting,non-replication,6.150738,3.6018653,-0.14115803,0.03576501,0.026343497,0.025994299
5079_MIOS_P1P2_ENSG00000164654,MIOS,targeting,non-replication,7.197645,-4.812728,0.17391711,0.06530839,-0.09676965,-0.040125433
507_ARL2_P1P2_ENSG00000213465,ARL2,targeting,non-replication,3.3190684,-0.48207957,0.26620322,0.025258655,0.074446075,-0.0439228
5082_MIS12_P1P2_ENSG00000167842,MIS12,targeting,non-replication,3.1651576,0.19518048,0.15863149,0.06526135,0.076415986,0.025970591
5084_MIS18BP1_P1P2_ENSG00000129534,MIS18BP1,targeting,non-replication,3.438514,0.0639753,0.1017063,0.15117106,0.021260966,0.02123146
5089_NIFK_P1P2_ENSG00000155438,NIFK,targeting,non-replication,-2.9842691,4.0475483,0.72397995,0.04542459,-0.023983655,-0.012352935
5093_MKLN1_P1P2_ENSG00000128585,MKLN1,targeting,non-replication,9.2721405,1.4575654,-0.83304566,-0.10554882,-0.0379687,0.0069332025
