logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	nlogpval
CHD1	-0.341128664506159	4.80300101495483	-1.73685008235633	0.0922166648716006	0.130374847080367	-6.08036565387194	CHD1	0.884806187959023
CEP85L	-0.661127742626869	2.58781417247775	-1.73695243214406	0.0921983356839341	0.130368317376874	-5.47465317555869	CEP85L	0.884827939740718
CUEDC2	-0.341309401566332	4.91460185569877	-1.73984411205307	0.0916817488451324	0.129713649336484	-6.09367201082081	CUEDC2	0.887014322145506
KIAA0141	-0.47885227521103	3.20262524061417	-1.74055682894965	0.0915548000248803	0.129579489485506	-5.80006378690967	KIAA0141	0.887463735411408
CNOT10	-0.523693807657859	3.10082435276026	-1.74111591876538	0.0914553188637336	0.129484124671819	-5.65432876442369	CNOT10	0.887783474749233
PPP3CB	-0.356354887043645	4.8051958258516	-1.74135093374121	0.0914135288720215	0.129446873898251	-6.06588643880927	PPP3CB	0.887908433179151
CTA-445C9.14	-0.981106065491029	0.473570762832964	-1.7419990397743	0.0912983670345786	0.129322432340564	-5.0313873863163	CTA-445C9.14	0.888326135624426
RP11-16P20.3	-0.715476666161061	1.89407942212573	-1.74244028193342	0.091220032763915	0.129241730063943	-5.27976640802108	RP11-16P20.3	0.888597237034812
PSKH1	-0.768072599351662	1.54498066890328	-1.74414968251502	0.0909170952786799	0.128857785191767	-5.2814572780896	PSKH1	0.889889337581171
AAR2	-0.399973879226393	3.77748297823136	-1.74419802507763	0.0909085404245614	0.128857785191767	-5.84469918672267	AAR2	0.889889337581171
C17orf80	-0.342298094406956	4.61059391986695	-1.74617626468297	0.0905590464001866	0.128440579053992	-6.05282908601685	C17orf80	0.891297745153289
ARL6IP4	-0.376970781755172	4.6446788279179	-1.74629358319615	0.0905383554650353	0.128426285251716	-6.01110564038558	ARL6IP4	0.891346079293053
TNFAIP8	-0.296277831139284	6.05030967809196	-1.74631482502066	0.0905346095668453	0.128426285251716	-6.22904601533575	TNFAIP8	0.891346079293053
DCLRE1C	-0.459255175983639	3.96627015879689	-1.7465654489771	0.0904904230493491	0.128388393635851	-5.87659700512944	DCLRE1C	0.891474234894371
ZNF169	-0.919686068330969	1.51345806482041	-1.74710409228239	0.0903955185207573	0.128268781615817	-5.15014163041647	ZNF169	0.891879030466365
JMJD7	-0.484194576256249	2.38381700121195	-1.74751097063913	0.0903238855572367	0.128182167131244	-5.53989310118338	JMJD7	0.892172390224374
PPIP5K2	-0.447609149072207	4.68359395280334	-1.74809101567417	0.0902218485146197	0.128067400454594	-6.02621040865447	PPIP5K2	0.892561405809282
TIMM22	-0.387375885041868	4.20955168682511	-1.7491575517039	0.0900344854684682	0.127816436960809	-5.93401698116125	TIMM22	0.893413293107502
RP11-214N16.2	-0.592232013338439	2.50418162850676	-1.75003825054524	0.089880016789157	0.127612118170314	-5.42619800547397	RP11-214N16.2	0.894108082632039
UXT-AS1	-0.589963901887	2.18617813040683	-1.75051489459958	0.0897965099099074	0.127523479218377	-5.36184595386896	UXT-AS1	0.894409846946003
CTD-2510F5.6	-0.419537370867224	3.23389945737316	-1.75205841405696	0.089526538197392	0.12715500454538	-5.63032145385288	CTD-2510F5.6	0.895666542262385
FOXRED2	-0.634286203761931	2.19304043474161	-1.75218549279222	0.0895043418439554	0.127138401297535	-5.44909386843117	FOXRED2	0.895723253909367
CCDC22	-0.671831216213675	2.03749550455528	-1.7533376572494	0.0893033096020986	0.126867732976637	-5.37514025829882	CCDC22	0.896648820553815
ILVBL	-0.80476178670036	1.82790490974505	-1.75559744705096	0.0889101232971353	0.126338821279783	-5.3121036854721	ILVBL	0.898463179318126
MTMR14	-0.951401759474762	1.65128125644476	-1.75565535807302	0.0889000664605011	0.126338821279783	-5.17342445256628	MTMR14	0.898463179318126
DCAF8	-0.446095423662236	3.76313691887629	-1.75784817391026	0.0885199680485921	0.125828748191708	-5.88061567220736	DCAF8	0.900220123957002
RP11-423P10.2	-0.623086811933637	2.11070888720018	-1.75906233546312	0.0883100988415765	0.125559923167891	-5.32872349960032	RP11-423P10.2	0.901148958723598
CHST13	-0.842120863393208	0.863116083968664	-1.75948909130828	0.0882364335353769	0.125469927404418	-5.19336333953296	CHST13	0.901460353285292
RRNAD1	-0.497473760717761	3.25442306720618	-1.76136929266749	0.0879124969502062	0.1250533825784	-5.74724617010893	RRNAD1	0.902904556510325
ENOX2	-0.607962187850783	2.81264101049819	-1.76247799501593	0.0877219521515513	0.124811680539203	-5.51123834322551	ENOX2	0.903744769170064
TMTC4	-0.682620354044883	1.39589958534323	-1.7628652871126	0.0876554733502324	0.124746428673546	-5.27380469946557	TMTC4	0.903971878807366
STK11	-0.803709700620078	1.57845550138076	-1.763707115621	0.0875111201548778	0.124555641613053	-5.11677256888596	STK11	0.904636596783201
KPNA6	-0.294437815204108	6.14607390326393	-1.76375009798914	0.0875037551171764	0.124555641613053	-6.18466534832658	KPNA6	0.904636596783201
ZFYVE21	-0.533977845484299	2.60073628377527	-1.76501822280221	0.0872866974182715	0.124265450053942	-5.483940199248	ZFYVE21	0.905649602948498
MEPCE	-0.386156398219677	4.68479851025154	-1.76510184557124	0.0872724002042544	0.124259714657216	-5.98600656464366	MEPCE	0.905669648010355
ZBTB17	-0.850256065346315	1.89673293506683	-1.76538067679527	0.0872247419784826	0.124206472426644	-5.22924506037582	ZBTB17	0.905855772388623
PPIL2	-0.806904502402716	1.64455583143895	-1.76540251344308	0.0872210105575531	0.124206472426644	-5.14264755217525	PPIL2	0.905855772388623
GPAM	-0.604372898888188	1.72998452495062	-1.76583298468637	0.0871474796955614	0.124125665230225	-5.42014001638809	GPAM	0.906138410963498
HSPA8	-0.258206795920536	9.8176337073199	-1.76598267292197	0.0871219230191111	0.124103871742703	-6.24305630387202	HSPA8	0.90621466934525
NSUN2	-0.374025527695806	5.41273160520581	-1.7662647417805	0.0870737818714308	0.124064504230094	-6.10105310033649	NSUN2	0.906352455584686
MB21D2	-1.08611092869969	1.262192379451	-1.7677364849978	0.0868229619775191	0.123721698409086	-4.98659461314308	MB21D2	0.907554126782088
RP11-294J22.6	-0.605099043447932	1.87899685897205	-1.76950205467311	0.0865228739929612	0.123323121105869	-5.27778761194589	RP11-294J22.6	0.908955492525618
RPP30	-0.384219913676072	4.82132467277796	-1.77076691136829	0.0863084306704344	0.123031961307919	-6.00029593052599	RPP30	0.909982052653689
PRPF38A	-0.293352734646597	5.5384006588259	-1.77135234421527	0.0862093290338659	0.122905170904667	-6.1207437305729	PRPF38A	0.910429844956331
MORN4	-0.590469934421606	2.4426741052839	-1.77319069764285	0.0858987600047687	0.122505703573094	-5.56333218005259	MORN4	0.911843691114479
NADSYN1	-0.575503558998391	2.75078193861972	-1.77495868042653	0.0856009736669603	0.122109793981361	-5.48937071980661	NADSYN1	0.913249501481172
EMD	-0.959892872499811	1.7576599567287	-1.77554277347872	0.0855027856098523	0.121984108543365	-5.12873922060175	EMD	0.91369674327162
USP24	-0.377122773019015	4.0290063701029	-1.77573611769184	0.0854703048084589	0.121952146974079	-5.84935649565075	USP24	0.913810549505335
XPO6	-0.407736243226929	3.79013768905763	-1.77614389666811	0.0854018343804099	0.121868820499686	-5.80640912834197	XPO6	0.914107392142036
UPK3BL	-0.610064855124745	1.78077965160432	-1.77704320258412	0.0852509956137892	0.121667920500349	-5.20849951311425	UPK3BL	0.914823914672143
ERN1	-0.64625085502876	2.4509648800726	-1.77769176948031	0.0851423529745349	0.121541537494968	-5.38784568042084	ERN1	0.915275274148342
MRPL38	-0.721524580192997	1.7566030472514	-1.77820999146236	0.0850556290125212	0.121432063081704	-5.17551249166396	MRPL38	0.915666626432664
SLC25A16	-0.789934456065437	2.34626089755986	-1.77923814220816	0.084883790573796	0.121215335111341	-5.35092113138347	SLC25A16	0.916442433528335
LNX2	-0.845815559807316	1.82037061219555	-1.77950514987357	0.0848392128162133	0.12116597595763	-5.21550578545458	LNX2	0.916619315221813
OSBP	-0.327093685254959	4.52434461876328	-1.78286963072148	0.0842792009960253	0.120423026479266	-6.0032378678447	OSBP	0.919290462274793
COMMD7	-0.296643389667695	4.84698551493532	-1.78360555459006	0.0841571265826651	0.120262799808317	-6.03520905455487	COMMD7	0.919868689671058
TIMP3	-0.2557573981259	6.43148920975816	-1.7852614999641	0.0838829882256915	0.119913531071364	-6.20345937509155	TIMP3	0.921131808243404
NUDT16L1	-0.437087375843953	3.95970003456408	-1.78801707659995	0.0834284878657957	0.119334294522931	-5.8821003916476	NUDT16L1	0.923234729994863
PRKX	-0.564546795906	3.3388383058713	-1.78886029862245	0.0832898265984261	0.11915004039101	-5.60355987525775	PRKX	0.923905806094782
RP11-29H23.5	-0.471746477674902	3.33079557593068	-1.78904425475202	0.0832596024648683	0.119120885484437	-5.59322473066251	RP11-29H23.5	0.924012086918274
RGS19	-0.365491077543442	4.77287412997585	-1.78929834692142	0.0832178702412582	0.119075256922013	-5.93516498969295	RGS19	0.92417847276248
POLR3H	-0.328877853085082	4.22725282244141	-1.78958095809233	0.0831714749071655	0.119022944400616	-5.9071944304307	POLR3H	0.924369310321239
NDUFS2	-0.237668514025727	7.18184746538183	-1.79039539544143	0.0830378942783851	0.118888021611777	-6.20057637782128	NDUFS2	0.924861899880602
BFAR	-0.336550521366943	5.16853318589497	-1.79062783700088	0.0829998036163551	0.118847547457285	-6.06745655697923	BFAR	0.925009775961529
ZNF362	-0.732062017170145	1.63336655958246	-1.79093831366796	0.0829489483345997	0.118802843389394	-5.25257064321646	ZNF362	0.925173164964706
WDR82	-0.32082234425117	4.72875894163672	-1.79117710683099	0.0829098526338465	0.118760905151773	-5.99884924631834	WDR82	0.925326501031179
MPST	-0.633132432608593	1.70576478439009	-1.79155272828088	0.0828483868008646	0.118686909989021	-5.36616815207328	MPST	0.925597176858553
IGF2BP2	-0.428390465803198	4.90703088098567	-1.79241274354382	0.0827078016230643	0.118527606281466	-6.00405163420771	IGF2BP2	0.926180486283509
LYPD6B	-1.13846493107563	0.0755546344515181	-1.79286674381885	0.0826336687634149	0.118438287475267	-4.68994426456026	LYPD6B	0.926507880794884
HPSE	-0.675399416500115	3.10031667408263	-1.7934045650394	0.0825459219927801	0.118337661655566	-5.32744538480715	HPSE	0.926877016604704
RP4-635E18.7	-0.666579496344549	2.093023923776	-1.79340862104526	0.0825452605469696	0.118337661655566	-5.28050682710194	RP4-635E18.7	0.926877016604704
G6PC3	-0.823551870983126	2.11001676495239	-1.79391311613188	0.0824630235449675	0.11824683587127	-5.22206287542511	G6PC3	0.927210471579855
CA5B	-0.7703123690479	2.66396970001009	-1.79755170692523	0.081871961602963	0.117454962342318	-5.41381193914217	CA5B	0.930128630036994
PDE12	-0.440941970901403	3.68461001084635	-1.7991153382167	0.0816190700004892	0.11710604293051	-5.76350855822857	PDE12	0.93142069379475
COX5B	-0.280971280820239	8.20365508926288	-1.80071865484114	0.0813604500560348	0.11676266676092	-6.19054818703341	COX5B	0.932695994650739
U47924.29	-0.716721010185102	1.29858814865349	-1.80210531256254	0.0811373403106307	0.116470101435224	-5.18521157754216	U47924.29	0.933785546296258
ZFYVE19	-0.654632263002334	2.21112025457214	-1.80268067677159	0.0810449185706084	0.116351234977214	-5.34891854466993	ZFYVE19	0.934229002657074
ABCB7	-0.325956687704961	4.6459660452779	-1.8032104787328	0.0809598948051164	0.116256756501331	-5.94389311463587	ABCB7	0.934581797784448
CECR6	-0.473807491146971	3.45192373986622	-1.80378775183981	0.080867339188477	0.116137630135267	-5.686062760834	CECR6	0.93502704027684
ALDH16A1	-0.959416426907255	1.00562456992275	-1.80478717226081	0.0807073125571035	0.115921565490031	-5.01270312688003	ALDH16A1	0.935835762465358
FLI1	-0.360736234703394	4.21833874553801	-1.80638247543714	0.0804524320521506	0.115569192813755	-5.90591530919831	FLI1	0.937157920016678
MTF1	-0.475105955831819	3.66388135766483	-1.8064889078588	0.0804354518281485	0.115558518648038	-5.60787089717932	MTF1	0.937198034040599
HMGCS1	-0.395093992337769	4.04964301398144	-1.80707376550649	0.0803421981058626	0.115438249736291	-5.74868450326989	HMGCS1	0.937650266596069
COQ9	-0.413138004057996	4.22349632409379	-1.80825922861385	0.0801534620963721	0.115194423376271	-5.84178049046842	COQ9	0.938568544832382
STX18	-0.673190383889657	2.92074743915125	-1.81035428274515	0.0798208345758951	0.11478454179476	-5.42057435256317	STX18	0.94011659508498
CDR2	-0.633464121991495	2.35431835241451	-1.81257666440473	0.0794692775348697	0.114333340559917	-5.31577875099232	CDR2	0.94182710722676
ABL1	-0.804030316288466	2.42140456811815	-1.8133651931003	0.0793448582563382	0.114167910791908	-5.26132483070406	ABL1	0.942455946215744
C20orf112	-0.865733977229787	2.26570730027854	-1.81369202588527	0.0792933371033684	0.114111278481398	-5.34578699035335	C20orf112	0.942671428849399
RP11-755B10.4	-0.625129523690118	2.45075455802576	-1.81523318246842	0.0790507768767744	0.113798887816541	-5.31375808920635	RP11-755B10.4	0.943861982382945
TMEM141	-0.595951624023592	2.39792858020427	-1.81622837048157	0.0788944821436718	0.113587403738319	-5.29278815385089	TMEM141	0.944669826989911
PRPS1	-0.319909679674796	4.52116090187463	-1.81653957695594	0.0788456611359817	0.11353062177612	-5.87753821732259	PRPS1	0.944886983627413
KHSRP	-0.810334505427921	2.06842468531184	-1.81728520863086	0.0787287937802859	0.113389327961823	-5.23651912508195	KHSRP	0.945427818682924
OTUD4	-0.375611330916375	4.01706463952495	-1.81910649383816	0.0784439537112817	0.113032898768781	-5.78745101371011	OTUD4	0.946795134620285
ATF5	-0.692955070971786	2.38636483588512	-1.82002298021713	0.0783009525261362	0.112840279447276	-5.41154565865322	ATF5	0.947535846991507
SUB1P1	-0.57809262148032	2.87308894521727	-1.82046500842957	0.0782320615276379	0.112754427887797	-5.43332952222379	SUB1P1	0.947866394288335
C7orf49	-0.314062115069255	4.17756805758402	-1.82095026463047	0.0781564929135995	0.112658930404701	-5.81509846651291	C7orf49	0.948234376316905
CNOT11	-0.394698780662534	3.92578806827187	-1.82135535730998	0.0780934558189596	0.112581475919136	-5.74177515960437	CNOT11	0.948533062130471
BUD31	-0.323938865318158	6.18586221371284	-1.82404474103247	0.077676055888117	0.11201977741653	-6.10735203137555	BUD31	0.950705294610224
SRFBP1	-0.393920152850602	5.01535155621797	-1.82870277631818	0.0769576214132465	0.111063109925068	-5.93858254160559	SRFBP1	0.9544301698299
RP11-480I12.2	-0.856162586924486	1.36176680880734	-1.82945201927785	0.0768425930967959	0.110950032104084	-5.06460143868798	RP11-480I12.2	0.954872567766137
COPS7A	-0.420235476586181	3.89760495872582	-1.82980986957852	0.0767877056053162	0.110897246154664	-5.70906594027131	COPS7A	0.955079238293426
ERI2	-0.687391594222637	2.23913309107324	-1.82981657021439	0.076786678173634	0.110897246154664	-5.2586904834867	ERI2	0.955079238293426
UGGT1	-0.319322048187962	5.11124170029134	-1.83056400269872	0.0766721454714406	0.110756790300812	-6.00674831189367	UGGT1	0.955629638470377
GUCD1	-0.477875473746383	4.49793794982817	-1.83221139150704	0.0764202234665013	0.110406055893999	-5.87781487182712	GUCD1	0.957007104421902
YOD1	-0.763528800348188	2.21341617987256	-1.83232835575299	0.076402363988421	0.110393433626732	-5.16005394433472	YOD1	0.957056758350367
KATNAL2	-0.770034762349001	1.43300842612137	-1.83235249105061	0.0763986791710936	0.110393433626732	-5.16808980313888	KATNAL2	0.957056758350367
SNHG11	-1.07606097973579	1.14943405418316	-1.83320657701039	0.0762683807501576	0.110239330561115	-5.03531384948855	SNHG11	0.957663432723245
ARFRP1	-0.662032817858531	2.53864797742859	-1.83415530714641	0.0761238662756406	0.110043591661872	-5.47375742769919	ARFRP1	0.958435243314379
ZEB2	-0.31708227371022	5.83370892292505	-1.83517167061191	0.075969309423554	0.10983328713673	-6.04688919566735	ZEB2	0.959266018456714
CLCC1	-0.436908021969122	3.42745028358155	-1.83704631492882	0.0756849389596221	0.109435230774332	-5.55662733790045	CLCC1	0.960842841917112
ZC3HC1	-0.302850121519128	5.49003996962874	-1.83809820058516	0.0755257743717811	0.10924425002067	-5.98236162258872	ZC3HC1	0.961601412481217
SLC7A6	-0.465538761182747	3.84834755621782	-1.83884091381003	0.0754135643173601	0.109094984077032	-5.73600589847059	SLC7A6	0.962195216760368
ARID1A	-0.514892700233429	4.6317238223974	-1.83947552671825	0.0753177992302222	0.108982504900744	-5.89415350762422	ARID1A	0.96264321430612
CXorf40B	-0.874737830943656	2.10735660192056	-1.84245051350753	0.0748702504878969	0.10834787146066	-5.1314452223007	CXorf40B	0.965179616157453
SMCHD1	-0.685413502020685	3.02637943115191	-1.84491676947098	0.0745009615217411	0.107852151617967	-5.454471766862	SMCHD1	0.967171186430797
RPLP0P2	-0.299893594956116	4.34655402743171	-1.84584573456784	0.0743622663500272	0.107664248038009	-5.93098914578909	RPLP0P2	0.96792848850817
RFX7	-0.562447477558264	3.37914863155257	-1.84606991602582	0.074328829034978	0.107628713671445	-5.5024657959158	RFX7	0.968071850179951
CDADC1	-0.854756884440866	1.58995509027312	-1.84630378865677	0.0742939599787605	0.107591097379485	-5.16622046895104	CDADC1	0.96822366286034
RP11-660L16.2	-0.523063532229616	3.16727828935944	-1.84819608298433	0.0740123448082221	0.107221762782748	-5.55433516574181	RP11-660L16.2	0.969717057019991
KANSL2	-0.339141498854888	4.97018224354714	-1.84839640585571	0.0739825859445175	0.10719148377809	-5.87386090318983	KANSL2	0.969839717396055
FECH	-0.363988088860325	4.35444309747176	-1.85224770607023	0.0734124481431828	0.106403645344431	-5.82591709033015	FECH	0.973043493038606
PSPC1P1	-0.825209983553526	1.72087941737984	-1.85302718648787	0.0732975150426535	0.106262517015832	-5.00398030889855	PSPC1P1	0.973619901270811
RBMX2P5	-0.548572153657537	2.46684452475763	-1.85534941685888	0.0729560200421239	0.105792785923276	-5.3411968078214	RBMX2P5	0.975543946105488
C17orf70	-1.26494423370569	0.984194556679336	-1.85577124661516	0.0728941346392163	0.105728385864696	-4.89993241625442	C17orf70	0.975808398034376
KDELR2	-0.288023564503865	5.65815028453264	-1.85685995846454	0.0727346209552806	0.105509667727146	-6.00779398311603	KDELR2	0.976707744648868
TRAF2	-0.810503900042084	1.65577514022747	-1.85805686164564	0.0725596011604534	0.105268401108098	-5.11245288867008	TRAF2	0.977701973390604
RABL2B	-0.5627291383372	2.63861804226091	-1.85832138356264	0.0725209696526843	0.10523651549007	-5.35370664680684	RABL2B	0.977833540370525
CTDSPL	-1.24897984194868	0.571497950830154	-1.85913129115529	0.0724027982407907	0.105078707305326	-4.86431116149467	CTDSPL	0.978485278611671
