,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
TMEM140,2.69064306512347e-25,0.521881250875129,0.331,0.108,6.37036652098633e-21
PPME1,3.75180601839537e-25,-0.65126100968312,0.336,0.549,8.88277592915287e-21
AAK1,7.10024711481044e-25,0.753840673922978,0.197,0.034,1.68105450690252e-20
ARRB2,3.44183397224638e-24,0.498803365594569,0.322,0.108,8.14888611269053e-20
SIAH2,3.49007440321201e-24,0.563785307338064,0.545,0.278,8.26310015704475e-20
TMSB4X,6.82948811350674e-24,0.900532650039026,0.228,0.056,1.61694960575386e-19
ATP6V0E1,1.92530718221052e-23,0.558005594834869,0.559,0.298,4.55835728460163e-19
PLAAT4,2.14653436485239e-23,0.418852474730385,0.139,0.01,5.08213476222452e-19
SELENBP1,2.48513933393411e-23,-0.63494184297433,0.582,0.724,5.88381588702239e-19
ANP32B,4.73444977089424e-23,0.519643133494006,0.905,0.817,1.12092832775692e-18
HPS1,4.77100979049115e-23,0.603036848485839,0.592,0.325,1.12958427799669e-18
NDUFV2,4.86183260889657e-23,0.681078737578769,0.496,0.25,1.15108748848235e-18
GYPA,6.49270950513088e-23,-0.741337621185514,0.527,0.685,1.53721390243479e-18
SRGN,9.60036685108e-23,0.448448657252766,0.157,0.019,2.2729828556617e-18
DRAM1,1.07887031790545e-22,0.459692599735099,0.169,0.024,2.55433336467294e-18
ISG15,1.58764846204038e-22,0.498011623095025,0.147,0.015,3.75891649872681e-18
MT-ND3,1.7431132340193e-22,-0.618197201122419,0.25,0.488,4.12699489286409e-18
SLC25A5,2.99877119326051e-22,0.57879169671439,0.259,0.076,7.09989067716358e-18
H1F0,3.40428120747095e-22,-1.02660142404615,0.167,0.356,8.05997618680823e-18
JAZF1,4.50926670487476e-22,-0.598729759970583,0.68,0.823,1.06761398504615e-17
LAPTM5,8.50813178191922e-22,0.353030256944336,0.148,0.017,2.0143852806872e-17
KIF13B,8.00969067061723e-21,0.597449810088353,0.148,0.019,1.89637436317534e-16
SESN3,9.24873306735892e-21,0.696396981301017,0.668,0.438,2.1897300410279e-16
S100A10,1.21429436117397e-20,0.762942053487416,0.372,0.162,2.8749633295155e-16
CRNDE,1.65595401092887e-20,0.368798902591573,0.137,0.015,3.92063671627519e-16
MT-CYB,1.71254287379302e-20,-0.378824965179598,0.391,0.616,4.05461650799235e-16
DNAJC21,1.85918434971596e-20,0.37174947544196,0.293,0.102,4.4018048663875e-16
RPS19,1.86841511867294e-20,0.740277548628921,0.77,0.616,4.42365963497006e-16
GUK1,1.94684426277548e-20,-0.441077237970758,0.87,0.908,4.60934847654724e-16
CDC27,2.57352966176496e-20,-0.654211306014895,0.466,0.655,6.09308882719473e-16
DDX24,3.15951577302065e-20,0.527462896807933,0.427,0.206,7.48046954420369e-16
HBD,7.28111329334569e-20,-0.432402891066762,0.98,0.993,1.72387638333253e-15
PPDPF,1.39601793517525e-19,0.399571952473666,0.627,0.362,3.30521206332093e-15
CALM3,8.62621835011316e-19,0.473280683780636,0.365,0.161,2.04234345657279e-14
CAT,1.656281749157e-18,-0.380147989167344,0.803,0.884,3.92141266930412e-14
JAK1,2.58321342450827e-18,0.736150111400539,0.394,0.184,6.11601610386578e-14
CYSLTR2,2.80916478783509e-18,0.354248518571889,0.119,0.012,6.65097855167836e-14
SAMD9L,2.94927869965061e-18,0.341797794820386,0.148,0.025,6.98271224929277e-14
TMCO3,3.18238696290396e-18,0.445024061214566,0.13,0.017,7.53461937337141e-14
RAP1GAP,4.75232884356433e-18,0.461468210230412,0.201,0.055,1.12516137700229e-13
FDXR,6.63998871026636e-18,0.378144767539202,0.14,0.023,1.57208372704266e-13
TRIM10,8.64346954861898e-18,-0.657261053345359,0.278,0.448,2.04642785033103e-13
ISCU,9.01094329938735e-18,0.544182195637873,0.637,0.412,2.13343093556295e-13
ACTB,1.04967745189255e-17,0.623581199149636,0.774,0.604,2.4852163351008e-13
TPT1,1.10955847325074e-17,0.374235499246399,0.942,0.925,2.62699064126844e-13
JPT1,1.5678013115236e-17,0.47292527341079,0.263,0.098,3.71192638516327e-13
GTF3A,1.67485271903375e-17,0.422609871291097,0.217,0.067,3.96538129758431e-13
TMEM158,1.68413537572293e-17,0.433398126119412,0.224,0.072,3.98735891556161e-13
RYBP,1.94268222004705e-17,0.603087734492089,0.392,0.188,4.5994944241834e-13
PBX1,2.22167864377696e-17,0.479420318705528,0.197,0.055,5.26004635700634e-13
DHRS7,2.94056645171424e-17,0.348519690621823,0.129,0.019,6.96208513107862e-13
NFIX,3.63396073797299e-17,-0.610696481825738,0.314,0.47,8.60376544322486e-13
BRI3,3.74201635377735e-17,0.411735183075472,0.536,0.31,8.85959791920325e-13
MBNL1,4.22615838687164e-17,0.879283473725313,0.565,0.353,1.00058525967573e-12
TMEM241,4.482914165864e-17,0.56939604015605,0.149,0.029,1.06137475790996e-12
PDZK1IP1,4.53506878856628e-17,0.581353489935264,0.362,0.173,1.07372288638095e-12
ETFB,4.65125903246115e-17,0.349681326794704,0.235,0.078,1.1012320885255e-12
SLC16A1,7.30128325798624e-17,0.405368480948358,0.244,0.084,1.72865182416082e-12
PSME2,1.1180827478055e-16,0.383998368536041,0.147,0.029,2.64717271370429e-12
ATP5MPL,1.49794614059173e-16,0.442443014957302,0.612,0.393,3.54653728246498e-12
SQSTM1,1.61583379994584e-16,0.718946885788816,0.555,0.338,3.82564810475178e-12
VPS26A,1.76259612790397e-16,0.439872772542749,0.398,0.193,4.17312259242543e-12
ITSN1,2.09205949743039e-16,-0.6251376715432,0.154,0.316,4.95316006611618e-12
SPTA1,2.16161516850847e-16,-0.482416168893556,0.613,0.754,5.11784007296065e-12
YBX3,4.13587415554575e-16,-0.426578954383952,0.824,0.891,9.79209565067012e-12
MT2A,4.38490960655175e-16,0.776104029412015,0.325,0.147,1.03817119844719e-11
CDKN1A,4.39633485354401e-16,0.435778328886248,0.107,0.012,1.04087623992508e-11
CD44,6.71406922408114e-16,0.560844265719636,0.489,0.274,1.58962302949345e-11
PCBP1,1.07077898938482e-15,0.49503689733427,0.496,0.282,2.5351763352675e-11
CTSD,1.28078023428268e-15,0.416007081710338,0.305,0.133,3.03237528268768e-11
HYI,1.37999217660335e-15,0.27137858290003,0.143,0.03,3.26726947732609e-11
TMEM131L,1.94457963127168e-15,-0.481894897825639,0.498,0.646,4.60398673499883e-11
SOX6,2.28554276718265e-15,-0.472891382046334,0.654,0.77,5.41125105558165e-11
PSAP,2.62503081490932e-15,0.489611751108483,0.327,0.149,6.21502295737931e-11
PVT1,2.64580039485306e-15,0.521543122446435,0.114,0.017,6.26419701485411e-11
TRIM38,3.27811083728875e-15,0.379150225201003,0.149,0.035,7.76125521836484e-11
HMBS,3.70662352757963e-15,-0.343607337685794,0.894,0.916,8.77580186389752e-11
PELI2,4.00723677438539e-15,0.595062436989162,0.1,0.011,9.48753378703484e-11
TRANK1,4.18010487787686e-15,0.459328497182583,0.191,0.059,9.89681630886125e-11
GSTP1,4.64206243468985e-15,0.313272803888718,0.205,0.067,1.09905470203717e-10
RHEB,6.95811877760855e-15,0.417042067542218,0.198,0.065,1.6474042017866e-10
TOR1AIP2,7.46476431982446e-15,0.497247763565344,0.287,0.125,1.76735760036164e-10
SERF2,8.37074412864154e-15,0.313175779579703,0.919,0.887,1.98185737989717e-10
TRIB3,1.57124295818139e-14,0.832850510474064,0.135,0.032,3.72007482779026e-10
KLC3,1.80235968672177e-14,-0.578084958699315,0.185,0.333,4.26726679428246e-10
CCNG1,1.81087588968899e-14,0.331038402380878,0.244,0.095,4.28742975642765e-10
PFDN5,2.38190904236287e-14,-0.419809554931059,0.582,0.684,5.63940784869834e-10
REXO2,2.39063106901637e-14,0.616991121257672,0.619,0.43,5.66005811900316e-10
SPECC1,2.40886797341742e-14,-0.441881326158168,0.587,0.691,5.70323581386308e-10
ITM2B,2.53105833023985e-14,0.512654660678262,0.728,0.536,5.99253370267587e-10
C5orf56,2.5354126082094e-14,0.409373892873389,0.131,0.028,6.00284289119657e-10
MRPL27,2.81640760303343e-14,0.361875216076322,0.25,0.102,6.66812664094195e-10
IL6ST,2.85988430744753e-14,0.399278584015859,0.308,0.141,6.77106208631276e-10
IFIT2,3.08439656562385e-14,0.511966173577616,0.11,0.018,7.30261730877103e-10
CYSTM1,3.16964188455955e-14,0.436152456924016,0.442,0.242,7.5044441258832e-10
ABCB10,3.2269504556864e-14,-0.533643715314067,0.335,0.472,7.64012789888312e-10
SAT1,3.49031705059365e-14,0.663317105394096,0.381,0.205,8.26367464898552e-10
DDB2,4.52256454976991e-14,0.458516494433878,0.139,0.034,1.07076238280352e-09
RNF213,4.56929765326492e-14,0.448864469429555,0.205,0.07,1.081826912387e-09
BLOC1S2,5.15902073041234e-14,0.419167638939086,0.247,0.101,1.22144974813243e-09
RBCK1,6.57096575056245e-14,0.301405393489579,0.157,0.044,1.55574185110317e-09
AC079804.3,6.63018688445579e-14,-0.667531218579839,0.202,0.341,1.56976304676375e-09
COX8A,8.30964289273071e-14,0.402839665046922,0.229,0.088,1.96739105128292e-09
NUP58,9.61477052544302e-14,0.252268551056425,0.18,0.056,2.27639306960389e-09
IER5,9.82926649142784e-14,0.321158631142028,0.13,0.029,2.32717713451045e-09
FBXO9,1.17586145421559e-13,-0.502575206594754,0.426,0.531,2.78396957900083e-09
ARG2,1.22807529773219e-13,0.619502972278874,0.245,0.104,2.90759107491074e-09
HINT1,1.30662551432369e-13,0.359718393408178,0.259,0.109,3.09356656771276e-09
ATP6V0B,1.3916606106917e-13,0.362006476565733,0.454,0.251,3.29489566187366e-09
CAMK1D,1.59201004117117e-13,0.586326190211801,0.308,0.147,3.76924297347687e-09
PFN1,1.76506130648917e-13,0.378263571531611,0.209,0.076,4.17895914924377e-09
TRAK2,1.79188799310602e-13,-0.407659215706814,0.726,0.806,4.24247401247782e-09
PRDX5,1.94799586679137e-13,0.430385256447084,0.592,0.381,4.61207501421525e-09
ARPC2,2.07381021076625e-13,0.347676492796587,0.281,0.122,4.90995305501017e-09
CAST,2.34623284456043e-13,0.443979405819165,0.325,0.159,5.55494088278127e-09
OSER1,2.62306517305955e-13,0.365183910123715,0.307,0.143,6.21036910373579e-09
SESN1,2.95203273918731e-13,0.475115315457492,0.26,0.113,6.98923271329987e-09
RGS6,2.99612159921234e-13,-0.585164572983378,0.444,0.581,7.09361749829514e-09
USP32,3.5653627808808e-13,-0.594150078176088,0.411,0.536,8.44135292001337e-09
RAB3IP,4.69954500708814e-13,-0.516980249569861,0.155,0.287,1.11266427587819e-08
ESPN,5.15314037140418e-13,0.350428085591231,0.231,0.092,1.22005751433365e-08
METAP2,5.54119100836112e-13,-0.507948074455063,0.172,0.309,1.31193238313958e-08
CDKN3,5.77258888250976e-13,0.298743703215325,0.137,0.035,1.36671814382301e-08
UFD1,6.41022518704683e-13,0.288680296349585,0.181,0.061,1.51768491528521e-08
XPC,7.7533130371473e-13,0.415099012685271,0.139,0.038,1.835674394675e-08
C4orf3,7.78419353260114e-13,0.311345835701298,0.205,0.078,1.84298566077865e-08
SDSL,7.80537439727241e-13,0.282465026129506,0.177,0.058,1.84800044229822e-08
MGST3,8.12984740635629e-13,-0.437342532920181,0.668,0.778,1.92482267192892e-08
TPGS2,1.24424029512701e-12,0.295323077883555,0.225,0.09,2.94586332274272e-08
MT-ND4,1.27660026985964e-12,-0.464225423021732,0.32,0.473,3.02247879891967e-08
NUB1,1.29246088539422e-12,0.403214150218441,0.269,0.12,3.06003039225936e-08
AL359513.1,1.48711630604856e-12,0.267594847420815,0.131,0.034,3.52089656620056e-08
ZC3H8,1.72847322212332e-12,0.366686092957841,0.158,0.05,4.09233320069917e-08
GLUL,1.79905694975868e-12,0.42063923744593,0.732,0.556,4.25944723424865e-08
EMC3,2.06024800444226e-12,0.379012295931099,0.837,0.695,4.87784317531749e-08
ATP6V0C,2.06422649823896e-12,0.386365749046158,0.79,0.611,4.88726265723056e-08
RGS16,2.13943937183816e-12,0.516358849353489,0.286,0.135,5.06533665676402e-08
SARAF,2.27257275145578e-12,0.375407960228307,0.37,0.195,5.38054324634671e-08
MKI67,2.62618700705609e-12,0.455739903795662,0.13,0.034,6.21776035790601e-08
RIOK3,2.7443361676912e-12,0.504333432319906,0.851,0.736,6.49749031062568e-08
CEBPG,2.75964766011258e-12,0.32813559850225,0.154,0.047,6.53374180008255e-08
UBALD2,2.96534922245337e-12,0.511101761535819,0.311,0.161,7.0207608190806e-08
ZCRB1,3.02701147787777e-12,0.281004714424921,0.182,0.064,7.1667523750234e-08
SMIM1,3.09486663016883e-12,-0.543594833428741,0.511,0.606,7.32740623358772e-08
CEBPB,3.30794301595217e-12,0.368246116146816,0.185,0.068,7.83188588456836e-08
TUBB2A,4.50732660130809e-12,0.333381531225735,0.196,0.075,1.0671546461257e-07
TERF2IP,4.62679900763337e-12,-0.405325163094328,0.824,0.856,1.09544093304728e-07
CLK3,4.93489636051047e-12,-0.46173919321411,0.369,0.482,1.16838606231446e-07
MLLT3,5.01630322799394e-12,0.395260305929779,0.288,0.138,1.18765995225984e-07
FBXL5,5.09464005617714e-12,0.359342896019948,0.171,0.059,1.2062069797005e-07
KLHDC8B,6.27838671740888e-12,0.365764791944789,0.35,0.184,1.48647083921373e-07
NUCKS1,7.03871185955137e-12,0.384867091975222,0.181,0.067,1.66648541986738e-07
BBC3,7.36327513748466e-12,0.28086858159009,0.327,0.165,1.74332902155087e-07
TMEM14B,8.4852679535178e-12,-0.565186575427186,0.463,0.556,2.00897204067487e-07
CGGBP1,9.02928303467395e-12,0.364400124163119,0.298,0.142,2.1377730512894e-07
ZFAND5,1.54345149179404e-11,0.431613252005238,0.559,0.37,3.65427575197158e-07
MARK3,1.73864312623476e-11,-0.364044810423308,0.659,0.719,4.11641146567342e-07
SLC48A1,2.00683282108652e-11,0.257760891534302,0.187,0.07,4.75137738720444e-07
NDUFAF6,2.20407580278908e-11,0.25986747918035,0.107,0.024,5.21836987068342e-07
FRMD4A,2.21822226919143e-11,-0.54630180919828,0.255,0.378,5.25186304453763e-07
MT-ND1,2.59886019189224e-11,-0.457169481806635,0.312,0.455,6.15306139032406e-07
SEL1L,2.63308822009595e-11,0.418277639649558,0.186,0.073,6.23409966989917e-07
ATP5F1E,2.73992026366087e-11,-0.279149645510682,0.882,0.913,6.48703521624347e-07
UBE2S,2.92854234661556e-11,0.585065991214361,0.248,0.119,6.933616859847e-07
RIT1,3.19630226279155e-11,0.292748508760083,0.258,0.118,7.56756523738528e-07
SERP1,3.37692928383815e-11,0.367397795533544,0.288,0.143,7.99521777241521e-07
CHIC2,3.38649113418795e-11,0.326370870947525,0.362,0.194,8.01785640930339e-07
RMC1,3.45825700042733e-11,0.371228828288554,0.176,0.065,8.18776927421175e-07
SET,3.47799734026451e-11,0.299778524428725,0.221,0.095,8.23450650281026e-07
ALAS2,3.54041828579397e-11,-0.271968129108173,0.944,0.968,8.3822943334458e-07
PTTG1,4.11855668369198e-11,0.361385804511212,0.221,0.099,9.75109480430914e-07
CORO1C,4.28843832691938e-11,0.426531593558803,0.322,0.17,1.01533065828143e-06
FAXDC2,4.48796180993171e-11,-0.479543931964141,0.29,0.408,1.06256983811943e-06
NDUFAF8,4.75699027370831e-11,0.312956946875694,0.145,0.047,1.12626501720318e-06
UBXN6,5.2168356458903e-11,0.434781809555235,0.58,0.388,1.23513800752099e-06
RPIA,5.83813612656135e-11,-0.440947044880332,0.464,0.565,1.38223710932466e-06
GYPE,6.33734112227448e-11,-0.670209729230133,0.326,0.429,1.50042888410971e-06
ZDHHC14,7.06891189810206e-11,0.255171369948075,0.126,0.036,1.67363558099464e-06
MMP24OS,7.66617204612979e-11,0.27300852893193,0.26,0.124,1.81504289364169e-06
CPEB4,8.2835938009927e-11,0.533928251494863,0.824,0.686,1.96122366832303e-06
PTPRF,8.43678057398166e-11,0.345038215078615,0.111,0.028,1.9974921686959e-06
MSRB1,8.67874616885241e-11,0.253011347371838,0.147,0.05,2.0547799429375e-06
ANKRD12,9.4283736086098e-11,0.445478840889127,0.503,0.314,2.23226173557446e-06
CYTOR,9.6995805620899e-11,0.417769621055729,0.319,0.17,2.2964726938804e-06
LIMS1,1.14093240078008e-10,0.271167286687586,0.154,0.053,2.70127155208691e-06
ATP6V1E1,1.14894982792723e-10,0.303493098612185,0.295,0.147,2.72025361260051e-06
FOXP1,1.1894207018332e-10,0.639404890564446,0.583,0.389,2.81607245366028e-06
MAX,1.21415959077391e-10,0.342590752264561,0.241,0.112,2.87464424711631e-06
GALNT2,1.24639983363895e-10,0.494301653328544,0.263,0.128,2.95097624612357e-06
AEN,1.24865826838191e-10,0.299040250455954,0.192,0.08,2.95632331622101e-06
LBH,1.35615167155805e-10,0.437658899073179,0.582,0.399,3.21082469758083e-06
FAS,1.46295105170027e-10,0.27895732644615,0.178,0.068,3.46368291000555e-06
MYL4,1.65028637447853e-10,-0.389105180922789,0.463,0.598,3.90721802021537e-06
LAMTOR1,1.88015677262061e-10,0.297727383518892,0.327,0.175,4.45145917485656e-06
CCT2,1.9940930497414e-10,0.451909358529919,0.398,0.238,4.72121470456773e-06
POMP,2.12330761031911e-10,0.440219620651449,0.631,0.44,5.02714309819153e-06
RFC3,2.16807886943515e-10,0.331179554147046,0.101,0.024,5.13314353127465e-06
NAP1L1,2.17191109071104e-10,0.389108713403071,0.154,0.057,5.14221669836747e-06
SYF2,2.19512233006352e-10,0.37683933916612,0.463,0.278,5.19717162865839e-06
HSPA5,2.20725809696724e-10,0.623242513202655,0.281,0.143,5.22590427037963e-06
AC024267.1,2.44824529540348e-10,-0.45309940661486,0.217,0.343,5.79646556139728e-06
PIP4K2A,2.47141018740881e-10,0.331121149727173,0.708,0.518,5.85131075970909e-06
DERL1,2.59528669172457e-10,0.25166819226931,0.124,0.038,6.14460077132709e-06
TP53INP1,2.937574822257e-10,0.262702473394943,0.133,0.044,6.95500214917567e-06
UBL5,3.02840870630938e-10,0.31002964130703,0.646,0.446,7.17006045305808e-06
SUCO,3.77941024154779e-10,-0.404991868309312,0.303,0.424,8.94813168788854e-06
TTC25,4.1092508515866e-10,-0.388724308599909,0.053,0.142,9.72906231621643e-06
NR3C1,4.23177547647027e-10,0.52704411427002,0.638,0.456,1.0019151618091e-05
IRF1,4.35642486804581e-10,0.404409688367871,0.216,0.098,1.03142715175853e-05
FNIP1,4.36687226407375e-10,0.484299934608461,0.307,0.167,1.0339006772421e-05
MAP1LC3B,4.50531975124245e-10,0.467567622867379,0.704,0.545,1.06667950430416e-05
FAM222B,4.74582130631421e-10,-0.816731055426829,0.167,0.286,1.12362065248295e-05
R3HDM4,5.06880992065982e-10,0.314989612736101,0.435,0.257,1.20009143681542e-05
MEF2A,5.33781879633503e-10,0.365807765084687,0.269,0.137,1.26378197822028e-05
CITED2,5.35566182949468e-10,0.414043457226205,0.338,0.194,1.26800649475116e-05
PLEK2,5.41728365484576e-10,0.357141758668131,0.278,0.147,1.28259607812128e-05
AMMECR1,5.63721485338106e-10,-0.582088789605524,0.247,0.362,1.3346669886865e-05
GABARAP,6.69662994912841e-10,0.316762074001789,0.858,0.756,1.58549410675564e-05
KTN1,8.14209114370946e-10,0.388430347713843,0.255,0.13,1.92772149918465e-05
PSME1,8.36586785656604e-10,0.337811590342,0.413,0.246,1.98070287372057e-05
PPIA,8.57413018196557e-10,0.349667600202253,0.201,0.09,2.03001106188217e-05
SDHA,9.84607963627155e-10,0.308355068272696,0.183,0.078,2.33115781468365e-05
DDX5,9.9542526219334e-10,-0.508545875065134,0.344,0.441,2.35676885076895e-05
CTNNAL1,1.1735609789708e-09,0.501109433240872,0.351,0.211,2.77852297381126e-05
POLR1D,1.4821206097543e-09,0.359742701921891,0.497,0.325,3.50906875565429e-05
FAM210B,1.54071809128429e-09,0.301740280189479,0.843,0.739,3.64780415292468e-05
KIAA1586,1.71216629897468e-09,-0.438294860708436,0.2,0.305,4.05372492945245e-05
DDX52,1.95949092471261e-09,0.295091466613746,0.263,0.132,4.63929071334957e-05
KAT2B,2.15162606609582e-09,-0.546446723654846,0.188,0.301,5.09418987408847e-05
DEK,2.19145027610166e-09,0.352250193762549,0.209,0.098,5.18847767369828e-05
DCP1B,2.23741061782078e-09,0.254960095929274,0.152,0.058,5.29729337875249e-05
PHLPP2,2.32378212504818e-09,-0.433492360485033,0.169,0.274,5.50178655926407e-05
SP100,2.58361936698377e-09,0.324933417586196,0.307,0.166,6.11697721327077e-05
COX20,2.86390999765697e-09,0.271703012479706,0.234,0.118,6.78059331045265e-05
REV3L,3.15654805233738e-09,0.355080065264691,0.167,0.069,7.47344316871397e-05
PITHD1,3.23139544882e-09,-0.519033479893162,0.559,0.615,7.65065186462624e-05
PCGF5,3.47072313465833e-09,0.427333826516987,0.535,0.371,8.21728409361706e-05
NT5C,3.55092475886741e-09,0.256600535520074,0.133,0.047,8.40716945909449e-05
MKNK2,3.6131005613781e-09,-0.374540275506337,0.332,0.433,8.55437688911878e-05
NEDD4L,3.7465411613513e-09,0.330078986133081,0.43,0.257,8.87031085361535e-05
CAMKMT,4.62617339899603e-09,-0.306228277010074,0.224,0.345,0.00010952928139463
RNASEK,4.72662355747101e-09,0.278328744846164,0.434,0.263,0.000111907539346684
DIPK2A,4.86433998261246e-09,0.524118305271463,0.314,0.179,0.000115168113428333
HES6,4.95264509420036e-09,0.295842883394038,0.147,0.057,0.000117258825250288
ATP6V1C1,5.44112163288632e-09,0.324624924942851,0.238,0.118,0.000128823995780216
SUMO2,5.85954418263111e-09,0.316858989190072,0.303,0.167,0.000138730568067974
GMPR,5.93791553887518e-09,0.341163050197743,0.785,0.638,0.000140586088298409
GNG5,6.00384844365584e-09,0.379147140890086,0.437,0.287,0.000142147115751996
ARL6IP1,8.07395537817108e-09,0.384999593320484,0.668,0.521,0.000191158967533578
NEAT1,1.15398087259207e-08,0.313686903599387,0.841,0.709,0.000273216511394899
VCL,1.24485877291681e-08,0.260399969829829,0.145,0.058,0.000294732763075783
TSPO,1.30335979631862e-08,0.29357866127758,0.405,0.246,0.000308583465376397
PPM1L,1.46439968957822e-08,0.483877985005664,0.133,0.051,0.00034671127050454
ARL8B,1.55736903973704e-08,0.277064262343225,0.215,0.105,0.000368722693848141
TUT7,1.90171853648733e-08,0.341273204879542,0.272,0.147,0.00045025088069874
MAP4K4,2.25983671784877e-08,0.351467797542207,0.34,0.205,0.000535038941317875
JMJD1C,2.49319327140308e-08,0.427304686772675,0.461,0.305,0.000590288438937394
CALR,2.63949011313038e-08,0.369779360832075,0.469,0.314,0.000624925679184749
AGPAT4,2.7203184018493e-08,-0.439217264510042,0.233,0.344,0.00064406258482184
UBE2D3,2.82163750091389e-08,0.357492608398339,0.719,0.559,0.000668050894716373
ZNFX1,2.98172050484002e-08,0.251452426703982,0.223,0.109,0.000705952146725923
ACAP2,2.9985952558445e-08,0.419940709245791,0.283,0.159,0.000709947412773744
LYL1,3.33346815266913e-08,0.4004276964994,0.546,0.387,0.000789231919825942
ELF1,3.39342505397059e-08,0.275758025447306,0.326,0.192,0.000803427315778076
DGKH,3.45114726829031e-08,0.273036676094097,0.174,0.079,0.000817093627240415
RPL18,3.51168003722088e-08,0.274699798761639,0.722,0.554,0.000831425365612416
MYL12B,3.55803103868241e-08,0.251198532768439,0.578,0.387,0.000842399428718447
NPEPPS,3.74403139424505e-08,0.35252772580158,0.188,0.091,0.000886436872901458
ACSL6,3.82015096183835e-08,-0.40100394164414,0.076,0.159,0.000904458941724847
RAB11A,4.38427553867442e-08,-0.449076685321326,0.407,0.479,0.00103802107653656
SLC22A16,4.5132806704915e-08,-0.437388689665277,0.134,0.225,0.00106856433154557
CCNI,4.66430360471607e-08,0.296308453617604,0.765,0.642,0.00110432052145258
ID2,4.7212258201096e-08,0.373419518514488,0.298,0.175,0.00111779742516915
