,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
YPEL3,4.15831982302062e-68,0.573216216568766,0.621,0.269,9.84523801298363e-64
CA3,7.56856026588279e-67,0.671472061445704,0.39,0.091,1.79193232855041e-62
TYMS,1.53600861402055e-66,0.724321378250786,0.876,0.663,3.63665399455506e-62
H1FX,8.31644896376334e-66,-0.761572084163897,0.789,0.876,1.96900245666061e-61
RPSA,1.34319134860582e-65,-0.7193949304508,0.963,0.966,3.18013983695915e-61
GUK1,1.56114379149533e-65,0.530715853425375,0.959,0.937,3.69616404074434e-61
ITM2A,2.15976449162338e-65,0.441904796448196,0.375,0.085,5.11345841036752e-61
RRM2,1.34282527005476e-64,0.728763907439863,0.927,0.819,3.17927310938166e-60
RPS29,1.30874627812413e-63,-0.648883543682337,0.934,0.944,3.09858768808668e-59
MAP1LC3A,4.16219187348274e-62,0.3085940549282,0.342,0.063,9.85440547965773e-58
RPL27,6.05407257531278e-62,-0.687626863967595,0.917,0.941,1.43336222293105e-57
CCNG1,1.16000960407462e-61,0.560505623706802,0.642,0.351,2.74643873860706e-57
HERC5,1.47410830228536e-60,0.503137606118143,0.433,0.14,3.49009881649082e-56
RPS8,2.82212714105217e-60,-0.738851685461485,0.974,0.984,6.68166821915511e-56
YBX3,3.0292924684878e-60,0.589610984038136,0.941,0.889,7.17215284839172e-56
DDB2,6.33143121012326e-60,0.721759293595352,0.675,0.408,1.49902965330878e-55
ST8SIA1,6.38860008095614e-60,0.635273474030855,0.561,0.241,1.51256495516717e-55
ESPN,9.42278047833555e-60,0.485387370358225,0.402,0.12,2.23093750605072e-55
FBXL5,8.1122061822378e-59,0.538833862035907,0.718,0.429,1.92064593570662e-54
RPL9,5.33404325626497e-58,-0.699531636906216,0.938,0.956,1.26288808135329e-53
SRSF7,7.74235408965966e-58,-0.647043347708001,0.595,0.745,1.83307975426782e-53
TXNIP,2.30417180840309e-57,0.562040277601698,0.902,0.744,5.45535717357516e-53
RPL21,2.59924028479847e-56,-0.551063807325354,0.965,0.97,6.15396129828886e-52
RPL10A,2.83941425222071e-56,-0.821667514581956,0.852,0.901,6.72259718355776e-52
GYPC,1.31621126611517e-55,0.334587885463449,0.993,0.99,3.11626179365427e-51
CRNDE,1.64383228020041e-55,0.542773164420351,0.675,0.373,3.89193730660249e-51
PPDPF,4.92737835109296e-55,0.467260567550224,0.945,0.894,1.16660609840477e-50
SNCA,5.15124206404198e-55,0.54339767035645,0.98,0.933,1.21960807108258e-50
PHPT1,1.2102952695471e-54,0.760786787047268,0.774,0.623,2.86549508017972e-50
HIST1H4C,5.33491769575612e-53,-0.808978423961541,0.958,0.967,1.26309511364722e-48
FDXR,7.52128029616388e-53,0.577795741834978,0.482,0.205,1.78073832291976e-48
TAC3,7.63663426171814e-53,0.476083171120363,0.207,0.01,1.80804952780439e-48
RPL38,8.11113535748331e-53,-0.482897775242447,0.947,0.953,1.92039240723775e-48
FAM111B,2.20693880451402e-52,0.586337711523496,0.243,0.028,5.2251483135674e-48
SVIP,2.74151854544795e-52,0.576367885583329,0.843,0.641,6.49081930820258e-48
RPS17,2.88733128324579e-52,-0.721426898671379,0.93,0.947,6.83604554621272e-48
RGS10,5.04021774907755e-52,0.498566555132964,0.898,0.778,1.1933219542716e-47
HIST1H2AL,3.85036590176396e-51,-1.05234527243879,0.733,0.775,9.11612630901635e-47
TMEM106C,2.01068917835974e-50,0.514358931955538,0.626,0.358,4.76050769868452e-46
CYC1,3.29828894725479e-50,-0.525404379275544,0.653,0.788,7.80902891152044e-46
RPLP2,2.16403118659401e-49,-0.427286402847567,0.984,0.984,5.12356023737997e-45
TMEM14B,2.97099577661657e-49,-0.570645778812744,0.884,0.931,7.0341296007174e-45
NEAT1,3.27905040817551e-49,0.894847784470937,0.903,0.778,7.76347974639634e-45
MDM2,4.07769660568841e-49,0.62340176410024,0.632,0.365,9.65435448362787e-45
HEMGN,6.54516851017457e-49,0.380493638591441,0.975,0.973,1.54963409646893e-44
RPL17,1.03113371492998e-48,-0.736701788799319,0.956,0.959,2.44131218346821e-44
RPL18A,1.0556074830874e-48,-0.62984678723464,0.979,0.967,2.49925627695773e-44
RPS23,1.3712031484943e-48,-0.717919338717836,0.974,0.978,3.2464605743751e-44
TSTA3,3.26188970106448e-48,-0.503959145367233,0.775,0.865,7.72285005624026e-44
BCL2L1,7.58574365357491e-48,0.471700421471704,0.737,0.476,1.7960006674204e-43
EMCN,9.01568313158687e-48,0.287059429155779,0.191,0.01,2.13455313823451e-43
SNRPF,2.36122858874217e-47,-0.594053714585903,0.57,0.713,5.59044480670597e-43
RPL31,4.86800288115282e-47,-0.555562089776415,0.899,0.93,1.15254836214174e-42
EPSTI1,1.13643761578702e-46,0.408917316484353,0.393,0.137,2.69062969913734e-42
LGALS3,1.38902388633963e-46,0.619970989836371,0.977,0.979,3.28865295329771e-42
RPS27,4.91921643631709e-46,-0.464449790984239,0.981,0.983,1.16467368346243e-41
HIST1H1C,5.03707765094722e-46,-0.79343042637538,0.832,0.857,1.19257850463826e-41
RPS16,9.29921248485866e-46,-0.518742821293013,0.97,0.968,2.20168154791514e-41
RPS15A,9.54678321317369e-46,-0.47473103917604,0.98,0.986,2.260296393551e-41
STK17A,1.50738100215477e-45,0.571613292574315,0.79,0.569,3.56887526070164e-41
SELENBP1,3.08132356783522e-45,0.440483077979771,0.734,0.459,7.29534167920668e-41
HNRNPD,6.37899520101448e-45,-0.530561503278552,0.804,0.855,1.51029090379219e-40
ST6GALNAC1,3.37662143367992e-44,-0.371398854543258,0.109,0.32,7.99448890638057e-40
NPRL3,3.44601544939637e-44,0.511202650804454,0.738,0.528,8.15878617799084e-40
NME2,7.5126933470221e-44,-0.902426053868626,0.371,0.555,1.77870527684095e-39
HIST1H3G,2.94653782750969e-43,-0.565261213043026,0.443,0.635,6.97622296041193e-39
RPL35A,3.19793616044824e-43,-0.479439474760785,0.974,0.983,7.57143365347726e-39
ATP5F1B,4.74247294734606e-43,-0.548319483635874,0.733,0.776,1.12282789501365e-38
RPS3,7.25259528601905e-43,-0.495817346553014,0.976,0.986,1.71712445991787e-38
RPL10,1.05156478603661e-42,-0.749088547455173,0.971,0.974,2.48968478742028e-38
AC100810.1,1.18602238288591e-42,0.396180677399946,0.58,0.302,2.80802659372068e-38
MT-ND4,1.97981030108857e-42,-0.756664905721958,0.888,0.904,4.68739886885729e-38
EEF1A1,2.11597933457086e-42,-0.511262578745104,0.984,0.993,5.00979267252996e-38
ZNF428,4.84316133715333e-42,0.367775959967041,0.531,0.272,1.14666687818442e-37
AC016629.2,6.13772737303502e-42,0.50145562063278,0.572,0.338,1.45316833283977e-37
RPL37A,1.15085367086982e-41,-0.581360658235085,0.97,0.972,2.72476115115139e-37
BAX,1.3613613911778e-41,0.538249514942556,0.734,0.527,3.22315922975256e-37
PSAT1,1.48560946466367e-41,-0.606575723511039,0.436,0.6,3.51732896853771e-37
TUBA1B,1.65508631119077e-41,-0.331856392123469,0.968,0.986,3.91858235037527e-37
RPL5,2.51030633899578e-41,-0.691983377820763,0.941,0.942,5.94340128820642e-37
LAPTM5,6.24794569437658e-41,0.373445219025499,0.318,0.104,1.4792636226006e-36
SYNGR1,1.34500642573136e-40,-0.74852527016253,0.25,0.471,3.18443721356156e-36
HIST1H3D,1.90322917863962e-40,-0.737511114147871,0.738,0.775,4.50608540334718e-36
RPL7,2.9592780993441e-40,-0.637710459434134,0.936,0.945,7.00638682800709e-36
FAM210B,3.05854581010748e-40,0.381492850738486,0.935,0.917,7.24141306001047e-36
PHLDA3,3.83813990419679e-40,0.279458343784292,0.239,0.048,9.08718003717632e-36
FAS,4.66242766762722e-40,0.294031796128474,0.358,0.122,1.10387637458742e-35
SLC25A21,4.90126788225918e-40,-0.769549306334539,0.657,0.776,1.16042418380368e-35
NACA,8.43346781336802e-40,-0.56945033144128,0.93,0.94,1.99670783949301e-35
METAP2,9.22593268424061e-40,-0.505275377194278,0.793,0.861,2.18433182232081e-35
RPL11,1.26937076979598e-39,-0.522601475811904,0.98,0.983,3.00536223456895e-35
MRPL57,1.38781564293488e-39,0.4623991203941,0.856,0.703,3.28579231621262e-35
CCDC28B,1.66899810838723e-39,0.350685359786232,0.512,0.263,3.95151992141761e-35
RPL3,1.8505320226951e-39,-0.641536515756118,0.973,0.976,4.38131961693292e-35
XG,2.06526844220551e-39,0.491704247082807,0.356,0.128,4.88972956376576e-35
MT-ND2,2.40271520147854e-39,-0.703389391034965,0.61,0.732,5.68866851102059e-35
ZFP36L2,3.28147479602782e-39,0.541768868823852,0.778,0.621,7.76921972707548e-35
ATP5F1A,4.81371697217746e-39,-0.549184810783865,0.637,0.725,1.13969563033273e-34
AQP1,6.0130792072901e-39,0.432693675978564,0.75,0.533,1.423656633118e-34
SLC14A1,7.47730407372072e-39,0.384461992725086,0.493,0.233,1.77032651249412e-34
SRSF2,5.7799561573757e-38,-0.488236525014461,0.657,0.774,1.36846241982027e-33
MYBL2,5.78622818691011e-38,0.463599615077115,0.831,0.691,1.36994738553284e-33
BOLA3,8.34816959243134e-38,-0.459076868422831,0.569,0.719,1.97651263270404e-33
DNAJC1,1.45431604399616e-37,0.455007801087072,0.735,0.502,3.44323866576531e-33
RPL23,1.79580094455016e-37,-0.799003726567572,0.859,0.872,4.25173831631697e-33
NDUFS7,2.49873020803666e-37,-0.460754127551771,0.515,0.659,5.91599364054759e-33
CCNG2,5.083573722212e-37,0.2965457804582,0.234,0.049,1.20358691447091e-32
RPL13A,5.1275686463968e-37,-0.573704757162894,0.972,0.975,1.21400315272091e-32
RPS12,1.63864264433454e-36,-0.493343070674846,0.989,0.989,3.87965032472646e-32
NDUFB9,1.78334585964818e-36,-0.428341835753264,0.679,0.767,4.22224965730304e-32
ZDHHC12,1.78897861676575e-36,0.35745758038855,0.586,0.345,4.23558577305459e-32
CLIC1,2.25390070759992e-36,0.371398541639089,0.698,0.467,5.33633531531356e-32
NT5M,2.28222335368414e-36,0.392619602670802,0.664,0.436,5.40339201218257e-32
RPL32,2.34209522370136e-36,-0.49394011028438,0.978,0.988,5.54514465163534e-32
RPL30,2.67036880778538e-36,-0.384415483465683,0.98,0.981,6.32236518931267e-32
SLC25A37,3.52470197453208e-36,0.36042911024902,0.995,0.984,8.34508439490216e-32
RAP1GAP,4.29553783065881e-36,0.310181125742862,0.405,0.174,1.01701153678678e-31
NDUFB7,1.09481196276122e-35,-0.466401092541968,0.585,0.706,2.59207680303346e-31
HIST1H2AG,1.11325556370754e-35,-0.67632159332071,0.716,0.77,2.63574387263396e-31
HIST1H1B,1.22798121655877e-35,-0.653305661921271,0.781,0.816,2.90736832832455e-31
RPS18,1.23948457441445e-35,-0.625378764805323,0.977,0.965,2.93460367838366e-31
RPL6,1.36591867075758e-35,-0.560135381291064,0.967,0.968,3.23394904488565e-31
PRDX2,1.73548492725794e-35,-0.271499905721692,0.987,0.989,4.10893411377589e-31
C1QBP,2.10792151238092e-35,-0.525668873825713,0.303,0.486,4.99071497271307e-31
RPL24,3.04753561300366e-35,-0.420773278632202,0.961,0.972,7.21534531734747e-31
RPS25,4.45691098818582e-35,-0.468923862960424,0.965,0.971,1.05521824556287e-30
RPS7,7.66330388566394e-35,-0.486469451785492,0.964,0.974,1.81436382796979e-30
NME1,7.77621178224219e-35,-0.389928628938769,0.132,0.321,1.84109590156366e-30
RPL26,1.77606087274328e-34,-0.506682270912418,0.974,0.979,4.205001722307e-30
TERF2IP,2.3707863565857e-34,0.379993497277209,0.905,0.816,5.6130737778523e-30
ARG2,2.66141294747649e-34,0.329524234901207,0.363,0.141,6.30116129444534e-30
HBQ1,2.92737669652427e-34,0.43142318104954,0.875,0.77,6.93085706669087e-30
SLC22A16,3.45720213486064e-34,0.441385293630605,0.661,0.435,8.18527177449604e-30
FARS2,3.83403567711912e-34,-0.325394255727086,0.137,0.33,9.07746286914724e-30
BBC3,5.05122516546739e-34,0.423513498999535,0.654,0.411,1.19592807017606e-29
HIST1H3H,5.26069285718581e-34,-0.439404873856428,0.259,0.457,1.24552164086731e-29
CTDSPL,1.07803055166012e-33,0.314951522867143,0.306,0.106,2.5523451341105e-29
SAT1,1.22805862016161e-33,0.434699900784276,0.544,0.316,2.90755158909464e-29
HBA2,2.93354596792812e-33,0.346703962335075,1,0.999,6.94546343366662e-29
PSMB6,2.94785355125971e-33,-0.443972556560056,0.699,0.768,6.97933806796248e-29
STMN1,3.50805624758137e-33,0.462066494285378,0.899,0.773,8.30567397177365e-29
RPL23A,3.73069319632387e-33,-0.424580991501217,0.954,0.952,8.83278921161639e-29
HIST1H2BF,5.9762756317694e-33,-0.596794463368151,0.445,0.588,1.41494301857772e-28
APOL3,6.44931072691994e-33,0.315627873663262,0.357,0.154,1.52693880770557e-28
MAP2K2,8.40572502462856e-33,-0.502227099627144,0.763,0.819,1.99013945683106e-28
CDC20,8.56283447760479e-33,-0.542850005514057,0.333,0.532,2.02733669091771e-28
NFIC,1.12679820479009e-32,0.359208103423016,0.421,0.206,2.66780742966103e-28
HSPA8,1.34112278186723e-32,0.450754036920643,0.887,0.779,3.17524229834887e-28
DDIT4,1.44946894707879e-32,-0.747180576356169,0.787,0.851,3.43176267910375e-28
BLOC1S2,1.48999900007517e-32,0.341793814500745,0.571,0.335,3.52772163257798e-28
ARAP2,1.79022680778472e-32,0.266901106827711,0.234,0.064,4.23854099011111e-28
ATP6V1F,2.04327792291944e-32,0.348173269170701,0.61,0.398,4.83766481030406e-28
PDZK1IP1,2.2446701124408e-32,0.275704636686487,0.217,0.051,5.31448095821483e-28
RPL34,2.5547391078558e-32,-0.468901789173709,0.964,0.971,6.04860031175939e-28
SSBP1,2.60196342089987e-32,-0.449336261554791,0.627,0.724,6.16040859532254e-28
SDSL,3.28483893988331e-32,0.335529750037197,0.488,0.252,7.77718467406772e-28
GKAP1,8.47640424811983e-32,0.284280285095477,0.392,0.173,2.00687346978485e-27
RUNX1T1,8.95864040460269e-32,0.297672096639668,0.283,0.094,2.12104770219373e-27
HEXB,9.92603993039444e-32,0.311476161143612,0.405,0.195,2.35008921392019e-27
UBXN6,1.08145136634065e-31,0.35334535416685,0.589,0.366,2.56044425494813e-27
HIST1H2AH,1.09672084679805e-31,-0.606262832838175,0.554,0.672,2.59659627687906e-27
SNRPE,1.13268953925058e-31,-0.526012718543353,0.542,0.656,2.68175575312967e-27
HIST1H4E,1.22024518722815e-31,-0.481517288186593,0.437,0.592,2.88905250528136e-27
RPLP0,1.24621675929811e-31,-0.468736585151693,0.979,0.972,2.9505427993142e-27
GMFG,1.29095159949308e-31,0.430439894112062,0.404,0.207,3.05645700695981e-27
PPP1R14B,1.5021894627419e-31,-0.512397374539889,0.192,0.378,3.55658377198773e-27
AC010615.2,2.75822673384929e-31,0.345675568846266,0.299,0.103,6.53037761506158e-27
RBM38,3.2323648839185e-31,0.440105503683299,0.811,0.646,7.65294709916544e-27
LSM7,4.12097189419455e-31,-0.465323257724021,0.449,0.599,9.75681305669501e-27
FAM83A,5.67060838475957e-31,-0.368967595690513,0.095,0.262,1.34257324117568e-26
RPL7A,6.15088982536187e-31,-0.516656096937146,0.973,0.975,1.45628467505268e-26
RPS3A,6.49484522279085e-31,-0.443980330877982,0.983,0.98,1.53771955494796e-26
RPS28,6.90591702196315e-31,-0.421646017379862,0.982,0.987,1.63504491411999e-26
IL6ST,7.84593709343888e-31,0.29545471019503,0.373,0.165,1.85760406624259e-26
EIF1,8.27655275317317e-31,0.260166988288419,0.977,0.98,1.95955662984128e-26
ATP8B4,8.5693359206315e-31,0.286613775821635,0.148,0.017,2.02887597256871e-26
MND1,9.43924519995069e-31,0.345849398803177,0.566,0.345,2.23483569354032e-26
PNRC1,9.98079519290714e-31,0.340970874164006,0.402,0.188,2.36305306987269e-26
DGKH,1.00125321675333e-30,0.323291359552268,0.263,0.083,2.37056711598518e-26
CEP85L,1.07560865131656e-30,0.261855154567299,0.233,0.065,2.54661104285708e-26
BTG3,1.26762343053329e-30,0.37590166257383,0.843,0.686,3.00122523413063e-26
JUND,1.43591806864967e-30,0.400564727744763,0.854,0.706,3.39967961933496e-26
NLRC5,1.50356392919672e-30,0.268370331661023,0.258,0.083,3.55983795876616e-26
FAM117A,1.92542600851793e-30,0.597553589591865,0.87,0.784,4.55863861776706e-26
CMBL,2.63685300849544e-30,0.28356709477617,0.3,0.116,6.24301318291379e-26
CDK14,2.93420504659156e-30,0.31509774543177,0.275,0.093,6.94702386831019e-26
PHF19,3.87902712289131e-30,0.290836128404928,0.55,0.329,9.18398461615747e-26
RPS26,3.92005342614247e-30,-0.590264635097727,0.855,0.866,9.2811184917349e-26
ACYP1,4.01025906949361e-30,0.326482999204273,0.482,0.265,9.49468937293306e-26
SCFD2,4.90535474721832e-30,-0.324137926810379,0.076,0.234,1.16139178995141e-25
MGST3,5.65508881856094e-30,-0.25277711792207,0.979,0.977,1.33889882868249e-25
ADIPOR1,6.29641149179478e-30,0.333461093450681,0.579,0.355,1.49073838479733e-25
NEURL1B,7.0427648892093e-30,0.3058023268794,0.368,0.164,1.66744501516919e-25
RPL12,1.14179753584592e-29,-0.498512289967265,0.946,0.94,2.70331984586881e-25
RPL15,1.31110914476133e-29,-0.42170866106779,0.972,0.973,3.10418201113691e-25
CENPM,1.41986383876153e-29,0.394726457170453,0.773,0.608,3.3616696246518e-25
RPL13,1.5381172412722e-29,-0.519573844486203,0.982,0.981,3.64164638043606e-25
RPL36A,1.5423088802168e-29,-0.382354015780388,0.975,0.976,3.6515705048013e-25
AP2S1,2.34221141887437e-29,0.33888842519127,0.923,0.873,5.54541975532697e-25
PYCR1,2.45537728472006e-29,-0.259802907904335,0.125,0.299,5.81335125930321e-25
DNAJC21,5.50726898991705e-29,0.320170664074599,0.692,0.475,1.30390100605276e-24
RGS16,5.63254955150826e-29,0.326898635301005,0.208,0.055,1.3335624318151e-24
DDT,6.47422732421241e-29,0.402971137462519,0.875,0.771,1.53283806128053e-24
RPL35,1.15586741564402e-28,-0.389843962914464,0.973,0.982,2.73663169327878e-24
RPL18,1.18677733836727e-28,-0.387240108722718,0.982,0.979,2.80981402631834e-24
HYI,1.35775797220222e-28,0.284131119808185,0.474,0.258,3.21462777498598e-24
GARS,2.5678094305868e-28,-0.375984363590572,0.793,0.837,6.07954560785731e-24
RORA,3.40663322581994e-28,0.398145186965977,0.559,0.337,8.06554482545129e-24
PRELID1,3.43631297258213e-28,-0.547231258955743,0.369,0.521,8.13581459388544e-24
HBD,4.27767967330017e-28,0.352796812820927,0.994,0.997,1.01278343945055e-23
IMPA2,7.32797703020771e-28,-0.361040059306761,0.321,0.502,1.73497184167198e-23
GPX4,7.36585869541776e-28,0.346256367664842,0.658,0.451,1.74394070472711e-23
HBZ,7.52375692172581e-28,0.315227495991529,0.21,0.057,1.7813246887878e-23
BMPR2,7.89630707939099e-28,-0.589196549929966,0.352,0.51,1.86952966411661e-23
NUDT4,8.59819781612073e-28,0.414816289153463,0.877,0.764,2.03570931494474e-23
RPL36,9.32162178109469e-28,-0.538491736772216,0.955,0.94,2.20698717289198e-23
PSMB3,1.78946560988424e-27,-0.389443701458371,0.739,0.793,4.23673877796192e-23
DDX21,2.16798363733189e-27,-0.393744612190419,0.329,0.49,5.13291805974697e-23
FBXO7,2.61761238692554e-27,0.331793802780831,0.918,0.855,6.19745908728492e-23
FBL,4.09299376543601e-27,-0.41998762612305,0.373,0.517,9.69057203904631e-23
ISG20,4.30447261984351e-27,0.361609362465949,0.666,0.474,1.01912693747415e-22
GYPA,5.55957453152244e-27,-0.354124353197472,0.949,0.953,1.31628486608325e-22
GADD45A,5.89786899742273e-27,0.426359658927058,0.815,0.65,1.39637946382981e-22
HIST1H3C,5.91129835781726e-27,-0.36775703762276,0.278,0.453,1.39955899919681e-22
MT-ND5,8.57471748225122e-27,-0.571033241764663,0.569,0.664,2.0301501110978e-22
ZNF524,9.37855161127979e-27,0.276413674076354,0.49,0.273,2.2204658794866e-22
NBAS,1.05535162530897e-26,-0.588498261981631,0.602,0.701,2.49865050808152e-22
RPS14,1.07111680347132e-26,-0.393138004846954,0.98,0.983,2.5359761438987e-22
RACK1,1.186606808646e-26,-0.438642522173864,0.943,0.948,2.80941028015027e-22
SNRNP70,1.70652016757575e-26,-0.322655011904312,0.34,0.511,4.04035714875234e-22
HIST1H3B,1.88878718397619e-26,-0.48293433168007,0.738,0.777,4.47189253678204e-22
RPS11,2.04261460743686e-26,-0.343695973452136,0.97,0.969,4.83609434456751e-22
CCNE2,2.94871309679697e-26,0.330056322786448,0.47,0.261,6.9813731279765e-22
COX4I1,3.84027933756899e-26,-0.366169641415963,0.911,0.918,9.09224535962834e-22
GABARAP,4.4677698973911e-26,0.341607261250239,0.906,0.845,1.05778920090632e-21
EIF3K,1.50010285082301e-25,-0.378491603357928,0.817,0.846,3.55164350960855e-21
MYL4,1.89236860624691e-25,0.412187685703043,0.88,0.795,4.48037191215018e-21
PLCL2,1.99651315303583e-25,0.331801125577546,0.455,0.242,4.72694454112764e-21
MKI67,2.42428845433128e-25,0.34379980423541,0.942,0.871,5.73974534447474e-21
CARHSP1,3.89986164006776e-25,0.387161825463094,0.806,0.647,9.23331241902442e-21
ATP5MC1,3.98037682662486e-25,-0.51952646978733,0.4,0.526,9.42394017471702e-21
HNRNPM,5.22979437810891e-25,-0.39145639991093,0.712,0.768,1.23820611696106e-20
RPS27A,6.96918496210437e-25,-0.409678375793233,0.97,0.975,1.65002423162783e-20
RPL37,7.4965928487995e-25,-0.377681527482495,0.977,0.974,1.77489332288177e-20
EIF3E,9.76389874364258e-25,-0.445314226687609,0.623,0.705,2.31170066654482e-20
RPL29,1.04313765618919e-24,-0.364263666623295,0.969,0.976,2.46973271479353e-20
ATP5PD,1.0915662533606e-24,-0.417081377128402,0.628,0.701,2.58439226145655e-20
SESN1,1.13334331017996e-24,0.325424827456917,0.375,0.191,2.68330362118208e-20
HIST1H2BH,1.18806477154742e-24,-0.426040893290473,0.451,0.583,2.81286215311568e-20
RNF24,1.41083852661972e-24,-0.369945508518342,0.275,0.443,3.34030129562484e-20
TMEM86B,1.47490319773756e-24,0.281606350737513,0.513,0.312,3.49198081096344e-20
CCT5,1.50234755946787e-24,-0.366540523093514,0.585,0.685,3.55695808179612e-20
HIST1H2BB,1.50414377213262e-24,-0.325068053483886,0.16,0.319,3.56121079490119e-20
TFRC,1.71603867019821e-24,0.356690301577591,0.972,0.947,4.06289315556129e-20
ZNRD2,1.845037501027e-24,-0.338123961052922,0.303,0.467,4.36831078743154e-20
SRI,2.18585898868136e-24,-0.347837571978731,0.71,0.798,5.17523974160199e-20
MRPS28,2.27068867527978e-24,-0.278037401976098,0.168,0.324,5.3760825075924e-20
NARF,2.33690652587263e-24,0.296387853999484,0.883,0.798,5.53285989065604e-20
STMP1,2.64847785822456e-24,0.339154331890773,0.887,0.784,6.27053617713247e-20
EIF4EBP1,2.67696541468474e-24,-0.535241336430812,0.431,0.543,6.3379833158076e-20
HIST2H2AC,3.03539919678033e-24,-0.535261816442925,0.682,0.734,7.1866111382971e-20
RPF2,3.3287980876523e-24,-0.257338024377651,0.134,0.288,7.88126235232559e-20
SMOX,3.36635157207676e-24,0.272257462118741,0.459,0.248,7.97017398204893e-20
HBA1,4.15603728970641e-24,0.26122978137896,0.997,0.997,9.83983388710889e-20
ITSN1,4.21080793750928e-24,0.360683170929883,0.477,0.282,9.96950887284698e-20
NDUFS6,5.82273021016164e-24,-0.366003155773836,0.72,0.77,1.37858960455787e-19
EIF2AK1,6.06507726516277e-24,0.303515002450792,0.945,0.921,1.43596769329994e-19
MRPL11,6.64619103557785e-24,-0.387775432484278,0.329,0.481,1.57355218958341e-19
RHCE,8.37068651920928e-24,0.290654211014656,0.933,0.883,1.98184374028799e-19
YARS,8.57379617244523e-24,-0.36068160921673,0.413,0.557,2.02993198178813e-19
RPS4Y1,1.17529098681353e-23,-0.412145090155518,0.744,0.804,2.78261894037971e-19
STAG1,1.25324035698414e-23,-0.385967093275942,0.671,0.749,2.96717186919564e-19
RPS15,1.26373726878536e-23,-0.372348764153174,0.98,0.982,2.99202435757623e-19
MRPS24,1.27834920774902e-23,-0.41981037527032,0.384,0.514,3.02661958426659e-19
HIST1H2AC,1.30511158163476e-23,-0.404765459794953,0.316,0.469,3.08998218067846e-19
RPL39,1.43926495067491e-23,-0.350876901694898,0.96,0.957,3.40760369721792e-19
ANKRD11,1.5625103894369e-23,-0.443617447803948,0.666,0.727,3.69939959803081e-19
SKA2,2.01412129152475e-23,0.312237939622429,0.815,0.674,4.76863356981401e-19
SNRPA1,2.03749975533285e-23,-0.343130529883039,0.286,0.443,4.82398442072605e-19
