,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
CSTB,6.11839747656691e-23,0.64027120250526,0.523,0.29,1.44859178655198e-18
PELI2,1.02643430930298e-22,0.588301202810269,0.135,0.011,2.43018587070574e-18
OSER1,1.62236140103498e-22,0.62464853781604,0.347,0.143,3.84110285309042e-18
CCNG1,2.56005075352287e-22,0.500750678747614,0.277,0.095,6.06117616404075e-18
CPEB4,3.90489272542543e-22,0.722404881489022,0.833,0.686,9.24522401671726e-18
MT-ND3,4.49942486634976e-22,-0.715117447378466,0.304,0.488,1.06528383135697e-17
LSS,8.05718979718693e-22,0.685839809151739,0.229,0.065,1.90762025638198e-17
PRDX5,8.4046446687673e-22,0.701837774968226,0.593,0.381,1.98988367177735e-17
ARAP2,9.95468368585919e-22,0.515877506119805,0.158,0.024,2.35687090946402e-17
CYSLTR2,1.04386970129578e-21,0.452885280366103,0.132,0.012,2.47146590478788e-17
NDUFA4,1.33591361965329e-21,0.71421052573764,0.582,0.388,3.16290908589113e-17
ANKRD12,4.109634796103e-21,0.58269950060535,0.542,0.314,9.72997134325346e-17
STK17A,5.44954893460149e-21,0.782966747781841,0.546,0.335,1.29023520575625e-16
PCGF5,5.48972875639205e-21,0.657926576419625,0.585,0.371,1.29974818036338e-16
CITED2,6.45921152167632e-21,0.698781975052262,0.397,0.194,1.52928291987209e-16
BAX,6.62167758553737e-21,0.466369214217148,0.262,0.09,1.56774838515183e-16
IFIT1B,7.31280610820604e-21,0.6971581088728,0.706,0.525,1.73137997417886e-16
TMEM140,1.33621645880378e-20,0.537789460927251,0.288,0.108,3.16362608786384e-16
SARAF,1.56775201457416e-20,0.462761699654477,0.415,0.195,3.71180966970578e-16
SNX3,2.90874373256465e-20,-0.446319984372346,0.683,0.775,6.88674166122005e-16
TFRC,3.42202978446823e-20,-0.469056302722807,0.611,0.75,8.10199771770699e-16
CGGBP1,3.98753036130814e-20,0.506257135682049,0.338,0.142,9.44087688343316e-16
PDE4DIP,4.13776758985367e-20,0.37635370926651,0.117,0.008,9.79657854573756e-16
NFIX,4.50838805761319e-20,-0.556790307360379,0.311,0.47,1.0674059565205e-15
GLUL,4.78320473735517e-20,0.508807108028491,0.744,0.556,1.13247155361621e-15
RIT1,8.17882779134818e-20,0.440087829944851,0.302,0.118,1.93641926787959e-15
MBNL1,8.29740905158374e-20,0.990945009682064,0.554,0.353,1.96449456705297e-15
AFG3L2,8.41558791881447e-20,0.488010081004863,0.277,0.102,1.99247459565851e-15
CALR,9.36741315001435e-20,0.553862734284869,0.534,0.314,2.2178287373974e-15
METTL9,1.09126523803677e-19,0.540402761595628,0.241,0.082,2.58367957757586e-15
TRANK1,1.1449931675069e-19,0.555597578792334,0.207,0.059,2.71088582338933e-15
TAC3,1.25531985143761e-19,0.663309876216789,0.111,0.007,2.97209528026369e-15
FBXO7,1.74114606653774e-19,0.490715776417388,0.859,0.779,4.12233742713475e-15
PDLIM5,2.26713450944418e-19,0.535103808247487,0.145,0.024,5.36766766456005e-15
PPM1L,3.07939260680267e-19,0.697313131458034,0.19,0.051,7.29076993586601e-15
SPECC1,3.59799089816792e-19,-0.523589244400039,0.542,0.691,8.51860325050238e-15
PPME1,3.82233015336961e-19,-0.436336974353096,0.377,0.549,9.0497488711179e-15
UBXN6,6.27978382634017e-19,0.549160772016162,0.598,0.388,1.4868016187243e-14
PPDPF,6.70159486377291e-19,0.399885162997585,0.582,0.362,1.58666959994687e-14
RPS19,6.8673029636152e-19,0.601782453547505,0.763,0.616,1.62590264966554e-14
MLLT3,1.41094544627928e-18,0.621892952928691,0.314,0.138,3.34055443861083e-14
ARHGEF3,2.08099415365156e-18,0.377224928089058,0.111,0.01,4.92696175818543e-14
ANP32B,2.20214301765969e-18,0.473528917180321,0.883,0.817,5.21379380861109e-14
HACD1,3.09097652506788e-18,0.497623853505978,0.269,0.104,7.31819602075071e-14
ASAH1,3.13250451680028e-18,0.646789548130923,0.488,0.288,7.41651769397635e-14
NEDD4L,3.26727858678375e-18,0.660490466541991,0.462,0.257,7.73560878206921e-14
NBDY,3.46641220626436e-18,0.307107462602903,0.13,0.019,8.2070775395515e-14
ZNF428,3.846032434667e-18,0.329990098019111,0.19,0.053,9.10586639231759e-14
PVT1,3.94507918448183e-18,0.678032524729399,0.124,0.017,9.34036947717918e-14
R3HDM4,4.71726229289303e-18,0.475683392069175,0.471,0.257,1.11685902046535e-13
MT-ND1,6.67213371350246e-18,-0.649886309405978,0.294,0.455,1.57969437800884e-13
DIPK2A,9.38450416241689e-18,0.73706361416534,0.362,0.179,2.22187520549382e-13
GRSF1,1.25991055353075e-17,0.332352552642563,0.207,0.065,2.98296422653941e-13
HMOX1,1.78433911050757e-17,0.832736527452908,0.171,0.045,4.22460127803773e-13
CCT2,2.009043284276e-17,0.569681781395217,0.433,0.238,4.75661087985186e-13
ATP6V1A,2.26534039664619e-17,0.426109790588906,0.304,0.13,5.36341992309953e-13
CCNI,4.32844208044161e-17,0.466389137738555,0.778,0.642,1.02480194696536e-12
STX18,4.45582025359144e-17,0.554269281477778,0.324,0.156,1.05496000324031e-12
HPS1,4.47477565804301e-17,0.507816188194777,0.525,0.325,1.05944788479826e-12
RNF152,4.5779440253441e-17,0.374888402601068,0.105,0.01,1.08387402744047e-12
IER5,4.67520264856359e-17,0.373911287869143,0.142,0.029,1.10690097907392e-12
C9orf78,5.05455076874994e-17,-0.509694352072239,0.465,0.576,1.19671544000924e-12
SNRPN,5.29201441665193e-17,0.343640944962485,0.104,0.01,1.25293733328651e-12
NUB1,1.02063692915424e-16,0.514396082607022,0.283,0.12,2.41645999346557e-12
NDUFV2,1.24911303868859e-16,0.516274473381539,0.44,0.25,2.95740003039909e-12
LBH,1.26004549246342e-16,0.52873309635795,0.6,0.399,2.98328370795639e-12
KTN1,1.42421706010671e-16,0.486828311106778,0.294,0.13,3.37197631150864e-12
H2AFJ,1.62066909244395e-16,0.539960172200294,0.579,0.384,3.83709614327031e-12
SESN1,1.63048431956458e-16,0.495253966576342,0.269,0.113,3.86033467500109e-12
CBLL1,1.81840985641604e-16,0.41918124317846,0.227,0.084,4.30526717605062e-12
GTF3A,1.89173097362924e-16,0.377052314486175,0.201,0.067,4.47886225316459e-12
C19orf53,1.97954312523925e-16,0.391902095068509,0.302,0.133,4.68676630331644e-12
ETFB,2.10043389411337e-16,0.355225552344977,0.22,0.078,4.97298728770282e-12
TMBIM1,2.23256265006621e-16,0.44696623310093,0.371,0.188,5.28581533029677e-12
DNAJC21,2.47892942564864e-16,0.296983242316999,0.256,0.102,5.86911330816571e-12
IFIT3,2.80443662025298e-16,0.640783015026945,0.167,0.047,6.63978414211096e-12
RGS16,2.89648550285253e-16,0.59249999091018,0.296,0.135,6.85771907655364e-12
ISCU,3.31547604896449e-16,0.555494796564027,0.596,0.412,7.84972109352834e-12
SUMO2,3.62260121698493e-16,0.427755267592717,0.351,0.167,8.57687064133352e-12
VPS26A,4.37112891042673e-16,0.440094717837123,0.38,0.193,1.03490848083263e-11
MGST3,5.70813624291367e-16,-0.444407656684063,0.648,0.778,1.35145833687224e-11
MRFAP1,5.88346806041794e-16,0.510557787373289,0.478,0.276,1.39296989798455e-11
SOX6,6.05215244449287e-16,-0.438577466155519,0.632,0.77,1.43290761275813e-11
YWHAZ,7.84770953382233e-16,0.450168618126809,0.223,0.082,1.85802370922777e-11
MOCOS,8.15919951843683e-16,0.384520096428524,0.122,0.022,1.9317720779851e-11
AC079804.3,8.63338058094698e-16,-0.64909581255191,0.203,0.341,2.04403918634501e-11
VCL,9.29262321324686e-16,0.548367698111111,0.183,0.058,2.20012147196833e-11
LYL1,9.41532335140536e-16,0.677388788624719,0.584,0.387,2.22917195667873e-11
MEF2A,9.76251675792132e-16,0.458397234925099,0.302,0.137,2.31137346760545e-11
AC010615.2,9.80952440836627e-16,0.45916529966175,0.218,0.079,2.3225029989248e-11
GALNT2,1.03013253593069e-15,0.5512996005429,0.291,0.128,2.4389417920695e-11
TCEA1,1.06942909794921e-15,-0.392126283687011,0.524,0.636,2.53198033230455e-11
HMBS,1.18908911486819e-15,-0.319405311556581,0.847,0.916,2.81528738836192e-11
H1FX,1.22056925704601e-15,-0.583658147324642,0.054,0.158,2.88981977298213e-11
ZFAND5,1.24465877155297e-15,0.595414640899385,0.564,0.37,2.94685410752881e-11
RHAG,1.93767418384568e-15,-0.411928324597701,0.566,0.708,4.58763739767304e-11
NDUFAF6,2.03488539536733e-15,0.337346323573087,0.125,0.024,4.81779466207169e-11
EEF2,2.069671534256e-15,0.390875631054568,0.409,0.219,4.90015432450451e-11
PSME2,2.17855775109196e-15,0.295718520837766,0.134,0.029,5.15795333148533e-11
HMGB1,2.53008866623165e-15,-0.590019105275047,0.32,0.464,5.99023792617005e-11
BBC3,2.70430329461642e-15,0.411532308068906,0.338,0.165,6.40270848033385e-11
RYBP,2.77120839901071e-15,0.55365989767285,0.358,0.188,6.56111300549776e-11
JPT1,2.95560275870191e-15,0.373965327150359,0.242,0.098,6.99768509150264e-11
TOPORS,3.02996151067694e-15,0.44838654921649,0.278,0.122,7.17373687267872e-11
MRPL27,3.1343069525393e-15,0.360350210186447,0.247,0.102,7.42078514083204e-11
ELMO1,3.54219748750398e-15,0.431148219018193,0.102,0.013,8.38650677141442e-11
NPEPPS,3.57885834099731e-15,0.392252618304441,0.231,0.091,8.47330500814523e-11
RPIA,3.77538309708665e-15,-0.460707648596831,0.44,0.565,8.93859702066236e-11
WAC,6.06399195010656e-15,0.491248037791771,0.405,0.227,1.43571073410723e-10
TP53INP1,7.68357911674762e-15,0.380782848599984,0.154,0.044,1.81916419168117e-10
PDZK1IP1,8.81946572841458e-15,0.617200696910318,0.328,0.173,2.08809670585943e-10
DAAM1,1.07744150923935e-14,-0.461437787594594,0.219,0.355,2.5509505172751e-10
MACC1,1.67399921440701e-14,0.381173947096053,0.105,0.017,3.96336054003003e-10
DAP,2.05794466845229e-14,0.298574573268599,0.276,0.121,4.87238979702764e-10
DDIT3,2.57134601428938e-14,0.581185929772104,0.23,0.097,6.08791882343154e-10
GAPDH,2.60339975875458e-14,0.3267235390668,0.312,0.152,6.16380926882734e-10
JMJD1C,2.819100937862e-14,0.567758594161856,0.485,0.305,6.67450338048206e-10
REXO2,2.94750290534064e-14,0.521660846509136,0.61,0.43,6.97850787868451e-10
ATF7IP2,2.95542113165139e-14,0.66452867143464,0.115,0.023,6.99725507129783e-10
CDC27,3.14648513152413e-14,-0.411429414225898,0.513,0.655,7.44961819739653e-10
JAZF1,3.49112307843736e-14,-0.253039296707869,0.712,0.823,8.2655830005083e-10
TPT1,3.84653690412506e-14,0.361695681941533,0.947,0.925,9.1070607742065e-10
RCL1,4.94095544227337e-14,0.584947750234406,0.452,0.269,1.16982061051264e-09
FNIP1,6.08037059166585e-14,0.518890574797104,0.326,0.167,1.43958854128281e-09
CHMP5,6.24868319642441e-14,0.361694023076651,0.317,0.154,1.47943823358544e-09
C4orf3,6.4347789151051e-14,0.32486147955251,0.204,0.078,1.52349825594028e-09
ZFAS1,7.06282864960303e-14,0.356652116919666,0.183,0.064,1.67219531108001e-09
RBM38,7.88111731070842e-14,0.410775551149454,0.848,0.754,1.86593333448333e-09
MSI2,8.59536483824451e-14,0.55808808246633,0.259,0.118,2.03503857910277e-09
WDR83OS,9.82228464129045e-14,0.416128590247339,0.423,0.242,2.32552411167193e-09
OSBPL6,9.83909251247688e-14,0.471027486889117,0.195,0.072,2.32950354325403e-09
NATD1,9.91509442381654e-14,0.510414982011311,0.472,0.295,2.3474977557828e-09
PNRC1,9.93202519514079e-14,0.544906537392212,0.635,0.458,2.35150628520153e-09
TRIM38,1.12158629083306e-13,0.344919293455884,0.135,0.035,2.65546770217636e-09
HSPA5,1.17158091901566e-13,0.491726479369056,0.292,0.143,2.77383498386147e-09
ARL8B,1.21418912185863e-13,0.309761655516185,0.246,0.105,2.87471416491249e-09
DERL1,1.33601454198452e-13,0.316615612785904,0.138,0.038,3.16314802960255e-09
ABCB10,1.75320575449198e-13,-0.548856123885435,0.348,0.472,4.1508899443352e-09
XPC,1.96265151015962e-13,0.373697460126485,0.137,0.038,4.64677371545392e-09
FDXR,2.18254968476207e-13,0.345103713277985,0.111,0.023,5.16740463364267e-09
EMP3,2.21952785954831e-13,0.26542696314016,0.114,0.024,5.25495416026658e-09
SPTA1,2.4508413525993e-13,-0.260222657472551,0.631,0.754,5.80261198641409e-09
RAP1A,2.58154966984586e-13,0.326866886763928,0.29,0.138,6.11207699832706e-09
ARPC2,2.64270695752254e-13,0.373466722347448,0.266,0.122,6.25687299263036e-09
EPOR,3.18075978328952e-13,-0.416472801678041,0.229,0.35,7.53076686291627e-09
CHIC2,3.22704187177408e-13,0.469766107873468,0.359,0.194,7.64034433561231e-09
RAB10,3.28789745103946e-13,0.385828311717308,0.611,0.419,7.78442600508103e-09
CMPK1,4.09736316958924e-13,0.260383988253289,0.244,0.108,9.70091704031949e-09
IRF3,4.11239053575502e-13,0.309409644099255,0.257,0.116,9.73649583245358e-09
CLTB,4.48739733499027e-13,0.340470506155699,0.172,0.059,1.0624361930323e-08
ARRDC2,5.80990461170132e-13,0.435211898951007,0.428,0.253,1.3755530158664e-08
HIST1H2BC,6.32092745790139e-13,0.268108740132756,0.111,0.024,1.49654278493273e-08
MIER1,9.49541506235903e-13,0.317962932663508,0.231,0.099,2.24813447016412e-08
REV3L,1.02891780300102e-12,0.378479794953322,0.182,0.069,2.43606579038521e-08
HINT1,1.07358292605515e-12,0.350834031235837,0.243,0.109,2.54181493572818e-08
RETREG2,1.14438288323256e-12,0.35984906289563,0.269,0.13,2.7094409143414e-08
SERP1,1.50925055251802e-12,0.381338721884158,0.286,0.143,3.57330160814166e-08
METAP2,1.63036340565249e-12,-0.47132399769177,0.19,0.309,3.86004839922283e-08
MT-ND4,1.7908205569899e-12,-0.43190100962205,0.345,0.473,4.23994675072929e-08
NAPG,1.90636985301922e-12,0.27169581874729,0.199,0.079,4.5135212640083e-08
TRIM58,2.04734280714103e-12,0.381513976367835,0.887,0.806,4.84728883018709e-08
GABARAPL1,2.0685660325365e-12,0.375333022802537,0.394,0.224,4.89753693863341e-08
PFN1,2.37546280663252e-12,0.299296901797632,0.193,0.076,5.62414574098316e-08
SGIP1,2.41378156961226e-12,0.464144486885391,0.245,0.113,5.71486924421398e-08
YBEY,2.50733093449363e-12,0.267222098267147,0.123,0.033,5.93635672050712e-08
UIMC1,2.68422569783712e-12,0.399653244112282,0.543,0.355,6.35517276219916e-08
ATP6V0C,2.68701700834668e-12,0.376363456193636,0.76,0.611,6.36178146896159e-08
RPS2,3.02682923518886e-12,0.574041622811297,0.74,0.613,7.16632089723315e-08
KLF9,3.2401642876667e-12,0.28772718747482,0.109,0.025,7.67141296747969e-08
AL359644.1,3.66536677394026e-12,0.326622690205483,0.197,0.08,8.67812237398097e-08
USP32,3.70194177833955e-12,-0.396233986919782,0.414,0.536,8.76471735439672e-08
RNASEK,3.73030901766133e-12,0.397757359815434,0.438,0.263,8.83187963021496e-08
SAMD9L,3.95188970540477e-12,0.265099843649451,0.109,0.025,9.35649406651632e-08
GCC2,4.28898901527335e-12,0.526577091520185,0.275,0.139,1.01546103925612e-07
PPP4R2,4.3654008569428e-12,0.342179836121996,0.296,0.148,1.03355230688978e-07
RTN3,4.49425800391095e-12,0.427905930881946,0.149,0.05,1.06406052500596e-07
NCOA4,4.62649903886158e-12,0.400306171968416,0.854,0.773,1.09536991244087e-07
NARF,4.74397408556898e-12,0.434685845493259,0.798,0.672,1.12318330449931e-07
MTPN,4.79874084385804e-12,0.464338307559489,0.526,0.354,1.13614988219183e-07
ELL2,5.15923511579367e-12,0.504315274813367,0.468,0.304,1.22150050601531e-07
BLOC1S2,5.16337786095637e-12,0.349428302198986,0.221,0.101,1.22248134236003e-07
SLC2A1,6.1805388237703e-12,0.404041272363662,0.895,0.804,1.46330437191586e-07
AEN,6.66138104159276e-12,0.267228327125186,0.196,0.08,1.5771485754075e-07
ZNFX1,6.93244351671548e-12,0.350456493333106,0.238,0.109,1.64132532701756e-07
CA1,7.33118510763802e-12,0.821333526293827,0.691,0.549,1.73573138608438e-07
ARL6IP1,7.42817772457042e-12,0.466701071192491,0.672,0.521,1.75869535806929e-07
NAP1L1,7.66402433275491e-12,0.330219252510241,0.158,0.057,1.81453440102305e-07
TPGS2,8.69700737096983e-12,0.29147538866737,0.209,0.09,2.05910346515082e-07
FOXO3,9.20758725848756e-12,0.571248192341428,0.867,0.793,2.17998835931951e-07
RGS6,9.34839766803801e-12,-0.502749767446984,0.459,0.581,2.21332663188468e-07
PIKFYVE,9.94541530730975e-12,0.34571131908918,0.167,0.063,2.35467652815866e-07
B4GALT3,1.02000151326818e-11,0.316691713737015,0.284,0.145,2.41495558281374e-07
SLU7,1.06852973978249e-11,0.291730788942338,0.35,0.192,2.52985101190901e-07
PSAP,1.07114079213324e-11,0.376930266688414,0.291,0.149,2.53603293945466e-07
UBR4,1.29157542202328e-11,0.517316059616005,0.326,0.177,3.05793396918231e-07
UBE2M,1.60239563621037e-11,0.331688118764499,0.343,0.189,3.79383190829166e-07
CALM3,1.70869606083606e-11,0.332057967735143,0.302,0.161,4.04550879363545e-07
PRKAR2B,1.83112209747682e-11,-0.42216993212647,0.075,0.166,4.33536467798611e-07
OFD1,2.19901049058648e-11,0.319146099718004,0.266,0.132,5.20637723751254e-07
JAK1,2.32149374332912e-11,0.531915855290337,0.329,0.184,5.49636858670603e-07
SUCO,2.34343077501782e-11,-0.440980394165335,0.303,0.424,5.54830670293218e-07
MAP4K4,2.65368901038237e-11,0.546523630730661,0.35,0.205,6.28287410098131e-07
UBAP1,2.83435611944376e-11,0.462392764696669,0.458,0.288,6.71062154839506e-07
MMP24OS,2.96242145953186e-11,0.258672449177985,0.254,0.124,7.01382904758763e-07
SNAP23,3.12523879434263e-11,0.256889000487619,0.124,0.038,7.39931536948561e-07
PANK2,3.25217241228951e-11,0.274996067744828,0.165,0.063,7.69984340333665e-07
DCP1B,3.46131407299305e-11,0.330405741323509,0.156,0.058,8.19500719921835e-07
UPK1A-AS1,3.73955259256257e-11,0.291565027041554,0.179,0.073,8.85376471815114e-07
SYF2,4.0208345640572e-11,0.318628989674862,0.453,0.278,9.51972791386184e-07
UBL5,4.2745623142307e-11,0.331855100373847,0.622,0.446,1.01204537351726e-06
UBR1,4.84547281442936e-11,0.409078566815431,0.218,0.099,1.14721414354429e-06
POLR2L,4.85305622279743e-11,0.303263946766861,0.302,0.16,1.14900959130952e-06
DAZAP2,5.72122159002166e-11,0.27349411164432,0.254,0.124,1.35455642365353e-06
PDCD4,5.73858970953658e-11,0.257770039664859,0.134,0.044,1.35866849962988e-06
ELOVL6,6.25845731858534e-11,0.406791237825705,0.202,0.092,1.48175235474826e-06
VCPIP1,6.47313634876039e-11,0.257182699120936,0.139,0.047,1.53257976193251e-06
TRIM10,6.68561477916184e-11,-0.390411274013541,0.338,0.448,1.58288615511436e-06
POLR1D,6.90238644057234e-11,0.341161252659086,0.502,0.325,1.63420901366991e-06
MARCH6,7.76258782375961e-11,0.437839028435246,0.374,0.222,1.83787029315333e-06
TMBIM6,8.23699748551407e-11,0.436279636649652,0.562,0.405,1.95019152467031e-06
BCAP31,9.13034908588267e-11,0.269636291379573,0.11,0.03,2.16170144957358e-06
NSUN3,1.00581223159923e-10,0.561427536893442,0.246,0.126,2.38136103953433e-06
ZNF654,1.12699648495678e-10,0.322117803015973,0.127,0.041,2.66827687778367e-06
ZCRB1,1.14307599248185e-10,0.265777728355219,0.165,0.064,2.70634671980003e-06
EPRS,1.17397788656069e-10,-0.498958290469351,0.184,0.284,2.77951004422109e-06
DDB2,1.20184432925892e-10,0.349532480624084,0.115,0.034,2.84548663395343e-06
OAZ1,1.21407370602662e-10,0.474969419700434,0.84,0.741,2.87444090638861e-06
ITM2B,1.32132377517999e-10,0.428840013500813,0.693,0.536,3.12836617011615e-06
PIM1,1.37923132121289e-10,0.526828129443069,0.71,0.601,3.26546807610363e-06
TRIP12,1.39273263810875e-10,0.365883546538438,0.307,0.167,3.29743379398629e-06
TUBB2A,1.46255160580587e-10,0.297642739169664,0.177,0.075,3.46273718190599e-06
TMEM158,1.4716787167536e-10,0.280693975618882,0.172,0.072,3.48434652978583e-06
HIST1H4C,1.51505223463643e-10,-0.66588586035904,0.302,0.402,3.58703767072522e-06
COPZ1,1.65462556119206e-10,0.348564507807116,0.353,0.208,3.91749147867833e-06
DDX5,1.67960570892451e-10,-0.408870436272202,0.345,0.441,3.97663447644967e-06
YPEL2,2.49989454588947e-10,0.260992640668822,0.138,0.05,5.9187503268479e-06
SPTLC2,2.61239921826872e-10,0.389468852175465,0.165,0.068,6.18511638917302e-06
TESC,3.05199431376969e-10,0.397948393999949,0.784,0.713,7.22590173728111e-06
PCMTD1,3.10598185855301e-10,0.433251769157279,0.452,0.288,7.35372264831012e-06
BRI3,3.34715182074249e-10,0.330615086718341,0.469,0.31,7.92471665078991e-06
HIST3H2A,3.61375425048556e-10,0.361007562287784,0.249,0.128,8.55592456344962e-06
ITSN1,3.69713728230361e-10,-0.403985982639027,0.209,0.316,8.75334222958203e-06
RUNDC3A,3.93833017107249e-10,0.354936228039415,0.317,0.179,9.32439051303122e-06
SERINC1,4.87309174609964e-10,0.375527174395831,0.46,0.302,1.15375320180655e-05
AC016629.2,4.91427442821955e-10,0.325451198890103,0.138,0.051,1.16350361362526e-05
C6orf62,5.44940307478295e-10,0.342404727112884,0.195,0.088,1.29020067198561e-05
