Cluster,Score,Type,Gene,Symbol,Network
5,2.264705882352941,Clustered,51367,POP5,MyList_SUB1
5,2.264705882352941,Clustered,5932,RBBP8,MyList_SUB1
5,2.264705882352941,Clustered,6908,TBP,MyList_SUB1
5,2.264705882352941,Clustered,1062,CENPE,MyList_SUB1
5,2.264705882352941,Clustered,4298,MLLT1,MyList_SUB1
5,2.264705882352941,Clustered,220134,SKA1,MyList_SUB1
5,2.264705882352941,Clustered,55756,INTS9,MyList_SUB1
5,2.264705882352941,Clustered,9904,RBM19,MyList_SUB1
5,2.264705882352941,Clustered,9013,TAF1C,MyList_SUB1
5,2.264705882352941,Clustered,7916,PRRC2A,MyList_SUB1
5,2.264705882352941,Clustered,79003,MIS12,MyList_SUB1
5,2.264705882352941,Clustered,1663,DDX11,MyList_SUB1
5,2.264705882352941,Clustered,6619,SNAPC3,MyList_SUB1
5,2.264705882352941,Seed,9015,TAF1A,MyList_SUB1
5,2.264705882352941,Clustered,8480,RAE1,MyList_SUB1
5,2.264705882352941,Clustered,63967,CLSPN,MyList_SUB1
5,2.264705882352941,Clustered,55505,NOP10,MyList_SUB1
5,2.264705882352941,Clustered,9188,DDX21,MyList_SUB1
5,2.264705882352941,Clustered,5983,RFC3,MyList_SUB1
5,2.264705882352941,Clustered,54433,GAR1,MyList_SUB1
5,2.264705882352941,Clustered,81556,INTS14,MyList_SUB1
6,2.047619047619048,Clustered,9275,BCL7B,MyList_SUB1
6,2.047619047619048,Clustered,3837,KPNB1,MyList_SUB1
6,2.047619047619048,Clustered,5977,DPF2,MyList_SUB1
6,2.047619047619048,Clustered,3838,KPNA2,MyList_SUB1
6,2.047619047619048,Clustered,84296,GINS4,MyList_SUB1
6,2.047619047619048,Clustered,9739,SETD1A,MyList_SUB1
6,2.047619047619048,Clustered,23512,SUZ12,MyList_SUB1
6,2.047619047619048,Clustered,2033,EP300,MyList_SUB1
6,2.047619047619048,Clustered,2648,KAT2A,MyList_SUB1
6,2.047619047619048,Clustered,64785,GINS3,MyList_SUB1
6,2.047619047619048,Clustered,2961,GTF2E2,MyList_SUB1
6,2.047619047619048,Clustered,6760,SS18,MyList_SUB1
6,2.047619047619048,Clustered,6232,RPS27,MyList_SUB1
6,2.047619047619048,Clustered,9794,MAML1,MyList_SUB1
6,2.047619047619048,Clustered,64425,POLR1E,MyList_SUB1
6,2.047619047619048,Seed,5883,RAD9A,MyList_SUB1
6,2.047619047619048,Clustered,5226,PGD,MyList_SUB1
6,2.047619047619048,Clustered,8914,TIMELESS,MyList_SUB1
6,2.047619047619048,Clustered,4193,MDM2,MyList_SUB1
6,2.047619047619048,Clustered,3009,H1-5,MyList_SUB1
6,2.047619047619048,Clustered,1503,CTPS1,MyList_SUB1
8,1.7777777777777777,Seed,22794,CASC3,MyList_SUB1
8,1.7777777777777777,Clustered,84549,MAK16,MyList_SUB1
8,1.7777777777777777,Clustered,54606,DDX56,MyList_SUB1
8,1.7777777777777777,Clustered,84154,RPF2,MyList_SUB1
8,1.7777777777777777,Clustered,1662,DDX10,MyList_SUB1
8,1.7777777777777777,Clustered,153443,SRFBP1,MyList_SUB1
8,1.7777777777777777,Clustered,3692,EIF6,MyList_SUB1
8,1.7777777777777777,Clustered,7514,XPO1,MyList_SUB1
8,1.7777777777777777,Clustered,10849,POLR1G,MyList_SUB1
10,1.6,Clustered,6605,SMARCE1,MyList_SUB1
10,1.6,Seed,865,CBFB,MyList_SUB1
10,1.6,Clustered,8289,ARID1A,MyList_SUB1
10,1.6,Clustered,4297,KMT2A,MyList_SUB1
10,1.6,Clustered,6599,SMARCC1,MyList_SUB1
9,1.3333333333333333,Clustered,10527,IPO7,MyList_SUB1
9,1.3333333333333333,Clustered,3832,KIF11,MyList_SUB1
9,1.3333333333333333,Clustered,114803,MYSM1,MyList_SUB1
9,1.3333333333333333,Clustered,25962,VIRMA,MyList_SUB1
9,1.3333333333333333,Seed,196441,ZFC3H1,MyList_SUB1
9,1.3333333333333333,Clustered,5709,PSMD3,MyList_SUB1
7,1.1,Clustered,6929,TCF3,MyList_SUB1
7,1.1,Clustered,80777,CYB5B,MyList_SUB1
7,1.1,Clustered,55193,PBRM1,MyList_SUB1
7,1.1,Clustered,1432,MAPK14,MyList_SUB1
7,1.1,Clustered,8443,GNPAT,MyList_SUB1
7,1.1,Clustered,79813,EHMT1,MyList_SUB1
7,1.1,Clustered,158787,RIBC1,MyList_SUB1
7,1.1,Clustered,4849,CNOT3,MyList_SUB1
7,1.1,Clustered,11243,PMF1,MyList_SUB1
7,1.1,Seed,23019,CNOT1,MyList_SUB1
11,1.0,Clustered,7027,TFDP1,MyList_SUB1
11,1.0,Clustered,1869,E2F1,MyList_SUB1
11,1.0,Clustered,4208,MEF2C,MyList_SUB1
12,1.0,Clustered,2079,ERH,MyList_SUB1
12,1.0,Clustered,79084,WDR77,MyList_SUB1
12,1.0,Clustered,1207,CLNS1A,MyList_SUB1
