"canonicalName","DEGREE","Gene","id","MCODE_CLUSTER_ID","MCODE_SCORE","MCODE_TYPE","name","selected","shared name","Symbol"
"PDRG1","8.0","81572","81572","2.0","3.75","Clustered","81572","false","81572","PDRG1"
"POLR2M","7.0","81488","81488","2.0","3.75","Clustered","81488","false","81488","POLR2M"
"RPAP3","7.0","79657","79657","2.0","3.75","Clustered","79657","false","79657","RPAP3"
"KMT2E","6.0","55904","55904","2.0","3.75","Clustered","55904","false","55904","KMT2E"
"NDC1","5.0","55706","55706","2.0","3.75","Clustered","55706","false","55706","NDC1"
"KANSL3","9.0","55683","55683","2.0","3.75","Clustered","55683","false","55683","KANSL3"
"KANSL2","8.0","54934","54934","2.0","3.75","Clustered","54934","false","54934","KANSL2"
"GPN3","7.0","51184","51184","2.0","3.75","Clustered","51184","false","51184","GPN3"
"CXXC1","10.0","30827","30827","2.0","3.75","Clustered","30827","false","30827","CXXC1"
"OBSL1","8.0","23363","23363","2.0","3.75","Clustered","23363","false","23363","OBSL1"
"SETD1B","11.0","23067","23067","2.0","3.75","Clustered","23067","false","23067","SETD1B"
"NCOA6","5.0","23054","23054","2.0","3.75","Clustered","23054","false","23054","NCOA6"
"POLR3A","12.0","11128","11128","2.0","3.75","Clustered","11128","false","11128","POLR3A"
"NUP153","6.0","9972","9972","2.0","3.75","Clustered","9972","false","9972","NUP153"
"NCOR1","6.0","9611","9611","2.0","3.75","Clustered","9611","false","9611","NCOR1"
"BUB3","9.0","9184","9184","2.0","3.75","Clustered","9184","false","9184","BUB3"
"ASH2L","13.0","9070","9070","2.0","3.75","Clustered","9070","false","9070","ASH2L"
"URI1","7.0","8725","8725","2.0","3.75","Clustered","8725","false","8725","URI1"
"SMARCA5","5.0","8467","8467","2.0","3.75","Clustered","8467","false","8467","SMARCA5"
"UXT","7.0","8409","8409","2.0","3.75","Clustered","8409","false","8409","UXT"
"AAAS","5.0","8086","8086","2.0","3.75","Clustered","8086","false","8086","AAAS"
"VARS1","3.0","7407","7407","2.0","3.75","Clustered","7407","false","7407","VARS1"
"TAF6","5.0","6878","6878","2.0","3.75","Clustered","6878","false","6878","TAF6"
"PFDN2","8.0","5202","5202","2.0","3.75","Clustered","5202","false","5202","PFDN2"
"MEN1","10.0","4221","4221","2.0","3.75","Clustered","4221","false","4221","MEN1"
"HDAC2","12.0","3066","3066","2.0","3.75","Clustered","3066","false","3066","HDAC2"
"HCFC1","13.0","3054","3054","2.0","3.75","Clustered","3054","false","3054","HCFC1"
"EEF1G","4.0","1937","1937","2.0","3.75","Seed","1937","false","1937","EEF1G"
"BTF3","2.0","689","689","2.0","3.75","Clustered","689","false","689","BTF3"
"TAF8","16.0","129685","129685","1.0","5.739130434782608","Clustered","129685","false","129685","TAF8"
"ZC3H18","7.0","124245","124245","1.0","5.739130434782608","Clustered","124245","false","124245","ZC3H18"
"LEO1","11.0","123169","123169","1.0","5.739130434782608","Clustered","123169","false","123169","LEO1"
"DNTTIP1","7.0","116092","116092","1.0","5.739130434782608","Clustered","116092","false","116092","DNTTIP1"
"UBE3D","10.0","90025","90025","1.0","5.739130434782608","Clustered","90025","false","90025","UBE3D"
"TAF3","14.0","83860","83860","1.0","5.739130434782608","Clustered","83860","false","83860","TAF3"
"INTS5","9.0","80789","80789","1.0","5.739130434782608","Clustered","80789","false","80789","INTS5"
"WDR61","11.0","80349","80349","1.0","5.739130434782608","Clustered","80349","false","80349","WDR61"
"FBXO11","11.0","80204","80204","1.0","5.739130434782608","Clustered","80204","false","80204","FBXO11"
"SAP130","10.0","79595","79595","1.0","5.739130434782608","Clustered","79595","false","79595","SAP130"
"CDC73","9.0","79577","79577","1.0","5.739130434782608","Clustered","79577","false","79577","CDC73"
"INTS3","9.0","65123","65123","1.0","5.739130434782608","Clustered","65123","false","65123","INTS3"
"SMURF1","13.0","57154","57154","1.0","5.739130434782608","Clustered","57154","false","57154","SMURF1"
"TRERF1","7.0","55809","55809","1.0","5.739130434782608","Clustered","55809","false","55809","TRERF1"
"IWS1","8.0","55677","55677","1.0","5.739130434782608","Clustered","55677","false","55677","IWS1"
"UBA6","10.0","55236","55236","1.0","5.739130434782608","Clustered","55236","false","55236","UBA6"
"PAF1","8.0","54623","54623","1.0","5.739130434782608","Clustered","54623","false","54623","PAF1"
"MBD3","11.0","53615","53615","1.0","5.739130434782608","Clustered","53615","false","53615","MBD3"
"HDAC7","8.0","51564","51564","1.0","5.739130434782608","Clustered","51564","false","51564","HDAC7"
"INTS6","10.0","26512","26512","1.0","5.739130434782608","Clustered","26512","false","26512","INTS6"
"BRMS1","9.0","25855","25855","1.0","5.739130434782608","Clustered","25855","false","25855","BRMS1"
"UBR4","10.0","23352","23352","1.0","5.739130434782608","Clustered","23352","false","23352","UBR4"
"RPRD2","12.0","23248","23248","1.0","5.739130434782608","Clustered","23248","false","23248","RPRD2"
"RTF1","9.0","23168","23168","1.0","5.739130434782608","Clustered","23168","false","23168","RTF1"
"GLMN","10.0","11146","11146","1.0","5.739130434782608","Clustered","11146","false","11146","GLMN"
"ANAPC10","14.0","10393","10393","1.0","5.739130434782608","Clustered","10393","false","10393","ANAPC10"
"HUWE1","12.0","10075","10075","1.0","5.739130434782608","Clustered","10075","false","10075","HUWE1"
"CTR9","10.0","9646","9646","1.0","5.739130434782608","Clustered","9646","false","9646","CTR9"
"TRIP12","10.0","9320","9320","1.0","5.739130434782608","Clustered","9320","false","9320","TRIP12"
"MTA2","8.0","9219","9219","1.0","5.739130434782608","Clustered","9219","false","9219","MTA2"
"UBA3","12.0","9039","9039","1.0","5.739130434782608","Clustered","9039","false","9039","UBA3"
"CUL1","13.0","8454","8454","1.0","5.739130434782608","Clustered","8454","false","8454","CUL1"
"YEATS4","11.0","8089","8089","1.0","5.739130434782608","Clustered","8089","false","8089","YEATS4"
"TP53","22.0","7157","7157","1.0","5.739130434782608","Clustered","7157","false","7157","TP53"
"TAF13","18.0","6884","6884","1.0","5.739130434782608","Clustered","6884","false","6884","TAF13"
"TAF11","16.0","6882","6882","1.0","5.739130434782608","Clustered","6882","false","6882","TAF11"
"TAF7","13.0","6879","6879","1.0","5.739130434782608","Clustered","6879","false","6879","TAF7"
"TAF5","18.0","6877","6877","1.0","5.739130434782608","Clustered","6877","false","6877","TAF5"
"TAF4","13.0","6874","6874","1.0","5.739130434782608","Clustered","6874","false","6874","TAF4"
"TAF2","11.0","6873","6873","1.0","5.739130434782608","Clustered","6873","false","6873","TAF2"
"TAF1","17.0","6872","6872","1.0","5.739130434782608","Clustered","6872","false","6872","TAF1"
"SUPT5H","20.0","6829","6829","1.0","5.739130434782608","Seed","6829","false","6829","SUPT5H"
"SSRP1","10.0","6749","6749","1.0","5.739130434782608","Clustered","6749","false","6749","SSRP1"
"SP1","12.0","6667","6667","1.0","5.739130434782608","Clustered","6667","false","6667","SP1"
"BRD2","9.0","6046","6046","1.0","5.739130434782608","Clustered","6046","false","6046","BRD2"
"ING2","10.0","3622","3622","1.0","5.739130434782608","Clustered","3622","false","3622","ING2"
"FIP1L1","18.0","81608","81608","4.0","9.0","Clustered","81608","false","81608","FIP1L1"
"CCAR1","18.0","55749","55749","4.0","9.0","Clustered","55749","false","55749","CCAR1"
"RBM22","18.0","55696","55696","4.0","9.0","Clustered","55696","false","55696","RBM22"
"WDR33","18.0","55339","55339","4.0","9.0","Clustered","55339","false","55339","WDR33"
"SRRT","18.0","51593","51593","4.0","9.0","Clustered","51593","false","51593","SRRT"
"CPSF1","18.0","29894","29894","4.0","9.0","Clustered","29894","false","29894","CPSF1"
"SYF2","18.0","25949","25949","4.0","9.0","Seed","25949","false","25949","SYF2"
"CPSF4","18.0","10898","10898","4.0","9.0","Clustered","10898","false","10898","CPSF4"
"PPIE","18.0","10450","10450","4.0","9.0","Clustered","10450","false","10450","PPIE"
"RBM5","18.0","10181","10181","4.0","9.0","Clustered","10181","false","10181","RBM5"
"SNRPA","18.0","6626","6626","4.0","9.0","Clustered","6626","false","6626","SNRPA"
"POLR2C","18.0","5432","5432","4.0","9.0","Clustered","5432","false","5432","POLR2C"
"POLR2B","18.0","5431","5431","4.0","9.0","Clustered","5431","false","5431","POLR2B"
"PCBP1","18.0","5093","5093","4.0","9.0","Clustered","5093","false","5093","PCBP1"
"HNRNPA2B1","18.0","3181","3181","4.0","9.0","Clustered","3181","false","3181","HNRNPA2B1"
"ELAVL1","18.0","1994","1994","4.0","9.0","Clustered","1994","false","1994","ELAVL1"
"DHX15","18.0","1665","1665","4.0","9.0","Clustered","1665","false","1665","DHX15"
"CSTF3","18.0","1479","1479","4.0","9.0","Clustered","1479","false","1479","CSTF3"
"CSTF1","18.0","1477","1477","4.0","9.0","Clustered","1477","false","1477","CSTF1"
