Gene,Non-leukemia,Leukemia,Leukemia/Non-leukemia
C16orf92,-0.274182368,-0.303896686,-0.029714318
C16orf93,-0.097209103,-0.100522076,-0.003312974
C16orf95,-0.220264572,-0.20551262,0.014751952
C16orf96,-0.166197115,-0.177813537,-0.011616422
C16orf97,-0.047181969,-0.037467794,0.009714175
C17orf102,-0.027848039,-0.017473208,0.010374831
C17orf104,-0.317715472,-0.255929108,0.061786365
C17orf105,-0.316424726,-0.239611843,0.076812883
C17orf107,-0.065759345,-0.087102342,-0.021342997
C17orf112,0.170108917,0.213595578,0.043486661
C17orf47,0.073609687,0.016783844,-0.056825843
C17orf49,-0.251900784,-0.268190039,-0.016289254
C17orf50,-0.307263979,-0.257572533,0.049691447
C17orf51,-0.062103449,-0.052863145,0.009240304
C17orf53,-0.317867609,-0.288228573,0.029639036
C17orf58,-0.42786994,-0.456355325,-0.028485385
C17orf59,0.025124956,0.005818655,-0.019306301
C17orf62,-0.165307724,-0.207806671,-0.042498947
C17orf64,0.235202858,0.18026118,-0.054941677
C17orf67,0.063478166,0.143092498,0.079614332
C17orf70,-0.367784413,-0.489709862,-0.12192545
C17orf74,-0.00294915,-0.022268806,-0.019319656
C17orf75,-0.24817893,-0.225726723,0.022452207
C17orf77,-0.075682912,-0.092763354,-0.017080441
C17orf78,0.123958757,0.159761882,0.035803125
C17orf80,0.023869501,0.039913097,0.016043596
C17orf82,-0.503302936,-0.406840089,0.096462847
C17orf85,0.046401181,0.06431658,0.017915399
C17orf89,-0.660837288,-0.592248507,0.068588781
C17orf96,-0.615429467,-0.55166019,0.063769277
C17orf97,0.069490904,0.045667585,-0.02382332
C17orf98,-0.136270777,-0.11258956,0.023681216
C17orf99,-0.079908184,-0.110485839,-0.030577655
C18orf21,-0.144827366,-0.076900798,0.067926568
C18orf25,0.070013369,0.075788263,0.005774894
C18orf32,-0.263420864,-0.252680458,0.010740406
C18orf42,0.363204877,0.404666607,0.04146173
C18orf54,-0.0144983,0.034797663,0.049295964
C18orf63,-0.024109995,-0.026593969,-0.002483974
C18orf8,0.051352386,0.080610207,0.029257821
C19orf10,-0.183262372,-0.186321532,-0.00305916
C19orf12,0.123167456,0.179879958,0.056712502
C19orf18,0.058377601,0.031389757,-0.026987844
C19orf24,-0.189651845,-0.182160125,0.00749172
C19orf25,-0.532697029,-0.542865195,-0.010168166
C19orf26,-0.099950051,-0.127040791,-0.02709074
C19orf33,-0.010539136,-0.001590516,0.00894862
C19orf35,-0.020440273,-0.003080461,0.017359812
C19orf38,-0.279538799,-0.302508476,-0.022969677
C19orf40,-0.324503773,-0.244613396,0.079890376
C19orf43,-0.280877536,-0.358450829,-0.077573294
C19orf44,-0.180827339,-0.16393653,0.016890809
C19orf45,0.172034711,0.130279328,-0.041755383
C19orf47,-0.160862702,-0.131859258,0.029003444
C19orf48,0.059761202,0.10828073,0.048519528
C19orf52,-0.663813148,-0.41114656,0.252666588
C19orf53,-0.848549462,-0.708845957,0.139703504
C19orf54,0.082378856,0.095108785,0.012729929
C19orf57,-0.089340615,-0.147209027,-0.057868412
C19orf60,-0.26445832,-0.283099744,-0.018641424
C19orf66,-0.270521889,-0.316425227,-0.045903339
C19orf67,-0.370739385,-0.345245572,0.025493813
C19orf70,-0.404666797,-0.394966553,0.009700244
C19orf71,-0.024082014,0.018634318,0.042716332
C19orf73,-0.075997438,-0.00650696,0.069490478
C19orf80,-0.01787445,-0.031097921,-0.01322347
C19orf81,-0.041438445,0.02367941,0.065117855
C19orf83,-0.366462041,-0.353529267,0.012932774
C19orf84,0.005261469,-0.028780154,-0.034041623
C1D,-0.57061086,-0.359742568,0.210868292
C1GALT1,-0.006050471,0.023432549,0.02948302
C1QA,-0.085949331,-0.045663258,0.040286074
C1QB,-0.085080583,-0.040612211,0.044468373
C1QBP,-0.555640211,-0.547598877,0.008041334
C1QC,-0.077791338,-0.051103192,0.026688147
C1QL1,0.006779484,-0.041638185,-0.048417669
C1QL2,0.10565886,0.139269312,0.033610452
C1QL3,0.165731607,0.153599084,-0.012132522
C1QL4,0.055764946,-0.008238885,-0.064003831
C1QTNF1,-0.328636353,-0.310682959,0.017953393
C1QTNF2,-0.028963079,0.021258225,0.050221303
C1QTNF3,0.097002982,0.073583552,-0.02341943
C1QTNF4,-0.540879318,-0.550401676,-0.009522358
C1QTNF5,-0.227577905,-0.147000229,0.080577676
C1QTNF6,-0.124809408,-0.142511717,-0.017702309
C1QTNF7,0.127924666,0.113837205,-0.014087461
C1QTNF8,-0.018460465,0.024079658,0.042540123
C1QTNF9,-0.143420363,-0.179673992,-0.036253629
C1QTNF9B,-0.258513199,-0.291096107,-0.032582909
C1RL,0.136566842,0.099986053,-0.036580788
C1S,-0.023244789,-0.020818053,0.002426736
C1orf100,-0.313537541,-0.316265324,-0.002727784
C1orf101,0.009874093,-0.008849143,-0.018723235
C1orf105,-0.127810561,-0.090544297,0.037266264
C1orf106,-0.131302103,-0.099605968,0.031696135
C1orf109,-1.866680553,-2.038330825,-0.171650272
C1orf110,-0.070196112,0.016893354,0.087089466
C1orf111,-0.189656098,-0.186974411,0.002681687
C1orf112,-0.06118859,-0.07743526,-0.01624667
C1orf115,0.080314006,0.064426865,-0.015887141
C1orf116,-0.040370033,-0.037697848,0.002672185
C1orf122,0.010837201,-0.006328066,-0.017165267
C1orf123,-0.240783797,-0.185194798,0.055588999
C1orf127,-0.297281339,-0.306535873,-0.009254534
C1orf131,-0.442067891,-0.413020473,0.029047419
C1orf137,-0.081327456,-0.107734172,-0.026406717
C1orf141,0.040500407,0.06751875,0.027018343
C1orf146,0.038200538,0.105614104,0.067413566
C1orf158,0.041823807,0.02956907,-0.012254737
C1orf159,-0.204212009,-0.200586781,0.003625228
C1orf162,-0.108378958,-0.038219894,0.070159064
C1orf168,-0.111414106,-0.101002138,0.010411968
C1orf174,0.042841653,0.032739964,-0.01010169
C1orf177,-0.216545565,-0.24155232,-0.025006755
C1orf185,0.0956423,0.077740194,-0.017902107
C1orf186,-0.155457165,-0.15713447,-0.001677305
C1orf189,0.019971297,0.02254958,0.002578283
C1orf192,-0.182397352,-0.162765138,0.019632213
C1orf194,0.011982582,0.019284356,0.007301774
C1orf195,-0.069798307,-0.066026643,0.003771664
C1orf198,0.047634689,0.025285008,-0.022349681
C1orf204,0.350318517,0.365458369,0.015139852
C1orf21,0.020635503,0.025258839,0.004623335
C1orf210,0.093302498,0.066196995,-0.027105503
C1orf216,-0.019205694,-0.034868123,-0.015662429
C1orf226,-0.152629426,-0.113518581,0.039110846
C1orf228,-0.329055264,-0.372200229,-0.043144965
C1orf229,-0.118431012,-0.140349162,-0.02191815
C1orf233,-0.300776489,-0.338551085,-0.037774595
C1orf234,0.006341354,0.007551429,0.001210076
C1orf27,-0.401203446,-0.374199759,0.027003687
C1orf35,-0.056282167,0.028027904,0.08431007
C1orf43,-0.241374608,-0.197794644,0.043579965
C1orf50,-0.058264791,-0.065742617,-0.007477826
C1orf52,-0.185168428,-0.075944789,0.109223639
C1orf53,0.026995923,0.039295494,0.012299571
C1orf54,-0.165081106,-0.172547805,-0.007466699
C1orf56,-0.171659064,-0.171782001,-0.000122937
C1orf61,-0.031524808,-0.000862751,0.030662057
C1orf64,-0.029834668,0.016830786,0.046665454
C1orf68,0.084616521,0.099408774,0.014792253
C1orf74,-0.418018148,-0.24978458,0.168233567
C1orf85,-0.129368241,-0.158656135,-0.029287894
C1orf86,-0.399660333,-0.311040705,0.088619628
C1orf87,-0.011963577,0.04551748,0.057481057
C1orf94,0.118697469,0.083273251,-0.035424218
C1orf95,-0.025162229,-0.024748363,0.000413865
C2,-0.062529829,-0.150381813,-0.087851983
C20orf141,0.094801406,0.059647637,-0.03515377
C20orf144,-0.066001717,0.016718345,0.082720062
C20orf166,0.073470355,0.041538946,-0.031931409
C20orf173,-0.033721935,-0.03693052,-0.003208585
C20orf194,-0.046186145,-0.053837407,-0.007651262
C20orf195,-0.172892569,-0.187726946,-0.014834377
C20orf196,-0.333214284,-0.295260858,0.037953426
C20orf197,0.171327712,0.147606519,-0.023721193
C20orf202,-0.08816548,-0.126080954,-0.037915474
C20orf24,-0.223943388,-0.251000227,-0.02705684
C20orf26,0.020866525,-0.044097174,-0.064963699
C20orf27,0.102451418,0.067956097,-0.034495321
C20orf78,0.069488681,0.081439221,0.01195054
C20orf85,0.077751159,0.077889412,0.000138253
C20orf96,0.107393895,-0.010436852,-0.117830748
C21orf140,0.143124869,0.167413317,0.024288448
C21orf2,-0.119333434,-0.160200232,-0.040866797
C21orf33,-0.135863566,-0.133488674,0.002374892
C21orf58,-0.165060664,-0.212059744,-0.046999081
C21orf59,-1.415981389,-1.450551644,-0.034570255
C21orf62,0.084946838,0.059952259,-0.024994578
C21orf91,0.101790414,0.11076253,0.008972115
C22orf15,-0.078257769,-0.053265283,0.024992486
C22orf23,-0.230903029,-0.246727047,-0.015824018
C22orf24,-0.00951257,-0.029953574,-0.020441004
C22orf29,-0.09225664,-0.101388559,-0.009131919
C22orf31,0.088757988,0.108941437,0.020183449
C22orf39,-0.117912759,-0.16248845,-0.044575691
C22orf42,0.27398144,0.263273283,-0.010708157
C22orf46,-0.204558065,-0.171408457,0.033149608
C2CD2,-0.014092536,-0.02521361,-0.011121074
C2CD2L,0.086049672,0.011057381,-0.074992291
C2CD3,0.000713426,0.058875771,0.058162345
C2CD4A,0.036219182,0.021021736,-0.015197446
C2CD4B,0.119573601,0.165807325,0.046233724
C2CD4C,0.003589316,-0.007070439,-0.010659756
C2CD4D,-0.084443399,-0.053821323,0.030622076
C2CD5,0.112630184,0.219021873,0.10639169
C2orf15,-0.064172258,-0.029674446,0.034497812
C2orf16,-0.00721879,0.035605175,0.042823965
C2orf27A,-0.742001633,-0.791983121,-0.049981487
C2orf27B,-0.372531004,-0.446784905,-0.074253901
C2orf40,0.081216598,0.125533948,0.04431735
C2orf42,-0.083260965,-0.020572233,0.062688732
C2orf43,0.158890042,0.222706397,0.063816355
C2orf44,0.019980996,0.047123155,0.027142159
C2orf47,-0.254113089,-0.234206085,0.019907004
C2orf48,0.080072721,0.044311102,-0.035761618
C2orf49,-0.157530859,-0.066713625,0.090817233
C2orf50,-0.165382414,-0.14582932,0.019553094
C2orf54,-0.058638858,-0.093811442,-0.035172584
C2orf57,0.005941233,-0.004699888,-0.010641121
C2orf61,0.017769677,0.064159737,0.04639006
C2orf66,0.095679231,0.070695296,-0.024983936
C2orf68,-0.301246235,-0.280922368,0.020323867
C2orf69,-0.255234972,-0.186286403,0.068948569
C2orf70,-0.027557674,-0.031399794,-0.003842121
C2orf71,0.098710376,0.125362823,0.026652447
C2orf72,0.218169434,0.206001175,-0.012168259
C2orf73,-0.094249132,-0.061069051,0.033180082
C2orf76,0.046637927,0.03860953,-0.008028397
C2orf78,-0.129208434,-0.09099207,0.038216364
C2orf80,0.01470995,0.0874045,0.072694551
C2orf82,-0.174559891,-0.182690232,-0.008130341
C2orf83,0.062214819,0.13651202,0.0742972
C2orf88,0.089404412,0.134122557,0.044718145
C2orf91,0.074936697,0.107336244,0.032399547
C3,0.010101163,0.026592248,0.016491085
C3AR1,-0.001793329,0.015616539,0.017409868
C3orf14,0.265946323,0.299056862,0.033110539
C3orf17,-1.271076326,-1.210019474,0.061056852
C3orf18,-0.07700091,-0.1064566,-0.02945569
C3orf20,-0.121040552,-0.124977658,-0.003937106
C3orf22,-0.07265001,-0.024130802,0.048519208
C3orf27,0.111655568,0.11589126,0.004235692
C3orf30,0.170920026,0.191260868,0.020340842
C3orf33,0.202767848,0.192665914,-0.010101934
C3orf35,0.023421704,0.011805076,-0.011616628
C3orf36,-0.079200897,-0.075659419,0.003541478
C3orf38,-0.5056976,-0.378153575,0.127544025
C3orf43,0.131690895,0.076832534,-0.054858362
C3orf52,0.120413862,0.165248285,0.044834423
C3orf55,-0.109380143,-0.06988485,0.039495293
C3orf56,-0.11173789,-0.142816259,-0.031078368
C3orf58,0.201789676,0.167827924,-0.033961752
C3orf62,-0.056940195,-0.070023767,-0.013083572
C3orf67,0.220052046,0.19818616,-0.021865887
C3orf70,-0.055209944,-0.073329084,-0.018119139
C3orf79,0.147015878,0.200615732,0.053599854
C3orf80,0.11317019,0.119250149,0.006079958
C3orf84,0.160696862,0.091011179,-0.069685683
C4A,-0.3461852,-0.384947671,-0.03876247
C4BPA,0.106321248,0.107146523,0.000825275
C4BPB,-0.075797694,-0.072831298,0.002966396
C4orf17,0.040970844,0.058260113,0.017289269
C4orf19,-0.269544686,-0.256042056,0.01350263
C4orf22,0.008485728,0.067972037,0.05948631
C4orf26,-0.029297407,-0.027950294,0.001347112
C4orf27,-0.042484474,0.002166367,0.044650841
C4orf29,0.113112759,0.18050591,0.06739315
C4orf3,0.034898021,-0.00386042,-0.03875844
C4orf32,0.121251953,0.130614878,0.009362925
C4orf33,0.052450405,0.125964393,0.073513988
C4orf36,0.006382126,-0.009640265,-0.016022391
C4orf45,0.086066417,0.104560693,0.018494276
C4orf46,-0.072480053,-0.05328358,0.019196473
C4orf47,0.166747691,0.203848877,0.037101186
C4orf48,0.002408389,0.013928778,0.011520388
C4orf51,0.085714453,0.049815782,-0.035898671
C4orf6,0.245078635,0.252453377,0.007374742
C5,-0.008048885,0.028164824,0.036213709
C5AR1,-0.039948294,-0.07429115,-0.034342856
C5AR2,0.112148698,0.160588743,0.048440044
C5orf15,-0.203674517,-0.207575285,-0.003900769
C5orf20,-0.207006201,-0.194874344,0.012131857
C5orf22,0.163741148,0.211804201,0.048063053
C5orf24,-0.033746999,0.007794261,0.04154126
C5orf28,0.286911594,0.240351414,-0.046560181
C5orf30,-0.302522543,-0.319793091,-0.017270548
C5orf34,-0.054627193,0.002568693,0.057195886
C5orf38,0.005424081,0.016959788,0.011535707
C5orf42,-0.175890203,-0.17795978,-0.002069578
C5orf45,-0.073073864,-0.113339983,-0.040266119
C5orf46,0.274963316,0.264208383,-0.010754933
C5orf47,0.00013032,0.012127215,0.011996895
C5orf49,0.009716898,-0.005682689,-0.015399587
C5orf51,0.13293196,0.134555231,0.001623271
C5orf52,0.036943989,0.020540172,-0.016403818
C5orf55,-0.065334197,-0.102936087,-0.03760189
C5orf58,0.323960572,0.326679112,0.002718539
C5orf60,-0.108388676,-0.078694994,0.029693682
C5orf63,-0.047620388,-0.064378487,-0.016758099
C5orf64,0.032212565,0.034155645,0.00194308
C5orf66,0.002271701,0.035030422,0.032758721
C6,0.100108417,0.100574819,0.000466402
C6orf1,-0.033460226,-0.034108901,-0.000648675
C6orf10,0.035069512,0.071032266,0.035962755
C6orf106,-0.161182873,-0.123605853,0.03757702
C6orf118,-0.026731377,-0.063877805,-0.037146428
C6orf120,0.011706415,-0.01547914,-0.027185555
C6orf132,-0.020613201,-0.071982978,-0.051369776
C6orf136,-0.180728983,-0.145836928,0.034892055
C6orf141,-0.131242735,-0.093658681,0.037584054
C6orf15,-0.397349272,-0.408206645,-0.010857373
C6orf163,-0.038303538,0.011190406,0.049493944
C6orf165,0.062729952,0.060258959,-0.002470994
C6orf195,0.073712116,0.105108979,0.031396863
C6orf201,0.070640112,0.09157829,0.020938178
C6orf203,-0.153061042,-0.099103954,0.053957088
C6orf211,0.00218763,0.022583323,0.020395693
C6orf222,-0.146967257,-0.123073181,0.023894076
C6orf223,0.217548781,0.191969979,-0.025578802
C6orf226,-0.105039088,-0.071975675,0.033063413
C6orf229,0.07906333,0.088803603,0.009740272
C6orf25,-0.016952375,-0.034927568,-0.017975193
C6orf47,-0.257378873,-0.240207462,0.017171411
C6orf48,-0.132759517,-0.13095334,0.001806177
C6orf52,0.044261564,0.010035936,-0.034225628
C6orf57,-0.030232827,-0.049409828,-0.019177001
C6orf58,0.020002164,0.058679204,0.03867704
C6orf62,0.061136366,0.096241079,0.035104713
C6orf89,-0.050656831,-0.035292967,0.015363864
C6orf99,0.035257322,-0.050149011,-0.085406333
C7,0.31823359,0.345458245,0.027224655
C7orf25,0.138716092,0.172791941,0.034075849
C7orf26,-0.592438249,-0.507387139,0.085051109
C7orf31,0.099182952,0.141773272,0.042590321
C7orf33,0.063527027,0.036869894,-0.026657133
C7orf34,0.191452195,0.160164474,-0.031287721
C7orf43,-0.114256486,-0.036275202,0.077981284
C7orf49,0.111634075,0.122191538,0.010557463
C7orf50,-0.45510126,-0.495388312,-0.040287052
C7orf55,-0.070392818,-0.087491583,-0.017098764
C7orf57,0.04220655,0.040674451,-0.001532099
C7orf60,0.152919525,0.191910976,0.038991451
C7orf61,-0.229669709,-0.18009884,0.049570868
C7orf62,0.046510782,0.06513266,0.018621879
C7orf63,-0.101105137,-0.083631329,0.017473808
C7orf72,0.074590542,0.071538685,-0.003051858
C7orf73,0.115080483,0.082858797,-0.032221686
C8A,0.133389834,0.127470356,-0.005919478
C8B,0.142152723,0.105799179,-0.036353544
C8G,-0.189489013,-0.189651752,-0.000162739
C8orf22,0.046378347,0.077579766,0.031201419
C8orf33,-0.432835087,-0.421918215,0.010916872
C8orf34,0.09646557,0.158041669,0.0615761
C8orf37,-0.079486767,-0.080568043,-0.001081276
C8orf4,-0.063689422,-0.025695129,0.037994293
C8orf44,-0.073468415,-0.027725166,0.045743249
C8orf46,-0.02587439,-0.017474885,0.008399506
C8orf48,0.211756032,0.181347902,-0.03040813
C8orf58,0.032723339,0.061080246,0.028356907
C8orf59,-0.353984383,-0.264219429,0.089764953
C8orf74,0.107531666,0.100193795,-0.007337871
C8orf76,-0.222579313,-0.223856407,-0.001277094
C8orf82,-0.161860943,-0.195604522,-0.033743579
C8orf86,0.121430569,0.132689755,0.011259186
C8orf88,-0.197580513,-0.172934614,0.024645899
C9,-0.062750153,-0.065612704,-0.002862551
C9orf114,-1.390532023,-1.456294806,-0.065762783
C9orf116,-0.175943666,-0.119973661,0.055970005
C9orf117,0.069150019,-0.009988371,-0.07913839
C9orf129,-0.356582986,-0.397732236,-0.04114925
C9orf131,-0.122724233,-0.110745554,0.011978678
C9orf135,0.049128251,0.060275496,0.011147245
C9orf142,-0.087953815,-0.105469766,-0.017515951
C9orf152,0.071464117,0.062884975,-0.008579142
C9orf153,0.059368461,0.07985207,0.020483609
C9orf156,0.076605099,0.040619671,-0.035985429
C9orf16,-0.427384727,-0.401649106,0.025735621
C9orf171,-0.230852817,-0.251521172,-0.020668355
C9orf172,-0.243312769,-0.240872656,0.002440113
C9orf173,-0.027251769,-0.062484533,-0.035232763
C9orf24,-0.242961597,-0.162251929,0.080709668
C9orf3,0.139533457,0.148128229,0.008594772
C9orf40,0.034052036,0.073162658,0.039110622
C9orf41,0.14239295,0.103398651,-0.038994299
C9orf43,0.019322914,-0.024902918,-0.044225832
C9orf47,-0.031385487,-0.045286017,-0.01390053
C9orf50,-0.090886592,-0.118384429,-0.027497837
C9orf57,0.095210442,0.10837996,0.013169518
C9orf64,0.02188021,0.001800593,-0.020079616
C9orf66,-0.032486707,-0.037647823,-0.005161115
C9orf69,0.074485015,0.046315755,-0.028169259
C9orf72,0.077164012,0.132859683,0.055695671
C9orf78,-0.731436219,-0.7335562,-0.002119981
C9orf84,-0.005378762,0.059220874,0.064599636
C9orf85,-0.054804952,-0.056465987,-0.001661035
C9orf89,-0.01230964,-0.053022115,-0.040712475
C9orf9,-0.237572029,-0.252005756,-0.014433727
C9orf91,0.14320319,0.121879714,-0.021323476
C9orf92,-0.028270647,-0.01974304,0.008527607
CA1,-0.01616858,0.003293752,0.019462331
CA10,-0.143431974,-0.188222799,-0.044790825
CA11,-0.173570262,-0.221190315,-0.047620053
CA12,-0.015461286,-0.08296365,-0.067502364
CA13,0.244015491,0.237222929,-0.006792561
CA14,0.078509903,0.07597867,-0.002531233
CA2,-0.015803243,-0.008170105,0.007633138
CA3,0.080695103,0.098589372,0.017894268
CA4,-0.147548191,-0.10725064,0.04029755
CA5A,-0.414221086,-0.386682202,0.027538883
CA6,-0.203977198,-0.253988312,-0.050011114
CA7,-0.307652463,-0.274353972,0.033298491
CA8,-0.080785142,-0.078724517,0.002060625
CA9,-0.060228922,-0.087685333,-0.027456411
CAAP1,0.111348326,0.134890781,0.023542455
CAB39,-0.243882457,-0.46870209,-0.224819632
CAB39L,0.118802383,0.115148377,-0.003654005
CABIN1,-0.205715215,-0.21022943,-0.004514216
CABLES1,0.018819327,0.020727118,0.001907791
CABLES2,-0.071037123,-0.016364882,0.054672241
CABP1,0.220040885,0.162443545,-0.05759734
CABP2,-0.090680204,-0.096409963,-0.005729758
CABP4,-0.36425754,-0.329791715,0.034465826
CABP5,0.201108074,0.199440791,-0.001667283
CABP7,-0.125613211,-0.125438716,0.000174494
CABS1,0.048969244,0.067969429,0.019000185
CABYR,0.064709433,0.145942132,0.081232699
CACFD1,0.042465722,0.014238346,-0.028227376
CACHD1,-0.020155249,-0.051075833,-0.030920584
CACNA1A,-0.228928149,-0.228417165,0.000510984
CACNA1B,-0.121033172,-0.130500912,-0.00946774
CACNA1C,0.020750593,-0.027270788,-0.048021381
CACNA1D,-0.041539628,-0.058266837,-0.016727209
CACNA1E,0.001919802,0.02686701,0.024947209
CACNA1G,-0.291087992,-0.26935092,0.021737071
CACNA1H,-0.03368791,-0.04368171,-0.0099938
CACNA1I,-0.074176649,-0.063365845,0.010810804
CACNA1S,-0.03361345,-0.01934555,0.0142679
CACNA2D1,-0.032416259,-0.001143776,0.031272483
CACNA2D2,-0.085300859,-0.112308025,-0.027007166
CACNA2D3,0.071570686,0.071366422,-0.000204264
CACNA2D4,0.012154642,0.022173116,0.010018474
CACNB1,-0.24244294,-0.203397537,0.039045403
CACNB2,0.026282937,0.035640292,0.009357354
CACNB3,-0.611591693,-0.628680475,-0.017088782
CACNB4,0.102721454,0.134860297,0.032138843
CACNG1,-0.101412432,-0.064497483,0.03691495
CACNG2,-0.097563584,-0.149961477,-0.052397893
CACNG3,-0.024792727,-0.075544898,-0.05075217
CACNG4,-0.077146201,-0.052866977,0.024279224
CACNG5,0.151300856,0.190510874,0.039210018
CACNG6,0.114483952,0.04890835,-0.065575603
CACNG7,0.354459216,0.380750955,0.026291739
CACNG8,0.163780068,0.141351859,-0.022428209
CACTIN,-1.132735131,-1.151649806,-0.018914675
CACUL1,0.098837159,0.103638497,0.004801338
CACYBP,-0.188147518,-0.074079853,0.114067665
CAD,-0.373109656,-0.716105024,-0.342995368
CADM1,-0.079734974,-0.076165049,0.003569924
CADM2,-0.032261053,0.003877094,0.036138147
CADM3,0.103698208,0.06436152,-0.039336688
CADM4,-0.532669383,-0.539195333,-0.00652595
