Gene,Non-leukemia,Leukemia,Leukemia/Non-leukemia
ATP5L2,-0.26016497,-0.22433581,0.03582916
ATP5O,-0.485013377,-0.360616818,0.124396559
ATP5S,0.139961769,0.117274623,-0.022687146
ATP5SL,-0.078328065,-0.008208282,0.070119783
ATP6AP1L,-0.021674496,-0.005920035,0.015754461
ATP6V0A1,-0.249256295,-0.246099774,0.003156521
ATP6V0A2,-0.145236853,-0.414604259,-0.269367406
ATP6V0A4,-0.06454932,-0.064760026,-0.000210706
ATP6V0B,-1.478696588,-1.59880649,-0.120109902
ATP6V0C,-1.800049082,-2.01540636,-0.215357278
ATP6V0D1,-0.5037625,-0.554279372,-0.050516872
ATP6V0D2,0.116733091,0.105752593,-0.010980498
ATP6V0E1,-0.225251597,-0.328927386,-0.103675789
ATP6V0E2,0.141668698,0.16752806,0.025859362
ATP6V1A,-1.505538772,-1.669899928,-0.164361156
ATP6V1B1,-0.084254089,-0.09497664,-0.010722551
ATP6V1B2,-1.768172326,-1.947773531,-0.179601205
ATP6V1C1,-0.766554815,-0.743795348,0.022759467
ATP6V1C2,0.083936223,0.036123332,-0.047812892
ATP6V1D,-0.789464211,-0.767623978,0.021840233
ATP6V1E1,-1.059281718,-1.131659482,-0.072377765
ATP6V1E2,-0.096501702,-0.04454659,0.051955112
ATP6V1F,-1.661035734,-1.810658074,-0.14962234
ATP6V1G1,-1.335918404,-1.560622436,-0.224704032
ATP6V1G2,-0.124882926,-0.110444635,0.014438291
ATP6V1G3,0.214020929,0.233488138,0.019467209
ATP6V1H,-0.713730528,-0.676615444,0.037115084
ATP7B,0.052780353,0.075243249,0.022462896
ATP8A1,0.088228032,0.078965238,-0.009262793
ATP8A2,-0.084175253,-0.088309373,-0.004134119
ATP8B1,0.114411712,0.117345774,0.002934062
ATP8B2,0.004978003,0.039530606,0.034552603
ATP8B3,-0.0837327,-0.107724896,-0.023992196
ATP8B4,0.222880874,0.24998531,0.027104436
ATP9A,-0.077975648,-0.089976884,-0.012001236
ATP9B,-0.066201465,-0.041935727,0.024265738
ATPAF1,-0.200674185,-0.169937554,0.030736631
ATPAF2,-0.267028684,-0.243972531,0.023056153
ATPIF1,-0.176396079,-0.14727866,0.029117419
ATR,-0.93325566,-0.951992902,-0.018737242
ATRAID,0.103706631,0.062147016,-0.041559615
ATRIP,-0.731807655,-0.614390588,0.117417067
ATRN,-0.108543701,-0.090854607,0.017689094
ATRNL1,0.208252687,0.234853002,0.026600315
ATXN1,-0.08226184,-0.082349665,-8.78241E-05
ATXN10,-0.331033136,-0.193096629,0.137936507
ATXN1L,-0.066001627,-0.129181548,-0.063179922
ATXN2,-0.085222139,-0.078494114,0.006728026
ATXN2L,-0.117578764,-0.179657508,-0.062078743
ATXN3,-0.025089309,-0.045949152,-0.020859843
ATXN7,0.139226603,0.08605293,-0.053173673
ATXN7L1,0.073494111,0.081457168,0.007963057
ATXN7L2,-0.095221298,-0.076323178,0.01889812
ATXN7L3,-0.461956146,-0.406060324,0.055895822
ATXN7L3B,-0.142354588,-0.088859767,0.053494821
AUH,-0.07383642,-0.11138867,-0.03755225
AUNIP,-0.168146002,-0.085840978,0.082305024
AUP1,-0.09931561,-0.115555053,-0.016239443
AURKA,-1.19387756,-1.258293085,-0.064415525
AURKAIP1,-0.567512645,-0.550683074,0.016829571
AURKB,-1.422385533,-1.612290486,-0.189904953
AURKC,-0.047494919,-0.098011176,-0.050516257
AUTS2,-0.145793034,-0.104667267,0.041125767
AVEN,-0.166763269,-0.146648979,0.02011429
AVIL,-0.176358335,-0.131097913,0.045260422
AVL9,0.037114723,0.064843603,0.02772888
AVP,-0.081615672,-0.118089831,-0.036474158
AVPI1,-0.103646153,-0.060729682,0.04291647
AVPR1A,-0.18822457,-0.085938684,0.102285886
AVPR1B,-0.124340266,-0.118128322,0.006211944
AXDND1,-0.139019179,-0.128614447,0.010404732
AXIN1,0.020611535,-0.038142119,-0.058753654
AXIN2,-0.036178882,-0.082875041,-0.046696159
AXL,-0.090096728,-0.123698974,-0.033602246
AZGP1,-0.123114225,-0.147503288,-0.024389063
AZI2,0.111967338,0.136919253,0.024951915
AZIN1,-0.262130536,-0.33256833,-0.070437794
AZIN2,-0.144126928,-0.084602347,0.059524581
AZU1,0.013597988,0.025285502,0.011687514
B2M,0.003558686,-0.000157963,-0.003716648
B3GALNT1,0.225805864,0.206161663,-0.0196442
B3GALNT2,0.142345878,0.095466817,-0.046879061
B3GALT1,-0.075421025,-0.094073383,-0.018652358
B3GALT2,0.032320343,0.027055431,-0.005264911
B3GALT4,0.002065158,0.008226702,0.006161545
B3GALT5,0.265634134,0.24932547,-0.016308664
B3GALT6,-0.141739237,-0.149279197,-0.00753996
B3GALTL,0.124024802,0.143948416,0.019923614
B3GAT1,0.098089841,0.090369661,-0.007720181
B3GAT2,-0.170464291,-0.13853551,0.031928781
B3GAT3,-0.177848631,-0.07624961,0.101599021
B3GNT1,-0.178953277,-0.133908126,0.045045152
B3GNT2,-0.151178483,-0.167078794,-0.015900311
B3GNT3,-0.353728789,-0.328051844,0.025676945
B3GNT4,-0.353387853,-0.371250214,-0.017862361
B3GNT5,-0.083287788,-0.068312933,0.014974855
B3GNT6,-0.154680713,-0.124024402,0.030656311
B3GNT7,0.04881972,0.054161748,0.005342028
B3GNT8,-0.040955234,-0.027868061,0.013087173
B3GNT9,-0.153646803,-0.114467651,0.039179153
B3GNTL1,0.098130427,0.084813362,-0.013317066
B4GALNT1,-0.126001347,-0.139890915,-0.013889568
B4GALNT2,-0.144833366,-0.108849745,0.035983622
B4GALNT3,-0.120825736,-0.15870347,-0.037877734
B4GALNT4,-0.028754566,0.013804286,0.042558852
B4GALT1,-0.034642958,-0.071559263,-0.036916305
B4GALT2,-0.08139439,-0.054263874,0.027130515
B4GALT3,-0.376388336,-0.349024203,0.027364133
B4GALT4,0.069973419,0.081428743,0.011455323
B4GALT5,-0.130842898,-0.154315903,-0.023473005
B4GALT6,-0.032890329,-0.032531785,0.000358544
B4GALT7,-0.199809217,-0.152523305,0.047285913
B9D1,-0.074980905,-0.044192559,0.030788347
B9D2,-0.037902112,-0.010941509,0.026960603
BAALC,-0.029606776,0.007033685,0.036640461
BAAT,0.101315421,0.123641805,0.022326384
BABAM1,0.181969453,0.140968772,-0.041000681
BACE1,-0.163352535,-0.165613384,-0.002260849
BACE2,0.006183847,0.011812656,0.005628809
BACH1,0.152706768,0.174262654,0.021555886
BACH2,0.074787356,0.028134452,-0.046652904
BAD,-0.125713751,-0.102296201,0.023417551
BAG1,0.044764666,0.057721777,0.012957111
BAG2,-0.261009916,-0.225656319,0.035353597
BAG3,-0.131211671,-0.175956891,-0.04474522
BAG4,0.000522447,-0.027361093,-0.027883541
BAG5,-0.009688431,0.025712967,0.035401397
BAG6,-0.19841992,-0.280335297,-0.081915377
BAHD1,-0.096113619,-0.146096461,-0.049982842
BAI1,-0.015655779,0.010013108,0.025668887
BAI3,0.025399744,0.021006478,-0.004393266
BAIAP2,-0.155892007,-0.133790188,0.022101819
BAIAP2L1,-0.014278451,-0.001933853,0.012344598
BAIAP2L2,-0.031221469,-0.04820784,-0.016986372
BAIAP3,-0.242627972,-0.288732047,-0.046104075
BAK1,-0.360562406,-0.350165885,0.010396521
BAMBI,-0.068559878,0.043111634,0.111671512
BANF1,-1.136406013,-1.25112572,-0.114719708
BANF2,0.121921209,0.091721181,-0.030200028
BANK1,-0.088865472,-0.077047878,0.011817594
BANP,-0.929170332,-0.949408437,-0.020238104
BAP1,-0.652829731,-0.649770271,0.00305946
BARD1,-0.77921831,-0.617345202,0.161873108
BARHL1,-0.134754068,-0.149088122,-0.014334054
BARHL2,-0.211232431,-0.180702255,0.030530177
BARX1,-0.009981801,0.0119258,0.021907601
BARX2,-0.001052066,0.030033774,0.031085841
BASP1,0.214550287,0.181773898,-0.032776388
BATF,0.088040004,0.146153124,0.05811312
BATF2,-0.266271016,-0.265378406,0.00089261
BATF3,0.169552538,0.189604751,0.020052213
BAX,0.176249479,0.214447166,0.038197686
BAZ1A,-0.093061199,-0.063452023,0.029609176
BAZ1B,-0.322692389,-0.329864307,-0.007171918
BAZ2A,-0.079732057,-0.059201526,0.020530531
BAZ2B,0.134282819,0.107662972,-0.026619848
BBC3,0.030034198,0.000675161,-0.029359037
BBIP1,0.065371873,0.099980497,0.034608624
BBOX1,0.219927373,0.193847868,-0.026079506
BBS1,-0.292319211,-0.246077654,0.046241557
BBS10,0.107491488,0.085135497,-0.022355991
BBS12,0.114573403,0.102468558,-0.012104844
BBS2,0.046341457,0.03937844,-0.006963017
BBS4,0.082189855,0.067651952,-0.014537903
BBS5,-0.04056634,-0.006491178,0.034075162
BBS7,0.053659268,0.053293376,-0.000365892
BBS9,-0.285339111,-0.236176191,0.04916292
BBX,0.020988182,0.045665366,0.024677184
BCAM,0.007614677,0.003465799,-0.004148877
BCAN,-0.397484052,-0.389278299,0.008205753
BCAP29,0.010468589,0.023490049,0.01302146
BCAR1,-0.787000145,-0.680757477,0.106242668
BCAR3,-0.018801389,0.048348983,0.067150372
BCAS1,0.108613158,0.119189322,0.010576163
BCAS2,-0.634165902,-0.563659533,0.070506369
BCAS3,-0.269797871,-0.242882359,0.026915512
BCAS4,-0.076608278,-0.068892652,0.007715627
BCAT1,0.087957429,0.030543303,-0.057414126
BCAT2,0.103384421,0.134160619,0.030776197
BCCIP,-0.411752401,-0.370755731,0.04099667
BCDIN3D,-0.362119332,-0.297176248,0.064943085
BCHE,0.020061237,0.052390448,0.032329211
BCKDHA,0.005292513,0.007969966,0.002677453
BCKDHB,-0.172575445,-0.212657481,-0.040082036
BCKDK,-0.044257366,-0.058929828,-0.014672463
BCL10,-0.003268728,-0.00440161,-0.001132882
BCL11A,-0.1363522,-0.343019376,-0.206667176
BCL11B,0.070145532,0.032626107,-0.037519426
BCL2,-0.028198408,-0.362695183,-0.334496775
BCL2A1,-0.122497954,-0.158514547,-0.036016593
BCL2L1,-0.935471345,-1.05684131,-0.121369965
BCL2L10,-0.046605483,-0.014138789,0.032466694
BCL2L11,-0.071970326,0.001354535,0.073324861
BCL2L12,-0.16935734,-0.124663986,0.044693354
BCL2L13,-0.049987061,-0.071965997,-0.021978936
BCL2L14,-0.091880093,-0.103151848,-0.011271755
BCL2L15,0.00123445,0.043367412,0.042132962
BCL2L2,-0.330239006,-0.263950965,0.066288041
BCL3,0.029200401,0.058507669,0.029307267
BCL6,-0.069990174,0.036610896,0.10660107
BCL6B,-0.031195283,-0.102658171,-0.071462888
BCL7A,-0.033610165,-0.089860042,-0.056249877
BCL7B,0.165878537,0.176808199,0.010929662
BCL7C,-0.026573283,0.005065922,0.031639204
BCL9,-0.080772577,-0.052353122,0.028419455
BCL9L,-0.262575421,-0.291457738,-0.028882316
BCLAF1,-0.950124467,-0.935247133,0.014877334
BCO1,-0.155076861,-0.171380261,-0.0163034
BCO2,0.062843526,-0.001379152,-0.064222678
BCR,0.035116429,-0.110684353,-0.145800782
BCS1L,-0.589186324,-0.69571348,-0.106527156
BDH1,-0.078438772,-0.08377676,-0.005337988
BDH2,-0.250641359,-0.216818483,0.033822876
BDKRB1,0.110828375,0.080535885,-0.03029249
BDKRB2,-0.038222267,-0.028187571,0.010034695
BDNF,-0.035395557,-0.021038841,0.014356716
BDP1,-0.778111076,-0.809226896,-0.031115819
BEAN1,-0.112211108,-0.086825052,0.025386056
BECN1,-0.267657903,-0.209801422,0.057856481
BEGAIN,-0.161473523,-0.204168598,-0.042695076
BEND3,-0.306474742,-0.323740536,-0.017265794
BEND4,-0.112450122,-0.05420082,0.058249303
BEND5,0.045639917,0.084521368,0.038881451
BEND6,0.006919395,0.04157056,0.034651165
BEND7,-0.011292273,-0.03355922,-0.022266947
BEST1,0.077466597,0.128505731,0.051039134
BEST2,-0.076634737,-0.074506029,0.002128708
BEST3,-0.140060142,-0.090407999,0.049652143
BEST4,-0.121937433,-0.127002685,-0.005065252
BET1,-0.454339748,-0.40805651,0.046283239
BET1L,-0.146510608,-0.187692549,-0.041181941
BFAR,-0.040552806,-0.009372535,0.031180271
BFSP1,0.025900633,-0.013878872,-0.039779505
BFSP2,0.115024305,0.10782414,-0.007200165
BGLAP,-0.072089193,-0.022575134,0.049514059
BHLHA15,-0.349916689,-0.281294547,0.068622143
BHLHA9,0.036959383,0.047699017,0.010739634
BHLHE22,-0.077896134,-0.131059714,-0.05316358
BHLHE40,0.167579834,0.087994771,-0.079585064
BHLHE41,-0.160335804,-0.121368377,0.038967427
BHMT,-0.054268809,-0.092286501,-0.038017692
BHMT2,-0.175341745,-0.175534611,-0.000192866
BICC1,0.052390436,0.057876522,0.005486086
BICD1,-0.198699219,-0.228775642,-0.030076423
BICD2,-0.230319602,-0.147904828,0.082414774
BID,0.072675266,0.157410861,0.084735595
BIK,0.110394943,0.119738752,0.009343809
BIN1,-0.223096198,-0.185262762,0.037833436
BIN2,-0.169770942,-0.248248333,-0.078477391
BIN3,0.395649777,0.438242801,0.042593025
BIRC2,-0.213296139,-0.370938473,-0.157642334
BIRC3,0.130358586,0.162258881,0.031900295
BIRC5,-1.518738027,-1.637188693,-0.118450666
BIRC6,-0.363540279,-0.131912073,0.231628206
BIRC7,0.150097733,0.106736372,-0.043361361
BIRC8,-0.180949826,-0.15633562,0.024614206
BIVM,0.083253794,0.085209474,0.001955679
BLCAP,-0.154506264,-0.17758253,-0.023076266
BLID,0.03469035,0.033359517,-0.001330833
BLK,0.001115854,-0.017420838,-0.018536691
BLM,-0.189577359,-0.138793979,0.05078338
BLMH,0.003142268,0.059797828,0.05665556
BLNK,-0.003493665,-0.030272045,-0.02677838
BLOC1S1,0.03714113,-0.020994554,-0.058135684
BLOC1S2,-0.171868235,-0.147229694,0.024638541
BLOC1S3,-0.310101978,-0.290940055,0.019161923
BLOC1S4,-0.019754853,0.011564762,0.031319615
BLOC1S5,0.005812619,0.099150555,0.093337936
BLOC1S6,-0.090653962,-0.092664264,-0.002010302
BLVRA,0.059763003,0.076629091,0.016866088
BLVRB,0.070159491,0.110217586,0.040058095
BLZF1,-0.09771888,-0.087361825,0.010357054
BMF,-0.190836569,-0.176167917,0.014668652
BMI1,0.164319701,0.09458964,-0.069730061
BMP1,-0.012497047,-0.016229426,-0.003732379
BMP10,-0.061573984,-0.068557084,-0.0069831
BMP2,0.062679769,0.090490875,0.027811106
BMP2K,0.026917833,0.053772413,0.02685458
BMP3,0.132947962,0.123017363,-0.0099306
BMP4,0.028586351,0.089772268,0.061185917
BMP5,-0.066768895,-0.020345426,0.046423469
BMP6,-0.048126692,-0.005586515,0.042540178
BMP7,0.065168633,0.047955542,-0.017213091
BMP8A,0.099565243,0.064122844,-0.035442399
BMP8B,-0.027092782,-0.030445507,-0.003352725
BMPER,0.059789402,0.086974521,0.027185118
BMPR1A,-0.177404126,-0.131677777,0.045726349
BMPR1B,0.120151612,0.211760017,0.091608405
BMPR2,0.020629842,-0.006710343,-0.027340186
BMS1,-1.190456323,-1.139741362,0.050714961
BNC1,-0.080005173,-0.095416528,-0.015411355
BNC2,0.075850681,0.092522819,0.016672138
BNIP1,-0.555061731,-0.40223573,0.152826001
BNIP2,-0.198752742,-0.17350201,0.025250732
BNIP3,-0.22305641,-0.244704602,-0.021648191
BNIP3L,0.229070166,0.218160051,-0.010910116
BNIPL,-0.246565455,-0.220253185,0.02631227
BOC,-0.087488535,-0.073844011,0.013644524
BOD1,-0.216131335,-0.142863373,0.073267962
BOD1L1,-0.306904812,-0.260745343,0.046159469
BOD1L2,0.186296975,0.160763796,-0.02553318
BOK,-0.058120746,-0.102574051,-0.044453306
BOLA1,-0.250552723,-0.26031676,-0.009764037
BOLA2,-0.459310884,-0.378872407,0.080438477
BOLA3,-0.00899316,-0.005094802,0.003898358
BOLL,0.036960695,0.003350581,-0.033610115
BOP1,-1.054552648,-0.970913063,0.083639585
BORA,-1.048164994,-1.085198879,-0.037033885
BPGM,0.090317369,0.09012132,-0.000196048
BPHL,-0.025781374,0.033639514,0.059420888
BPI,0.103361113,0.12570459,0.022343477
BPIFA1,0.134522443,0.169282461,0.034760018
BPIFA2,0.250438856,0.281418049,0.030979194
BPIFA3,-0.112184174,-0.120431094,-0.00824692
BPIFB1,-0.014143308,-0.04121879,-0.027075482
BPIFB2,-0.071792117,-0.113888499,-0.042096381
BPIFB3,-0.214709044,-0.2055439,0.009165145
BPIFB4,-0.138115585,-0.15725202,-0.019136435
BPIFB6,-0.035832075,-0.016797897,0.019034178
BPIFC,0.049918637,0.016382951,-0.033535686
BPNT1,-0.314181743,-0.272580115,0.041601629
BPTF,-0.398138184,-0.49343128,-0.095293095
BRAF,-0.202104145,-0.22587974,-0.023775595
BRAP,-0.198732204,-0.035063223,0.163668982
BRAT1,-0.552553405,-0.299847265,0.252706141
BRCA1,-0.688216397,-0.52388558,0.164330817
BRCA2,-0.731349583,-0.592036011,0.139313572
BRD1,-0.29225828,-0.31491887,-0.022660591
BRD2,-0.510605902,-0.463248606,0.047357296
BRD3,0.149455494,0.107199683,-0.042255812
BRD4,-1.087682972,-1.130113454,-0.042430482
BRD7,-0.215139013,-0.287902972,-0.07276396
BRD8,-0.503436785,-0.506624567,-0.003187782
BRD9,0.042575158,-0.150752602,-0.193327759
BRDT,-0.060896109,-0.05916986,0.001726249
BRE,0.027739714,0.030831998,0.003092284
BRF1,-0.999054646,-1.026515632,-0.027460986
BRF2,-1.557851804,-1.603593007,-0.045741203
BRI3,-0.230988886,-0.193579673,0.037409214
BRI3BP,-0.04209792,-0.01825806,0.02383986
BRICD5,-0.026175886,-0.060767564,-0.034591678
BRINP1,0.203317942,0.222788017,0.019470075
BRINP2,-0.08481605,-0.053357397,0.031458652
BRINP3,-0.027459485,0.00732678,0.034786265
BRIP1,-0.450996598,-0.626556538,-0.17555994
BRIX1,-1.158184903,-1.185481527,-0.027296624
BRK1,-0.558329351,-0.496727129,0.061602222
BRMS1,-0.417800121,-0.4701588,-0.052358679
BRMS1L,-0.174624642,-0.165762195,0.008862447
BROX,0.12199977,0.141777159,0.019777389
BRPF1,-0.384859183,-0.484986712,-0.100127529
BRPF3,-0.06420404,-0.079897175,-0.015693135
BRSK1,-0.016919172,0.021431886,0.038351058
BRSK2,-0.13735435,-0.163971979,-0.02661763
BRWD1,-0.09353153,-0.091421281,0.002110249
BSCL2,-0.271669165,-0.259243341,0.012425823
BSDC1,-0.092158734,-0.056878296,0.035280438
BSG,-0.167536374,-0.17749312,-0.009956746
BSN,-0.02220498,-0.049951769,-0.02774679
BSND,-0.180730133,-0.198109134,-0.017379001
BSPH1,0.104449884,0.104548904,9.90206E-05
BSPRY,-0.078602103,-0.092297191,-0.013695087
BST1,0.153922364,0.170211448,0.016289084
BST2,0.071099633,0.055122964,-0.015976669
BSX,0.066308965,0.041973522,-0.024335443
BTAF1,-0.441876554,-0.407190954,0.0346856
BTBD1,-0.109806412,-0.067672488,0.042133923
BTBD10,-0.115705394,-0.105662818,0.010042576
BTBD11,-0.175569115,-0.164844237,0.010724878
BTBD16,0.096702624,0.103120303,0.006417679
BTBD17,-0.352921141,-0.389175107,-0.036253966
BTBD18,-0.01903251,-0.020131944,-0.001099434
BTBD2,0.048228986,-0.001412065,-0.04964105
BTBD3,-0.075529694,0.015656297,0.091185991
BTBD6,-0.088578706,-0.117910273,-0.029331566
BTBD7,-0.057885278,0.006217885,0.064103164
BTBD8,-0.007030635,0.016766789,0.023797424
BTBD9,-0.333051777,-0.291877235,0.041174542
BTC,0.075608796,0.147680281,0.072071485
BTD,-0.002321024,0.005634178,0.007955202
BTF3,-0.480714477,-0.349198583,0.131515894
BTF3L4,-0.55123168,-0.588262261,-0.037030581
BTG1,-0.131980154,-0.136668479,-0.004688325
BTG2,-0.071775646,-0.041956187,0.029819459
BTG3,0.024697446,0.083658396,0.05896095
BTG4,0.073141883,0.095284368,0.022142485
BTLA,0.125864239,0.130268072,0.004403832
BTN1A1,-0.035852092,-0.012947387,0.022904705
BTN2A1,0.007028138,0.021814364,0.014786226
BTN2A2,0.112570318,0.112898165,0.000327847
BTN3A1,0.172627577,0.120558654,-0.052068923
BTN3A2,0.145077129,0.121493299,-0.023583829
BTN3A3,0.052658603,0.009567197,-0.043091406
BTNL3,0.020583911,0.025115366,0.004531455
BTNL8,-0.071859347,-0.153155777,-0.08129643
BTNL9,0.127699348,0.075530067,-0.052169281
BTRC,-0.024390354,-0.011691877,0.012698478
BUB1,-0.742109454,-0.655363707,0.086745746
BUB1B,-1.445849781,-1.50235597,-0.056506188
BUB3,-2.071527016,-2.178671067,-0.107144051
BUD13,-0.797231585,-0.728236426,0.068995159
BUD31,-1.667664951,-1.823558065,-0.155893114
BVES,-0.048637112,-0.025073222,0.023563889
BYSL,-1.263896501,-1.24155633,0.022340171
BZRAP1,-0.208380422,-0.203428111,0.004952311
BZW1,0.045632819,0.09443087,0.048798051
BZW2,0.087385896,0.086395097,-0.000990799
C10orf10,-0.057461815,-0.05021861,0.007243205
C10orf105,-0.116819915,-0.128440544,-0.01162063
C10orf107,-0.012210552,0.004039796,0.016250348
C10orf11,0.043957522,0.059472111,0.01551459
C10orf111,0.215942473,0.210222606,-0.005719867
C10orf113,0.26279867,0.262420172,-0.000378499
C10orf12,0.044024552,0.000206431,-0.043818121
C10orf120,0.129764005,0.173931631,0.044167626
C10orf126,0.082990149,0.053336902,-0.029653246
C10orf128,0.002046067,0.021681833,0.019635766
C10orf131,0.165026665,0.171012137,0.005985472
C10orf2,-0.594394896,-0.632628577,-0.038233681
C10orf25,-0.042439921,-0.033996111,0.00844381
C10orf32,-0.282011769,-0.333416512,-0.051404743
C10orf35,0.081959337,0.042363688,-0.03959565
C10orf53,-0.154029094,-0.12329541,0.030733684
C10orf54,0.088423184,-0.004398488,-0.092821673
C10orf55,-0.046893677,-0.066725068,-0.019831392
C10orf62,-0.014361879,-0.044022814,-0.029660935
C10orf67,0.162465741,0.163810011,0.00134427
C10orf71,0.347156308,0.355914777,0.008758469
C10orf76,-0.253999787,-0.315091173,-0.061091386
C10orf82,0.107806675,0.126156441,0.018349766
C10orf88,-0.013214114,-0.056149281,-0.042935167
C10orf90,-0.05930005,-0.100807316,-0.041507266
C10orf91,-0.008857556,-0.018322898,-0.009465342
C10orf95,-0.303820028,-0.324052476,-0.020232448
C10orf99,0.015026901,0.063040925,0.048014025
C11orf1,0.046238197,0.051455914,0.005217717
C11orf16,0.110695143,0.099292245,-0.011402898
C11orf21,0.041062406,0.066365913,0.025303506
C11orf24,0.004998758,0.017701695,0.012702937
C11orf30,0.037002545,0.007333401,-0.029669145
C11orf31,-0.10222639,-0.116394036,-0.014167646
C11orf40,-0.074549613,-0.040461212,0.034088401
C11orf42,0.039341426,0.002436576,-0.03690485
C11orf44,0.072806242,0.06018425,-0.012621991
C11orf45,0.138203109,0.145142526,0.006939417
C11orf48,-0.058199053,0.002030638,0.060229691
C11orf49,-0.005364942,-0.00531764,4.73018E-05
C11orf52,-0.029511133,-0.003377786,0.026133346
C11orf53,0.003843962,0.012438939,0.008594977
C11orf54,0.136532313,0.157055286,0.020522972
C11orf57,-0.697710733,-0.583193412,0.114517322
C11orf58,-0.123565035,-0.150237162,-0.026672127
C11orf63,-0.377427686,-0.334941762,0.042485924
C11orf65,-0.226393185,-0.199155073,0.027238112
C11orf68,-0.299856355,-0.275540128,0.024316227
C11orf70,-0.155146925,-0.171376072,-0.016229147
C11orf71,-0.194513812,-0.202857913,-0.008344101
C11orf73,-0.196032935,-0.002454374,0.193578561
C11orf74,0.109589872,0.099255013,-0.010334858
C11orf80,-0.143431266,-0.073518261,0.069913004
C11orf84,-0.109375654,-0.063999728,0.045375925
C11orf85,-0.196504264,-0.184574645,0.011929618
C11orf86,-0.10701131,-0.086513759,0.020497551
C11orf87,0.118324477,0.123890741,0.005566264
C11orf88,-0.141078822,-0.136371673,0.00470715
C11orf91,-0.108146861,-0.108181963,-3.51016E-05
C11orf94,-0.164636256,-0.089837166,0.07479909
C12orf10,-0.351267838,-0.362826352,-0.011558514
C12orf29,0.083066742,0.141829294,0.058762552
C12orf4,0.053646728,0.037124455,-0.016522273
C12orf40,0.260175581,0.247208911,-0.01296667
C12orf42,-0.017202808,0.036405716,0.053608524
C12orf43,-0.063397199,-0.033641329,0.029755869
C12orf45,-0.667479158,-0.592286385,0.075192773
C12orf49,-0.381253245,-0.384554638,-0.003301393
C12orf5,0.059669212,0.034336947,-0.025332265
C12orf50,-0.016335162,-0.011443964,0.004891198
C12orf54,0.072134744,0.091946464,0.01981172
C12orf56,-0.391013658,-0.350343842,0.040669817
C12orf57,0.058360714,0.070080059,0.011719344
C12orf60,0.079172908,0.111696174,0.032523267
C12orf65,-0.371877062,-0.350410418,0.021466644
C12orf66,0.137766214,0.170527131,0.032760916
C12orf71,0.037721843,-0.014968947,-0.05269079
C12orf73,-0.109220521,-0.132085217,-0.022864696
C12orf74,-0.021013657,0.008198661,0.029212318
C12orf75,0.147705764,0.129208402,-0.018497361
C12orf76,-0.090003686,-0.110545563,-0.020541877
C12orf77,0.018399054,0.044494392,0.026095338
C12orf79,-0.028681763,-0.019817707,0.008864056
C14orf1,-0.067396924,-0.061317667,0.006079257
C14orf105,-0.094584648,-0.019603639,0.074981008
C14orf119,-0.07304661,-0.046128236,0.026918374
C14orf142,-0.197108828,-0.195698097,0.001410731
C14orf159,0.063437373,0.032489291,-0.030948083
C14orf166,-0.743137428,-0.635776807,0.107360621
C14orf177,0.128152898,0.189868708,0.06171581
C14orf180,0.04338258,0.036137585,-0.007244995
C14orf182,0.027664012,0.050975027,0.023311014
C14orf183,0.008725519,0.035015073,0.026289555
C14orf2,0.130903767,0.138547696,0.007643929
C14orf28,-0.090926628,-0.066069853,0.024856774
C14orf37,-0.038917422,-0.036115089,0.002802333
C14orf39,0.092176094,0.097532507,0.005356413
C14orf79,0.011528366,0.038782863,0.027254497
C14orf80,-0.677095064,-0.558974233,0.118120832
C14orf93,-0.035133291,0.007304104,0.042437395
C15orf26,-0.110635844,-0.115549698,-0.004913854
C15orf27,0.071980258,0.028310154,-0.043670104
C15orf32,0.104617952,0.085875964,-0.018741988
C15orf39,-0.10803332,-0.108207327,-0.000174007
C15orf40,-0.209704216,-0.161612336,0.04809188
C15orf41,-0.201195395,-0.164120404,0.037074992
C15orf43,-0.054287953,-0.08415791,-0.029869957
C15orf48,0.091480817,0.115454026,0.023973209
C15orf52,-0.025948148,-0.043055717,-0.017107569
C15orf53,-0.008291751,0.012370498,0.02066225
C15orf54,0.127781284,0.074745792,-0.053035492
C15orf56,0.081458518,0.077088379,-0.004370139
C15orf57,-0.130783054,-0.13009289,0.000690164
C15orf59,-0.038142635,-0.047810921,-0.009668286
C15orf61,0.225213728,0.192896967,-0.032316761
C15orf62,0.095127042,0.143600567,0.048473525
C15orf65,0.12533595,0.133005272,0.007669321
C16orf13,-0.101537314,-0.035606908,0.065930406
C16orf45,-0.009137885,-0.027971961,-0.018834076
C16orf46,-0.226857253,-0.214372737,0.012484516
C16orf52,-0.127857489,-0.142860936,-0.015003447
C16orf54,-0.135657834,-0.157056421,-0.021398587
C16orf58,0.134933925,0.151773783,0.016839858
C16orf59,-0.582589295,-0.48580814,0.096781155
C16orf62,-0.162917015,-0.188306148,-0.025389133
C16orf70,-0.20666235,-0.228873101,-0.022210751
C16orf71,0.045158532,0.104765406,0.059606874
C16orf72,-0.548699429,-0.398482368,0.150217061
C16orf74,-0.128428695,-0.13079411,-0.002365415
C16orf78,0.123174216,0.113286607,-0.009887609
C16orf86,-0.464400107,-0.459635313,0.004764793
C16orf87,-0.177261174,-0.130183244,0.04707793
C16orf89,-0.165298647,-0.091349374,0.073949273
C16orf90,-0.037309036,0.00093515,0.038244185
C16orf91,-0.210941141,-0.173292045,0.037649096
