Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-69306,DNA Replication,,-23,11,17,30242,190,500,33,6.6,1.1,1017|1869|3837|4171|4172|4173|4174|4999|5001|5424|5425|5557|5558|5682|5685|5688|5693|5695|5709|5710|5983|5984|5985|6117|7324|8317|9837|10714|23649|51433|64682|64785|84296,CDK2|E2F1|KPNB1|MCM2|MCM3|MCM4|MCM5|ORC2|ORC5|POLD1|POLD2|PRIM1|PRIM2|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|RFC3|RFC4|RFC5|RPA1|UBE2E1|CDC7|GINS1|POLD3|POLA2|ANAPC5|ANAPC1|GINS3|GINS4,-20,MyList
GO Biological Processes,19,GO:0008380,RNA splicing,19_GO:0008152 metabolic process,-23,6.4,15,30242,434,500,46,9.2,1.3,1207|2926|4869|4928|5356|5725|6632|6634|6637|7919|8899|9092|9128|9129|9343|9904|10199|10250|10285|10594|10772|10907|10992|11157|22794|23028|23091|23450|24148|25962|26121|27316|51690|51755|54407|55015|55119|56339|57187|57721|57819|79171|83443|91746|140890|494115,CLNS1A|GRSF1|NPM1|NUP98|PLRG1|PTBP1|SNRPD1|SNRPD3|SNRPG|DDX39B|PRPF4B|SART1|PRPF4|PRPF3|EFTUD2|RBM19|MPHOSPH10|SRRM1|SMNDC1|PRPF8|SRSF10|TXNL4A|SF3B2|LSM6|CASC3|KDM1A|ZC3H13|SF3B3|PRPF6|VIRMA|PRPF31|RBMX|LSM7|CDK12|SLC38A2|PRPF39|PRPF38B|METTL3|THOC2|METTL14|LSM2|RBM42|SF3B5|YTHDC1|SREK1|RBMXL1,-20,MyList
CORUM,33,CORUM:320,"55S ribosome, mitochondrial",,-22,18,19,30242,77,500,23,4.6,0.94,9553|10240|11222|26589|28973|29074|29093|51021|51253|51373|51649|51650|54460|55168|56945|63875|64960|64963|64965|64981|65003|84545|124995,MRPL33|MRPS31|MRPL3|MRPL46|MRPS18B|MRPL18|MRPL22|MRPS16|MRPL37|MRPS17|MRPS23|MRPS33|MRPS21|MRPS18A|MRPS22|MRPL17|MRPS15|MRPS11|MRPS9|MRPL34|MRPL11|MRPL43|MRPL10,-19,MyList
Reactome Gene Sets,6,R-HSA-72766,Translation,,-22,7.9,15,30242,291,500,38,7.6,1.2,1981|3396|6135|6158|6173|6202|6218|6232|6234|8667|9553|10240|11222|26284|26589|28973|29074|29093|51021|51067|51253|51373|51649|51650|54460|55168|56945|57038|57176|60488|63875|64960|64963|64965|64981|65003|84545|124995,EIF4G1|MRPL58|RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28|EIF3H|MRPL33|MRPS31|MRPL3|ERAL1|MRPL46|MRPS18B|MRPL18|MRPL22|MRPS16|YARS2|MRPL37|MRPS17|MRPS23|MRPS33|MRPS21|MRPS18A|MRPS22|RARS2|VARS2|MRPS35|MRPL17|MRPS15|MRPS11|MRPS9|MRPL34|MRPL11|MRPL43|MRPL10,-19,MyList
Reactome Gene Sets,6,R-HSA-69190,DNA strand elongation,,-22,33,23,30242,31,500,17,3.4,0.81,4171|4172|4173|4174|5424|5425|5557|5558|5983|5984|5985|6117|9837|10714|23649|64785|84296,MCM2|MCM3|MCM4|MCM5|POLD1|POLD2|PRIM1|PRIM2|RFC3|RFC4|RFC5|RPA1|GINS1|POLD3|POLA2|GINS3|GINS4,-19,MyList
GO Biological Processes,19,GO:0006974,cellular response to DNA damage stimulus,19_GO:0050896 response to stimulus,-22,4.5,13,30242,799,500,60,12,1.5,1017|1022|1054|1432|1663|1869|2033|2071|2968|4171|4172|4173|4174|4193|4194|4609|4869|5424|5425|5514|5883|5888|5889|5932|5983|5984|5985|6117|6615|7023|7919|8208|8243|8317|8914|9774|10714|11143|11200|11219|23028|23514|25939|25988|26574|29128|51366|51550|56339|56946|60488|63967|64210|64963|64965|65057|84296|90381|144715|353497,CDK2|CDK7|CEBPG|MAPK14|DDX11|E2F1|EP300|ERCC3|GTF2H4|MCM2|MCM3|MCM4|MCM5|MDM2|MDM4|MYC|NPM1|POLD1|POLD2|PPP1R10|RAD9A|RAD51|RAD51C|RBBP8|RFC3|RFC4|RFC5|RPA1|SNAI1|TFAP4|DDX39B|CHAF1B|SMC1A|CDC7|TIMELESS|BCLAF1|POLD3|KAT7|CHEK2|TREX2|KDM1A|SPIDR|SAMHD1|HINFP|AATF|UHRF1|UBR5|CINP|METTL3|EMSY|MRPS35|CLSPN|MMS19|MRPS11|MRPS9|ACD|GINS4|TICRR|RAD9B|POLN,-19,MyList
GO Biological Processes,19,GO:0006260,DNA replication,19_GO:0008152 metabolic process,-22,8.3,15,30242,262,500,36,7.2,1.2,1017|1663|3159|4171|4172|4173|4174|4999|5001|5424|5425|5557|5558|5888|5983|5984|5985|6117|6241|8208|8317|8914|9188|9837|10714|11143|23649|25939|27000|51550|56652|64318|64785|84296|90381|353497,CDK2|DDX11|HMGA1|MCM2|MCM3|MCM4|MCM5|ORC2|ORC5|POLD1|POLD2|PRIM1|PRIM2|RAD51|RFC3|RFC4|RFC5|RPA1|RRM2|CHAF1B|CDC7|TIMELESS|DDX21|GINS1|POLD3|KAT7|POLA2|SAMHD1|DNAJC2|CINP|TWNK|NOC3L|GINS3|GINS4|TICRR|POLN,-19,MyList
GO Biological Processes,19,GO:0006397,mRNA processing,19_GO:0008152 metabolic process,-21,5.7,14,30242,501,500,47,9.4,1.3,1207|2926|4869|4928|5356|5725|6632|6634|6637|7919|8899|9092|9128|9129|9343|9904|10250|10285|10594|10768|10772|10907|10992|11157|22794|22984|23028|23091|23450|24148|25962|26121|27316|51690|51755|54439|55015|55119|56339|57187|57721|57819|79171|83443|91746|140890|494115,CLNS1A|GRSF1|NPM1|NUP98|PLRG1|PTBP1|SNRPD1|SNRPD3|SNRPG|DDX39B|PRPF4B|SART1|PRPF4|PRPF3|EFTUD2|RBM19|SRRM1|SMNDC1|PRPF8|AHCYL1|SRSF10|TXNL4A|SF3B2|LSM6|CASC3|PDCD11|KDM1A|ZC3H13|SF3B3|PRPF6|VIRMA|PRPF31|RBMX|LSM7|CDK12|RBM27|PRPF39|PRPF38B|METTL3|THOC2|METTL14|LSM2|RBM42|SF3B5|YTHDC1|SREK1|RBMXL1,-18,MyList
WikiPathways,27,WP466,DNA replication,,-21,26,21,30242,42,500,18,3.6,0.83,1017|4171|4172|4173|4174|4999|5001|5424|5425|5557|5558|5983|5984|5985|6117|8317|10714|23649,CDK2|MCM2|MCM3|MCM4|MCM5|ORC2|ORC5|POLD1|POLD2|PRIM1|PRIM2|RFC3|RFC4|RFC5|RPA1|CDC7|POLD3|POLA2,-18,MyList
GO Biological Processes,19,GO:0000375,"RNA splicing, via transesterification reactions",19_GO:0008152 metabolic process,-20,7.1,14,30242,324,500,38,7.6,1.2,1207|4869|4928|5356|5725|6632|6634|6637|7919|8899|9092|9128|9129|9343|9904|10199|10250|10285|10594|10772|10907|10992|11157|22794|23028|23450|24148|26121|27316|51690|55015|56339|57721|57819|79171|83443|91746|494115,CLNS1A|NPM1|NUP98|PLRG1|PTBP1|SNRPD1|SNRPD3|SNRPG|DDX39B|PRPF4B|SART1|PRPF4|PRPF3|EFTUD2|RBM19|MPHOSPH10|SRRM1|SMNDC1|PRPF8|SRSF10|TXNL4A|SF3B2|LSM6|CASC3|KDM1A|SF3B3|PRPF6|PRPF31|RBMX|LSM7|PRPF39|METTL3|METTL14|LSM2|RBM42|SF3B5|YTHDC1|RBMXL1,-18,MyList
Reactome Gene Sets,6,R-HSA-2262752,Cellular responses to stress,,-19,4.4,12,30242,757,500,55,11,1.4,405|1017|1054|1432|1639|1663|1778|1781|1869|2033|2146|3009|3159|4193|4194|4208|4209|4928|5682|5685|5688|5693|5695|5709|5710|6117|6135|6158|6173|6202|6218|6232|6234|7027|7324|7514|8480|9817|10498|10671|11258|23404|23512|23636|27000|51010|51143|51433|54512|56915|64682|65057|79813|91582|118460,ARNT|CDK2|CEBPG|MAPK14|DCTN1|DDX11|DYNC1H1|DYNC1I2|E2F1|EP300|EZH2|H1-5|HMGA1|MDM2|MDM4|MEF2C|MEF2D|NUP98|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|RPA1|RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28|TFDP1|UBE2E1|XPO1|RAE1|KEAP1|CARM1|DCTN6|DCTN3|EXOSC2|SUZ12|NUP62|DNAJC2|EXOSC3|DYNC1LI1|ANAPC5|EXOSC4|EXOSC5|ANAPC1|ACD|EHMT1|RPS19BP1|EXOSC6,-17,MyList
GO Biological Processes,19,GO:0006412,translation,19_GO:0008152 metabolic process,-19,4.4,12,30242,736,500,54,11,1.4,1981|1982|2733|3396|3692|4076|4848|4849|4869|6135|6158|6173|6202|6218|6232|6234|7919|8562|8667|9553|11222|22794|23019|23404|28973|29074|29093|51010|51021|51067|51253|51373|51441|51649|51650|54460|54931|54952|55168|56339|56915|57038|57176|57721|60488|63875|64745|64960|64963|64965|64981|65003|84545|124995,EIF4G1|EIF4G2|GLE1|MRPL58|EIF6|CAPRIN1|CNOT2|CNOT3|NPM1|RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28|DDX39B|DENR|EIF3H|MRPL33|MRPL3|CASC3|CNOT1|EXOSC2|MRPS18B|MRPL18|MRPL22|EXOSC3|MRPS16|YARS2|MRPL37|MRPS17|YTHDF2|MRPS23|MRPS33|MRPS21|TRMT10C|TRNAU1AP|MRPS18A|METTL3|EXOSC5|RARS2|VARS2|METTL14|MRPS35|MRPL17|METTL17|MRPS15|MRPS11|MRPS9|MRPL34|MRPL11|MRPL43|MRPL10,-16,MyList
GO Biological Processes,19,GO:0022618,ribonucleoprotein complex assembly,19_GO:0009987 cellular process,-19,8.5,15,30242,220,500,31,6.2,1.1,1207|3692|4839|6135|6232|6234|6632|6634|6637|7919|8562|8667|9092|9129|10594|10772|10907|23195|23212|24148|26121|26284|54475|54680|55015|57819|64963|84154|91746|121053|494115,CLNS1A|EIF6|NOP2|RPL11|RPS27|RPS28|SNRPD1|SNRPD3|SNRPG|DDX39B|DENR|EIF3H|SART1|PRPF3|PRPF8|SRSF10|TXNL4A|MDN1|RRS1|PRPF6|PRPF31|ERAL1|NLE1|ZNHIT6|PRPF39|LSM2|MRPS11|RPF2|YTHDC1|NOPCHAP1|RBMXL1,-16,MyList
GO Biological Processes,19,GO:0000460,maturation of 5.8S rRNA,19_GO:0008152 metabolic process,-19,28,20,30242,35,500,16,3.2,0.79,3692|5394|8602|10171|10200|10799|23212|23404|23481|27340|51010|51018|54512|55759|80135|84549,EIF6|EXOSC10|NOP14|RCL1|MPHOSPH6|RPP40|RRS1|EXOSC2|PES1|UTP20|EXOSC3|RRP15|EXOSC4|WDR12|RPF1|MAK16,-16,MyList
Reactome Gene Sets,6,R-HSA-8953897,Cellular responses to stimuli,,-19,4.3,12,30242,771,500,55,11,1.4,405|1017|1054|1432|1639|1663|1778|1781|1869|2033|2146|3009|3159|4193|4194|4208|4209|4928|5682|5685|5688|5693|5695|5709|5710|6117|6135|6158|6173|6202|6218|6232|6234|7027|7324|7514|8480|9817|10498|10671|11258|23404|23512|23636|27000|51010|51143|51433|54512|56915|64682|65057|79813|91582|118460,ARNT|CDK2|CEBPG|MAPK14|DCTN1|DDX11|DYNC1H1|DYNC1I2|E2F1|EP300|EZH2|H1-5|HMGA1|MDM2|MDM4|MEF2C|MEF2D|NUP98|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|RPA1|RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28|TFDP1|UBE2E1|XPO1|RAE1|KEAP1|CARM1|DCTN6|DCTN3|EXOSC2|SUZ12|NUP62|DNAJC2|EXOSC3|DYNC1LI1|ANAPC5|EXOSC4|EXOSC5|ANAPC1|ACD|EHMT1|RPS19BP1|EXOSC6,-16,MyList
Reactome Gene Sets,6,R-HSA-69206,G1/S Transition,,-19,12,16,30242,130,500,25,5,0.97,902|1017|1022|1869|4171|4172|4173|4174|4609|4999|5001|5557|5558|5682|5685|5688|5693|5695|5709|5710|6117|6241|7027|8317|23649,CCNH|CDK2|CDK7|E2F1|MCM2|MCM3|MCM4|MCM5|MYC|ORC2|ORC5|PRIM1|PRIM2|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|RPA1|RRM2|TFDP1|CDC7|POLA2,-16,MyList
GO Biological Processes,19,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",19_GO:0008152 metabolic process,-19,6.8,14,30242,320,500,36,7.2,1.2,1207|4869|4928|5356|5725|6632|6634|6637|7919|8899|9092|9128|9129|9343|9904|10250|10594|10772|10907|10992|11157|22794|23028|23450|24148|26121|27316|51690|55015|56339|57721|57819|79171|83443|91746|494115,CLNS1A|NPM1|NUP98|PLRG1|PTBP1|SNRPD1|SNRPD3|SNRPG|DDX39B|PRPF4B|SART1|PRPF4|PRPF3|EFTUD2|RBM19|SRRM1|PRPF8|SRSF10|TXNL4A|SF3B2|LSM6|CASC3|KDM1A|SF3B3|PRPF6|PRPF31|RBMX|LSM7|PRPF39|METTL3|METTL14|LSM2|RBM42|SF3B5|YTHDC1|RBMXL1,-16,MyList
GO Biological Processes,19,GO:0000398,"mRNA splicing, via spliceosome",19_GO:0008152 metabolic process,-19,6.8,14,30242,320,500,36,7.2,1.2,1207|4869|4928|5356|5725|6632|6634|6637|7919|8899|9092|9128|9129|9343|9904|10250|10594|10772|10907|10992|11157|22794|23028|23450|24148|26121|27316|51690|55015|56339|57721|57819|79171|83443|91746|494115,CLNS1A|NPM1|NUP98|PLRG1|PTBP1|SNRPD1|SNRPD3|SNRPG|DDX39B|PRPF4B|SART1|PRPF4|PRPF3|EFTUD2|RBM19|SRRM1|PRPF8|SRSF10|TXNL4A|SF3B2|LSM6|CASC3|KDM1A|SF3B3|PRPF6|PRPF31|RBMX|LSM7|PRPF39|METTL3|METTL14|LSM2|RBM42|SF3B5|YTHDC1|RBMXL1,-16,MyList
Reactome Gene Sets,6,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,,-19,7.9,14,30242,244,500,32,6.4,1.1,2733|4928|5356|5725|6632|6634|6637|7919|8480|9092|9128|9129|9343|10250|10285|10594|10772|10907|10992|11157|22794|23450|23636|24148|26121|27316|51690|56339|57187|57721|57819|83443,GLE1|NUP98|PLRG1|PTBP1|SNRPD1|SNRPD3|SNRPG|DDX39B|RAE1|SART1|PRPF4|PRPF3|EFTUD2|SRRM1|SMNDC1|PRPF8|SRSF10|TXNL4A|SF3B2|LSM6|CASC3|SF3B3|NUP62|PRPF6|PRPF31|RBMX|LSM7|METTL3|THOC2|METTL14|LSM2|SF3B5,-16,MyList
GO Biological Processes,19,GO:0071826,ribonucleoprotein complex subunit organization,19_GO:0009987 cellular process,-19,8.3,14,30242,227,500,31,6.2,1.1,1207|3692|4839|6135|6232|6234|6632|6634|6637|7919|8562|8667|9092|9129|10594|10772|10907|23195|23212|24148|26121|26284|54475|54680|55015|57819|64963|84154|91746|121053|494115,CLNS1A|EIF6|NOP2|RPL11|RPS27|RPS28|SNRPD1|SNRPD3|SNRPG|DDX39B|DENR|EIF3H|SART1|PRPF3|PRPF8|SRSF10|TXNL4A|MDN1|RRS1|PRPF6|PRPF31|ERAL1|NLE1|ZNHIT6|PRPF39|LSM2|MRPS11|RPF2|YTHDC1|NOPCHAP1|RBMXL1,-16,MyList
GO Biological Processes,19,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",19_GO:0008152 metabolic process,-19,26,20,30242,37,500,16,3.2,0.79,705|6202|8602|9277|9790|10171|10607|10799|23212|27042|27340|55813|57050|57647|64963|84916,BYSL|RPS8|NOP14|WDR46|BMS1|RCL1|TBL3|RPP40|RRS1|UTP25|UTP20|UTP6|UTP3|DHX37|MRPS11|UTP4,-16,MyList
GO Biological Processes,19,GO:0043043,peptide biosynthetic process,19_GO:0008152 metabolic process,-19,4.3,12,30242,761,500,54,11,1.4,1981|1982|2733|3396|3692|4076|4848|4849|4869|6135|6158|6173|6202|6218|6232|6234|7919|8562|8667|9553|11222|22794|23019|23404|28973|29074|29093|51010|51021|51067|51253|51373|51441|51649|51650|54460|54931|54952|55168|56339|56915|57038|57176|57721|60488|63875|64745|64960|64963|64965|64981|65003|84545|124995,EIF4G1|EIF4G2|GLE1|MRPL58|EIF6|CAPRIN1|CNOT2|CNOT3|NPM1|RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28|DDX39B|DENR|EIF3H|MRPL33|MRPL3|CASC3|CNOT1|EXOSC2|MRPS18B|MRPL18|MRPL22|EXOSC3|MRPS16|YARS2|MRPL37|MRPS17|YTHDF2|MRPS23|MRPS33|MRPS21|TRMT10C|TRNAU1AP|MRPS18A|METTL3|EXOSC5|RARS2|VARS2|METTL14|MRPS35|MRPL17|METTL17|MRPS15|MRPS11|MRPS9|MRPL34|MRPL11|MRPL43|MRPL10,-16,MyList
Reactome Gene Sets,6,R-HSA-453279,Mitotic G1 phase and G1/S transition,,-19,11,15,30242,148,500,26,5.2,0.99,896|902|1017|1022|1869|4171|4172|4173|4174|4609|4999|5001|5557|5558|5682|5685|5688|5693|5695|5709|5710|6117|6241|7027|8317|23649,CCND3|CCNH|CDK2|CDK7|E2F1|MCM2|MCM3|MCM4|MCM5|MYC|ORC2|ORC5|PRIM1|PRIM2|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|RPA1|RRM2|TFDP1|CDC7|POLA2,-16,MyList
KEGG Pathway,24,ko03040,Spliceosome,,-19,11,15,30242,134,500,25,5,0.97,5356|6632|6634|6637|7919|9092|9128|9129|9343|10285|10594|10772|10907|10992|11157|23450|24148|26121|27316|51690|55119|57187|57819|83443|494115,PLRG1|SNRPD1|SNRPD3|SNRPG|DDX39B|SART1|PRPF4|PRPF3|EFTUD2|SMNDC1|PRPF8|SRSF10|TXNL4A|SF3B2|LSM6|SF3B3|PRPF6|PRPF31|RBMX|LSM7|PRPF38B|THOC2|LSM2|SF3B5|RBMXL1,-16,MyList
KEGG Pathway,24,hsa03040,Spliceosome,,-19,11,15,30242,134,500,25,5,0.97,5356|6632|6634|6637|7919|9092|9128|9129|9343|10285|10594|10772|10907|10992|11157|23450|24148|26121|27316|51690|55119|57187|57819|83443|494115,PLRG1|SNRPD1|SNRPD3|SNRPG|DDX39B|SART1|PRPF4|PRPF3|EFTUD2|SMNDC1|PRPF8|SRSF10|TXNL4A|SF3B2|LSM6|SF3B3|PRPF6|PRPF31|RBMX|LSM7|PRPF38B|THOC2|LSM2|SF3B5|RBMXL1,-16,MyList
GO Biological Processes,19,GO:0006281,DNA repair,19_GO:0050896 response to stimulus,-17,5,12,30242,520,500,43,8.6,1.3,1017|1022|1054|1663|2071|2968|4171|4172|4173|4174|4869|5424|5425|5883|5888|5889|5932|5983|5984|5985|6117|8208|8243|8317|8914|10714|11143|11200|11219|23028|23514|25939|25988|29128|51366|51550|56946|63967|64210|84296|90381|144715|353497,CDK2|CDK7|CEBPG|DDX11|ERCC3|GTF2H4|MCM2|MCM3|MCM4|MCM5|NPM1|POLD1|POLD2|RAD9A|RAD51|RAD51C|RBBP8|RFC3|RFC4|RFC5|RPA1|CHAF1B|SMC1A|CDC7|TIMELESS|POLD3|KAT7|CHEK2|TREX2|KDM1A|SPIDR|SAMHD1|HINFP|UHRF1|UBR5|CINP|EMSY|CLSPN|MMS19|GINS4|TICRR|RAD9B|POLN,-15,MyList
Reactome Gene Sets,6,R-HSA-176187,Activation of ATR in response to replication stress,,-17,25,19,30242,36,500,15,3,0.76,1017|4171|4172|4173|4174|4999|5001|5883|5983|5984|5985|6117|8317|63967|144715,CDK2|MCM2|MCM3|MCM4|MCM5|ORC2|ORC5|RAD9A|RFC3|RFC4|RFC5|RPA1|CDC7|CLSPN|RAD9B,-15,MyList
WikiPathways,27,WP45,G1 to S cell cycle control,,-17,17,17,30242,64,500,18,3.6,0.83,896|902|1017|1022|1869|4171|4172|4173|4174|4193|4609|4999|5001|5557|5558|6117|7027|23649,CCND3|CCNH|CDK2|CDK7|E2F1|MCM2|MCM3|MCM4|MCM5|MDM2|MYC|ORC2|ORC5|PRIM1|PRIM2|RPA1|TFDP1|POLA2,-14,MyList
CORUM,33,CORUM:351,Spliceosome,,-17,10,14,30242,141,500,24,4.8,0.96,5356|6632|6634|6637|7919|8899|9092|9128|9129|9343|10250|10285|10594|10907|10992|11157|23450|24148|25962|26121|51690|51755|57187|57819,PLRG1|SNRPD1|SNRPD3|SNRPG|DDX39B|PRPF4B|SART1|PRPF4|PRPF3|EFTUD2|SRRM1|SMNDC1|PRPF8|TXNL4A|SF3B2|LSM6|SF3B3|PRPF6|VIRMA|PRPF31|LSM7|CDK12|THOC2|LSM2,-14,MyList
GO Biological Processes,19,GO:0140694,non-membrane-bounded organelle assembly,19_GO:0009987 cellular process,-16,5.6,12,30242,389,500,36,7.2,1.2,1017|1062|1778|2648|3692|3832|3837|4839|4848|4869|5119|6135|6232|6234|8243|11200|23019|23195|23212|23354|23636|26284|27229|29093|51441|54475|55142|57647|64963|79003|79441|80152|84154|85459|114791|115106,CDK2|CENPE|DYNC1H1|KAT2A|EIF6|KIF11|KPNB1|NOP2|CNOT2|NPM1|CHMP1A|RPL11|RPS27|RPS28|SMC1A|CHEK2|CNOT1|MDN1|RRS1|HAUS5|NUP62|ERAL1|TUBGCP4|MRPL22|YTHDF2|NLE1|HAUS2|DHX37|MRPS11|MIS12|HAUS3|CENPT|RPF2|CEP295|TUBGCP5|HAUS1,-13,MyList
Reactome Gene Sets,6,R-HSA-180786,Extension of Telomeres,,-16,19,17,30242,51,500,16,3.2,0.79,1017|1736|5424|5425|5557|5558|5983|5984|5985|6117|10714|23649|54433|55505|55651|65057,CDK2|DKC1|POLD1|POLD2|PRIM1|PRIM2|RFC3|RFC4|RFC5|RPA1|POLD3|POLA2|GAR1|NOP10|NHP2|ACD,-13,MyList
GO Biological Processes,19,GO:0042273,ribosomal large subunit biogenesis,19_GO:0009987 cellular process,-16,15,16,30242,72,500,18,3.6,0.83,3692|4839|4869|4931|6135|6838|23195|23212|23481|51018|54475|54680|55153|55651|55759|80135|84154|84549,EIF6|NOP2|NPM1|NVL|RPL11|SURF6|MDN1|RRS1|PES1|RRP15|NLE1|ZNHIT6|SDAD1|NHP2|WDR12|RPF1|RPF2|MAK16,-13,MyList
KEGG Pathway,24,ko03030,DNA replication,,-16,24,18,30242,36,500,14,2.8,0.74,4171|4172|4173|4174|5424|5425|5557|5558|5983|5984|5985|6117|10714|23649,MCM2|MCM3|MCM4|MCM5|POLD1|POLD2|PRIM1|PRIM2|RFC3|RFC4|RFC5|RPA1|POLD3|POLA2,-13,MyList
KEGG Pathway,24,hsa03010,Ribosome,,-15,8.9,13,30242,163,500,24,4.8,0.96,6135|6158|6173|6202|6218|6232|6234|9553|11222|29074|29093|51021|51253|51373|54460|55168|63875|64960|64963|64965|64981|65003|124995|100529097,RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28|MRPL33|MRPL3|MRPL18|MRPL22|MRPS16|MRPL37|MRPS17|MRPS21|MRPS18A|MRPL17|MRPS15|MRPS11|MRPS9|MRPL34|MRPL11|MRPL10|RPL36A-HNRNPH2,-13,MyList
GO Biological Processes,19,GO:1903047,mitotic cell cycle process,19_GO:0009987 cellular process,-15,4,11,30242,726,500,48,9.6,1.3,896|1017|1062|1639|1778|1869|1981|2071|2146|3209|3832|3837|4171|4172|4173|4193|5119|5356|5514|5883|5888|5889|5932|7023|7027|7283|8243|8317|8480|9587|9837|10671|11200|23212|23636|25988|51143|51433|55165|55781|63967|64682|64785|79003|79648|90381|144715|146909,CCND3|CDK2|CENPE|DCTN1|DYNC1H1|E2F1|EIF4G1|ERCC3|EZH2|HOXA13|KIF11|KPNB1|MCM2|MCM3|MCM4|MDM2|CHMP1A|PLRG1|PPP1R10|RAD9A|RAD51|RAD51C|RBBP8|TFAP4|TFDP1|TUBG1|SMC1A|CDC7|RAE1|MAD2L1BP|GINS1|DCTN6|CHEK2|RRS1|NUP62|HINFP|DYNC1LI1|ANAPC5|CEP55|RIOK2|CLSPN|ANAPC1|GINS3|MIS12|MCPH1|TICRR|RAD9B|KIF18B,-13,MyList
WikiPathways,27,WP411,mRNA processing,,-15,10,13,30242,133,500,22,4.4,0.92,5725|6632|6634|6637|8243|8899|9128|9129|9343|10250|10594|10772|10907|10992|23450|24148|27316|51690|56339|57819|83443|140890,PTBP1|SNRPD1|SNRPD3|SNRPG|SMC1A|PRPF4B|PRPF4|PRPF3|EFTUD2|SRRM1|PRPF8|SRSF10|TXNL4A|SF3B2|SF3B3|PRPF6|RBMX|LSM7|METTL3|LSM2|SF3B5|SREK1,-13,MyList
Reactome Gene Sets,6,R-HSA-69481,G2/M Checkpoints,,-15,8.7,13,30242,167,500,24,4.8,0.96,1017|4171|4172|4173|4174|4999|5001|5682|5685|5688|5693|5695|5709|5710|5883|5932|5983|5984|5985|6117|8317|11200|63967|144715,CDK2|MCM2|MCM3|MCM4|MCM5|ORC2|ORC5|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|RAD9A|RBBP8|RFC3|RFC4|RFC5|RPA1|CDC7|CHEK2|CLSPN|RAD9B,-13,MyList
Reactome Gene Sets,6,R-HSA-68886,M Phase,,-15,5.2,11,30242,418,500,36,7.2,1.2,1062|1639|1778|1781|3837|4928|5682|5685|5688|5693|5695|5709|5710|6232|7283|7324|7514|8243|8480|11243|11258|23354|23636|27229|51143|51433|55142|64682|79003|79441|79648|80152|114791|115106|220134|100527963,CENPE|DCTN1|DYNC1H1|DYNC1I2|KPNB1|NUP98|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|RPS27|TUBG1|UBE2E1|XPO1|SMC1A|RAE1|PMF1|DCTN3|HAUS5|NUP62|TUBGCP4|DYNC1LI1|ANAPC5|HAUS2|ANAPC1|MIS12|HAUS3|MCPH1|CENPT|TUBGCP5|HAUS1|SKA1|PMF1-BGLAP,-13,MyList
KEGG Pathway,24,ko03010,Ribosome,,-15,9.1,13,30242,153,500,23,4.6,0.94,6135|6158|6173|6202|6218|6232|6234|9553|11222|29074|29093|51021|51373|54460|55168|63875|64960|64963|64965|64981|65003|124995|100529097,RPL11|RPL28|RPL36A|RPS8|RPS17|RPS27|RPS28|MRPL33|MRPL3|MRPL18|MRPL22|MRPS16|MRPS17|MRPS21|MRPS18A|MRPL17|MRPS15|MRPS11|MRPS9|MRPL34|MRPL11|MRPL10|RPL36A-HNRNPH2,-12,MyList
WikiPathways,27,WP179,Cell cycle,,-15,10,14,30242,122,500,21,4.2,0.9,896|902|1017|1022|1869|2033|4171|4172|4173|4174|4193|4609|4999|5001|7027|8243|8317|11200|25847|51433|64682,CCND3|CCNH|CDK2|CDK7|E2F1|EP300|MCM2|MCM3|MCM4|MCM5|MDM2|MYC|ORC2|ORC5|TFDP1|SMC1A|CDC7|CHEK2|ANAPC13|ANAPC5|ANAPC1,-12,MyList
