_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-13,R-HSA-69002,DNA Replication Pre-Initiation,M1,1,0
1,-2,WP4532,Intraflagellar transport proteins binding to dynein,M1,1,0
1,-2.9,GO:0045005,DNA-dependent DNA replication maintenance of fidelity,M1,1,0
1,-6.4,GO:1902315,nuclear cell cycle DNA replication initiation,M1,1,0
1,-4.4,CORUM:279,RFC complex,M1,1,0
1,-4.1,GO:0006269,"DNA replication, synthesis of RNA primer",M1,1,0
1,-6.9,R-HSA-5685938,HDR through Single Strand Annealing (SSA),M1,1,0
1,-2.3,M105,PID TELOMERASE PATHWAY,M1,1,0
1,-7.5,R-HSA-2564830,Cytosolic iron-sulfur cluster assembly,M1,1,0
1,-2.1,GO:0030261,chromosome condensation,M1,1,0
1,-5.1,CORUM:566,BAF complex,M1,1,0
1,-9.6,ko03420,Nucleotide excision repair,M1,1,0
1,-3.8,GO:0043634,polyadenylation-dependent ncRNA catabolic process,M1,1,0
1,-2,GO:0097193,intrinsic apoptotic signaling pathway,M1,1,0
1,-2.1,R-HSA-167152,Formation of HIV elongation complex in the absence of HIV Tat,M1,1,0
1,-2.3,GO:0009067,aspartate family amino acid biosynthetic process,M1,1,0
1,-4.1,R-HSA-427413,NoRC negatively regulates rRNA expression,M1,1,0
1,-3.8,R-HSA-72613,Eukaryotic Translation Initiation,M1,1,0
1,-7.5,R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,M1,1,0
1,-2.3,GO:0051304,chromosome separation,M1,1,0
1,-4.8,GO:0031118,rRNA pseudouridine synthesis,M1,1,0
1,-3.6,CORUM:218,CRSP complex,M1,1,0
1,-2.2,GO:1902410,mitotic cytokinetic process,M1,1,0
1,-3.5,CORUM:6765,CCR4-NOT complex,M1,1,0
1,-4.4,CORUM:277,RFC complex,M1,1,0
1,-3.1,GO:0043632,modification-dependent macromolecule catabolic process,M1,1,0
1,-5.8,R-HSA-162587,HIV Life Cycle,M1,1,0
1,-7.4,GO:0022616,DNA strand elongation,M1,1,0
1,-3.5,GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",M1,1,0
1,-19,R-HSA-2262752,Cellular responses to stress,M1,1,0
1,-4.8,GO:0071043,CUT metabolic process,M1,1,0
1,-6.2,GO:0006119,oxidative phosphorylation,M1,1,0
1,-6.2,R-HSA-5688426,Deubiquitination,M1,1,0
1,-2.6,WP2916,Interactome of polycomb repressive complex 2 (PRC2),M1,1,0
1,-4.3,R-HSA-174430,Telomere C-strand synthesis initiation,M1,1,0
1,-3.9,GO:0009048,dosage compensation by inactivation of X chromosome,M1,1,0
1,-6.5,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,M1,1,0
1,-17,WP45,G1 to S cell cycle control,M1,1,0
1,-6.5,hsa03430,Mismatch repair,M1,1,0
1,-5.5,GO:0104004,cellular response to environmental stimulus,M1,1,0
1,-3.2,R-HSA-5621481,C-type lectin receptors (CLRs),M1,1,0
1,-6.8,GO:1901990,regulation of mitotic cell cycle phase transition,M1,1,0
1,-4.9,R-HSA-9707587,Regulation of HMOX1 expression and activity,M1,1,0
1,-4.5,GO:0072594,establishment of protein localization to organelle,M1,1,0
1,-3,GO:0006520,cellular amino acid metabolic process,M1,1,0
1,-7.6,GO:0000055,ribosomal large subunit export from nucleus,M1,1,0
1,-2.5,R-HSA-176033,Interactions of Vpr with host cellular proteins,M1,1,0
1,-6.8,R-HSA-611105,Respiratory electron transport,M1,1,0
1,-3.6,GO:0002183,cytoplasmic translational initiation,M1,1,0
1,-7.2,WP531,DNA mismatch repair,M1,1,0
1,-4.6,R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,M1,1,0
1,-6.8,GO:0000075,cell cycle checkpoint signaling,M1,1,0
1,-29,R-HSA-69242,S Phase,M1,1,0
1,-2.3,GO:0035282,segmentation,M1,1,0
1,-3.4,M115,PID REG GR PATHWAY,M1,1,0
1,-6.1,GO:0044772,mitotic cell cycle phase transition,M1,1,0
1,-4.1,GO:0048285,organelle fission,M1,1,0
1,-6.4,R-HSA-68827,CDT1 association with the CDC6:ORC:origin complex,M1,1,0
1,-76,R-HSA-8953854,Metabolism of RNA,M1,1,0
1,-2.5,GO:1903827,regulation of cellular protein localization,M1,1,0
1,-13,R-HSA-68962,Activation of the pre-replicative complex,M1,1,0
1,-6.8,GO:2001020,regulation of response to DNA damage stimulus,M1,1,0
1,-5.8,WP111,Electron transport chain: OXPHOS system in mitochondria,M1,1,0
1,-6.5,GO:0016573,histone acetylation,M1,1,0
1,-4.1,CORUM:714,BRM-SIN3A complex,M1,1,0
1,-15,GO:1903047,mitotic cell cycle process,M1,1,0
1,-7.3,CORUM:549,DRIP complex,M1,1,0
1,-4.6,GO:0051640,organelle localization,M1,1,0
1,-4.4,CORUM:3552,COG1-COG8-COG5-COG6-COG7 subcomplex,M1,1,0
1,-3.6,CORUM:228,SMCC complex,M1,1,0
1,-11,GO:0016073,snRNA metabolic process,M1,1,0
1,-7,GO:0072331,signal transduction by p53 class mediator,M1,1,0
1,-4.7,GO:0031503,protein-containing complex localization,M1,1,0
1,-3.6,GO:0019856,pyrimidine nucleobase biosynthetic process,M1,1,0
1,-5.1,CORUM:3065,"RNA polymerase II complex, chromatin structure modifying",M1,1,0
1,-4.8,CORUM:808,BRM-associated complex,M1,1,0
1,-3.6,GO:0090670,RNA localization to Cajal body,M1,1,0
1,-2,WP4321,Thermogenesis,M1,1,0
1,-3.2,GO:1900182,positive regulation of protein localization to nucleus,M1,1,0
1,-2.6,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",M1,1,0
1,-2.1,M139,PID MYC PATHWAY,M1,1,0
1,-5.4,GO:0098781,ncRNA transcription,M1,1,0
1,-7,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,M1,1,0
1,-2.1,R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network,M1,1,0
1,-3.1,GO:1903312,negative regulation of mRNA metabolic process,M1,1,0
1,-6.4,GO:0022904,respiratory electron transport chain,M1,1,0
1,-2,GO:0051972,regulation of telomerase activity,M1,1,0
1,-3.9,GO:0080135,regulation of cellular response to stress,M1,1,0
1,-11,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,M1,1,0
1,-3.9,R-HSA-69236,G1 Phase,M1,1,0
1,-10,R-HSA-429914,Deadenylation-dependent mRNA decay,M1,1,0
1,-3.4,CORUM:306,"Ribosome, cytoplasmic",M1,1,0
1,-2.3,WP3998,Prader-Willi and Angelman syndrome,M1,1,0
1,-7.3,ko03022,Basal transcription factors,M1,1,0
1,-3.8,GO:1901532,regulation of hematopoietic progenitor cell differentiation,M1,1,0
1,-10,GO:0071897,DNA biosynthetic process,M1,1,0
1,-4.1,GO:0071038,nuclear polyadenylation-dependent tRNA catabolic process,M1,1,0
1,-6.3,GO:0042773,ATP synthesis coupled electron transport,M1,1,0
1,-4,R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,M1,1,0
1,-5.9,R-HSA-1362409,Mitochondrial iron-sulfur cluster biogenesis,M1,1,0
1,-4.7,R-HSA-5250924,B-WICH complex positively regulates rRNA expression,M1,1,0
1,-3.7,GO:0009411,response to UV,M1,1,0
1,-8.7,GO:0006271,DNA strand elongation involved in DNA replication,M1,1,0
1,-5.3,CORUM:1257,ALL-1 supercomplex,M1,1,0
1,-9,GO:0043144,sno(s)RNA processing,M1,1,0
1,-4.8,GO:0050779,RNA destabilization,M1,1,0
1,-3,GO:0008213,protein alkylation,M1,1,0
1,-4.3,R-HSA-351202,Metabolism of polyamines,M1,1,0
1,-2.7,GO:0009410,response to xenobiotic stimulus,M1,1,0
1,-8,M279,PID RB 1PATHWAY,M1,1,0
1,-11,GO:0071426,ribonucleoprotein complex export from nucleus,M1,1,0
1,-7.1,CORUM:288,ARC complex,M1,1,0
1,-5.6,CORUM:6435,HAUS augmin-like complex,M1,1,0
1,-9,R-HSA-69202,Cyclin E associated events during G1/S transition,M1,1,0
1,-3.1,WP477,Cytoplasmic ribosomal proteins,M1,1,0
1,-2.3,GO:1901522,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus,M1,1,0
1,-4.9,GO:0000018,regulation of DNA recombination,M1,1,0
1,-2.3,GO:0006511,ubiquitin-dependent protein catabolic process,M1,1,0
1,-5,GO:0090329,regulation of DNA-dependent DNA replication,M1,1,0
1,-6.9,R-HSA-5696397,Gap-filling DNA repair synthesis and ligation in GG-NER,M1,1,0
1,-4.8,CORUM:1009,TFIIH transcription factor complex,M1,1,0
1,-6.5,WP1984,Integrated breast cancer pathway,M1,1,0
1,-2.7,GO:0006090,pyruvate metabolic process,M1,1,0
1,-3.6,CORUM:6641,USP22-SAGA complex,M1,1,0
1,-6.1,R-HSA-376176,Signaling by ROBO receptors,M1,1,0
1,-3.9,GO:0006417,regulation of translation,M1,1,0
1,-2.7,GO:0009185,ribonucleoside diphosphate metabolic process,M1,1,0
1,-3.7,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic,M1,1,0
1,-2.4,R-HSA-9018519,Estrogen-dependent gene expression,M1,1,0
1,-5.2,ko05010,Alzheimer's disease,M1,1,0
1,-5.4,R-HSA-6807070,PTEN Regulation,M1,1,0
1,-2.5,R-HSA-8943724,Regulation of PTEN gene transcription,M1,1,0
1,-4.1,GO:0007569,cell aging,M1,1,0
1,-2.4,R-HSA-9675108,Nervous system development,M1,1,0
1,-3.8,R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,M1,1,0
1,-6.8,R-HSA-5696399,Global Genome Nucleotide Excision Repair (GG-NER),M1,1,0
1,-4.1,R-HSA-72202,Transport of Mature Transcript to Cytoplasm,M1,1,0
1,-5.1,CORUM:565,PBAF complex (Polybromo- and BAF containing complex),M1,1,0
1,-3.5,R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,M1,1,0
1,-2.6,R-HSA-5693537,Resolution of D-Loop Structures,M1,1,0
1,-6.7,GO:0016556,mRNA modification,M1,1,0
1,-2.7,R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,M1,1,0
1,-4.3,M261,PID P53 REGULATION PATHWAY,M1,1,0
1,-2.2,GO:0042176,regulation of protein catabolic process,M1,1,0
1,-3,R-HSA-9707616,Heme signaling,M1,1,0
1,-4.3,GO:0070199,establishment of protein localization to chromosome,M1,1,0
1,-9.1,R-HSA-72165,mRNA Splicing - Minor Pathway,M1,1,0
1,-9.6,GO:0031126,sno(s)RNA 3'-end processing,M1,1,0
1,-3.2,GO:0071383,cellular response to steroid hormone stimulus,M1,1,0
1,-2,CORUM:5386,MLL1-WDR5 complex,M1,1,0
1,-8.1,GO:1901989,positive regulation of cell cycle phase transition,M1,1,0
1,-6.7,GO:0046700,heterocycle catabolic process,M1,1,0
1,-4.3,GO:2000142,"regulation of DNA-templated transcription, initiation",M1,1,0
1,-7.5,R-HSA-5651801,PCNA-Dependent Long Patch Base Excision Repair,M1,1,0
1,-3.1,GO:0043967,histone H4 acetylation,M1,1,0
1,-3.4,R-HSA-72662,"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",M1,1,0
1,-2.2,R-HSA-9704331,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,M1,1,0
1,-4.9,R-HSA-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,M1,1,0
1,-19,GO:0022618,ribonucleoprotein complex assembly,M1,1,0
1,-5.3,CORUM:6394,CNOT1-CNOT2-CNOT3 complex,M1,1,0
1,-2.3,R-HSA-141405,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,M1,1,0
1,-2.4,R-HSA-202403,TCR signaling,M1,1,0
1,-7.8,GO:0033044,regulation of chromosome organization,M1,1,0
1,-5.1,CORUM:556,PBAF complex (Polybromo- and BAF containing complex),M1,1,0
1,-5.3,CORUM:835,6S methyltransferase and RG-containing Sm proteins complex,M1,1,0
1,-8.4,R-HSA-8878171,Transcriptional regulation by RUNX1,M1,1,0
1,-2.8,M207,PID RETINOIC ACID PATHWAY,M1,1,0
1,-3.1,GO:0046031,ADP metabolic process,M1,1,0
1,-2.5,GO:0055086,nucleobase-containing small molecule metabolic process,M1,1,0
1,-5.2,R-HSA-174437,Removal of the Flap Intermediate from the C-strand,M1,1,0
1,-7.8,R-HSA-69615,G1/S DNA Damage Checkpoints,M1,1,0
1,-15,R-HSA-69481,G2/M Checkpoints,M1,1,0
1,-2.7,GO:0055076,transition metal ion homeostasis,M1,1,0
1,-15,R-HSA-68886,M Phase,M1,1,0
1,-7.2,R-HSA-141424,Amplification of signal from the kinetochores,M1,1,0
1,-5.6,CORUM:6245,Telomerase holoenzyme,M1,1,0
1,-2.4,GO:0006607,NLS-bearing protein import into nucleus,M1,1,0
1,-3.6,CORUM:3070,CTF18-cohesion-RFC-POLH complex,M1,1,0
1,-6.9,WP4946,"DNA repair pathways, full network",M1,1,0
1,-3.6,CORUM:217,CRSP complex,M1,1,0
1,-2.5,R-HSA-198725,Nuclear Events (kinase and transcription factor activation),M1,1,0
1,-3.3,CORUM:2904,"Respiratory chain complex I (intermediate VII/650kD), mitochondrial",M1,1,0
1,-7.1,hsa03022,Basal transcription factors,M1,1,0
1,-5.9,R-HSA-2559583,Cellular Senescence,M1,1,0
1,-3.5,GO:0031122,cytoplasmic microtubule organization,M1,1,0
1,-5.1,GO:0010833,telomere maintenance via telomere lengthening,M1,1,0
1,-9.5,GO:0032543,mitochondrial translation,M1,1,0
1,-6.3,R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex,M1,1,0
1,-3.4,GO:0006275,regulation of DNA replication,M1,1,0
1,-6.5,M40,PID E2F PATHWAY,M1,1,0
1,-2.7,M145,PID P53 DOWNSTREAM PATHWAY,M1,1,0
1,-11,GO:0051301,cell division,M1,1,0
1,-8.6,GO:0032259,methylation,M1,1,0
1,-8.5,GO:0032392,DNA geometric change,M1,1,0
1,-2.8,R-HSA-430039,mRNA decay by 5' to 3' exoribonuclease,M1,1,0
1,-3,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,M1,1,0
1,-5.3,CORUM:3067,"RNA polymerase II complex, (CDK8 complex), chromatin structure modifying",M1,1,0
1,-13,R-HSA-69109,Leading Strand Synthesis,M1,1,0
1,-5.7,WP707,DNA damage response,M1,1,0
1,-5.3,GO:0031120,snRNA pseudouridine synthesis,M1,1,0
1,-5.5,GO:0051225,spindle assembly,M1,1,0
1,-2.6,R-HSA-422475,Axon guidance,M1,1,0
1,-3.7,R-HSA-9006925,Intracellular signaling by second messengers,M1,1,0
1,-4.1,CORUM:2203,BRD4-RFC complex,M1,1,0
1,-7.3,GO:0046034,ATP metabolic process,M1,1,0
1,-2.4,R-HSA-1362277,Transcription of E2F targets under negative control by DREAM complex,M1,1,0
1,-9.7,GO:0016226,iron-sulfur cluster assembly,M1,1,0
1,-2.2,R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B,M1,1,0
1,-2.6,GO:0051973,positive regulation of telomerase activity,M1,1,0
1,-3.1,GO:0044784,metaphase/anaphase transition of cell cycle,M1,1,0
1,-3.9,R-HSA-110312,Translesion synthesis by REV1,M1,1,0
1,-5.1,R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,M1,1,0
1,-5.3,R-HSA-5693607,Processing of DNA double-strand break ends,M1,1,0
1,-3.3,CORUM:123,Rnase/Mrp complex,M1,1,0
1,-7.1,CORUM:430,18S U11/U12 snRNP,M1,1,0
1,-6.9,GO:0080009,mRNA methylation,M1,1,0
1,-4.2,CORUM:713,BRG1-SIN3A complex,M1,1,0
1,-2.7,GO:0042795,snRNA transcription by RNA polymerase II,M1,1,0
1,-2.1,ko04120,Ubiquitin mediated proteolysis,M1,1,0
1,-2.8,R-HSA-9020702,Interleukin-1 signaling,M1,1,0
1,-4.3,R-HSA-199977,ER to Golgi Anterograde Transport,M1,1,0
1,-3.9,R-HSA-192823,Viral mRNA Translation,M1,1,0
1,-9.2,ko05016,Huntington's disease,M1,1,0
1,-2,GO:0032786,"positive regulation of DNA-templated transcription, elongation",M1,1,0
1,-4.8,CORUM:554,PBAF complex (Polybromo- and BAF containing complex),M1,1,0
1,-7,R-HSA-380287,Centrosome maturation,M1,1,0
1,-3.9,WP2586,Aryl hydrocarbon receptor Netpath,M1,1,0
1,-5.3,CORUM:162,COG complex,M1,1,0
1,-2.7,R-HSA-1236975,Antigen processing-Cross presentation,M1,1,0
1,-2.8,R-HSA-9609646,HCMV Infection,M1,1,0
1,-2.3,GO:0032870,cellular response to hormone stimulus,M1,1,0
1,-3,GO:0006368,transcription elongation from RNA polymerase II promoter,M1,1,0
1,-5.8,GO:0022900,electron transport chain,M1,1,0
1,-17,GO:0006281,DNA repair,M1,1,0
1,-8.4,R-HSA-212165,Epigenetic regulation of gene expression,M1,1,0
1,-13,WP2446,Retinoblastoma gene in cancer,M1,1,0
1,-8.3,R-HSA-162909,Host Interactions of HIV factors,M1,1,0
1,-4.1,GO:0055072,iron ion homeostasis,M1,1,0
1,-6.2,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,M1,1,0
1,-3.6,GO:0043633,polyadenylation-dependent RNA catabolic process,M1,1,0
1,-9.5,GO:0016570,histone modification,M1,1,0
1,-3.1,GO:0071466,cellular response to xenobiotic stimulus,M1,1,0
1,-8,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",M1,1,0
1,-11,R-HSA-174411,Polymerase switching on the C-strand of the telomere,M1,1,0
1,-2.1,GO:0045739,positive regulation of DNA repair,M1,1,0
1,-3.8,R-HSA-5656121,Translesion synthesis by POLI,M1,1,0
1,-2.6,GO:0006390,mitochondrial transcription,M1,1,0
1,-12,GO:0090305,nucleic acid phosphodiester bond hydrolysis,M1,1,0
1,-5.8,R-HSA-171319,Telomere Extension By Telomerase,M1,1,0
1,-7.3,WP5114,Nucleotide excision repair in xeroderma pigmentosum,M1,1,0
1,-2.5,GO:0042790,nucleolar large rRNA transcription by RNA polymerase I,M1,1,0
1,-4.2,GO:0044773,mitotic DNA damage checkpoint signaling,M1,1,0
1,-2.7,R-HSA-9609690,HCMV Early Events,M1,1,0
1,-4.1,GO:0034661,ncRNA catabolic process,M1,1,0
1,-11,GO:0000054,ribosomal subunit export from nucleus,M1,1,0
1,-3.6,R-HSA-72689,Formation of a pool of free 40S subunits,M1,1,0
1,-6.2,GO:0050658,RNA transport,M1,1,0
1,-14,GO:0010564,regulation of cell cycle process,M1,1,0
1,-4.6,R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,M1,1,0
1,-6.4,GO:1902975,mitotic DNA replication initiation,M1,1,0
1,-15,GO:0051052,regulation of DNA metabolic process,M1,1,0
1,-2.1,GO:0045639,positive regulation of myeloid cell differentiation,M1,1,0
1,-3,GO:0006479,protein methylation,M1,1,0
1,-3.7,R-HSA-69473,G2/M DNA damage checkpoint,M1,1,0
1,-5.4,R-HSA-1234174,Cellular response to hypoxia,M1,1,0
1,-6.3,GO:0010948,negative regulation of cell cycle process,M1,1,0
1,-2.9,CORUM:1004,RC complex during S-phase of cell cycle,M1,1,0
1,-4.4,CORUM:2202,CHTF18-RFC2-5 complex,M1,1,0
1,-2.8,CORUM:1143,SMN complex,M1,1,0
1,-4.1,GO:0071035,nuclear polyadenylation-dependent rRNA catabolic process,M1,1,0
1,-2.5,GO:0045637,regulation of myeloid cell differentiation,M1,1,0
1,-6.7,GO:0019646,aerobic electron transport chain,M1,1,0
1,-4.7,R-HSA-73772,RNA Polymerase I Promoter Escape,M1,1,0
1,-2,GO:0045830,positive regulation of isotype switching,M1,1,0
1,-5,GO:0006405,RNA export from nucleus,M1,1,0
1,-2.8,CORUM:1068,12S U11 snRNP,M1,1,0
1,-3,hsa00230,Purine metabolism,M1,1,0
1,-5.9,CORUM:909,ARC92-Mediator complex,M1,1,0
1,-11,GO:0006270,DNA replication initiation,M1,1,0
1,-4,GO:1900180,regulation of protein localization to nucleus,M1,1,0
1,-3.5,GO:0006282,regulation of DNA repair,M1,1,0
1,-5.4,WP2516,ATM signaling pathway,M1,1,0
1,-2.9,hsa04962,Vasopressin-regulated water reabsorption,M1,1,0
1,-4.9,R-HSA-174414,Processive synthesis on the C-strand of the telomere,M1,1,0
1,-2.2,R-HSA-3214841,PKMTs methylate histone lysines,M1,1,0
1,-4.5,CORUM:806,BRM-SIN3A-HDAC complex,M1,1,0
1,-4.2,R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,M1,1,0
1,-3.1,WP5085,Vasopressin-regulated water reabsorption,M1,1,0
1,-23,GO:0008380,RNA splicing,M1,1,0
1,-8,R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,M1,1,0
1,-2.8,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,M1,1,0
1,-2.5,R-HSA-112382,Formation of RNA Pol II elongation complex,M1,1,0
1,-4.8,R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),M1,1,0
1,-6.5,CORUM:1252,EBAFa complex,M1,1,0
1,-4.9,GO:0051656,establishment of organelle localization,M1,1,0
1,-3.4,GO:0050821,protein stabilization,M1,1,0
1,-6.2,GO:0050657,nucleic acid transport,M1,1,0
1,-2.1,GO:0043631,RNA polyadenylation,M1,1,0
1,-8.1,CORUM:789,Exosome,M1,1,0
1,-6.1,GO:0009451,RNA modification,M1,1,0
1,-3.5,CORUM:7216,CCR4-NOT-CNOT8-CNOT6L complex,M1,1,0
1,-3,M1,PID FANCONI PATHWAY,M1,1,0
1,-3,R-HSA-156842,Eukaryotic Translation Elongation,M1,1,0
1,-2.3,hsa00250,"Alanine, aspartate and glutamate metabolism",M1,1,0
1,-2.2,GO:0019941,modification-dependent protein catabolic process,M1,1,0
1,-3.4,R-HSA-72306,tRNA processing,M1,1,0
1,-8.7,GO:0000478,endonucleolytic cleavage involved in rRNA processing,M1,1,0
1,-13,R-HSA-69275,G2/M Transition,M1,1,0
1,-8.9,GO:0007059,chromosome segregation,M1,1,0
1,-27,GO:0030490,maturation of SSU-rRNA,M1,1,0
1,-2.3,R-HSA-2559580,Oxidative Stress Induced Senescence,M1,1,0
1,-3.9,GO:0006879,cellular iron ion homeostasis,M1,1,0
1,-2.8,R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex",M1,1,0
1,-4.7,GO:0061013,regulation of mRNA catabolic process,M1,1,0
1,-2.8,GO:0035563,positive regulation of chromatin binding,M1,1,0
1,-4.4,GO:0000472,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",M1,1,0
1,-2.2,R-HSA-9704646,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function,M1,1,0
1,-2.2,GO:0051383,kinetochore organization,M1,1,0
1,-2.9,GO:0008033,tRNA processing,M1,1,0
1,-2.4,GO:0032211,negative regulation of telomere maintenance via telomerase,M1,1,0
1,-7.6,R-HSA-5693579,Homologous DNA Pairing and Strand Exchange,M1,1,0
1,-4.7,R-HSA-350562,Regulation of ornithine decarboxylase (ODC),M1,1,0
1,-12,GO:0006403,RNA localization,M1,1,0
1,-7.1,GO:0045787,positive regulation of cell cycle,M1,1,0
1,-5.3,GO:0044786,cell cycle DNA replication,M1,1,0
1,-6,R-HSA-9013694,Signaling by NOTCH4,M1,1,0
1,-10,CORUM:1181,C complex spliceosome,M1,1,0
1,-5.9,GO:0018394,peptidyl-lysine acetylation,M1,1,0
1,-4.8,CORUM:1239,EBAFb complex,M1,1,0
1,-5.1,CORUM:1036,TFIIH transcription factor complex,M1,1,0
1,-4.8,CORUM:5727,TBP-TAF complex,M1,1,0
1,-3.5,R-HSA-5619084,ABC transporter disorders,M1,1,0
1,-3.3,R-HSA-5632684,Hedgehog 'on' state,M1,1,0
1,-3.4,GO:2001021,negative regulation of response to DNA damage stimulus,M1,1,0
1,-3.4,GO:0006757,ATP generation from ADP,M1,1,0
1,-11,R-HSA-68877,Mitotic Prometaphase,M1,1,0
1,-3.2,GO:0034968,histone lysine methylation,M1,1,0
1,-2,GO:1904357,negative regulation of telomere maintenance via telomere lengthening,M1,1,0
1,-6.8,CORUM:1003,RC complex (Replication competent complex),M1,1,0
1,-11,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,M1,1,0
1,-3.4,GO:0032204,regulation of telomere maintenance,M1,1,0
1,-19,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,M1,1,0
1,-9.3,GO:0043966,histone H3 acetylation,M1,1,0
1,-2.1,GO:0009066,aspartate family amino acid metabolic process,M1,1,0
1,-3.2,GO:0048545,response to steroid hormone,M1,1,0
1,-3.7,GO:0001522,pseudouridine synthesis,M1,1,0
1,-2,GO:0002639,positive regulation of immunoglobulin production,M1,1,0
1,-3.1,GO:0017148,negative regulation of translation,M1,1,0
1,-8.7,GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",M1,1,0
1,-10,WP4016,DNA IR-damage and cellular response via ATR,M1,1,0
1,-7.5,R-HSA-113510,E2F mediated regulation of DNA replication,M1,1,0
1,-4.8,GO:0048025,"negative regulation of mRNA splicing, via spliceosome",M1,1,0
1,-3.8,GO:0001829,trophectodermal cell differentiation,M1,1,0
1,-7.5,GO:0034655,nucleobase-containing compound catabolic process,M1,1,0
1,-4.1,GO:0071029,nuclear ncRNA surveillance,M1,1,0
1,-3.8,R-HSA-4086400,PCP/CE pathway,M1,1,0
1,-2.1,hsa04120,Ubiquitin mediated proteolysis,M1,1,0
1,-5.5,GO:0071214,cellular response to abiotic stimulus,M1,1,0
1,-5.9,GO:0046605,regulation of centrosome cycle,M1,1,0
1,-3.3,R-HSA-195253,Degradation of beta-catenin by the destruction complex,M1,1,0
1,-2.4,GO:0046824,positive regulation of nucleocytoplasmic transport,M1,1,0
1,-5.1,ko03050,Proteasome,M1,1,0
1,-2.8,GO:1902036,regulation of hematopoietic stem cell differentiation,M1,1,0
1,-2.7,WP2363,Gastric cancer network 2,M1,1,0
1,-5.1,CORUM:555,BAF complex,M1,1,0
1,-5.2,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,M1,1,0
1,-4.2,GO:0051303,establishment of chromosome localization,M1,1,0
1,-5.3,CORUM:192,PA28-20S proteasome,M1,1,0
1,-2.8,GO:0071236,cellular response to antibiotic,M1,1,0
1,-6.1,R-HSA-5656169,Termination of translesion DNA synthesis,M1,1,0
1,-4.8,R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,M1,1,0
1,-2.2,R-HSA-9013418,RHOBTB2 GTPase cycle,M1,1,0
1,-62,GO:0034470,ncRNA processing,M1,1,0
1,-3,R-HSA-72764,Eukaryotic Translation Termination,M1,1,0
1,-5.1,CORUM:107,TFIIH transcription factor complex,M1,1,0
1,-83,GO:0042254,ribosome biogenesis,M1,1,0
1,-3.1,GO:0010965,regulation of mitotic sister chromatid separation,M1,1,0
1,-14,CORUM:315,"28S ribosomal subunit, mitochondrial",M1,1,0
1,-6.4,GO:1901796,regulation of signal transduction by p53 class mediator,M1,1,0
1,-8.7,CORUM:232,ARC complex,M1,1,0
1,-5.7,CORUM:191,20S proteasome,M1,1,0
1,-3.3,GO:0030522,intracellular receptor signaling pathway,M1,1,0
1,-6.2,GO:1903313,positive regulation of mRNA metabolic process,M1,1,0
1,-3.5,GO:1900262,regulation of DNA-directed DNA polymerase activity,M1,1,0
