,Ung,Rrm2,Aurka,Spi1,lambda,bc
2939,0.08787249,1.9514426,1.2394639,3.9977808,11.0558087783185,BRQ 12h
2940,0.05000236,3.720878,1.9774717,7.520311,11.661127362580002,BRQ 24h
2941,1.0319483,9.445075,0.43309945,2.594498,6.474198013699829,BRQ 0h
2942,0.08195013,2.5799398,2.3074982,7.477464,12.313066421728198,BRQ 48h
2943,0.85972047,8.380902,0.34068045,2.2596033,6.84688763948328,BRQ 12h
2944,0.084601134,6.0160756,0.76235145,4.395686,10.9921189042414,BRQ 24h
2945,0.053407736,2.8133898,1.9434497,4.944443,12.612079616374302,BRQ 12h
2946,0.023251584,4.792829,1.0195947,5.1600466,10.552072809457801,BRQ 24h
2947,0.034675248,3.2094212,2.149219,2.7246242,14.4245080328961,BRQ 0h
2948,0.4321617,0.49958104,0.7337825,4.876916,0.6869300939355129,BRQ 0h
2949,0.037969306,3.5433106,1.996297,2.518456,13.9153427325035,BRQ 48h
2950,2.239283,1.4167181,0.102652915,2.7388008,2.02760702496932,BRQ 0h
2951,0.12501153,6.467638,1.0847093,2.039556,10.625180368463,BRQ 24h
2952,3.2181659,7.1695046,0.1263501,2.1999805,4.75597618822306,BRQ 12h
2953,0.2923309,6.2830396,1.1154495,2.5012844,9.436680799756,BRQ 0h
2954,0.09072974,3.7202883,1.3780366,3.6455247,11.418772871762199,BRQ 24h
2955,0.01709681,2.7324922,2.288658,4.031754,15.1179059281539,BRQ 0h
2956,2.75033,5.1553407,0.23028716,2.7486753,3.5692741836525204,BRQ 0h
2957,0.23980495,6.410289,0.5890838,3.0326493,8.17543769252105,BRQ 0h
2958,0.12143102,1.8369275,0.89265895,4.7005982,10.4810083554748,BRQ 12h
2959,0.22849083,2.9753957,1.3667876,5.07908,12.1935744645015,BRQ 24h
2960,0.0,3.8187861,1.7480897,6.886721,11.9397235305058,BRQ 24h
2961,0.033640422,1.7421178,2.7222166,4.711444,15.739510067474802,BRQ 48h
2962,0.0985768,2.5682309,2.0333443,4.406247,14.3459260884562,BRQ 12h
2963,2.0734735,1.7221164,0.22205594,2.4470048,1.8956980654472801,BRQ 0h
2964,0.08101572,4.5280275,1.2813298,4.884364,11.954166136441698,BRQ 24h
2965,0.8627351,7.69482,0.36364895,2.1006582,7.167828022777719,BRQ 0h
2966,0.038299605,2.357137,2.109179,2.2149389,14.4565993231512,BRQ 0h
2967,0.8086303,9.156465,1.0755095,2.2051284,7.1449884801079,BRQ 12h
2968,0.028931793,3.2769692,2.179682,2.406896,14.696619220039999,BRQ 0h
2969,1.642976,8.728016,0.7356674,2.3206496,5.07773457070814,BRQ 0h
2970,0.25837973,5.9554086,0.49566802,3.1730525,9.03411079442545,BRQ 12h
2971,1.8923445,9.480179,0.5262737,2.509196,5.96259797970866,BRQ 12h
2972,2.3570316,7.726872,0.36855847,1.703879,5.96007587039758,BRQ 12h
2973,1.9919913,9.384416,0.35105282,2.2416182,4.7676132015733,BRQ 0h
2974,0.18978053,3.5571558,1.0183862,8.028064,11.6422248653405,BRQ 24h
2975,2.912313,8.699965,0.19497375,2.3291595,5.531938327639331,BRQ 0h
2976,2.8620515,5.835619,0.18757257,2.1828644,4.09272763099769,BRQ 0h
2977,0.080491945,5.8475995,1.2755978,2.7069452,10.717510516868801,BRQ 0h
2978,0.1674001,3.891427,0.8219688,2.638165,9.28137422888472,BRQ 12h
2979,1.1827728,7.422778,0.52078104,2.7805202,6.9056693760339805,BRQ 0h
2980,0.16599053,1.841036,1.3442291,3.271804,10.2380446530448,BRQ 12h
2981,2.5518823,2.2577248,0.13347876,2.428902,3.72239052125781,BRQ 0h
2982,0.5120102,9.758215,0.780781,2.7250714,7.49753241682184,BRQ 24h
2983,2.4102929,9.039242,0.0529387,2.101295,4.69480010092073,BRQ 0h
2984,0.04461634,2.1726606,2.2216716,2.7087731,15.007265936539,BRQ 0h
2985,0.16764565,2.3018234,1.3939865,3.7998455,12.1838476511517,BRQ 48h
2986,0.03664433,5.4981284,1.4657472,3.56969,11.1412649942098,BRQ 0h
2987,0.9861446,8.288362,0.6795543,2.265703,7.438703346334861,BRQ 12h
2988,2.2534564,4.6076245,0.12809,2.2448444,3.1585377400849803,BRQ 0h
2989,0.069395214,4.033249,1.9862276,5.3859205,11.7595637127006,BRQ 0h
2990,0.09391988,0.74867576,1.9271971,5.960403,13.3827642719579,BRQ 24h
2991,2.4257565,7.9587674,0.23018785,3.120274,5.32215008761801,BRQ 0h
2992,1.2068269,8.181237,0.5455122,2.136475,6.806510693675669,BRQ 0h
2993,2.856872,3.8692276,0.24202242,3.2447367,3.95884487011375,BRQ 0h
2994,1.3812407,9.189241,0.33406398,2.4457314,7.07720642371899,BRQ 24h
2995,0.0631142,3.3213367,1.9151912,4.161088,12.8721307702564,BRQ 0h
2996,0.21638158,6.6191483,0.9141821,2.6830547,9.51336602141399,BRQ 0h
2997,0.021737106,3.1196249,2.1889834,5.934929,12.136762389666199,BRQ 24h
2998,0.0,0.9852006,2.1594186,7.071165,14.0435148371087,BRQ 48h
2999,2.2918413,9.855588,0.3020466,2.8668594,4.4175272856983,BRQ 0h
3000,0.0,2.0382323,2.040618,4.583865,14.0781190113829,BRQ 24h
3001,0.04611539,1.3064905,3.2964673,3.4149642,14.3492852587917,BRQ 48h
3002,0.9125062,8.734633,0.42012936,2.1893785,7.2275514229345,BRQ 12h
3003,0.0532372,1.1583136,2.8516133,9.905568,13.0454516917834,BRQ 24h
3004,0.11738327,3.0676286,2.6778626,5.0737357,12.7676211314244,BRQ 24h
3005,1.6726811,8.221623,0.27350718,2.6944551,5.866916366728519,BRQ 0h
3006,3.0203507,3.7343545,0.16713475,2.92487,2.57209911762561,BRQ 0h
3007,0.051836345,5.5010643,1.5388302,6.3033786,12.8676630703894,BRQ 24h
3008,0.0861534,1.3217242,3.0932164,6.23039,13.5038237129107,BRQ 24h
3009,0.18365394,3.4662187,0.6981716,2.6436467,8.746797133162861,BRQ 12h
3010,0.5063847,1.2733468,0.64969,5.445793,0.7235576979559208,BRQ 48h
3011,2.7281957,3.5712664,0.3118781,3.5768223,3.78158877073093,BRQ 0h
3012,0.0,1.386837,1.567284,5.2750673,12.0522129898368,BRQ 24h
3013,0.16818678,1.6686188,1.7513145,9.128308,12.943741895037197,BRQ 24h
3014,2.9646595,4.636852,0.132341,2.6727605,3.00082427149416,BRQ 0h
3015,0.17224042,6.9686217,1.0594274,2.6244893,8.93535057008502,BRQ 12h
3016,0.0822063,3.8192902,1.7927796,7.053664,12.315333555078098,BRQ 24h
3017,0.2369516,5.4102445,1.283586,2.4172459,10.6080756614466,BRQ 0h
3018,3.2510831,5.2592955,0.09589429,2.5624118,4.0938592125546895,BRQ 12h
3019,0.06763881,1.9131517,1.8796387,7.309963,13.960940487077998,BRQ 48h
3020,1.3084598,9.749144,0.38432938,1.9964011,6.5761981859526095,BRQ 0h
3021,1.9280623,9.425034,0.38165414,2.912645,5.73937031007969,BRQ 24h
3022,0.084693804,2.4308815,2.693546,7.650242,14.0350963864245,BRQ 48h
3023,0.22464976,0.5846588,0.878152,8.741073,0.7924889171183929,BRQ 24h
3024,0.20494515,6.385538,1.3593286,3.9795597,9.796440613814651,BRQ 24h
3025,0.09929393,4.7600603,1.1246173,3.1881096,10.0628547430427,BRQ 12h
3026,0.0838936,4.249556,1.7894741,7.7575455,12.1461937537193,BRQ 24h
3027,0.1269602,2.6493254,1.7125875,5.779574,10.8079727781847,BRQ 24h
3028,0.0,1.1483918,3.3689623,8.735118,14.385970216265399,BRQ 48h
3029,1.0197017,2.5367317,0.6688852,3.1649456,0.9445357056970791,BRQ 0h
3030,0.15341708,5.3901973,0.85413116,2.6785316,9.478650398529169,BRQ 12h
3031,0.06873434,1.9033525,2.4090717,6.128802,14.221873174628401,BRQ 48h
3032,0.01944899,2.4085436,2.4100223,5.2599635,14.7160357380603,BRQ 48h
3033,0.080647394,1.7304217,1.3636419,7.74889,12.2684007267959,BRQ 24h
3034,2.4238944,4.988831,0.19817677,2.7765143,4.3657661025665195,BRQ 0h
3035,0.045796227,0.81148964,2.066985,6.794642,13.3155505785654,BRQ 24h
3036,0.05421126,2.5145428,1.4148911,3.8330357,10.395902215457301,BRQ 12h
3037,0.10957072,1.9929048,1.0540981,2.5116606,13.595283552393802,BRQ 0h
3038,0.047755368,0.8159542,1.425467,5.2200027,14.0130006885623,BRQ 24h
3039,0.41364768,7.233572,1.0354617,2.874437,8.934251328310859,BRQ 24h
3040,0.6028108,8.219715,0.75470275,2.005398,8.09469785137138,BRQ 12h
3041,0.23079051,5.801736,0.9778339,2.7873042,9.21410935753369,BRQ 12h
3042,0.0695126,4.5638123,1.6424298,5.3993025,11.1934747859142,BRQ 24h
3043,0.009452429,2.835623,1.7251027,3.667864,14.865303994427302,BRQ 0h
3044,0.5505502,6.057436,0.5136364,2.2386057,8.14559303740883,BRQ 12h
3045,0.034632035,1.7201083,1.6812234,6.335189,14.583297680655,BRQ 48h
3046,0.018653337,2.1204333,1.8997294,3.6814518,15.270328471996601,BRQ 0h
3047,0.15781763,3.832894,1.8573861,5.8782725,11.822137922335,BRQ 24h
3048,0.11385675,3.2371488,1.0342822,3.9939475,11.446765592807699,BRQ 0h
3049,0.059336826,1.9067776,0.94469386,2.9847293,15.001055445713902,BRQ 0h
3050,2.0601144,3.8871238,0.26071432,2.911205,2.6395001015365,BRQ 0h
3051,0.05101668,3.2908742,1.4898902,7.698061,11.784998414400802,BRQ 24h
3052,1.865279,9.657905,0.2694387,1.7995675,6.61294688500758,BRQ 12h
3053,2.3192067,2.4839537,0.21543366,2.6606498,1.96507473073937,BRQ 0h
3054,1.3826445,9.089109,0.5575559,1.8117756,6.46339779161116,BRQ 12h
