BD.01_ER.Hoxa9__VEH__R1	BD.02_ER.Hoxa9__VEH__R2	BD.03_ER.Hoxa9__VEH__R3	BD.04_ER.Hoxa9__BRQ__R1	BD.05_ER.Hoxa9__BRQ__R2	BD.06_ER.Hoxa9__BRQ__R3	BD.07_ER.Hoxa9__HU__R1	BD.08_ER.Hoxa9__HU__R2	BD.09_ER.Hoxa9__HU__R3	BD.10_ER.Hoxa9__E2wd__R1	BD.11_ER.Hoxa9__E2wd__R2	BD.12_ER.Hoxa9__E2wd__R3	BD.16_ER.Hoxa9__LTX__R1	BD.17_ER.Hoxa9__LTX__R2	BD.18_ER.Hoxa9__LTX__R3	BD.13_ER.Hoxa9__E2wd_Rot__R1	BD.14_ER.Hoxa9__E2wd_Rot__R2	BD.15_ER.Hoxa9__E2wd_Rot__R3	BD.22_ER.Hoxa9__HU_LTX__R1	BD.23_ER.Hoxa9__HU_LTX__R2	BD.24_ER.Hoxa9__HU_LTX__R3	BD.19_ER.Hoxa9__BRQ_LTX__R1	BD.20_ER.Hoxa9__BRQ_LTX__R2	BD.21_ER.Hoxa9__BRQ_LTX__R3	BD.25_ER.Hoxa9__ROT__R1	BD.26_ER.Hoxa9__ROT__R2	BD.27_ER.Hoxa9__ROT__R3	BD.28_ER.Hoxa9__HU_ROT__R1	BD.29_ER.Hoxa9__HU_ROT__R2	BD.30_ER.Hoxa9__HU_ROT__R3	BD.31_ER.Hoxa9__LTX_HX__R1.Hypoxanthine	BD.32_ER.Hoxa9__LTX_HX__R2.Hypoxanthine	BD.33_ER.Hoxa9__LTX_HX__R3.Hypoxanthine	BD.34_ER.Hoxa9__BRQ_LTX_HX__R1.Hypoxanthine	BD.35_ER.Hoxa9__BRQ_LTX_HX__R2.Hypoxanthine	BD.36_ER.Hoxa9__BRQ_LTX_HX__R3.Hypoxanthine
cytosine	0.425283129250597	-0.0185825113804691	0	0.671451614420912	0.667580422350658	0.40658697245763	1.25762793163435	1.77406621616049	1.13664979805683	1.42251444449069	1.3985596959223	2.24629278589033	-0.498831646224443	0.629312992894994	0.760265474285447	-0.138230465338169	-0.374264822335261	-0.352661383785825	0.827355909437442	0.829901383708708	0.837398915469377	0.960938153242495	0.747786896748901	1.00362639421758	-0.424237796780196	-0.451400226104355	-0.700519024201722	-0.484158134150183	-0.3425125469213	-0.343264524406806	0.0741953715511649	0.100836759140282	-0.109662227998543	-0.124928909727189	-0.0287979355807407	-0.179013693736016
dADP	0.611199630427562	0	-0.31482682974529	-1.17728951120284	-1.65931977579661	-1.75963714126357	-1.54888132614946	-1.18914914384546	-1.80845431443428	-0.0747959970668245	-0.356186915572225	-0.0158514713276501	NA	NA	NA	-1.00230105363118	-1.2964767213126	-1.08525719353027	-5.57530753633813	NA	-6.35424794211097	-6.34135112841623	NA	-5.63364410784008	-2.21692600005367	-2.16247331663377	-2.53925483896466	-1.19297480784275	-0.937397750113581	-0.738713930069745	0.19920307205254	0.259882508393149	0.054742584389091	-1.52081331776497	-1.70068731458289	-1.61701666704781
dAMP	0.260462459415102	0	-0.279455500990866	-2.77070689119561	-1.01850120544693	-1.75987201046483	-1.46799520948147	-0.336942032274485	-1.00683475077569	-0.0788678974439011	0.27899757761191	0.229752055061547	-5.43752445016166	NA	-5.17295377652787	-0.191297395015817	-0.204531307384048	-0.598349431624449	NA	NA	NA	-4.32482719234075	-5.65559665369909	NA	-2.78867499367262	-1.79475000075359	-2.12249657249708	-0.7264268970845	-1.16425379454009	-0.548966414662963	0.726222013996403	0.370557520381603	0.391961215605344	0.0343245279443516	-0.965047235233674	-1.02661802516482
dATP	0.271588274382669	0	-0.510573293088135	-0.409632366276069	-0.31533657280308	-1.0391292711443	-1.30362378733089	-0.901898548077429	-1.56225271223592	-0.259570397866741	-0.221794015173454	-0.544513022372152	-8.83351794293539	-7.81845762051098	-6.96020686055569	-1.65170038373135	-1.74417806972263	-2.05791369755499	-4.77326606423512	-5.09148587357659	-4.70878134644278	-5.18023262266208	-5.63023539225259	-5.17004341110198	-3.07907013382822	-3.3347806077758	-3.77498563009302	-1.59212026766158	-2.02906061524255	-1.96177820024895	0.196895354031419	-0.403953710184709	-0.661238456055183	-0.806132482640757	-7.18901572483755	-1.44447734785568
dCDP	0.919576503390657	-0.0511627592749617	0	-3.58232501736169	-3.48533162390843	NA	-1.18012270567232	-1.56617658007322	-1.21057958966635	0.383097636937066	-0.268103297093213	0.100204298126561	NA	NA	NA	-2.76289287542902	-1.64407213572754	-1.20559100853642	NA	NA	NA	NA	NA	NA	-1.46616942977061	-1.31659983088306	-1.6046889492523	-1.18867606840987	-0.756085305412322	-0.465332925841867	0.703609258738982	0.329232088750244	0.315833094285713	NA	-4.69555361819653	-3.3415094064326
dCMP	0	0.0765810438120362	-0.341608763787338	-1.38799393816584	-0.977452533241974	-2.22086958928036	-0.860903924677003	-0.24970521209257	-0.636813845775493	-0.737045053216998	-0.733431620669581	-0.600534963737295	-2.5692145361694	-1.56966359483592	-4.58730146790572	-0.665868296851772	-1.15386284536625	-0.901157333192547	-4.80567096186713	NA	-3.70845293147776	-4.36723314656789	NA	NA	-1.93575116151407	-1.23415433865997	-1.23608381108933	-1.92356962548861	-1.76616334150675	-1.81881127981216	-0.988613990901404	-1.86996027797968	-1.28645854990802	-2.89284602706885	-1.80793800325322	-1.98707901620014
dCTP	0.178075511896174	0	-0.556098804836009	-1.93703541911897	-1.75708137415999	-2.28038078021087	-1.19857532500107	-0.996455159691734	-1.54718539253586	-0.341882469521367	-0.488598150295985	-0.720270675402192	-3.75695266123492	-3.83998780606438	-4.3952784632205	-2.31077183842314	-2.49378891412934	-2.65804189395785	-4.28165251146535	-5.06948464870141	-4.40646582127517	-4.10874179407452	-4.70008211458853	-5.32745499925273	-2.488931590881	-2.85831395210099	-3.29221182748465	-1.73231136780748	-2.21685584303586	-2.22353321127457	-0.0564036932981662	-0.559923635346144	-0.812595125171392	-2.07510406566119	-2.19952613409384	-2.66184056975971
dihydroorotate	0	0.237892329974205	-0.279913369767947	10.4689075925065	10.7474178690467	10.4579674010406	1.54179894147273	0.530449122000379	-0.0865852041043635	0.389022554729346	0.328902401385035	0.406309826519497	-1.56584931617437	-1.39172891340322	-0.902564105897771	-4.65486455152364	NA	-1.30012682711644	-1.42185949319533	-1.18171038726779	-0.999929722142098	6.58095219480911	6.80883724605666	7.15496172823203	-2.54331849201116	-2.34749828276048	-2.60808194373244	-2.63500252965135	-2.77683290893389	-2.33398974175385	1.44693834186128	0.886797275034528	0.346176081734632	10.1427625377876	10.4120693343106	10.4754190282252
dihydroxyacetone_phosphate	0	0.195996886276435	-0.0876761022001676	0.176160786889147	-0.245430124270562	-1.55483463497791	0.69584232705092	0.264171225562496	-1.21178096403755	-0.548647611004878	-0.536434751056245	-0.785127390009364	NA	-0.787638554276961	-0.590603085119039	-0.317360519532259	-1.27729433101068	-1.40839407084056	0.128468655077373	NA	0.344476643911716	-0.763778534516562	NA	0.699683328759832	-0.68142082174739	-0.626191238155739	-0.949113454488323	-0.209857899338663	-0.401145446415678	-0.580747265952259	-0.159074978475093	-1.1976336939744	-0.898656984494838	-0.395012459335072	-0.301139302930428	-0.696731955537836
dTDP	0.184431484393445	0	-0.426003226121833	-5.38546165331546	NA	-4.60607678921483	-1.20541087053593	-1.61605746093665	-1.59077359067545	0.224187837814829	-0.256405816075207	-0.0744531375871873	-7.73343611536802	NA	-7.99069566152489	-1.45487070926873	-1.54783007556492	-1.57740836472051	NA	NA	NA	NA	NA	-4.12435025896212	-1.53678692928376	-1.5247992759099	-1.89226800362138	-1.15003303727314	-0.756834165512664	-0.767323910209201	-0.00834252463938835	0.0797620913800298	-0.110183412942976	-5.20709705512054	-4.46036978660329	-3.17342813727975
dTMP	0.3650506606437	0	-0.53529787956138	-3.60960026071602	-2.7490075291078	-3.40602479232534	-1.28279878485963	-0.860976744821797	-1.17774756953041	-0.235999328758775	-0.268182978371234	0.0365073071358358	-3.88510252140302	-4.70051155163043	-4.87161061653765	-1.15897264888956	-1.01931339397248	-1.31891512013153	-3.09398798449517	-3.53251231154421	-3.51087796470247	-3.85764323470367	-3.58171435121607	-3.59589864653891	-0.922552527034744	-1.21302278655995	-1.61868536543803	-1.10795464311888	-0.702411666407178	-0.686886506651995	0.302121485557696	0.237004250408745	0.285110417573465	-2.33548416883733	-2.7660422553162	-2.27114004819855
dTTP	0.341350385823259	0	-0.640533515597683	-1.89506273827898	-2.02885128974745	-2.73080378712736	-0.941397605432328	-0.735355202842632	-1.38402031746639	-0.0631386446433656	-0.342379745655462	-0.667287294851354	-3.50183028035639	-3.54417675156294	-3.91886308676884	-2.00643101826921	-2.15421999492878	-2.44603325181334	-4.3278634243066	-4.74207583350221	-4.45221877734664	-4.11993712459671	-4.59218511181152	-4.71591956876745	-2.49718511350085	-2.98850812050972	-3.21921599219709	-1.67688645523107	-2.39023803548019	-2.29817700632356	-0.183005364236444	-0.860650942596011	-0.995871347562319	-2.30549914727951	-2.64509231997977	-3.06628720701294
F6P_G1P	0.428372810089997	0	-0.122711441553704	2.30177847692347	1.81698892950414	1.64763380861328	-0.221451259526827	-0.214540685268687	-0.56966311389665	0.0691171842948317	-0.395025721057388	-0.523032760409721	-0.921367602966424	-1.63751231348976	-1.33253576565946	1.58123347610408	1.57149247044963	1.69576651988878	-1.28368920059698	-1.49303922667081	-1.07016093542741	-1.00553214781454	-1.15275233919742	-1.46874203982426	2.08867717632434	2.29712108520857	2.07215408507935	1.32878496127515	1.3768006879353	1.51664277514767	-0.111931443877859	-0.419045867762836	-0.250792149680576	0.385959160215048	0.478123500207687	0.540111150471942
folate	-0.435308837966661	0	0.0776701568214522	0.508092723847794	0.326754045355943	0.219201252445808	0.814547593424673	0.998421311051154	0.501900257445501	0.639801058731737	0.784521248197541	-0.0734203848339053	1.0307979695891	1.29659720250985	1.66615010557011	1.19819734167699	1.37113695656006	1.43423956424396	1.40059261694259	1.40084112810033	1.60883642398859	0.972720388468244	0.276947513024193	1.31133223915323	0.539957749001986	0.920241729317154	1.16401693674124	1.46654322548132	0.44653883919865	1.34278987822339	0.518355383239453	-0.330868302013091	0.271856458440959	0.437942821090265	0.755434049922441	-0.0373937706167996
fructose_1,6-bisphosphate	-0.133169183310204	0.161853352169865	0	0.601041790670622	0.68972503839731	0.613559270732112	-0.229041642050017	-0.0509289766646651	-0.125622809861809	-0.159783009664804	-0.174892943613989	-0.503821703523692	1.14248545907878	1.22404675716839	1.33908211023672	-0.616250677608476	-0.292673404944266	-0.0201360852844486	0.931615898135862	1.13373644459029	1.56865009753416	0.546249702117345	0.913206505482256	0.86958872592983	-0.408837910264858	0.0206797758508668	-0.246131747492061	-0.283213246833506	-0.187160651348605	-0.0607073299677648	-0.42149859844016	-0.714533522941558	-0.57898274160528	-0.243249867524992	0.0250177234779607	0.126804009316926
fumarate	0.0669146093184752	0	-0.181187517058827	0.721852999083391	0.794782258635204	0.614474456703706	0.0121873759415153	0.415010922000757	-0.00242960708767884	-0.0890417428528849	-0.241868970555456	-0.0567944198588134	0.559629428213741	0.509545886894399	0.62139376869555	-0.797936523126459	-0.713529904119107	-0.83721301010399	0.846879603089589	0.876135208384283	1.16677972543389	0.690326435460739	0.769943012210586	0.98445552152956	-0.68223321707307	-0.587353327333076	-0.820965504556709	-0.731585648077687	-0.596332240604858	-0.423800677520956	-0.367724662511588	-0.225591715105949	-0.444663995387372	0.68376555924964	0.921168846641477	1.12180999526484
GAR	0.372804451783738	0	-0.203721083455955	NA	NA	NA	-5.69710260530342	-2.24686861288713	NA	-0.32095576036558	-3.09130511669685	-3.10182293760361	5.46400549022263	5.48770625043231	5.50269917450574	4.09915267574345	4.08133007559977	4.17421905220444	5.62452018287562	5.53946721268822	5.85391578366087	5.4562932422078	5.54334968009693	5.4636198225525	1.97823571210708	2.37128281239323	2.00613563201224	4.01576529879724	4.27019084024523	4.28535331316147	5.64809424566073	5.49950895899295	5.44168638223677	4.21465294774142	4.50297225449546	4.5252856083526
GDP	0.277791133611665	0	-0.266515756140861	-0.291313997448623	-0.472137933396963	-0.900792666131292	-0.110325849552257	-0.0263049735679071	-0.398883363558757	-0.0830752976837628	-0.429009989042241	-0.367522375892457	-0.918307775379694	-1.62488387160853	-1.68966489132364	-0.44790126513789	-0.573141352196668	-0.476768669150306	-1.93447070034464	-2.07578670059531	-1.75680044477495	-2.02657016666461	-2.05764723405215	-2.07824555139456	-0.110325849552257	-0.0692866188461503	-0.322107839136987	-0.824877565020135	-0.53798323533005	-0.577096795311184	-0.280531531276091	-0.27988619450744	-0.416831258275844	-0.993931076339492	-0.9404550469245	-0.847743411733153
glucose	0	-0.154470552534246	0.242251393347686	0.859689009779527	1.42761294177201	1.49212389995635	0.599218155212082	1.29191868180335	0.484187972582862	0.446531665367581	0.562135247245263	0.546846250753203	0.885415451225594	1.26491647081471	1.66398604669627	0.680625733373381	0.732129331070278	0.927054493947818	2.28691633539614	2.62268982870209	2.20246288916976	1.75363886560156	1.46914595132382	2.50371081977608	0.0314264189921212	0.475594462233487	0.148280861233099	0.632991673275111	0.475960017391074	0.408922276266748	0.083855318113936	-0.0944933428686068	-0.158073012393192	0.431654493954392	1.53771519630789	1.17562383652412
glucose_6-phosphate	0.200860577027404	0	-0.187426525209678	3.27776155382018	2.6714356193722	2.58186939084417	0.204044835270284	0.219165485918461	-0.0564712738597881	-0.251746451932741	-0.419709579362096	-0.394011770443979	-0.393627729948636	-0.844701416644031	-0.896835447814136	-0.730739587658919	-0.85262025403983	-0.717673595503067	-0.996773920006246	-1.30491816214239	-0.65297002727144	-0.840376732796588	-1.01968548452706	-1.12119966950358	-0.423056732107357	-0.315288149338885	-0.624388746416703	-0.7802654096871	-0.607718259040506	-0.747689255251307	-0.313191588629778	-0.451745763807094	-0.449011340801853	0.785583853734061	1.41361055917172	1.44833857203358
glutamate	0.0292176123513631	0	-0.141927298770339	-1.21469441380801	-0.941952717138574	-1.0552030363791	-0.363685102200357	0.0207886544587691	-0.266564816419773	-0.324912993911346	-0.361122577985673	-0.37875091651028	0.0154297847788584	0.00828316759197512	0.200585063154441	-0.197559937108602	-0.145793089762194	-0.125230963521853	0.339478170357267	0.397762282731794	0.650815934583312	-0.105013215695407	0.0181579300317508	0.180520954800451	-0.318915267995587	-0.224777776461218	-0.501896234990771	-0.0131656142089575	0.281300009093523	0.351936184398946	-0.289791434607866	-0.228170541399696	-0.308252024322127	-1.12521958751141	-0.952859050802945	-0.778574353988635
glutamine	0.0708002256425027	0	-0.0785859511851031	-0.00365159656715731	0.115840853499733	0.00860364413849058	-0.0470348650529972	0.259299736475263	0.00607251834939334	-0.30810607238599	-0.282685171413447	-0.22361615725366	-0.417202385098431	-0.312270032386906	-0.100573908143521	-0.117902672637989	-0.0374560104262855	0.0782164489123914	-0.359876408221705	-0.137645810510499	0.106880467931958	-0.286211833844493	-0.331803413721055	0.18428676437453	0.0292687420389114	0.335989814659168	0.140419562345244	-0.164366453097795	0.0839315842352606	0.24678957916656	-0.0219880115609406	-0.0145945702094516	-0.0516477997865548	-0.0419304268453714	0.232963255020442	0.338342210783973
glyceraldehyde_3-phosphate	0.227424881018058	0	-0.144311220029454	-0.917708357362634	-0.547996044247911	-0.865380568169838	0.00125662760719834	0.273933954698271	0.361271136754048	0.214763009115459	0.416975669995974	-0.0291542090381684	-0.283669916752128	-0.97315073364058	-0.515053937918913	0.0881877930040183	0.129538650147109	0.164725306578965	-1.57470932418288	-1.15733526466066	-0.873627448642873	-2.05341868370702	-1.36315523822864	-1.04326918712416	0.79832417502147	0.928058037353534	0.370797484465125	0.516722589561244	0.571772237347694	0.438070232963282	0.407513052092921	0.466758613924289	0.530662570190077	-0.677929908197766	-1.25148617647009	-1.49288937077461
glycerol_3-phosphate	0	-0.149857749631347	0.00818057366185681	-2.59591260499677	-1.97497911292779	-2.29205524077817	-0.462504393333955	-0.127627005882094	-0.232017610533972	-0.234928165438804	-0.197221903027403	-0.0336140918154772	-2.03822264368834	-2.75227492621646	-2.29300204911549	-0.824545348064776	-1.15761024009933	-0.431795661556365	-2.33733487629752	-2.44927706636583	-1.48185145989298	-2.35603930259086	-2.86564737870815	-2.61899057795367	-0.99324798298847	-0.966263417332715	-1.14424496297517	-0.82934052181971	-0.707051154878117	-0.671329748608042	0.358553738844913	0.322431585220703	0.505588536500554	-1.95454073936252	-2.67746202901052	-2.6429090919347
glycerophosphocholine	0.577743724241957	-0.0485574789176241	0	1.04622911639665	0.526898898414776	0.399474780453079	0.584343151311393	0.0798161666264433	0.0267976366567299	1.07343722916071	0.696414488039655	0.563272379049152	-2.2438885794968	-2.75818099713366	-2.56486263128213	-0.162923252076427	-0.297153769224424	0.0886481235589646	-2.84298148802264	-2.71587561900185	-2.05682439453374	-2.08553127664614	-2.32665482956172	-2.15626359963472	0.59705367734915	0.80011137905195	0.788726761906569	0.662188236975431	0.510583424531863	1.01905542792366	0.435673983645489	0.214678653712521	0.451886728860113	0.343470309257552	0.121720538998415	0.41004195811584
glycine	0.190538816118706	-0.0550240953434523	0	1.8404927315815	2.06879383570259	1.88605478663831	0.397175710152594	0.686878412239622	0.516470721884119	-0.00932861173635392	0.00530538792492941	0.0467499915016483	0.393840096767525	0.414226075386985	0.62264183367088	0.563481601369245	0.440823520936234	0.626291008186982	0.450628396461252	0.701662326124483	0.689427901393389	0.281874669513842	0.568336647086839	0.608142253661981	0.787206051073087	0.873021064190413	0.741376684741416	0.128439719264087	0.56292681060229	0.727102017165886	-1.65178016533199	-1.29051965711673	-1.34962098267648	0.563595488292305	0.927196633747823	1.11880663944553
GMP	0.433130167762005	0	-0.127449160112754	-0.407318019400493	-0.839754916134262	-1.17216395823891	0.199386428465786	0.184009214760078	-0.225284413401176	-0.0608237714616078	-0.30670319687238	-0.0997334013621757	-1.22749922686514	-2.08439881641146	-2.07589130088879	0.275092676691522	0.190043514207504	0.416274509528338	-2.98565502416404	-2.57809547362459	-2.17902561548083	-2.56246440831493	-2.32989605603371	-2.37982256298672	0.388445158019917	0.501903984340585	0.298229702299542	-0.653795363034257	-0.0225755616119523	-0.0204999124981502	0.0290489942135099	0.117325596867079	0.170083202688426	-1.03490325038003	-1.100624461891	-0.82209517427898
GSH	0.288857110225561	-0.045343744525593	0	0.0394150439447043	-0.0296876895594937	-0.465966072337317	0.25556518411612	0.507817979170406	0.356382108360476	-0.803355820150453	-0.6960472389479	-0.118179378017876	-0.381682088326425	-0.620082729409149	-2.22503346816436	-1.0967069408249	-0.583625878865828	-0.252047328627376	-2.39455870426471	-1.78824924919964	-1.51265660353871	-2.15951633246457	-1.68404979174813	-2.08336084392252	-1.71504199865187	-0.244328537327363	-0.475819540091307	-1.30316990564081	-0.320165998566816	-0.469029651191962	-0.890822501573062	-0.844971915845281	-0.675912069394311	-0.789320557788921	-0.191238544868978	-0.0482656277636772
GSSG	0	0.286029159016116	-0.0745251886955659	0.0494059861169399	0.340716071960173	0.678364508252617	-0.135926218617808	0.0914904420979063	-0.226010107208127	0.718768454142068	0.424100419285931	-0.562018416974214	0.0146331871215763	0.0538355646342312	1.32817299730217	0.900855685881339	0.401863078340906	0.261233695840382	0.749543740914846	0.511058525252945	1.07021845497239	0.202296130748006	0.313455818540031	0.544428329666916	1.72213433724437	1.15874154410156	0.934990654424791	0.920584505739909	0.381745070656923	0.935925619875556	0.648576016789142	0.701614487960721	0.553891295156214	0.787717870454229	0.0240430781730008	0.38298387220371
GTP	NA	NA	0	NA	NA	-0.237954922268978	NA	NA	-0.157423864754179	NA	0.0161936695624287	-0.354422941374738	NA	-1.10750904851758	-1.5667378145867	NA	-0.667014087284289	-0.775978851430075	NA	-2.02558361053047	-1.73385255668369	NA	-2.14793848022014	-2.23826197553821	NA	-0.647155629807561	-0.955148049063472	NA	-1.10940044046771	-1.1818505527059	NA	-0.403808958011083	-0.631051122216649	NA	-0.66546974364736	-0.924407757627769
guanine	0.294689282463667	0	-0.155015039090611	-0.124034270526441	0.697161626229785	-0.46485801971412	-0.974360962927196	-0.636740214399703	-0.68481030149824	-1.00906904105936	-1.23356200696266	-1.40991005826323	-0.446078278448979	-1.18349925649336	-1.2715705706654	-1.67818623702109	-1.36772741165937	-1.93129778920845	-1.14534916352225	-1.17016109253907	-0.0331146782622327	-1.20854391722585	-1.83866231352926	-0.388631183794096	-1.71110825304094	-1.8747043231075	-1.74006028636227	-1.52550390762969	-1.83972883665623	-1.58063441281124	0.430319197417713	0.115729957122105	0.108712145438764	1.37973770695418	-0.809018731093732	-0.570199000446687
guanosine	0	0.550171628418592	-0.20996187222617	0.53471959836786	0.0447800013485268	0.340097571166383	0.597468310480103	0.563791129355611	0.89861341218377	0.66747966684682	0.0716473356149209	-0.0360914035417912	-0.711337462334281	-0.505371202923342	-0.892413305807527	NA	-2.47166600792312	NA	-1.84765924629134	-2.29732650190929	NA	-2.86537545647097	-1.31887147515929	-0.733485962483956	-3.13818603908685	-3.52122909757943	NA	NA	NA	NA	0.212626367833588	0.113452556806672	0.239859679833294	0.503043107551124	0.141326372159125	-0.368303946000376
histidine	0.287186695872114	0	-0.0124355482095819	0.523823361342176	0.713850069636511	0.592083922026149	-0.00767747260864197	0.463430124206167	0.174671304331776	-0.0935770363053857	-0.0316284294003449	-0.0953241477584974	-0.101959507503063	0.219357484180834	0.382889981508373	0.286039137310951	0.33077639008863	0.388055757922064	0.278107898206529	0.113824813271807	0.273740979221531	0.239056999589227	-0.383067467422836	0.269340304310158	0.248761095794201	0.447516756475915	0.347845670589384	0.432823664216771	0.172515392963888	0.499928041238195	0.391267889682678	0.270333034160123	0.252524377662248	0.523264116230029	0.711536712594969	0.532688941156508
homocysteine	0	-0.604050078645463	0.0772547905488779	NA	-1.36078915276277	-1.40347574132426	NA	-0.233819738312378	-0.157191444077449	-1.61961329610557	-1.54943701859079	-0.069576845887182	NA	-2.77099587609449	NA	NA	-2.80549070057745	-2.64774346372807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.57385426322011	-0.477193369613725	NA	-0.363953991194689	-2.25667773327241	-0.871699833836004	-0.841048459286811
hydroxyproline	0.233729360721366	0	-0.036516682117812	0.442006518869744	0.442766826876387	0.241533224007292	0.0348948025117317	0.248283438053777	0.0160239031543552	-0.0211504451022002	-0.13814075337647	0.0273117777787526	-0.548407032295178	-0.666086748433604	-0.379565812960912	-0.858813857587445	-0.81537411787376	-0.619775230933808	-0.99889149176619	-0.884270938661928	-0.433873432961098	-0.746472397970263	-0.80437508650006	-0.525465285349943	-0.504877318744715	-0.270577519056709	-0.417376695562887	-0.894980025557569	-0.70697437449151	-0.506507636201643	0.00603729603410174	0.0523500596383461	0.0420425696126953	0.260948947515987	0.407469042120684	0.583910143047055
hypotaurine	-0.572657196831295	NA	0.408845263448544	1.48197547373488	2.53786478850627	NA	NA	1.48400475337256	NA	NA	NA	-1.24024156610718	NA	1.26188113781771	0.696808147908329	-1.25494805154635	-0.595775401072976	-0.32339470402348	2.35332764412301	1.56618919493957	2.63016681810717	2.23701649098829	2.39527561243541	1.49792206845497	NA	NA	NA	NA	NA	0.393285506768546	0.346076164887982	NA	NA	1.63467688988539	NA	2.89274473506783
hypoxanthine	0.0815299268404619	-0.335746702500346	0	-3.27768086231111	-2.42460157488147	-3.55932892447779	-0.00013866626483969	0.445303742600547	0.176807744736237	0.810971775068634	0.667729213737288	0.8762233896925	-5.75287270996417	-7.31628810604122	-7.21703659866199	-5.71876163184572	-5.59423644756496	-5.22649348576522	-4.41118966609908	-4.41325111580141	-5.2370494669105	-4.85757844757552	-6.3985937557415	-5.47393296590651	-5.80798015734991	-5.73573107449276	-5.5152859558579	-6.44791564509629	-6.41078625977836	-6.09765698537764	1.7697442826499	1.81191414009297	1.80071710652726	1.89016353879251	2.28467124171059	2.09987236520176
IMP	0.325963028660359	0	-0.103698683583992	-3.47115975172324	-3.25556396585805	-4.11828829739901	-0.963632801170273	-0.375710448707005	-0.955651044658893	-0.319303488960996	-0.272055456597557	-0.0532706527673068	-4.10570318717493	-4.2829825369582	-4.31245296025964	-0.196489895141894	-0.297772965259531	-0.157042788954215	-5.66086251425976	-5.590308250996	-5.39489442048667	-5.6728609963228	-5.5886971118457	-5.53567408975383	-0.59171100492914	-0.607440866308338	-0.794764631994439	-0.590233996184186	-0.343326371229105	-0.406611244974356	-0.605731924077472	-0.464297054927767	-0.461666985009873	-2.82708196792122	-3.43061409180913	-3.19635376807846
inosine	0.0518209635650346	0	-0.0381612991061815	-1.54587911623882	-1.56051484247772	-2.0541816433243	-0.451487743843615	-0.091330425942349	-0.295083638565276	0.33165957001998	0.116041233266256	-0.0257094425914634	-3.36496145225571	-3.79954274033502	-3.2797842147908	-5.42649416875372	-4.50752293567356	-4.36082494294165	-4.31719769991665	-4.05534296748489	-4.4956774877582	-3.603705091327	-4.63630886945642	-3.53952862562543	-4.72808998794892	-4.75454515487926	-4.40917158361812	-4.60864740294569	-7.47789708242926	-5.31259214148737	0.917193934139395	0.911585961480642	0.794687295392836	0.0646791094747757	-0.0453483710439211	-0.163535227364582
isoleucine	0.42325010344735	-0.0943596688360355	0	0.597878884649027	0.407427398040377	0.279946479477457	0.291980818698266	0.237099172822516	-0.0160223500008066	0.369155780964206	-0.0516537110972392	0.00383219423463144	-0.156500584237572	-0.205778463335293	0.087090421313181	0.101694741176215	-0.0256478264469574	0.210817190491137	-0.176046384108573	-0.0140443938207552	0.220539096470524	-0.190082491644246	-0.445847605248127	0.13628973397161	-0.0345101874748476	0.139403739952582	0.158507470284209	0.0859161198489123	-0.166360583341419	0.283960502733415	0.196132392362589	0.0734611730981857	0.187251742283496	0.0840388548420952	0.306836598289091	0.257802460784614
kynurenic_acid	0.128726964298515	-0.141348192142383	NA	1.65300605647576	1.36814679226277	0.457479695741023	1.04517939212472	0.882677556574072	0.0164636442451603	0.505594837407686	1.01752974965114	-0.342396352557095	0.864568974472728	1.31286724122466	1.36117844152296	1.61816795838294	1.42702771890464	0.965880843863292	2.32071966758732	1.89156855098098	2.10435002627836	2.31088221505324	1.88398542145386	1.69621355360291	1.16555578477395	0.827358312279805	0.960588612761977	1.60952029501995	0.96781217053663	0.950381919724809	0.82427275609539	0.0866072497180285	-0.0278229878921734	1.94580685871047	NA	-0.274939443783229
kynurenine	0.203517673351794	-0.498962053896789	0	0.327268878921872	-0.0335451322308528	0.126854245038429	0.057245660985601	0.203009369584138	-0.276875380194337	-0.331321025573271	-0.499020923563101	-0.419933130241322	-0.626957603068964	-0.611901359514399	-0.384736658460035	-4.92541151761783	-1.04298868954826	-0.0808593794029829	-0.322574543589705	-0.889497008295046	-0.309896030491565	-0.271997797619142	-1.05485940490696	-1.08768517631283	-0.608229346979429	0.00793756204437581	-6.34295549672316	-0.643902472070064	-0.421855401493439	0.0064369529164645	0.0701042369435411	0.0954804259535621	0.202920429460006	-0.384684297053214	-0.131866880138408	-0.00329455334077739
leucine	0.398947659176416	-0.0409817019400676	0	0.681884206432599	0.577005192451041	0.386826590685187	0.333965600395511	0.339644127797879	0.0436766808559954	0.334567755646473	-0.00985148312980334	-0.00527532171035735	-0.0390638502368919	0.00323996958585968	0.236376891577951	0.310126491466149	0.155921249069566	0.376462861912797	0.02465227008881	0.145470423714006	0.269277709498969	0.0344427109549143	-0.369518129502954	0.306530840239546	0.05939228469444	0.326264801253675	0.278337294631333	0.221930233648506	-0.0818740324020201	0.347543517998699	0.230535655136983	0.0725666140175892	0.218621569402894	0.203760158631315	0.427759804445835	0.352305205769715
