BD.01_ER.Hoxa9__VEH__R1	BD.02_ER.Hoxa9__VEH__R2	BD.03_ER.Hoxa9__VEH__R3	BD.04_ER.Hoxa9__BRQ__R1	BD.05_ER.Hoxa9__BRQ__R2	BD.06_ER.Hoxa9__BRQ__R3	BD.07_ER.Hoxa9__HU__R1	BD.08_ER.Hoxa9__HU__R2	BD.09_ER.Hoxa9__HU__R3	BD.10_ER.Hoxa9__E2wd__R1	BD.11_ER.Hoxa9__E2wd__R2	BD.12_ER.Hoxa9__E2wd__R3	BD.16_ER.Hoxa9__LTX__R1	BD.17_ER.Hoxa9__LTX__R2	BD.18_ER.Hoxa9__LTX__R3	BD.13_ER.Hoxa9__E2wd_Rot__R1	BD.14_ER.Hoxa9__E2wd_Rot__R2	BD.15_ER.Hoxa9__E2wd_Rot__R3	BD.22_ER.Hoxa9__HU_LTX__R1	BD.23_ER.Hoxa9__HU_LTX__R2	BD.24_ER.Hoxa9__HU_LTX__R3	BD.19_ER.Hoxa9__BRQ_LTX__R1	BD.20_ER.Hoxa9__BRQ_LTX__R2	BD.21_ER.Hoxa9__BRQ_LTX__R3	BD.25_ER.Hoxa9__ROT__R1	BD.26_ER.Hoxa9__ROT__R2	BD.27_ER.Hoxa9__ROT__R3	BD.28_ER.Hoxa9__HU_ROT__R1	BD.29_ER.Hoxa9__HU_ROT__R2	BD.30_ER.Hoxa9__HU_ROT__R3	BD.31_ER.Hoxa9__LTX_HX__R1.Hypoxanthine	BD.32_ER.Hoxa9__LTX_HX__R2.Hypoxanthine	BD.33_ER.Hoxa9__LTX_HX__R3.Hypoxanthine	BD.34_ER.Hoxa9__BRQ_LTX_HX__R1.Hypoxanthine	BD.35_ER.Hoxa9__BRQ_LTX_HX__R2.Hypoxanthine	BD.36_ER.Hoxa9__BRQ_LTX_HX__R3.Hypoxanthine
UDP	0.314143626455266	0	-0.21015506369206	-1.79117343809823	-2.46508653192283	-2.63266183218753	-0.28798392489384	-0.137158874933925	-0.458937387609953	-0.0524445126604291	-0.309335485763987	-0.239663007339965	-0.870231897457407	-1.7192795866226	-1.90740329999582	-0.50025592829103	-0.466288467478741	-0.283542555840956	-3.16850940563426	-3.28898753536605	-2.98868744836969	-2.82383607075556	-3.16538428396563	-3.20526085249846	-0.360548458890939	-0.298350475036751	-0.422797884634611	-0.759550742583241	-0.691078982984957	-0.621603856013044	-0.667617191458761	-0.669616532922935	-0.793937677950059	-2.68051536027441	-2.6778612982654	-2.63199220902246
UDP-GlcNAc	0.175123742568014	0	-0.0868745901097339	-1.29655269598238	-1.15113648841112	-1.32771615735149	-0.056567009752373	0.232037617879908	-0.0943916794803326	0.164271906997173	0.0792821632312992	0.188400308259464	-0.822509318307458	-0.965279964622781	-0.844066235876664	-1.48424554259202	-1.40506275539468	-1.27863321736766	-1.77206316272134	-1.65482769066078	-1.12322180679972	-1.38852036329675	-1.14024409371599	-1.07296401158325	-0.947317572563207	-0.746137507792715	-1.0476353683582	-1.42568271376579	-1.03340769913622	-1.05650912697849	-0.421822347040156	-0.432219163792453	-0.51016760352675	-1.20593263237123	-1.20153557166341	-0.966265733095665
UDP-hexose	0.18338410379256	0	-0.180174283638766	-1.00515107622049	-1.56343571206998	-1.49966179094756	0.173317312661465	0.362745817760708	0.0581360961006782	-0.0316374178209348	-0.151033785995829	-0.0775349747797561	-0.653011063606296	-0.95885486137916	-0.960166175152948	-2.08261998443809	-2.16132300108896	-1.80957091981419	-2.28665806719061	-2.4550040594173	-1.93029448421574	-1.93925359074492	-2.16460183685433	-2.29723693639058	-1.50011299866306	-1.42774451725263	-1.60337003645628	-1.82250842845452	-1.97599400317923	-1.89461924775036	-0.800549153929415	-0.840333423835493	-0.812239701439801	-2.08265213436831	-1.8743617465595	-1.75317084141038
UMP	0.272277268502747	0	-0.184819217869644	-2.36569370436922	-2.84738187762518	-3.38372320312422	-0.232099241204625	0.0538505810548473	0.22565288231595	0.310404766178942	0.39077346686502	0.300361456690713	-1.68489902673283	-1.61086464936274	-1.77677921258979	0.0463315303249004	0.16245273178076	0.204127874264735	-2.77243298292658	-3.05104921187558	-2.19410255698133	-2.56836103702932	-2.19602215980238	-2.24933262056411	0.557602241451705	0.480858492209884	0.352904466301425	-0.205143791811866	0.0875279436395079	0.177144573737407	0.255702662420384	0.466989947011677	0.241640532167484	-1.34185518843161	-2.76658911246668	-2.82512212482059
uracil	0	0.182431670524124	-0.00836000987849828	-1.08176924056648	-0.438616752436586	-1.28629987219134	1.26819032904451	1.28014529702204	0.634433674403338	1.48139447939483	1.62202294033298	2.9803068260369	1.27594856888573	0.953896342635551	0.983973385382978	0.405748233501013	-1.03571502334972	-1.17121939903055	0.70176930377977	0.186287188237467	-0.403825008316562	-0.184066742671633	-0.259685293168237	-0.596886400570747	-0.508337692899994	0.0101108182271163	-1.56056515536064	-0.881389047055452	-0.165235223141011	-0.327349317339167	0.167122684927946	-0.0613539939018531	-0.415742048631456	-0.139637053980232	-3.12874172486055	-0.789063883102012
urate	0	0.00784693937179458	-0.131073229278164	1.99523267769442	2.28805131656254	1.74386012519717	2.09184922043286	2.13823987794884	2.04657471964623	1.44871594054119	1.19130277031411	0.961960635910033	-0.730258302392558	-1.86819976593952	-1.40801153797989	-1.97004368526912	-2.06048248433151	-1.99269182400622	-1.82680131196523	-1.52065537532807	-1.65175832071715	-2.14018063724368	-2.80012496114477	-1.24572253568454	-2.50727665099911	-2.28046597299195	-1.84820137096775	-1.77866498251667	-1.95520481988463	-1.37510118387255	-2.07710404776945	-2.16861970915467	-2.11843864873568	0.00835221761979483	-0.14896629304782	-0.199173952985613
uridine	0.347416084004909	0	-0.00450313866034816	-1.12084132995716	-1.26287909068549	-1.01832172793743	1.26147423855873	1.54488988106377	0.948536193660267	1.800615051809	1.94286085212809	3.28392450228607	1.48934892804907	0.561357510531074	1.069785830456	-1.1065350397415	-0.97490368437742	-0.835855378395211	-0.797269861325752	-0.526778311500966	-0.317322144910021	-0.446225640833924	-0.761611102924524	-0.139262967438356	-1.66840912429386	-1.56761993996173	-1.7676633475254	-1.55703299726075	-1.18369660847331	-1.08353203955091	0.298271116872971	-0.0655298835258498	-0.044768516655766	-0.610429408880527	-1.95882397151068	-1.45191790689325
UTP	0.195490060840333	0	-0.498320531622405	-2.17737655113072	-2.14847958789539	-2.66913744202582	-0.473467602627414	-0.157463245839144	-0.67846382450276	-0.310278190649298	-0.445876354274036	-0.543585188887168	-0.601744110970488	-0.488412468324136	-0.895022425540702	-1.00072811431156	-1.11671101924529	-1.21253831116712	-1.57112000904428	-1.97238113367836	-1.58939007834206	-1.35270364744332	-1.74204573636425	-1.94590376267411	-1.34588823010337	-1.53635636019523	-1.8336458827445	-1.13582809528456	-1.44178477058735	-1.50510800012044	-1.0345838994616	-1.49649169143932	-1.71006923195509	-2.52533194772108	-2.76348871708835	-3.01371326484559
valine	0.165997780387163	0	-0.0911067280016613	1.04889047614378	1.09041759229913	0.887734145154251	0.903762606710412	1.01576957768243	0.917198678971758	0.631488593010641	0.342423257125821	0.403415631382742	1.36980966718811	1.24651172357938	1.46909865446584	0.542612703008053	0.573513887093955	0.814973266869759	1.36187210129269	1.52931892500779	1.96378838299647	0.85608807262564	1.11067249261514	1.1060280403501	0.589271230577046	0.878819940307078	0.6570212415467	0.760027560021014	1.0009518691975	1.13306708258233	-0.151194285732097	-0.266495509565402	-0.088463470575633	0.342318685638648	0.317530664403248	0.565497257554291
xanthine	0.35397704611764	-0.0607360120891842	0	-0.829797296233122	-2.62433257288705	-1.43572186995096	-0.593813747670656	-1.43066734839386	-0.692877830819758	0.530923975516386	-0.901988349713966	-0.129423244912423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.58293701255196	-0.658369111982883	-0.404124239550221	-0.646501326386076	-1.27777449453667	-0.7949762474306
xanthosine	0.0266790426849395	-0.0271817152360619	NA	-1.26582462440651	-1.29852702930085	-1.56314665651038	-1.315980069686	-0.999631374580285	-0.92528980465086	0.0096322495052884	-0.422497186070683	-0.649116899641591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.04082865039782	NA	NA	NA	NA	NA	NA	-0.670678220600167	-0.853444913212461	-0.816703909506456	-0.840271478664834	-0.758237633954819	-0.811073030412375
