,1_DMSO_rep1,2_DMSO_rep2,3_DMSO_rep3,4_HU_rep1,5_HU_rep2,6_HU_rep3,7_dA_rep1,8_dA_rep2,9_dA_rep3,10_dC_rep1,11_dC_rep2,12_dC_rep3,13_dG_rep1,14_dG_rep2,15_dG_rep3,16_T_rep1,17_T_rep2,18_T_rep3,19_rA_rep1,20_rA_rep2,21_rA_rep3,22_rC_rep1,23_rC_rep2,24_rC_rep3,25_rG_rep1,26_rG_rep2,27_rG_rep3,28_rU_rep1,29_rU_rep2,30_rU_rep3,31_rU10_rep1,32_rU10_rep2,33_rU10_rep3,34_rot_rep1,35_rot_rep2,36_rot_rep3,37_rot_hxu_rep1,38_rot_hxui_rep2,39_rot_hxu_rep3
glycerophosphocholine,-0.198184476607068,0,0.300597860219859,2.31227881535438,2.20058432517842,2.18880725287421,2.36005574342058,1.59455335548877,1.89213058235682,-0.000805995873086248,-0.246980542689113,0.0370371769971836,-0.0340960123824998,-0.230751584094911,-0.0339967880911423,1.38269197916345,1.51988709708192,2.04309508324743,0.796004274339392,0.886587008288641,1.17862929870176,-0.610213975168219,-0.614346483334244,-0.211344237751477,0.455567666184707,0.329255213818806,0.469156159655852,0.723378634773495,0.461151918621222,0.884185859984763,2.7484073872459,2.77965148721933,2.90855453970364,1.53415262284533,1.5045745816504,1.64623430301851,1.57718083339644,1.55963730172693,1.77915900027642
glycine,0,-0.212481330571376,0.0687316017338476,0.25752176859566,0.24088272616079,0.145236413012573,-0.605804775416759,-1.05819869951212,-0.606562256573,-0.0825547080402047,-0.18170254308082,0.194605697529379,1.02995816232333,0.764398863722883,0.772307749167113,-0.345861872628768,-0.635952167714423,-0.398385525179512,0.696072817361317,0.642014414117137,0.539451304856429,-0.322543949870991,-0.4652984373392,-0.457729971044049,0.657695624299838,0.580817263464707,0.609317018529477,0.0352698258022171,-0.552762050886369,-0.381111761093048,-0.164331343996376,-0.135931451672949,0.368345576179651,0.596492910443362,0.574483736488928,0.641888504106115,0.541533406571686,0.414322530152385,0.48128572526821
glycine_13C2-15N,-0.655585024343715,0,0.106633329830419,0.291209114406891,-1.13688598558133,0.0327464786581581,-0.29601999097752,-1.52690327660454,-0.0846754022601934,-0.661408432565834,-0.877900453337507,-0.110822901649739,-0.743612610383878,-0.804352524641088,-0.267215368775805,-1.99639992116963,-0.868118591211505,-1.56875922215659,-1.05433504968949,-0.0380487046024039,-1.2402003063659,-0.372470542159175,-0.530345023429338,-0.0165235510141389,-0.0422840834318242,-1.52776467715794,-1.30472531969907,-0.0684674788366294,-2.35763449693681,-0.437375238846812,-2.45880189117519,0.0934865163588888,-0.00391497243028011,0.977205852912567,0.731628669178951,0.575715057214473,-0.936634336122197,-0.183913890024179,0.199015704422478
GMP,0.0594906439119545,-0.199274370079028,0,0.700691664092448,0.871544511798631,0.724723286585154,0.230224686651258,0.0245023943723166,-0.00105921581007621,-0.136814522526795,-0.187129833287405,0.121420576984789,1.65691425598792,1.31055921639539,1.41972989809947,0.780166325280954,0.623695712354899,0.99527650858672,-0.378738928524771,0.17429006016833,-0.0945157757080966,-0.553650458983831,-0.556824031109654,-0.635889158559811,1.39771410605012,1.48432468948123,1.4831548457335,-0.375608174366342,-0.658010758117079,-0.643040936152806,-1.09145456589775,-0.806856477272563,-0.850043049817219,2.20314048524179,2.36706336428446,2.37318923057573,4.39025943190327,4.37231947324136,4.34655093112398
GSH,-0.0844599005046074,0,0.184271347337457,0.471645222836891,0.515776085333533,0.38643299575221,-0.153267641725233,-0.405004789941647,-0.236457243376634,-0.375217567020894,-0.578924631068171,-0.17248120965676,0.278163514359585,-0.0233554424534069,0.170836591071042,0.33077327088041,-0.907742709872367,0.395421466337747,-0.820855403747683,-0.583781235916309,-0.712593997604422,-0.849528921328046,-0.911474220344303,-0.756666394565739,0.342176761935321,0.23616354681278,0.346144876062819,-0.153430874149229,-0.232717733802526,-0.183855418127011,-0.395315456262502,-0.174571172562442,-0.00236781090183821,-0.822769339777313,-1.18118565954705,-0.737022248501158,-2.05519684146332,-1.3141392742172,-3.24369542548604
GSSG,0,-0.124461687084264,0.0712664111953099,0.529859895082868,0.410640452264383,0.849655207971202,-0.0210572410663808,0.366078514925026,-0.186688123532226,-0.517623928946285,0.275454904203738,-0.0674537491870369,1.33865947449827,1.13535160528987,1.07112216019315,0.0982532045869793,2.10318803381436,0.319981541180495,0.44677658671744,0.240256375600146,0.269480666062146,-0.22795309384785,-0.292960106007671,-0.448126108762466,1.08395043512397,1.3150115540517,0.952465270692712,-0.140516480470451,-0.737181384117288,-0.672354809147903,0.388429558691572,0.205888998078712,-0.105513416797729,1.78173455640724,1.87047503190992,1.5246041624573,1.5508382258351,0.938295816550757,1.90194652506305
GTP,-0.0775516415056647,0.00525592905734443,0,0.282558049079728,0.425381789689423,0.223080571798076,0.173494738184989,0.070505647802016,-0.139660226023238,0.0334561211072001,-0.105434445869381,-0.0521965398897573,1.92279736212006,1.69490823836956,1.54732788464094,0.085894608277768,-0.00316853740053948,0.0655861815351101,-0.136135119059027,0.0996195099776229,-0.150331103639021,-0.309723312567765,-0.430685457450102,-0.604255472238412,2.03657656389843,1.92757886521439,1.72029776759489,0.15757181801275,-0.344766959453772,-0.375701673637987,-0.40612610802637,-0.516520078688044,-0.462064237876536,-0.593225202259322,-0.868589054693864,-0.997483575879547,-2.47393934093873,-2.59520021388455,-2.65573644297765
guanine,-0.272438032105173,0.417777560818702,0,0.870896276904978,0.653193823656488,0.818775089481234,4.5883183135635,4.42104464800677,4.68589712019308,-0.492683943525644,-0.162854111775664,0.376469390378009,8.88019699219151,8.94540921640859,8.7888101349667,0.960809571401334,0.461647487413902,1.21493605089721,4.77355268639242,5.14595134052768,5.26203017603767,-0.503997288991451,-0.493639372809194,-0.45657919131098,11.0717590045711,10.9673185702743,10.9903904086153,3.41202151218953,2.15481435667505,1.75435208683241,0.285017710939357,0.166127953481744,1.48447327333261,3.16196208224582,3.13186172401999,3.26572072280649,5.43234126639125,5.42048905465553,5.59750133546485
guanosine,0.13878987709933,0,-0.0213251194160047,1.76931218990961,1.54580237421086,1.46322526148209,4.09875815551073,3.39560152627324,3.58605901266128,0.729349955703027,0.998675125157042,1.01089212973575,3.27430514334022,2.98591533528764,3.13060916184255,1.53685604461073,0.827994503529679,1.62421012685384,1.6529674655057,2.17192171031105,1.84178923748988,0.928844033830841,1.28349979090954,1.26949656073465,6.19863573447744,5.78563780251554,5.69935165543455,1.21610622869601,0.83133488962101,1.14241468257275,0.25535394410406,0.828058347825069,1.00261826789432,-0.54804985026128,-1.29715147057847,-1.87425803776429,3.42815551478543,3.65042502261993,3.81565850633288
histidine,-0.149303513486772,0,0.185645784707393,-0.499319621644844,-0.328462832276793,-0.328381253019912,-0.815341286416735,-0.921180234808005,-0.75489968073547,-0.217193683921653,-0.14355796332507,-0.0696828907110003,-0.923847378257731,-0.904356055092175,-0.997858170444782,-0.686171684375859,-0.601177214975363,-0.20578185309568,-0.340639799234036,-0.116609758060714,-0.00187769567163815,-0.616157639986301,-0.474930663173477,-0.424667508992615,-0.769824241478407,-0.947622647691946,-1.00677694027283,-0.144353674378316,-0.192225697114908,-0.169453096983853,-0.417073010977167,-0.372784021829077,-0.264880491615271,-0.532092651358709,-0.716419538911241,-0.626034949214018,-0.64897727665719,-0.617551421375503,-0.508632458583955
histidine_13C6-15N3,-0.0998393158989886,0,0.218636153718773,-0.00216185299226191,0.136126912950595,0.133664479611174,-0.240663584765388,-0.42645915132927,-0.493504175999872,-0.134208230917762,-0.140323440618944,-0.0571749969600752,0.298513189530706,-0.00378022775207731,0.142456021136707,-0.352898595425293,-0.233994591167329,-0.0480163986026152,-0.49966271995647,-0.322670322495298,-0.304811329811035,-0.665768697542543,-0.461951859978878,-0.533438224475204,0.056276949285327,0.18663577116299,0.0637471033941908,-0.258028883002253,-0.409297635212416,-0.400449555602698,-0.367778283838384,-0.27719767635497,-0.286503759352889,0.861325014664514,0.739473923635356,0.912896660106671,0.469985464246838,0.159646642787852,0.476283483528381
hydroxyproline,-0.111613390437065,0,0.197964864557337,-0.621888414258395,-0.663359126020619,-0.68381963805272,-1.01858678170776,-1.18469061017762,-0.94993953142932,-0.310393916444429,-0.338336752426111,-0.23761839253559,-1.4476266187161,-1.51062056739736,-1.56781327257993,-0.937280975205003,-0.858001276693124,-0.480495678236383,-0.504131667392227,-0.411009531587929,-0.217510381465668,-0.81253064681339,-0.694114898146753,-0.686539816028913,-1.20078783673682,-1.38074103421778,-1.4777428561773,-0.219173407779946,-0.32690435092775,-0.234345849566184,-0.556347712825875,-0.516599538589122,-0.467705913688984,-1.53880875911692,-1.6547430636119,-1.64611500833695,-1.71575548377516,-1.66152626330329,-1.57079435441238
hypotaurine,-0.108273932218094,0.276627841698321,0,0.272224806846562,0.206032131954615,0.0494997117127869,-1.38390625307036,-0.93662602508557,-0.31765881446273,0.139942944557487,-0.895936089219305,0.321035929508637,0.295119484734344,-0.284259385365035,0.186087850155612,-0.996574679498462,-0.466218770244172,-0.291850484372525,-0.840989458490996,-1.32863019565052,-0.197931848057616,-0.907969763141522,-1.45170125503462,-4.57050973852805,0.00747791107030295,-0.198992878998621,-0.454590947872549,-0.236082849666513,-0.707755056788954,-0.857318663334636,-0.169068643503757,-0.860571407658828,-0.383605521424539,0.525895099298441,0.325256217436043,0.530083616271969,-0.888165557759819,-0.664556584330078,-1.1875908526778
hypoxanthine,-0.355233540423959,0.256406633252619,0,1.90387104195284,1.95715172297055,2.18672304372534,11.8760212614639,11.1127781482312,11.3754910322198,-3.59038760268989,-0.478134499129509,-0.16446436906397,4.93096591018936,5.07933438839917,4.94017014226272,2.51259056080758,2.09929207987057,2.72361917897224,8.13215247118925,8.42031095431407,8.47014734837567,0.676610981211867,-0.198001751491355,0.221652337683056,5.58502686636113,5.35381501208554,5.37017922476245,0.354140599185831,-0.0399883410375133,-0.053447547212647,-0.135456096990538,-0.296295552084833,0.515608586729744,5.04501797640112,5.06458154357595,5.34334706832455,12.1633316389758,12.1605458583018,12.294681454181
IMP,-0.243254888856247,0,0.211873921069499,-1.02012374174814,-0.761028672773,-0.857330989798713,1.46465716782252,1.17497491563831,1.03846503630669,-0.566962344208101,-0.520465533911222,-0.29026232460662,-3.81828279816494,-4.32416541673554,-4.00420477110593,0.804521379176152,0.674057690316302,1.00235049867621,-0.498479826791029,-0.104427837943136,-0.0443672694207553,-1.33547043138919,-1.31460158642853,-1.24845087629296,-4.10505760298638,-3.86201069142449,-3.79630180997121,-0.806060814297687,-0.937084172035285,-0.88227601289769,-2.262509805671,-2.00107940206743,-2.06575823326361,1.25247191959306,1.15173074215009,1.10942469034697,-1.1743362273261,-1.29045656244111,-1.12844378634334
inosine,-0.279093548884189,0,0.125807326717933,0.70947923000199,0.620580845737166,0.591222479760143,7.17856736779159,5.98516811769818,6.10004502922245,0.510294815807662,0.683456927572088,0.777986472024527,-0.540492394823341,-0.521955532547414,-0.207019478428082,0.846338339121322,0.651359231120066,1.18320789537998,2.18034418327405,2.5860239557735,2.62139389128321,0.0790116871028616,0.00863793334158155,0.0613715900938756,0.985465141250885,0.885407390524078,1.04539806463167,0.31875030015723,-0.0126635776979112,-0.0502112199341291,-1.14980349609263,-0.592720224616064,-0.637979431989062,-3.33899714651338,-2.11676009966542,-1.14343107035888,4.18958607856395,4.35519245675992,4.40383362978746
isoleucine,-0.00506505625042245,0,0.137494922184401,-0.394597096252762,-0.253684633349451,-0.448012553951897,-0.599654594018548,-0.8171114782629,-0.654402076021635,-0.144935698381924,-0.203273426806899,-0.0921864103790814,-1.3305634525463,-1.39447764219656,-1.45020658941562,-0.325198279348658,-0.700964743438207,-0.203888315015652,-0.141838033543597,-0.0581855449635907,-0.155249828703704,-0.286729808683626,-0.48611936282337,-0.469669546172669,-0.937062233310652,-1.40574417600578,-1.25302653060817,0.0146716596795269,-0.303692038620065,-0.0883091126584257,-0.334950041641905,-0.289242461659202,-0.217682183189051,-0.71051984245955,-0.861485606857674,-0.69363482918595,-0.780319591359841,-0.747726270723827,-0.637573157767669
isoleucine_13C6-15N,0,-0.066481883834382,0.132065105698575,0.253667896447045,0.235730682898072,0.0645230051453251,-0.0895982073517545,-0.424851120810046,-0.397043159567975,-0.119736019374221,-0.207461793079818,-0.125116002230982,0.210543612611057,-0.168747065844568,0.077285893558165,0.343738757833389,-0.295574978776739,0.00313100873964498,-0.133199175719318,-0.206375193815389,-0.316182993088441,-0.254804682914421,-0.478460454149711,-0.53956896929012,0.1940722247414,-0.0546986666946648,0.0669499709770246,-0.0535656262498665,-0.457591633757044,-0.281112111100258,-0.0662650676055227,-0.113526922704255,-0.126345736408694,0.842730909101761,0.708676437289545,1.03250538932517,0.533778079757167,0.270508620048779,0.546494345614704
itaconic_acid,0.522139267078139,-0.064585594088729,0,-0.232873502831466,-0.508588025695591,-0.0609550032143483,0.00626901177847912,-0.476612301433655,-0.456594563041027,-0.33152561361074,-0.37241894131697,0.0567420803843325,0.0297637956211871,-0.082433409252838,0.101140553100677,0.157194204476323,-0.57481076259986,0.112045107257586,-0.861281156217219,-0.727695002120474,-0.981235111729862,-0.522900223478045,-0.508582661154853,-0.208421795339077,-0.423325884202574,-0.612502977361549,-0.550666639768532,-0.346813835165432,-0.134795106275924,-0.156500536846416,-1.11305720808478,-0.900267471166398,-0.228563906118398,-0.82841087966901,-0.0781230863196924,-0.443854263752186,-1.55382295013506,-1.37052067285549,-1.37800245466025
leucine,-0.0459288574929317,0.0170388472524147,0,-0.246442362752513,-0.3162890798221,-0.36156274550185,-0.663574869568984,-0.798645073454802,-0.667762376718372,-0.240686950710175,-0.320065400621469,-0.0288035991721058,-0.990468509161471,-1.03585529716981,-1.12033894835282,-0.187526524419048,-0.660344662715856,-0.147205280475073,-0.107578596181191,-0.167256270682243,-0.0183124476924898,-0.338144717658003,-0.621439262072818,-0.438571903883443,-0.828051228877609,-1.11876766685823,-1.03392151963946,-0.140289217598677,-0.36913729486664,-0.228641736511454,-0.36717114217794,-0.342068297101767,-0.0459609856252518,-0.45671235918695,-0.638397486118807,-0.510358454911603,-0.509533505121913,-0.56697897547957,-0.331547475892139
leucine_13C6-15N,-0.114339977392967,0.0423917578046439,0,0.18837192583907,0.132201429705437,-0.0500227008507445,-0.202302945695945,-0.356986399263916,-0.47972810993808,-0.156732506761028,-0.395487615112949,-0.0874841804248389,0.190985059947237,-0.0547870398740308,0.0275884547004427,0.34283088234347,-0.429274898603302,-0.0519048349125161,-0.122667121057493,-0.359809267534693,-0.339093324580749,-0.32064472213342,-0.684856905311877,-0.602200364062625,0.0608623259824439,-0.0453275110089212,-0.00682531456002138,-0.18718784301836,-0.507588640627814,-0.433324862116007,-0.231089902743685,-0.285543817405648,-0.0676339195574824,0.853206467825973,0.666702903425868,0.94983686587762,0.509790724729719,0.149717636257264,0.563795506380435
lysine,0.00215126238803873,-0.012060790702488,0,1.06041731869366,1.13950961022368,1.00370231318985,0.688371977638519,0.0530828591138158,0.209520196812148,0.312289956706246,0.267766679590111,0.366044694677306,1.21323890570369,1.3215724347817,0.989559547531105,0.852208107942306,0.666745677330502,1.2250600565426,0.208298094276221,0.472186273579705,0.418572772082348,0.0517660945706817,-0.0742296945943273,0.0812611146373664,1.29691304481694,0.947565241503965,0.903703588445036,-0.0867378673199987,-0.373102814454838,-0.32909648214204,0.408631214453996,0.519222960496273,0.808923878347183,2.0661505328321,1.80488494775933,1.89964583709764,2.08689935941628,2.02833079408113,2.1198025168449
lysine_13C6-15N2,0,-0.056950197576387,0.0578214591591135,0.256579735666836,0.280791564775014,0.114839630088485,-0.0795763102341012,-0.355555558415163,-0.37252781584139,-0.123452747655969,-0.275653068506869,-0.0751240557779705,0.379527772276422,0.0873432167983361,0.149422627112924,-0.176415492038924,-0.244790873967323,-0.0912197623147028,-0.355038391113787,-0.199449382000845,-0.383321485047663,-0.53073237815655,-0.529718805691122,-0.607671231707255,0.0712099531074553,0.0934562434114981,0.049890210469489,-0.161755486851904,-0.443750200354711,-0.418456235207172,-0.219076901026267,-0.141424353228251,-0.132729575385665,0.94344139624544,0.803733934429109,0.955954693099069,0.578002943520258,0.327858039322893,0.526414441820293
malate,0,-0.0137755995452229,0.0695857870065698,-0.288444065256758,-0.174081392121941,-0.37546000962502,-0.484137417492535,-0.576812371260764,-0.643236592935838,-0.371555274827587,-0.38660024661239,-0.289908448309753,-0.55834534189411,-0.616360891510137,-0.681571209176655,-0.392630309208175,-0.543399055172836,-0.190024614308832,-0.673653686517858,-0.384861120299614,-0.480456912391368,-0.825721885279175,-0.731002068674114,-0.57479569200128,-0.795452759439331,-0.776902834238842,-0.863540403403985,-0.263317102538488,-0.406136821631712,-0.394557571432839,-0.523415557232386,-0.389140205236938,-0.349282863628804,-2.44484484511301,-2.49699822056405,-2.589539874793,-2.60793519803785,-2.57286120316558,-2.6524507694538
methionine,0,-0.0313644409504376,0.126704074616232,0.0127322468561444,0.0416292566534749,-0.0331930486525449,-0.353585951738848,-0.758245963339414,-0.483213755634931,-0.11971900943109,-0.201070064644005,0.114901878432108,-0.458417149115393,-0.494432769286025,-0.523763133645651,-0.302043747052987,-0.383511987452762,0.167555604392502,-0.10145011351656,0.141193697369546,0.159389558945755,-0.324825522322474,-0.415117148916138,-0.406074369461843,-0.264054845646755,-0.582590788038254,-0.546443270725847,-0.131445805394874,-0.261289475244233,-0.0870812818948199,0.053830831835577,0.140584454388512,0.362706437765579,-0.0778152053491292,-0.171180916893353,-0.0304335912432959,-0.267297013801126,-0.211206645478801,-0.0968984573645389
methionine_13C6-15N,0,-0.0507048422485101,0.159779172295642,0.274978204583589,0.232307981024107,0.137829492895921,0.0108778719033854,-0.385464283816997,-0.306452498795908,-0.22786219013371,-0.310742696722716,-0.0396022427861625,0.265580129465585,-0.0591291983756958,0.204488721578744,-0.191229072722511,-0.289900967296689,0.0967522505681698,-0.456815006148942,-0.23757081450661,-0.277607216383092,-0.580988387119512,-0.59584655248671,NA,0.0998758302807905,0.0687772206120276,0.0220780063317635,-0.280953904775592,-0.428780326152396,-0.286643547102266,-0.217726968009222,-0.129341450794056,-0.0156216678869053,0.800031821599785,0.738705529753252,1.00403387638666,0.545587531802289,0.301115244865053,0.573878976023518
methylthioadenosine,-0.00394844010708706,0,0.148277785372628,-0.0309115774323891,-0.337979494105227,-0.397228330061187,-0.367476599124436,-0.328936487292779,-0.700542400296458,-0.431398658850218,-0.3979157679964,-0.0530018055303768,-0.532217732763883,-0.61940069632139,-0.347211045513606,-0.5961421607396,-0.465551943062201,-0.367476599124436,2.37701547904588,2.68340658054234,2.73355170241021,-0.58104726877561,-0.667008247260917,-0.695353201992313,-0.935854730151,-0.655880722308222,-0.79019241403639,-0.367476599124436,-0.46589067016489,-0.393221954963424,-0.367476599124436,-0.304348633872607,-0.338199915833012,0.385519096810573,0.304673149530685,0.407558003650389,1.58499809342601,1.49118701827606,1.72520902484039
N-acetylglutamate,-0.105854882957498,0,0.129737025826336,-0.0723954842578082,-0.0670772827128569,-0.254886844082969,-1.18464798066196,-0.997182327947394,-0.832516465257733,-0.50639165631772,-0.565079807891867,-0.403574399370044,-2.00225967323932,-2.1689607393511,-1.92783627198045,-1.3027368260875,-1.38400684740082,-1.26117804000767,-1.6255723815613,-1.28863874957462,-1.4683751398935,-0.639235536923287,-0.667282463515104,-0.675149962894177,-2.3284286398182,-2.46393501549742,-2.41897176781868,-0.738841618988902,-0.781704110495653,-0.67340716960088,-1.80559100889137,-1.57182396232003,-1.50380048547408,-3.49397505718856,-3.5627102775813,-3.68624466919372,-5.48019703571413,-5.49505213083006,-5.15470137075081
N-acetylmethionine,0.144080135206345,-0.0186174529514084,0,0.714004080657228,0.517607409753035,0.654295678910984,-1.15686968736881,-1.45428168553105,-1.70006251904458,-0.527140178733302,-0.132086338090214,-0.256634619464035,-3.82664276044434,-3.70242533968044,-4.94821130282615,-1.35656582578389,-1.10830566666876,-0.975397193129967,-1.2574674560343,-1.00381809638195,-1.35589240575494,-0.0683982057988814,-0.428429563455238,-0.469273895239124,-3.4944651238628,-5.14393360703924,-5.25500788126508,0.382097021263005,-0.0739021257152801,-0.364206044695757,0.223017104128137,0.528320338422366,0.164089203332107,-5.60481163371369,-5.31275770764415,NA,NA,-4.56383103566256,-5.57768696816048
N-acetylphenylalanine,0.297101633715848,-0.374586480770053,NA,2.71142052653934,-0.344443401817011,0.882091485887028,NA,-0.544563544088849,NA,-0.433948337372946,NA,0.600463112178225,1.07065108146152,NA,0.186005508748897,NA,0.961847865822607,1.51395178272319,NA,0.885344261165229,0.393189979336476,NA,1.1287588126405,NA,NA,NA,0.0219383694464241,0.105168692124644,NA,-0.835180525508824,-0.95437114663843,-0.578359728611031,0.619293890624973,0.471721982889014,0.723064666204694,NA,2.12895925912354,0.1023988599206,0.533133115844285
NAD,-0.0223016952768014,0,0.103990397276442,0.0522148481133743,0.194834804457455,0.0409720077502032,0.327636388538889,0.019295806792458,-0.0607736572937519,-0.3103413271876,-0.258856120528654,-0.125008384188242,-0.804519043511155,-1.04570688579322,-0.963055174562609,0.0236276322745706,-0.156038215455136,0.171309076467533,-0.183706946167591,-0.0208886198829991,-0.147863130036594,-1.06977354299473,-1.02042422415855,-0.921863188830043,-0.70190223551034,-0.729494509975856,-0.672620868679363,-0.39123450124712,-0.492646440480104,-0.404704578350347,-0.737596499483582,-0.505059926390757,-0.377567306797945,-0.976762749394952,-1.0665627321858,-1.04073969425026,-1.85028359740971,-1.96218292943456,-1.62037027695922
NADH,0.315775245074754,-0.37018606792459,0,0.704744442187872,0.107612024654134,-0.0535158871948097,0.452069300392558,0.207665961055149,-1.06215796982535,-0.287462924083739,0.18186647343656,-0.281871339518899,0.295993480729689,0.0844747772272031,0.102497977672602,0.300567531733781,0.81470050481183,0.711570563677081,-0.0269707659427761,0.0805661450547605,0.178519446592524,-0.555099703765447,-0.567694425257519,-0.472787890522784,-0.111392815323086,-0.10209279839337,-0.115035600951334,0.238210250028999,-0.170857976796492,-0.37589724405353,0.130305172832895,0.126352394893145,-0.113954631011934,1.13094346345136,0.956312827718163,0.982840547390628,-0.38197597886918,-0.628548878367746,-0.553355361990038
NADP,-0.49666740995539,0,0.215523392756593,0.3108215472821,0.385750850330136,0.431708175142034,-0.069340782226366,-0.591785973888014,-0.252532248001445,-0.241350283071944,-0.326202768052226,-0.222734555199299,-0.341655497342279,-0.685359618238846,-0.856619456176848,0.242542656100009,0.162847900250535,0.103941909745657,-0.355841628826397,-0.207795300055445,-0.276193145179932,-0.96347033700804,-0.666455782614768,-0.675491949818921,-0.0619544698781402,-0.221528012941704,-0.193400313325453,-0.127999472828059,-0.778580363454915,-0.398547427254066,-0.932501333717854,-0.501018501778833,-0.720328757714973,-0.829608707302333,-0.0751077221511036,-0.205423724353056,-2.08982510558911,-3.52657310804656,-2.17236856868272
NADPH,0.627659613929919,0,-0.0223407158578279,0.920539272967821,0.467039793670285,-0.931456030954491,0.605098154316259,0.321585502385455,-0.837683410151638,-0.153630274431884,0.087587882134529,-0.451094746747386,0.524517351748604,0.1162636483539,0.294203521473997,0.371277230753406,0.488080382167745,0.263951008901621,0.36424242186065,0.375266563692929,0.32841688235505,-0.107084543204628,-0.442892900307702,-0.335394352634114,0.478738509263439,0.294871676961497,0.326060261234113,0.353572014385301,-0.24785408847807,-0.375963239866241,-0.0379311358071507,-0.0682814228306577,-0.290979444952772,-1.63803855010814,-1.578635538645,-1.84763348469799,-3.41768048802973,-4.14527118961956,-4.20949828766134
Ne-acetyllysine,0,-0.176611967525548,0.112393709262715,-0.555131946814823,-0.820739967266425,-0.497463394589947,-1.17289437253133,-1.6401529524551,-1.35981261439569,-0.729827762707203,-0.451878654605376,-0.225674215985005,-1.08536161233813,-1.72652922518052,-1.72974707824632,-1.40069869005062,-1.22363847428953,-0.577509842485699,-0.927412944881475,-0.750902907839635,-0.661574524628517,-0.70020713562842,-1.1291948572661,-1.02517045312118,-0.988836591876615,-1.6033633429559,-1.04476893736904,-0.626361952650428,-0.578624536772747,-0.314004290872275,-1.46319331469723,-1.18283479863221,-1.25165216856115,-1.20047397456147,-1.44069048286263,-2.08773650494043,-1.57691021358032,-1.75644738451284,-1.73578570958782
nicotinamide,-0.0917942915521551,0,0.0608162313345499,0.148352581146889,0.126227479106749,0.0442757505866378,-0.0464454206156061,-0.554336240107139,-0.333371881509992,-0.298743459887731,-0.287448479150438,-0.109027628131972,0.0874978823345094,-0.0746484026405757,0.0450705330213338,0.348808585097233,0.599807888530391,1.00333132866372,-1.0319391398005,-0.961230147870005,-0.649636988068302,-1.10792293272405,-1.07974645630521,-1.04360890301895,-0.191297263697069,-0.352345238821546,-0.412055228149709,-0.525903175744835,-0.803584330177044,-0.628209280925772,-0.828349504686113,-0.513993614274975,-0.195267313156665,-0.287090172345245,-0.494837503387503,-0.407342933745028,-0.175314658938802,-0.111091617227849,0.0249080296848212
ornithine,-0.00138671959058761,0,0.000980088290679161,-0.277727704569816,-0.299944674729998,-0.37580662826634,-0.290541982325825,-0.633173779552874,-0.526581502138655,-0.140839618568982,-0.248520357154594,-0.123780446233909,-0.533211211424306,-0.468190442920496,-1.04545784419745,-0.213443715290734,-0.442176948734515,0.0127427564050803,-0.38220857947194,-0.291831013356062,-0.267584624580221,-0.183296892370794,-0.54345800848027,-0.489304378251841,-0.108621280277669,-0.762924982171924,-0.814495449611841,-0.045984848505224,-0.353694930962534,-0.239943997168084,-0.552857277355573,-0.419199216006835,-0.21224820128665,0.112417516709935,-0.197923731119273,-0.0954846627569632,0.54134946611109,0.4365337558441,0.526652620103484
orotate,0.624311104302208,0,-1.1621497149448,-0.623734416716387,NA,NA,2.91134205379089,3.34987989283111,3.17848501083929,0.334469740966859,NA,0.906758040918322,1.09070195883366,0.503265820703819,-0.0626524916163248,-0.396934561428907,-1.23663915129408,0.149801725527001,2.90199608221047,3.51851037395243,3.70069898488075,-1.58642948204241,-0.469254267355912,-0.501766585651791,1.97253790770122,1.68789689242336,1.47901804798167,-3.91057945223924,-2.01155398934999,-2.56304792957967,-3.05224644310549,-3.49916044466148,-1.98102480313302,-0.197315193649546,-1.13259481964155,-2.63283817611331,-0.945085053923598,0.658115793471105,-0.112941155897245
palmitate,-0.226088915465373,0.160533668215286,0,-0.226523127212927,-0.305389384464992,-0.0799123799354863,0.181772809250941,-0.726773290788507,-0.312270589924057,-0.45698178844533,-0.814026488795317,-0.687175294645031,-0.106454965512241,-0.253128630918891,-0.0942821841061751,-0.31427513841949,-0.253868977917715,0.352686018124666,-0.577954324956565,-0.00901897739902241,-0.327187162278166,-0.380202467365486,-0.511769622112044,-0.770876077051544,-0.295899283322162,0.248853718332319,0.400338170539677,-0.696819411324836,-0.815805597971976,-0.893515834887586,-0.159444268601441,-0.250526384731855,-0.308084337339529,0.309352086223459,0.381248807674118,0.872949792613903,0.178919310941178,-0.179192779104379,0.691511282079066
pantothenic_acid,-0.0139629048939122,0,0.0745569908857278,-0.86034674644516,-0.849230604675753,-0.885624271397826,-0.249239998058313,-0.560888983914039,-0.508373300321234,-0.243489815100517,-0.233120740419414,-0.117675387980445,-1.01760380717151,-1.21425690123637,-1.27367774848018,-0.850421194471754,-1.04710274953782,-0.713497019702258,-0.166010345182316,0.0733169433689745,0.0730673403667693,-0.661766247315065,-0.649756759214337,-0.64109828094815,-1.07610645696094,-1.13704726416998,-1.19147288041041,-0.295946589927297,-0.371431635160656,-0.345886592917796,0.260018829852473,0.424692729885078,0.462429697947258,-1.5200220787809,-1.5765668759284,-1.63840843638154,-2.53623047555796,-2.67233218477203,-2.5275695370467
