Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-381119,Unfolded Protein Response (UPR),,-5.4,6.4,6.8,30242,94,500,10,2,0.63,811|1051|2673|7184|10113|10525|30827|51360|84447|167227,CALR|CEBPB|GFPT1|HSP90B1|PREB|HYOU1|CXXC1|MBTPS2|SYVN1|DCP2,-3.5,MyList
Reactome Gene Sets,6,R-HSA-168276,NS1 Mediated Effects on Host Pathways,,-5.4,11,7.9,30242,40,500,7,1.4,0.53,6396|8086|9972|10898|55706|129401|348995,SEC13|AAAS|NUP153|CPSF4|NDC1|NUP35|NUP43,-3.5,MyList
Reactome Gene Sets,6,R-HSA-73894,DNA Repair,,-5.4,3.4,5.8,30242,335,500,19,3.8,0.86,86|3015|4798|5431|5432|5591|6613|7157|8314|8467|10450|10459|51548|54617|54890|54891|84142|93973|283899,ACTL6A|H2AZ1|NFRKB|POLR2B|POLR2C|PRKDC|SUMO2|TP53|BAP1|SMARCA5|PPIE|MAD2L2|SIRT6|INO80|ALKBH5|INO80D|ABRAXAS1|ACTR8|INO80E,-3.5,MyList
GO Biological Processes,19,GO:1903829,positive regulation of cellular protein localization,19_GO:0048518 positive regulation of biological process,-5.4,3.7,5.9,30242,276,500,17,3.4,0.81,908|3684|3689|5901|6950|8314|10055|10075|10204|10575|10576|10694|23184|23435|55696|55929|81603,CCT6A|ITGAM|ITGB2|RAN|TCP1|BAP1|SAE1|HUWE1|NUTF2|CCT4|CCT2|CCT8|MESD|TARDBP|RBM22|DMAP1|TRIM8,-3.4,MyList
Reactome Gene Sets,6,R-HSA-76066,RNA Polymerase III Transcription Initiation From Type 2 Promoter,,-5.4,13,8.4,30242,27,500,6,1.2,0.49,2972|2975|9330|10621|11128|112495,BRF1|GTF3C1|GTF3C3|POLR3F|POLR3A|GTF3C6,-3.4,MyList
GO Biological Processes,19,GO:0043984,histone H4-K16 acetylation,19_GO:0008152 metabolic process,-5.4,13,8.4,30242,27,500,6,1.2,0.49,3054|11091|23411|54934|55683|339287,HCFC1|WDR5|SIRT1|KANSL2|KANSL3|MSL1,-3.4,MyList
Reactome Gene Sets,6,R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation,,-5.4,13,8.4,30242,27,500,6,1.2,0.49,5901|5905|6396|55706|129401|348995,RAN|RANGAP1|SEC13|NDC1|NUP35|NUP43,-3.4,MyList
GO Biological Processes,19,GO:0006418,tRNA aminoacylation for protein translation,19_GO:0008152 metabolic process,-5.3,10,7.7,30242,41,500,7,1.4,0.53,16|833|2058|2193|3035|7407|51520,AARS1|CARS1|EPRS1|FARSA|HARS1|VARS1|LARS1,-3.4,MyList
CORUM,33,CORUM:3053,mSin3A-HDAC1-HDAC2 complex,,-5.3,60,13,30242,3,500,3,0.6,0.35,3065|3066|25942,HDAC1|HDAC2|SIN3A,-3.4,MyList
CORUM,33,CORUM:720,PU.1-SIN3A-HDAC complex,,-5.3,60,13,30242,3,500,3,0.6,0.35,3065|6688|25942,HDAC1|SPI1|SIN3A,-3.4,MyList
CORUM,33,CORUM:6850,"WRA complex (WDR5, RBBP5, ASH2L)",,-5.3,60,13,30242,3,500,3,0.6,0.35,5929|9070|11091,RBBP5|ASH2L|WDR5,-3.4,MyList
GO Biological Processes,19,GO:0070200,establishment of protein localization to telomere,19_GO:0051179 localization,-5.3,19,9.3,30242,16,500,5,1,0.44,908|6950|10575|10576|10694,CCT6A|TCP1|CCT4|CCT2|CCT8,-3.4,MyList
CORUM,33,CORUM:455,TFTC complex (TATA-binding protein-free TAF-II-containing complex),,-5.3,19,9.3,30242,16,500,5,1,0.44,6873|6874|6877|6878|6879,TAF2|TAF4|TAF5|TAF6|TAF7,-3.4,MyList
CORUM,33,CORUM:445,TFTC complex (TATA-binding protein-free TAF-II-containing complex),,-5.3,19,9.3,30242,16,500,5,1,0.44,6873|6874|6877|6878|6879,TAF2|TAF4|TAF5|TAF6|TAF7,-3.4,MyList
CORUM,33,CORUM:739,SIN3-ING1b complex II,,-5.3,19,9.3,30242,16,500,5,1,0.44,86|3065|3066|3621|25942,ACTL6A|HDAC1|HDAC2|ING1|SIN3A,-3.4,MyList
CORUM,33,CORUM:462,TFTC complex (TATA-binding protein-free TAF-II-containing complex),,-5.3,19,9.3,30242,16,500,5,1,0.44,6873|6874|6877|6878|6879,TAF2|TAF4|TAF5|TAF6|TAF7,-3.4,MyList
CORUM,33,CORUM:456,TFTC complex (TATA-binding protein-free TAF-II-containing complex),,-5.3,19,9.3,30242,16,500,5,1,0.44,6873|6874|6877|6878|6879,TAF2|TAF4|TAF5|TAF6|TAF7,-3.4,MyList
CORUM,33,CORUM:696,BRMS1-SIN3-HDAC complex,,-5.3,30,11,30242,8,500,4,0.8,0.4,3065|3066|25855|25942,HDAC1|HDAC2|BRMS1|SIN3A,-3.4,MyList
GO Biological Processes,19,GO:0009304,tRNA transcription,19_GO:0008152 metabolic process,-5.3,30,11,30242,8,500,4,0.8,0.4,2972|2975|9330|112495,BRF1|GTF3C1|GTF3C3|GTF3C6,-3.4,MyList
CORUM,33,CORUM:591,SAP complex (Sin3-associated protein complex),,-5.3,30,11,30242,8,500,4,0.8,0.4,3065|3066|25942|79595,HDAC1|HDAC2|SIN3A|SAP130,-3.4,MyList
CORUM,33,CORUM:62,MeCP1 complex,,-5.3,30,11,30242,8,500,4,0.8,0.4,3065|3066|9219|53615,HDAC1|HDAC2|MTA2|MBD3,-3.4,MyList
Reactome Gene Sets,6,R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,,-5.3,7.1,6.9,30242,77,500,9,1.8,0.59,6396|6613|8086|9972|10735|51564|55706|129401|348995,SEC13|SUMO2|AAAS|NUP153|STAG2|HDAC7|NDC1|NUP35|NUP43,-3.4,MyList
GO Biological Processes,19,GO:0000075,cell cycle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-5.3,4.7,6.2,30242,169,500,13,2.6,0.71,5591|7157|8883|9184|10459|25949|26058|51343|57646|65123|84142|116224|126520,PRKDC|TP53|NAE1|BUB3|MAD2L2|SYF2|GIGYF2|FZR1|USP28|INTS3|ABRAXAS1|PABIR1|PLK5,-3.4,MyList
GO Biological Processes,19,GO:0015931,nucleobase-containing compound transport,19_GO:0051179 localization,-5.3,4.1,6,30242,223,500,15,3,0.76,1984|3181|5901|6396|8086|9972|10204|10237|10657|54890|55051|55677|55706|129401|348995,EIF5A|HNRNPA2B1|RAN|SEC13|AAAS|NUP153|NUTF2|SLC35B1|KHDRBS1|ALKBH5|NRDE2|IWS1|NDC1|NUP35|NUP43,-3.4,MyList
Reactome Gene Sets,6,R-HSA-379724,tRNA Aminoacylation,,-5.3,10,7.6,30242,42,500,7,1.4,0.53,16|833|2058|2193|3035|7407|51520,AARS1|CARS1|EPRS1|FARSA|HARS1|VARS1|LARS1,-3.4,MyList
GO Biological Processes,19,GO:0031440,regulation of mRNA 3'-end processing,19_GO:0050789 regulation of biological process,-5.3,13,8.2,30242,28,500,6,1.2,0.49,6829|9646|9810|54623|79577|123169,SUPT5H|CTR9|RNF40|PAF1|CDC73|LEO1,-3.3,MyList
Reactome Gene Sets,6,R-HSA-75067,Processing of Capped Intronless Pre-mRNA,,-5.3,13,8.2,30242,28,500,6,1.2,0.49,1477|1479|10898|29894|55339|81608,CSTF1|CSTF3|CPSF4|CPSF1|WDR33|FIP1L1,-3.3,MyList
Reactome Gene Sets,6,R-HSA-76061,RNA Polymerase III Transcription Initiation From Type 1 Promoter,,-5.3,13,8.2,30242,28,500,6,1.2,0.49,2972|2975|9330|10621|11128|112495,BRF1|GTF3C1|GTF3C3|POLR3F|POLR3A|GTF3C6,-3.3,MyList
Reactome Gene Sets,6,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,,-5.3,13,8.2,30242,28,500,6,1.2,0.49,908|5202|6950|10575|10576|10694,CCT6A|PFDN2|TCP1|CCT4|CCT2|CCT8,-3.3,MyList
Reactome Gene Sets,6,R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,,-5.3,8.2,7.2,30242,59,500,8,1.6,0.56,5591|9646|9810|23168|54623|79577|80349|123169,PRKDC|CTR9|RNF40|RTF1|PAF1|CDC73|WDR61|LEO1,-3.3,MyList
WikiPathways,27,WP179,Cell cycle,,-5.2,5.5,6.4,30242,122,500,11,2.2,0.66,3065|3066|5591|5933|7157|8454|9184|10393|10459|10735|51343,HDAC1|HDAC2|PRKDC|RBL1|TP53|CUL1|BUB3|ANAPC10|MAD2L2|STAG2|FZR1,-3.3,MyList
GO Biological Processes,19,GO:0034655,nucleobase-containing compound catabolic process,19_GO:0008152 metabolic process,-5.2,3.1,5.5,30242,412,500,21,4.2,0.9,678|1777|1994|5142|5511|6037|7812|9125|9924|9967|11164|23369|23435|25904|26058|54890|55051|55571|79002|124245|167227,ZFP36L2|DNASE2|ELAVL1|PDE4B|PPP1R8|RNASE3|CSDE1|CNOT9|PAN2|THRAP3|NUDT5|PUM2|TARDBP|CNOT10|GIGYF2|ALKBH5|NRDE2|CNOT11|TRIR|ZC3H18|DCP2,-3.3,MyList
CORUM,33,CORUM:513,TFTC complex (TATA-binding protein-free TAF-II-containing complex),,-5.2,18,9,30242,17,500,5,1,0.44,6873|6874|6877|6878|6879,TAF2|TAF4|TAF5|TAF6|TAF7,-3.3,MyList
GO Biological Processes,19,GO:0043968,histone H2A acetylation,19_GO:0008152 metabolic process,-5.2,18,9,30242,17,500,5,1,0.44,86|8089|54556|55929|80314,ACTL6A|YEATS4|ING3|DMAP1|EPC1,-3.3,MyList
KEGG Pathway,24,ko04110,Cell cycle,,-5.1,5.4,6.3,30242,124,500,11,2.2,0.66,3065|3066|5591|5933|7157|8454|9184|10393|10459|10735|51343,HDAC1|HDAC2|PRKDC|RBL1|TP53|CUL1|BUB3|ANAPC10|MAD2L2|STAG2|FZR1,-3.2,MyList
GO Biological Processes,19,GO:0043039,tRNA aminoacylation,19_GO:0008152 metabolic process,-5.1,9.6,7.4,30242,44,500,7,1.4,0.53,16|833|2058|2193|3035|7407|51520,AARS1|CARS1|EPRS1|FARSA|HARS1|VARS1|LARS1,-3.2,MyList
GO Biological Processes,19,GO:0006281,DNA repair,19_GO:0050896 response to stimulus,-5.1,2.8,5.3,30242,520,500,24,4.8,0.96,86|4221|4798|5591|6421|6749|7157|7913|9320|10075|10459|23411|51343|51377|51548|54617|54891|55339|55929|57646|65123|84142|93973|283899,ACTL6A|MEN1|NFRKB|PRKDC|SFPQ|SSRP1|TP53|DEK|TRIP12|HUWE1|MAD2L2|SIRT1|FZR1|UCHL5|SIRT6|INO80|INO80D|WDR33|DMAP1|USP28|INTS3|ABRAXAS1|ACTR8|INO80E,-3.2,MyList
Reactome Gene Sets,6,R-HSA-72766,Translation,,-5.1,3.5,5.6,30242,291,500,17,3.4,0.81,16|833|1650|1937|2058|2193|3035|6184|6185|6728|7407|8890|8891|8893|10952|51520|200916,AARS1|CARS1|DDOST|EEF1G|EPRS1|FARSA|HARS1|RPN1|RPN2|SRP19|VARS1|EIF2B4|EIF2B3|EIF2B5|SEC61B|LARS1|RPL22L1,-3.2,MyList
GO Biological Processes,19,GO:0043038,amino acid activation,19_GO:0008152 metabolic process,-5.1,9.4,7.3,30242,45,500,7,1.4,0.53,16|833|2058|2193|3035|7407|51520,AARS1|CARS1|EPRS1|FARSA|HARS1|VARS1|LARS1,-3.2,MyList
KEGG Pathway,24,hsa05202,Transcriptional misregulation in cancer,,-5.1,4.2,5.9,30242,204,500,14,2.8,0.74,1050|1051|2118|2209|2313|3065|3066|3684|4221|6667|6688|7157|9611|25942,CEBPA|CEBPB|ETV4|FCGR1A|FLI1|HDAC1|HDAC2|ITGAM|MEN1|SP1|SPI1|TP53|NCOR1|SIN3A,-3.2,MyList
Canonical Pathways,11,M2,PID SMAD2 3NUCLEAR PATHWAY,,-5.1,6.6,6.6,30242,82,500,9,1.8,0.59,1051|1385|3065|3066|5933|6667|6670|9611|25942,CEBPB|CREB1|HDAC1|HDAC2|RBL1|SP1|SP3|NCOR1|SIN3A,-3.2,MyList
GO Biological Processes,19,GO:0080182,histone H3-K4 trimethylation,19_GO:0008152 metabolic process,-5.1,17,8.7,30242,18,500,5,1,0.44,9646|23067|23168|55904|80349,CTR9|SETD1B|RTF1|KMT2E|WDR61,-3.2,MyList
CORUM,33,CORUM:592,SAP complex (Sin3-associated protein complex),,-5.1,27,10,30242,9,500,4,0.8,0.4,3065|3066|25942|79595,HDAC1|HDAC2|SIN3A|SAP130,-3.2,MyList
CORUM,33,CORUM:738,SIN3-ING1b complex I,,-5.1,27,10,30242,9,500,4,0.8,0.4,3065|3066|3621|25942,HDAC1|HDAC2|ING1|SIN3A,-3.2,MyList
CORUM,33,CORUM:7221,NSL complex,,-5.1,27,10,30242,9,500,4,0.8,0.4,3054|11091|54934|55683,HCFC1|WDR5|KANSL2|KANSL3,-3.2,MyList
GO Biological Processes,19,GO:0017038,protein import,19_GO:0051179 localization,-5,4.1,5.8,30242,206,500,14,2.8,0.74,1994|3621|5901|6396|7157|9972|10204|10526|23435|25813|55696|55929|92609|129401,ELAVL1|ING1|RAN|SEC13|TP53|NUP153|NUTF2|IPO8|TARDBP|SAMM50|RBM22|DMAP1|TIMM50|NUP35,-3.1,MyList
GO Biological Processes,19,GO:0042176,regulation of protein catabolic process,19_GO:0050789 regulation of biological process,-5,3.1,5.4,30242,391,500,20,4,0.88,1050|6613|6872|8078|8312|9686|9810|10075|10459|11011|11146|25976|51343|51377|51548|57095|57154|79643|79888|116224,CEBPA|SUMO2|TAF1|USP5|AXIN1|VGLL4|RNF40|HUWE1|MAD2L2|TLK2|GLMN|TIPARP|FZR1|UCHL5|SIRT6|PITHD1|SMURF1|CHMP6|LPCAT1|PABIR1,-3.1,MyList
GO Biological Processes,19,GO:0006383,transcription by RNA polymerase III,19_GO:0008152 metabolic process,-5,9.2,7.2,30242,46,500,7,1.4,0.53,1050|2972|2975|6738|9330|10621|112495,CEBPA|BRF1|GTF3C1|RO60|GTF3C3|POLR3F|GTF3C6,-3.1,MyList
GO Biological Processes,19,GO:0031057,negative regulation of histone modification,19_GO:0048519 negative regulation of biological process,-5,9.2,7.2,30242,46,500,7,1.4,0.53,5252|6688|6879|9320|11091|23411|25942,PHF1|SPI1|TAF7|TRIP12|WDR5|SIRT1|SIN3A,-3.1,MyList
WikiPathways,27,WP3594,Circadian rhythm genes,,-5,4.1,5.8,30242,207,500,14,2.8,0.74,1385|2673|3065|3066|5591|6421|7157|8454|9611|9967|23411|25942|83759|84432,CREB1|GFPT1|HDAC1|HDAC2|PRKDC|SFPQ|TP53|CUL1|NCOR1|THRAP3|SIRT1|SIN3A|RBM4B|PROK1,-3.1,MyList
Reactome Gene Sets,6,R-HSA-5619107,Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),,-5,12,7.7,30242,31,500,6,1.2,0.49,6396|8086|9972|55706|129401|348995,SEC13|AAAS|NUP153|NDC1|NUP35|NUP43,-3.1,MyList
Reactome Gene Sets,6,R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus,,-5,12,7.7,30242,31,500,6,1.2,0.49,6396|8086|9972|55706|129401|348995,SEC13|AAAS|NUP153|NDC1|NUP35|NUP43,-3.1,MyList
Reactome Gene Sets,6,R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,,-5,12,7.7,30242,31,500,6,1.2,0.49,6396|8086|9972|55706|129401|348995,SEC13|AAAS|NUP153|NDC1|NUP35|NUP43,-3.1,MyList
GO Biological Processes,19,GO:0000209,protein polyubiquitination,19_GO:0008152 metabolic process,-5,3.8,5.7,30242,236,500,15,3,0.76,2874|5478|6872|7189|8454|9320|9810|10075|10393|23759|51343|55128|57154|84447|90025,GPS2|PPIA|TAF1|TRAF6|CUL1|TRIP12|RNF40|HUWE1|ANAPC10|PPIL2|FZR1|TRIM68|SMURF1|SYVN1|UBE3D,-3.1,MyList
GO Biological Processes,19,GO:0006606,protein import into nucleus,19_GO:0051179 localization,-5,4.7,6,30242,155,500,12,2.4,0.68,1994|3621|5901|6396|7157|9972|10204|10526|23435|55696|55929|129401,ELAVL1|ING1|RAN|SEC13|TP53|NUP153|NUTF2|IPO8|TARDBP|RBM22|DMAP1|NUP35,-3.1,MyList
GO Biological Processes,19,GO:0051028,mRNA transport,19_GO:0051179 localization,-5,5.1,6.1,30242,130,500,11,2.2,0.66,1984|3181|6396|8086|9972|10204|54890|55677|55706|129401|348995,EIF5A|HNRNPA2B1|SEC13|AAAS|NUP153|NUTF2|ALKBH5|IWS1|NDC1|NUP35|NUP43,-3.1,MyList
Reactome Gene Sets,6,R-HSA-4570464,SUMOylation of RNA binding proteins,,-4.9,9,7.1,30242,47,500,7,1.4,0.53,6396|6613|8086|9972|55706|129401|348995,SEC13|SUMO2|AAAS|NUP153|NDC1|NUP35|NUP43,-3.1,MyList
GO Biological Processes,19,GO:0070828,heterochromatin organization,19_GO:0009987 cellular process,-4.9,9,7.1,30242,47,500,7,1.4,0.53,1788|3065|8467|23411|53615|55051|63976,DNMT3A|HDAC1|SMARCA5|SIRT1|MBD3|NRDE2|PRDM16,-3.1,MyList
GO Biological Processes,19,GO:0016574,histone ubiquitination,19_GO:0008152 metabolic process,-4.9,9,7.1,30242,47,500,7,1.4,0.53,9320|9646|9810|10075|54623|79577|123169,TRIP12|CTR9|RNF40|HUWE1|PAF1|CDC73|LEO1,-3.1,MyList
GO Biological Processes,19,GO:0051571,positive regulation of histone H3-K4 methylation,19_GO:0048518 positive regulation of biological process,-4.9,16,8.4,30242,19,500,5,1,0.44,9646|11091|23168|55904|80349,CTR9|WDR5|RTF1|KMT2E|WDR61,-3.1,MyList
GO Biological Processes,19,GO:0006490,oligosaccharide-lipid intermediate biosynthetic process,19_GO:0008152 metabolic process,-4.9,16,8.4,30242,19,500,5,1,0.44,1798|57171|79947|199857|440138,DPAGT1|DOLPP1|DHDDS|ALG14|ALG11,-3.1,MyList
Canonical Pathways,11,M279,PID RB 1PATHWAY,,-4.9,7.4,6.7,30242,65,500,8,1.6,0.56,1050|1051|1052|3065|6046|6688|6872|23411,CEBPA|CEBPB|CEBPD|HDAC1|BRD2|SPI1|TAF1|SIRT1,-3.1,MyList
GO Biological Processes,19,GO:0048511,rhythmic process,19_GO:0048511 rhythmic process,-4.9,3.4,5.5,30242,299,500,17,3.4,0.81,1385|2113|2673|3065|3066|3397|5591|6421|6667|7157|9611|9967|10075|23411|23435|25942|83759,CREB1|ETS1|GFPT1|HDAC1|HDAC2|ID1|PRKDC|SFPQ|SP1|TP53|NCOR1|THRAP3|HUWE1|SIRT1|TARDBP|SIN3A|RBM4B,-3.1,MyList
Reactome Gene Sets,6,R-HSA-168255,Influenza Infection,,-4.9,4.7,5.9,30242,156,500,12,2.4,0.68,811|5431|5432|5901|6396|8086|9972|10898|55706|129401|200916|348995,CALR|POLR2B|POLR2C|RAN|SEC13|AAAS|NUP153|CPSF4|NDC1|NUP35|RPL22L1|NUP43,-3.1,MyList
Reactome Gene Sets,6,R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,,-4.9,11,7.6,30242,32,500,6,1.2,0.49,908|5202|6950|10575|10576|10694,CCT6A|PFDN2|TCP1|CCT4|CCT2|CCT8,-3,MyList
Reactome Gene Sets,6,R-HSA-6791312,TP53 Regulates Transcription of Cell Cycle Genes,,-4.9,8.8,7,30242,48,500,7,1.4,0.53,4850|5933|7157|9125|25904|55571|79733,CNOT4|RBL1|TP53|CNOT9|CNOT10|CNOT11|E2F8,-3,MyList
Reactome Gene Sets,6,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,,-4.9,8.8,7,30242,48,500,7,1.4,0.53,3065|3066|7090|8454|9611|26960|51564,HDAC1|HDAC2|TLE3|CUL1|NCOR1|NBEA|HDAC7,-3,MyList
GO Biological Processes,19,GO:0002262,myeloid cell homeostasis,19_GO:0002376 immune system process,-4.9,4.6,5.9,30242,158,500,12,2.4,0.68,1777|2113|3635|5142|5591|6647|6670|6688|8314|23774|55904|121260,DNASE2|ETS1|INPP5D|PDE4B|PRKDC|SOD1|SP3|SPI1|BAP1|BRD1|KMT2E|SLC15A4,-3,MyList
CORUM,33,CORUM:1401,MOF complex,,-4.8,24,9.5,30242,10,500,4,0.8,0.4,5929|6872|6878|11091,RBBP5|TAF1|TAF6|WDR5,-3,MyList
CORUM,33,CORUM:6247,BBS-chaperonin complex,,-4.8,24,9.5,30242,10,500,4,0.8,0.4,6950|10575|10576|10694,TCP1|CCT4|CCT2|CCT8,-3,MyList
CORUM,33,CORUM:743,SIN3-SAP25 complex,,-4.8,24,9.5,30242,10,500,4,0.8,0.4,3065|3066|25942|79595,HDAC1|HDAC2|SIN3A|SAP130,-3,MyList
CORUM,33,CORUM:2856,NuA4/Tip60 HAT complex,,-4.8,24,9.5,30242,10,500,4,0.8,0.4,86|54556|55929|80314,ACTL6A|ING3|DMAP1|EPC1,-3,MyList
CORUM,33,CORUM:799,DMAP1-associated complex,,-4.8,24,9.5,30242,10,500,4,0.8,0.4,86|6944|55929|80314,ACTL6A|VPS72|DMAP1|EPC1,-3,MyList
GO Biological Processes,19,GO:0006513,protein monoubiquitination,19_GO:0008152 metabolic process,-4.8,7.2,6.6,30242,67,500,8,1.6,0.56,8454|9646|9810|10075|54623|79577|90025|123169,CUL1|CTR9|RNF40|HUWE1|PAF1|CDC73|UBE3D|LEO1,-3,MyList
GO Biological Processes,19,GO:0070085,glycosylation,19_GO:0008152 metabolic process,-4.8,3.7,5.5,30242,243,500,15,3,0.76,1603|1650|1798|2673|4249|5373|6184|6185|29925|56886|57171|79947|127550|199857|440138,DAD1|DDOST|DPAGT1|GFPT1|MGAT5|PMM2|RPN1|RPN2|GMPPB|UGGT1|DOLPP1|DHDDS|A3GALT2|ALG14|ALG11,-3,MyList
GO Biological Processes,19,GO:0000082,G1/S transition of mitotic cell cycle,19_GO:0009987 cellular process,-4.8,4,5.6,30242,214,500,14,2.8,0.74,3373|5591|5933|7157|8454|10657|26058|51379|54617|55904|79577|91607|126520|138151,HYAL1|PRKDC|RBL1|TP53|CUL1|KHDRBS1|GIGYF2|CRLF3|INO80|KMT2E|CDC73|SLFN11|PLK5|NACC2,-3,MyList
GO Biological Processes,19,GO:2000278,regulation of DNA biosynthetic process,19_GO:0050789 regulation of biological process,-4.8,5.5,6.1,30242,110,500,10,2,0.63,908|3181|4221|6950|7157|10575|10576|10694|25849|167227,CCT6A|HNRNPA2B1|MEN1|TCP1|TP53|CCT4|CCT2|CCT8|PARM1|DCP2,-3,MyList
Reactome Gene Sets,6,R-HSA-180910,Vpr-mediated nuclear import of PICs,,-4.8,11,7.5,30242,33,500,6,1.2,0.49,6396|8086|9972|55706|129401|348995,SEC13|AAAS|NUP153|NDC1|NUP35|NUP43,-3,MyList
Reactome Gene Sets,6,R-HSA-9022692,Regulation of MECP2 expression and activity,,-4.8,11,7.5,30242,33,500,6,1.2,0.49,1385|2874|3065|3066|9611|25942,CREB1|GPS2|HDAC1|HDAC2|NCOR1|SIN3A,-3,MyList
GO Biological Processes,19,GO:0006448,regulation of translational elongation,19_GO:0050789 regulation of biological process,-4.8,15,8.2,30242,20,500,5,1,0.44,16|1802|1984|51611|120526,AARS1|DPH2|EIF5A|DPH5|DNAJC24,-3,MyList
Reactome Gene Sets,6,R-HSA-6804115,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,,-4.8,15,8.2,30242,20,500,5,1,0.44,4850|7157|9125|25904|55571,CNOT4|TP53|CNOT9|CNOT10|CNOT11,-3,MyList
GO Biological Processes,19,GO:0032386,regulation of intracellular transport,19_GO:0051179 localization,-4.8,3.2,5.3,30242,337,500,18,3.6,0.83,3684|3689|5901|5905|8086|8314|9972|10055|10075|10113|10204|10657|23435|55051|55677|55696|55929|85366,ITGAM|ITGB2|RAN|RANGAP1|AAAS|BAP1|NUP153|SAE1|HUWE1|PREB|NUTF2|KHDRBS1|TARDBP|NRDE2|IWS1|RBM22|DMAP1|MYLK2,-3,MyList
GO Biological Processes,19,GO:1903706,regulation of hemopoiesis,19_GO:0002376 immune system process,-4.8,3.1,5.3,30242,370,500,19,3.8,0.86,678|1051|1385|2113|3635|4850|5591|6647|6688|7189|9646|10766|11221|23774|54623|57095|79577|80349|123169,ZFP36L2|CEBPB|CREB1|ETS1|INPP5D|CNOT4|PRKDC|SOD1|SPI1|TRAF6|CTR9|TOB2|DUSP10|BRD1|PAF1|PITHD1|CDC73|WDR61|LEO1,-3,MyList
Reactome Gene Sets,6,R-HSA-5696398,Nucleotide Excision Repair,,-4.8,5.4,6.1,30242,111,500,10,2,0.63,86|4798|5431|5432|6613|10450|54617|54891|93973|283899,ACTL6A|NFRKB|POLR2B|POLR2C|SUMO2|PPIE|INO80|INO80D|ACTR8|INO80E,-3,MyList
GO Biological Processes,19,GO:0051972,regulation of telomerase activity,19_GO:0050789 regulation of biological process,-4.8,8.5,6.9,30242,50,500,7,1.4,0.53,3181|4221|6950|7157|10575|10576|25849,HNRNPA2B1|MEN1|TCP1|TP53|CCT4|CCT2|PARM1,-2.9,MyList
CORUM,33,CORUM:749,MeCP2-SIN3A-HDAC complex,,-4.8,45,12,30242,4,500,3,0.6,0.35,3065|3066|25942,HDAC1|HDAC2|SIN3A,-2.9,MyList
CORUM,33,CORUM:1399,WDR5-ASH2L-RBBP5-MLL2 complex,,-4.8,45,12,30242,4,500,3,0.6,0.35,5929|9070|11091,RBBP5|ASH2L|WDR5,-2.9,MyList
CORUM,33,CORUM:7291,EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex,,-4.8,45,12,30242,4,500,3,0.6,0.35,8890|8891|8893,EIF2B4|EIF2B3|EIF2B5,-2.9,MyList
CORUM,33,CORUM:6373,MiDAC complex,,-4.8,45,12,30242,4,500,3,0.6,0.35,3065|3066|116092,HDAC1|HDAC2|DNTTIP1,-2.9,MyList
CORUM,33,CORUM:6845,NIF1-ASH2L-RBBP5-WDR5 complex,,-4.8,45,12,30242,4,500,3,0.6,0.35,5929|9070|11091,RBBP5|ASH2L|WDR5,-2.9,MyList
CORUM,33,CORUM:7367,ASH2L-KDM6B-KDM6B-WDR5 complex,,-4.8,45,12,30242,4,500,3,0.6,0.35,5929|9070|11091,RBBP5|ASH2L|WDR5,-2.9,MyList
CORUM,33,CORUM:3044,SKI-NCOR1-SIN3A-HDAC1 complex,,-4.8,45,12,30242,4,500,3,0.6,0.35,3065|9611|25942,HDAC1|NCOR1|SIN3A,-2.9,MyList
CORUM,33,CORUM:6457,MLL1 core complex,,-4.8,45,12,30242,4,500,3,0.6,0.35,5929|9070|11091,RBBP5|ASH2L|WDR5,-2.9,MyList
CORUM,33,CORUM:6421,DNTTIP1-ZNF541-HDAC1-HDAC2 complex,,-4.8,45,12,30242,4,500,3,0.6,0.35,3065|3066|116092,HDAC1|HDAC2|DNTTIP1,-2.9,MyList
Reactome Gene Sets,6,R-HSA-159227,Transport of the SLBP independent Mature mRNA,,-4.7,11,7.3,30242,34,500,6,1.2,0.49,6396|8086|9972|55706|129401|348995,SEC13|AAAS|NUP153|NDC1|NUP35|NUP43,-2.9,MyList
GO Biological Processes,19,GO:0009303,rRNA transcription,19_GO:0008152 metabolic process,-4.7,11,7.3,30242,34,500,6,1.2,0.49,2972|2975|7157|9330|64768|112495,BRF1|GTF3C1|TP53|GTF3C3|IPPK|GTF3C6,-2.9,MyList
