Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
KEGG Pathway,24,hsa00970,Aminoacyl-tRNA biosynthesis,,-3.8,6,5.4,30242,71,500,7,1.4,0.53,16|833|2058|2193|3035|7407|51520,AARS1|CARS1|EPRS1|FARSA|HARS1|VARS1|LARS1,-2.1,MyList
Reactome Gene Sets,6,R-HSA-5619115,Disorders of transmembrane transporters,,-3.7,3.8,4.8,30242,176,500,11,2.2,0.66,5172|6396|6400|8086|9972|55706|55788|64240|129401|340024|348995,SLC26A4|SEC13|SEL1L|AAAS|NUP153|NDC1|LMBRD1|ABCG5|NUP35|SLC6A19|NUP43,-2.1,MyList
GO Biological Processes,19,GO:0008585,female gonad development,19_GO:0022414 reproductive process,-3.7,5.1,5.2,30242,95,500,8,1.6,0.56,1051|6647|6874|7543|8890|8893|23411|25976,CEBPB|SOD1|TAF4|ZFX|EIF2B4|EIF2B5|SIRT1|TIPARP,-2.1,MyList
GO Biological Processes,19,GO:0044839,cell cycle G2/M phase transition,19_GO:0009987 cellular process,-3.7,4.1,4.9,30242,148,500,10,2,0.63,6873|8883|10657|25942|25949|51343|65123|84142|116224|284001,TAF2|NAE1|KHDRBS1|SIN3A|SYF2|FZR1|INTS3|ABRAXAS1|PABIR1|CCDC57,-2.1,MyList
GO Biological Processes,19,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,19_GO:0008152 metabolic process,-3.7,13,6.8,30242,18,500,4,0.8,0.4,1798|57171|79947|199857,DPAGT1|DOLPP1|DHDDS|ALG14,-2.1,MyList
WikiPathways,27,WP4533,Transcription co-factors SKI and SKIL protein partners,,-3.7,13,6.8,30242,18,500,4,0.8,0.4,3065|3622|7004|25942,HDAC1|ING2|TEAD4|SIN3A,-2.1,MyList
Reactome Gene Sets,6,R-HSA-1169408,ISG15 antiviral mechanism,,-3.7,5.9,5.4,30242,72,500,7,1.4,0.53,6396|8086|9470|9972|55706|129401|348995,SEC13|AAAS|EIF4E2|NUP153|NDC1|NUP35|NUP43,-2.1,MyList
Reactome Gene Sets,6,R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,,-3.7,4.5,5,30242,121,500,9,1.8,0.59,3015|5431|5432|5929|9070|9125|9611|11091|23054,H2AZ1|POLR2B|POLR2C|RBBP5|ASH2L|CNOT9|NCOR1|WDR5|NCOA6,-2.1,MyList
Reactome Gene Sets,6,R-HSA-5619507,Activation of HOX genes during differentiation,,-3.7,4.5,5,30242,121,500,9,1.8,0.59,3015|5431|5432|5929|9070|9125|9611|11091|23054,H2AZ1|POLR2B|POLR2C|RBBP5|ASH2L|CNOT9|NCOR1|WDR5|NCOA6,-2.1,MyList
GO Biological Processes,19,GO:0032527,protein exit from endoplasmic reticulum,19_GO:0051179 localization,-3.7,7.1,5.7,30242,51,500,6,1.2,0.49,6396|6400|7184|10113|10952|84447,SEC13|SEL1L|HSP90B1|PREB|SEC61B|SYVN1,-2.1,MyList
GO Biological Processes,19,GO:0070303,negative regulation of stress-activated protein kinase signaling cascade,19_GO:0048519 negative regulation of biological process,-3.7,7.1,5.7,30242,51,500,6,1.2,0.49,2874|3476|4221|5478|9611|11221,GPS2|IGBP1|MEN1|PPIA|NCOR1|DUSP10,-2.1,MyList
GO Biological Processes,19,GO:0032873,negative regulation of stress-activated MAPK cascade,19_GO:0048519 negative regulation of biological process,-3.7,7.1,5.7,30242,51,500,6,1.2,0.49,2874|3476|4221|5478|9611|11221,GPS2|IGBP1|MEN1|PPIA|NCOR1|DUSP10,-2.1,MyList
WikiPathways,27,WP4149,White fat cell differentiation,,-3.7,9.2,6.1,30242,33,500,5,1,0.44,1050|1051|1052|1385|7090,CEBPA|CEBPB|CEBPD|CREB1|TLE3,-2.1,MyList
GO Biological Processes,19,GO:0034249,negative regulation of cellular amide metabolic process,19_GO:0048519 negative regulation of biological process,-3.7,3.1,4.5,30242,273,500,14,2.8,0.74,678|811|1656|2058|3609|9125|9470|9924|23435|25904|26058|51247|55571|167227,ZFP36L2|CALR|DDX6|EPRS1|ILF3|CNOT9|EIF4E2|PAN2|TARDBP|CNOT10|GIGYF2|PAIP2|CNOT11|DCP2,-2.1,MyList
WikiPathways,27,WP1982,Sterol regulatory element-binding proteins (SREBP) signaling,,-3.7,5.8,5.3,30242,73,500,7,1.4,0.53,1385|5571|6396|6667|7376|23411|51360,CREB1|PRKAG1|SEC13|SP1|NR1H2|SIRT1|MBTPS2,-2.1,MyList
Reactome Gene Sets,6,R-HSA-983169,Class I MHC mediated antigen processing & presentation,,-3.7,2.7,4.4,30242,377,500,17,3.4,0.81,811|2209|6396|8454|8773|9039|9320|10075|10393|10952|11146|23352|51343|55236|57154|80204|90025,CALR|FCGR1A|SEC13|CUL1|SNAP23|UBA3|TRIP12|HUWE1|ANAPC10|SEC61B|GLMN|UBR4|FZR1|UBA6|SMURF1|FBXO11|UBE3D,-2,MyList
GO Biological Processes,19,GO:0006399,tRNA metabolic process,19_GO:0008152 metabolic process,-3.7,3.7,4.7,30242,179,500,11,2.2,0.66,16|833|2058|2193|3035|7407|51493|51520|54974|63892|79897,AARS1|CARS1|EPRS1|FARSA|HARS1|VARS1|RTCB|LARS1|THG1L|THADA|RPP21,-2,MyList
Reactome Gene Sets,6,R-HSA-391251,Protein folding,,-3.7,5,5.1,30242,97,500,8,1.6,0.56,908|5082|5202|6950|7157|10575|10576|10694,CCT6A|PDCL|PFDN2|TCP1|TP53|CCT4|CCT2|CCT8,-2,MyList
Reactome Gene Sets,6,R-HSA-2980766,Nuclear Envelope Breakdown,,-3.7,7,5.6,30242,52,500,6,1.2,0.49,6396|8086|9972|55706|129401|348995,SEC13|AAAS|NUP153|NDC1|NUP35|NUP43,-2,MyList
GO Biological Processes,19,GO:0060147,regulation of posttranscriptional gene silencing,19_GO:0048519 negative regulation of biological process,-3.7,7,5.6,30242,52,500,6,1.2,0.49,1656|1994|7157|9470|9611|23369,DDX6|ELAVL1|TP53|EIF4E2|NCOR1|PUM2,-2,MyList
GO Biological Processes,19,GO:0031396,regulation of protein ubiquitination,19_GO:0050789 regulation of biological process,-3.7,3.5,4.6,30242,210,500,12,2.4,0.68,2874|5478|6872|7189|8312|9320|9646|9810|10075|10459|11146|51343,GPS2|PPIA|TAF1|TRAF6|AXIN1|TRIP12|CTR9|RNF40|HUWE1|MAD2L2|GLMN|FZR1,-2,MyList
KEGG Pathway,24,hsa04919,thyroid hormone signaling pathway,,-3.7,4.4,4.9,30242,123,500,9,1.8,0.59,476|488|3065|3066|6037|7157|9611|22883|25942,ATP1A1|ATP2A2|HDAC1|HDAC2|RNASE3|TP53|NCOR1|CLSTN1|SIN3A,-2,MyList
GO Biological Processes,19,GO:1903320,regulation of protein modification by small protein conjugation or removal,19_GO:0050789 regulation of biological process,-3.7,3.2,4.6,30242,242,500,13,2.6,0.71,2874|5478|6872|7189|8312|9320|9646|9810|10055|10075|10459|11146|51343,GPS2|PPIA|TAF1|TRAF6|AXIN1|TRIP12|CTR9|RNF40|SAE1|HUWE1|MAD2L2|GLMN|FZR1,-2,MyList
Reactome Gene Sets,6,R-HSA-1980143,Signaling by NOTCH1,,-3.6,5.7,5.3,30242,74,500,7,1.4,0.53,3065|3066|7090|8454|9611|26960|51564,HDAC1|HDAC2|TLE3|CUL1|NCOR1|NBEA|HDAC7,-2,MyList
GO Biological Processes,19,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,19_GO:0048519 negative regulation of biological process,-3.6,4.9,5.1,30242,98,500,8,1.6,0.56,3065|3622|5478|7009|8725|10525|23411|84447,HDAC1|ING2|PPIA|TMBIM6|URI1|HYOU1|SIRT1|SYVN1,-2,MyList
Reactome Gene Sets,6,R-HSA-5619102,SLC transporter disorders,,-3.6,4.9,5.1,30242,98,500,8,1.6,0.56,5172|6396|8086|9972|55706|129401|340024|348995,SLC26A4|SEC13|AAAS|NUP153|NDC1|NUP35|SLC6A19|NUP43,-2,MyList
GO Biological Processes,19,GO:0032212,positive regulation of telomere maintenance via telomerase,19_GO:0048518 positive regulation of biological process,-3.6,8.9,6,30242,34,500,5,1,0.44,908|6950|10575|10576|10694,CCT6A|TCP1|CCT4|CCT2|CCT8,-2,MyList
GO Biological Processes,19,GO:0090075,relaxation of muscle,19_GO:0032501 multicellular organismal process,-3.6,8.9,6,30242,34,500,5,1,0.44,476|488|3759|5142|6647,ATP1A1|ATP2A2|KCNJ2|PDE4B|SOD1,-2,MyList
Reactome Gene Sets,6,R-HSA-9707564,Cytoprotection by HMOX1,,-3.6,4.4,4.9,30242,124,500,9,1.8,0.59,1340|1345|1351|1353|8454|9611|23054|25942|51241,COX6B1|COX6C|COX8A|COX11|CUL1|NCOR1|NCOA6|SIN3A|COX16,-2,MyList
GO Biological Processes,19,GO:0009226,nucleotide-sugar biosynthetic process,19_GO:0008152 metabolic process,-3.6,13,6.6,30242,19,500,4,0.8,0.4,2673|5373|29925|64841,GFPT1|PMM2|GMPPB|GNPNAT1,-2,MyList
Reactome Gene Sets,6,R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,,-3.6,13,6.6,30242,19,500,4,0.8,0.4,1051|3726|8454|51530,CEBPB|JUNB|CUL1|ZC3HC1,-2,MyList
GO Biological Processes,19,GO:0001541,ovarian follicle development,19_GO:0022414 reproductive process,-3.6,6.8,5.5,30242,53,500,6,1.2,0.49,1051|6647|6874|7543|8890|8893,CEBPB|SOD1|TAF4|ZFX|EIF2B4|EIF2B5,-2,MyList
GO Biological Processes,19,GO:0043620,regulation of DNA-templated transcription in response to stress,19_GO:0050896 response to stimulus,-3.6,6.8,5.5,30242,53,500,6,1.2,0.49,1051|7009|7157|25942|51360|54617,CEBPB|TMBIM6|TP53|SIN3A|MBTPS2|INO80,-2,MyList
Reactome Gene Sets,6,R-HSA-194441,Metabolism of non-coding RNA,,-3.6,6.8,5.5,30242,53,500,6,1.2,0.49,6396|8086|9972|55706|129401|348995,SEC13|AAAS|NUP153|NDC1|NUP35|NUP43,-2,MyList
GO Biological Processes,19,GO:0032210,regulation of telomere maintenance via telomerase,19_GO:0050789 regulation of biological process,-3.6,6.8,5.5,30242,53,500,6,1.2,0.49,908|6950|10575|10576|10694|167227,CCT6A|TCP1|CCT4|CCT2|CCT8|DCP2,-2,MyList
GO Biological Processes,19,GO:0060966,regulation of gene silencing by RNA,19_GO:0048519 negative regulation of biological process,-3.6,6.8,5.5,30242,53,500,6,1.2,0.49,1656|1994|7157|9470|9611|23369,DDX6|ELAVL1|TP53|EIF4E2|NCOR1|PUM2,-2,MyList
Reactome Gene Sets,6,R-HSA-191859,snRNP Assembly,,-3.6,6.8,5.5,30242,53,500,6,1.2,0.49,6396|8086|9972|55706|129401|348995,SEC13|AAAS|NUP153|NDC1|NUP35|NUP43,-2,MyList
CORUM,33,CORUM:89,Exocyst Sec6/8 complex,,-3.6,23,8,30242,8,500,3,0.6,0.35,54536|55770|60412,EXOC6|EXOC2|EXOC4,-2,MyList
GO Biological Processes,19,GO:0017183,peptidyl-diphthamide biosynthetic process from peptidyl-histidine,19_GO:0050789 regulation of biological process,-3.6,23,8,30242,8,500,3,0.6,0.35,1802|51611|120526,DPH2|DPH5|DNAJC24,-2,MyList
Reactome Gene Sets,6,R-HSA-72731,Recycling of eIF2:GDP,,-3.6,23,8,30242,8,500,3,0.6,0.35,8890|8891|8893,EIF2B4|EIF2B3|EIF2B5,-2,MyList
Reactome Gene Sets,6,R-HSA-9022702,MECP2 regulates transcription of neuronal ligands,,-3.6,23,8,30242,8,500,3,0.6,0.35,1385|3065|25942,CREB1|HDAC1|SIN3A,-2,MyList
CORUM,33,CORUM:6167,Exocyst complex,,-3.6,23,8,30242,8,500,3,0.6,0.35,54536|55770|60412,EXOC6|EXOC2|EXOC4,-2,MyList
CORUM,33,CORUM:587,NuRD.1 complex,,-3.6,23,8,30242,8,500,3,0.6,0.35,3065|3066|53615,HDAC1|HDAC2|MBD3,-2,MyList
CORUM,33,CORUM:787,NuA4/Tip60-HAT complex B,,-3.6,23,8,30242,8,500,3,0.6,0.35,86|55929|80314,ACTL6A|DMAP1|EPC1,-2,MyList
GO Biological Processes,19,GO:0017182,peptidyl-diphthamide metabolic process,19_GO:0008152 metabolic process,-3.6,23,8,30242,8,500,3,0.6,0.35,1802|51611|120526,DPH2|DPH5|DNAJC24,-2,MyList
Reactome Gene Sets,6,R-HSA-5358493,Synthesis of diphthamide-EEF2,,-3.6,23,8,30242,8,500,3,0.6,0.35,1802|51611|120526,DPH2|DPH5|DNAJC24,-2,MyList
GO Biological Processes,19,GO:1900364,negative regulation of mRNA polyadenylation,19_GO:0048519 negative regulation of biological process,-3.6,23,8,30242,8,500,3,0.6,0.35,6829|9646|9810,SUPT5H|CTR9|RNF40,-2,MyList
Reactome Gene Sets,6,R-HSA-2995410,Nuclear Envelope (NE) Reassembly,,-3.6,5.6,5.2,30242,75,500,7,1.4,0.53,5901|5905|6396|55706|79643|129401|348995,RAN|RANGAP1|SEC13|NDC1|CHMP6|NUP35|NUP43,-2,MyList
GO Biological Processes,19,GO:0044728,DNA methylation or demethylation,19_GO:0008152 metabolic process,-3.6,4.8,5,30242,100,500,8,1.6,0.56,1788|6688|9219|53615|54784|55904|55929|359787,DNMT3A|SPI1|MTA2|MBD3|ALKBH4|KMT2E|DMAP1|DPPA3,-2,MyList
GO Biological Processes,19,GO:0046545,development of primary female sexual characteristics,19_GO:0022414 reproductive process,-3.6,4.8,5,30242,100,500,8,1.6,0.56,1051|6647|6874|7543|8890|8893|23411|25976,CEBPB|SOD1|TAF4|ZFX|EIF2B4|EIF2B5|SIRT1|TIPARP,-2,MyList
GO Biological Processes,19,GO:0001706,endoderm formation,19_GO:0032502 developmental process,-3.6,6.7,5.5,30242,54,500,6,1.2,0.49,3689|9646|23168|54623|79577|123169,ITGB2|CTR9|RTF1|PAF1|CDC73|LEO1,-2,MyList
GO Biological Processes,19,GO:0071897,DNA biosynthetic process,19_GO:0008152 metabolic process,-3.6,3.6,4.6,30242,184,500,11,2.2,0.66,908|3181|4221|6950|7157|10575|10576|10694|23411|25849|167227,CCT6A|HNRNPA2B1|MEN1|TCP1|TP53|CCT4|CCT2|CCT8|SIRT1|PARM1|DCP2,-2,MyList
GO Biological Processes,19,GO:0006306,DNA methylation,19_GO:0008152 metabolic process,-3.6,5.6,5.2,30242,76,500,7,1.4,0.53,1788|6688|9219|53615|55904|55929|359787,DNMT3A|SPI1|MTA2|MBD3|KMT2E|DMAP1|DPPA3,-2,MyList
GO Biological Processes,19,GO:0006305,DNA alkylation,19_GO:0008152 metabolic process,-3.6,5.6,5.2,30242,76,500,7,1.4,0.53,1788|6688|9219|53615|55904|55929|359787,DNMT3A|SPI1|MTA2|MBD3|KMT2E|DMAP1|DPPA3,-2,MyList
GO Biological Processes,19,GO:0043433,negative regulation of DNA-binding transcription factor activity,19_GO:0050789 regulation of biological process,-3.6,3.6,4.6,30242,185,500,11,2.2,0.66,3066|3397|4221|6688|6872|10459|23411|25855|29108|83860|222487,HDAC2|ID1|MEN1|SPI1|TAF1|MAD2L2|SIRT1|BRMS1|PYCARD|TAF3|ADGRG3,-2,MyList
GO Biological Processes,19,GO:0071396,cellular response to lipid,19_GO:0050896 response to stimulus,-3.6,2.3,4.1,30242,576,500,22,4.4,0.92,476|678|811|1051|1385|3015|3065|3066|5142|6688|6879|7189|8725|9125|9611|9646|23411|29108|54623|55128|55809|79577,ATP1A1|ZFP36L2|CALR|CEBPB|CREB1|H2AZ1|HDAC1|HDAC2|PDE4B|SPI1|TAF7|TRAF6|URI1|CNOT9|NCOR1|CTR9|SIRT1|PYCARD|PAF1|TRIM68|TRERF1|CDC73,-2,MyList
GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-3.5,2.3,4.1,30242,577,500,22,4.4,0.92,2874|3572|3635|3684|3689|5142|5591|6421|6688|7189|8890|8891|8893|10459|10621|10657|23308|23411|25942|29108|121260|123920,GPS2|IL6ST|INPP5D|ITGAM|ITGB2|PDE4B|PRKDC|SFPQ|SPI1|TRAF6|EIF2B4|EIF2B3|EIF2B5|MAD2L2|POLR3F|KHDRBS1|ICOSLG|SIRT1|SIN3A|PYCARD|SLC15A4|CMTM3,-1.9,MyList
GO Biological Processes,19,GO:0007492,endoderm development,19_GO:0032502 developmental process,-3.5,5.5,5.1,30242,77,500,7,1.4,0.53,3065|3689|9646|23168|54623|79577|123169,HDAC1|ITGB2|CTR9|RTF1|PAF1|CDC73|LEO1,-1.9,MyList
GO Biological Processes,19,GO:0006346,DNA methylation-dependent heterochromatin assembly,19_GO:0048519 negative regulation of biological process,-3.5,12,6.4,30242,20,500,4,0.8,0.4,1788|3065|23411|53615,DNMT3A|HDAC1|SIRT1|MBD3,-1.9,MyList
WikiPathways,27,WP391,Mitochondrial gene expression,,-3.5,12,6.4,30242,20,500,4,0.8,0.4,1385|2553|3054|6667,CREB1|GABPB1|HCFC1|SP1,-1.9,MyList
CORUM,33,CORUM:1332,Large Drosha complex,,-3.5,12,6.4,30242,20,500,4,0.8,0.4,1665|3609|9987|23435,DHX15|ILF3|HNRNPDL|TARDBP,-1.9,MyList
GO Biological Processes,19,GO:0043065,positive regulation of apoptotic process,19_GO:0048518 positive regulation of biological process,-3.5,2.4,4.1,30242,539,500,21,4.2,0.9,1385|1723|1984|3065|3635|3684|5591|6285|6421|6647|7157|8893|10181|23411|25855|29108|29948|54556|55749|96459|138151,CREB1|DHODH|EIF5A|HDAC1|INPP5D|ITGAM|PRKDC|S100B|SFPQ|SOD1|TP53|EIF2B5|RBM5|SIRT1|BRMS1|PYCARD|OSGIN1|ING3|CCAR1|FNIP1|NACC2,-1.9,MyList
GO Biological Processes,19,GO:1901137,carbohydrate derivative biosynthetic process,19_GO:0008152 metabolic process,-3.5,2.3,4.1,30242,618,500,23,4.6,0.94,1603|1650|1723|1737|1798|2673|3373|4249|5373|6184|6185|7371|29925|51727|56886|57171|64841|79690|79947|80347|127550|199857|440138,DAD1|DDOST|DHODH|DLAT|DPAGT1|GFPT1|HYAL1|MGAT5|PMM2|RPN1|RPN2|UCK2|GMPPB|CMPK1|UGGT1|DOLPP1|GNPNAT1|GAL3ST4|DHDDS|COASY|A3GALT2|ALG14|ALG11,-1.9,MyList
GO Biological Processes,19,GO:0033044,regulation of chromosome organization,19_GO:0050789 regulation of biological process,-3.5,3.6,4.5,30242,187,500,11,2.2,0.66,908|3181|6421|6950|9184|10459|10575|10576|10694|51548|167227,CCT6A|HNRNPA2B1|SFPQ|TCP1|BUB3|MAD2L2|CCT4|CCT2|CCT8|SIRT6|DCP2,-1.9,MyList
GO Biological Processes,19,GO:0009100,glycoprotein metabolic process,19_GO:0008152 metabolic process,-3.5,2.6,4.2,30242,390,500,17,3.4,0.81,1603|1650|1798|2673|3373|4249|5373|6184|6185|29925|56886|57171|79690|79947|84447|199857|440138,DAD1|DDOST|DPAGT1|GFPT1|HYAL1|MGAT5|PMM2|RPN1|RPN2|GMPPB|UGGT1|DOLPP1|GAL3ST4|DHDDS|SYVN1|ALG14|ALG11,-1.9,MyList
GO Biological Processes,19,GO:1901983,regulation of protein acetylation,19_GO:0050789 regulation of biological process,-3.5,5.4,5.1,30242,78,500,7,1.4,0.53,3065|3066|6688|6879|23411|25942|55677,HDAC1|HDAC2|SPI1|TAF7|SIRT1|SIN3A|IWS1,-1.9,MyList
KEGG Pathway,24,ko04260,Cardiac muscle contraction,,-3.5,5.4,5.1,30242,78,500,7,1.4,0.53,476|488|1340|1345|1351|7170|125965,ATP1A1|ATP2A2|COX6B1|COX6C|COX8A|TPM3|COX6B2,-1.9,MyList
GO Biological Processes,19,GO:0098781,ncRNA transcription,19_GO:0008152 metabolic process,-3.5,6.5,5.3,30242,56,500,6,1.2,0.49,2972|2975|7157|9330|64768|112495,BRF1|GTF3C1|TP53|GTF3C3|IPPK|GTF3C6,-1.9,MyList
GO Biological Processes,19,GO:0006414,translational elongation,19_GO:0008152 metabolic process,-3.5,6.5,5.3,30242,56,500,6,1.2,0.49,16|1802|1937|1984|51611|120526,AARS1|DPH2|EEF1G|EIF5A|DPH5|DNAJC24,-1.9,MyList
GO Biological Processes,19,GO:0009101,glycoprotein biosynthetic process,19_GO:0008152 metabolic process,-3.5,2.8,4.3,30242,320,500,15,3,0.76,1603|1650|1798|2673|4249|5373|6184|6185|29925|56886|57171|79690|79947|199857|440138,DAD1|DDOST|DPAGT1|GFPT1|MGAT5|PMM2|RPN1|RPN2|GMPPB|UGGT1|DOLPP1|GAL3ST4|DHDDS|ALG14|ALG11,-1.9,MyList
Reactome Gene Sets,6,R-HSA-162909,Host Interactions of HIV factors,,-3.5,4.2,4.7,30242,130,500,9,1.8,0.59,5478|5901|5905|6396|8086|9972|55706|129401|348995,PPIA|RAN|RANGAP1|SEC13|AAAS|NUP153|NDC1|NUP35|NUP43,-1.9,MyList
GO Biological Processes,19,GO:2001233,regulation of apoptotic signaling pathway,19_GO:0023052 signaling,-3.5,2.7,4.2,30242,356,500,16,3.2,0.79,1984|3065|3622|4335|5478|6421|6647|7009|7157|8725|10525|23411|29108|51530|84447|138151,EIF5A|HDAC1|ING2|MNT|PPIA|SFPQ|SOD1|TMBIM6|TP53|URI1|HYOU1|SIRT1|PYCARD|ZC3HC1|SYVN1|NACC2,-1.9,MyList
WikiPathways,27,WP3414,Initiation of transcription and translation elongation at the HIV-1 LTR,,-3.5,8.2,5.7,30242,37,500,5,1,0.44,3065|3066|6667|6829|51564,HDAC1|HDAC2|SP1|SUPT5H|HDAC7,-1.9,MyList
GO Biological Processes,19,GO:0000723,telomere maintenance,19_GO:0008152 metabolic process,-3.5,4.2,4.7,30242,131,500,9,1.8,0.59,908|3181|5591|6950|10575|10576|10694|51548|167227,CCT6A|HNRNPA2B1|PRKDC|TCP1|CCT4|CCT2|CCT8|SIRT6|DCP2,-1.9,MyList
Reactome Gene Sets,6,R-HSA-9711123,Cellular response to chemical stress,,-3.5,3.8,4.6,30242,160,500,10,2,0.63,1340|1345|1351|1353|6647|8454|9611|23054|25942|51241,COX6B1|COX6C|COX8A|COX11|SOD1|CUL1|NCOR1|NCOA6|SIN3A|COX16,-1.9,MyList
GO Biological Processes,19,GO:0090316,positive regulation of intracellular protein transport,19_GO:0048518 positive regulation of biological process,-3.5,3.8,4.6,30242,160,500,10,2,0.63,3684|3689|5901|8314|10055|10075|10204|23435|55696|55929,ITGAM|ITGB2|RAN|BAP1|SAE1|HUWE1|NUTF2|TARDBP|RBM22|DMAP1,-1.9,MyList
CORUM,33,CORUM:646,HDAC1-associated protein complex,,-3.5,20,7.5,30242,9,500,3,0.6,0.35,3065|9219|53615,HDAC1|MTA2|MBD3,-1.9,MyList
CORUM,33,CORUM:7216,CCR4-NOT-CNOT8-CNOT6L complex,,-3.5,20,7.5,30242,9,500,3,0.6,0.35,9125|25904|55571,CNOT9|CNOT10|CNOT11,-1.9,MyList
CORUM,33,CORUM:7215,CCR4-NOT-CNOT8-CNOT6 complex,,-3.5,20,7.5,30242,9,500,3,0.6,0.35,9125|25904|55571,CNOT9|CNOT10|CNOT11,-1.9,MyList
CORUM,33,CORUM:1114,5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex,,-3.5,20,7.5,30242,9,500,3,0.6,0.35,2972|2975|9330,BRF1|GTF3C1|GTF3C3,-1.9,MyList
CORUM,33,CORUM:6765,CCR4-NOT complex,,-3.5,20,7.5,30242,9,500,3,0.6,0.35,9125|25904|55571,CNOT9|CNOT10|CNOT11,-1.9,MyList
CORUM,33,CORUM:7214,CCR4-NOT-CNOT7-CNOT6L complex,,-3.5,20,7.5,30242,9,500,3,0.6,0.35,9125|25904|55571,CNOT9|CNOT10|CNOT11,-1.9,MyList
CORUM,33,CORUM:781,URI complex (Unconventional prefoldin RPB5 Interactor),,-3.5,20,7.5,30242,9,500,3,0.6,0.35,5202|8454|8725,PFDN2|CUL1|URI1,-1.9,MyList
CORUM,33,CORUM:7192,CCR4-NOT-CNOT7-CNOT6 complex,,-3.5,20,7.5,30242,9,500,3,0.6,0.35,9125|25904|55571,CNOT9|CNOT10|CNOT11,-1.9,MyList
CORUM,33,CORUM:649,HDAC1-associated core complex cII,,-3.5,20,7.5,30242,9,500,3,0.6,0.35,3065|9219|53615,HDAC1|MTA2|MBD3,-1.9,MyList
GO Biological Processes,19,GO:0031441,negative regulation of mRNA 3'-end processing,19_GO:0048519 negative regulation of biological process,-3.5,20,7.5,30242,9,500,3,0.6,0.35,6829|9646|9810,SUPT5H|CTR9|RNF40,-1.9,MyList
Reactome Gene Sets,6,R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,,-3.4,5.3,5,30242,80,500,7,1.4,0.53,6396|8086|9470|9972|55706|129401|348995,SEC13|AAAS|EIF4E2|NUP153|NDC1|NUP35|NUP43,-1.9,MyList
GO Biological Processes,19,GO:0030162,regulation of proteolysis,19_GO:0050789 regulation of biological process,-3.4,2.1,3.9,30242,752,500,26,5.2,0.99,1050|3065|3066|3336|3476|6590|6613|6872|7157|7376|8078|8312|9810|11011|11146|23411|29108|51343|51377|51548|57095|57154|93650|96459|116224|256394,CEBPA|HDAC1|HDAC2|HSPE1|IGBP1|SLPI|SUMO2|TAF1|TP53|NR1H2|USP5|AXIN1|RNF40|TLK2|GLMN|SIRT1|PYCARD|FZR1|UCHL5|SIRT6|PITHD1|SMURF1|ACP4|FNIP1|PABIR1|SERPINA11,-1.8,MyList
Reactome Gene Sets,6,R-HSA-5250913,Positive epigenetic regulation of rRNA expression,,-3.4,4.6,4.8,30242,106,500,8,1.6,0.56,3015|3065|3066|7913|8467|9219|53615|57459,H2AZ1|HDAC1|HDAC2|DEK|SMARCA5|MTA2|MBD3|GATAD2B,-1.8,MyList
GO Biological Processes,19,GO:0001824,blastocyst development,19_GO:0032502 developmental process,-3.4,4.6,4.8,30242,106,500,8,1.6,0.56,86|1603|3726|6670|9646|23168|123920|129685,ACTL6A|DAD1|JUNB|SP3|CTR9|RTF1|CMTM3|TAF8,-1.8,MyList
GO Biological Processes,19,GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway,19_GO:0048519 negative regulation of biological process,-3.4,8,5.6,30242,38,500,5,1,0.44,811|3065|9125|9611|23411,CALR|HDAC1|CNOT9|NCOR1|SIRT1,-1.8,MyList
Reactome Gene Sets,6,R-HSA-72187,mRNA 3'-end processing,,-3.4,6.3,5.2,30242,58,500,6,1.2,0.49,1477|1479|10898|29894|55339|81608,CSTF1|CSTF3|CPSF4|CPSF1|WDR33|FIP1L1,-1.8,MyList
GO Biological Processes,19,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,19_GO:0048518 positive regulation of biological process,-3.4,6.3,5.2,30242,58,500,6,1.2,0.49,1984|6421|6647|7157|23411|138151,EIF5A|SFPQ|SOD1|TP53|SIRT1|NACC2,-1.8,MyList
GO Biological Processes,19,GO:0044403,biological process involved in symbiotic interaction,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.4,2.9,4.2,30242,291,500,14,2.8,0.74,1072|3065|5478|6667|6882|6950|9213|9972|23435|55128|55770|81603|81607|117159,CFL1|HDAC1|PPIA|SP1|TAF11|TCP1|XPR1|NUP153|TARDBP|TRIM68|EXOC2|TRIM8|NECTIN4|DCD,-1.8,MyList
GO Biological Processes,19,GO:0010833,telomere maintenance via telomere lengthening,19_GO:0008152 metabolic process,-3.4,5.2,4.9,30242,81,500,7,1.4,0.53,908|3181|6950|10575|10576|10694|167227,CCT6A|HNRNPA2B1|TCP1|CCT4|CCT2|CCT8|DCP2,-1.8,MyList
