_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-3.6,R-HSA-9022702,MECP2 regulates transcription of neuronal ligands,M1,1,0
1,-2.6,GO:0120161,regulation of cold-induced thermogenesis,M1,1,0
1,-3.6,GO:0032212,positive regulation of telomere maintenance via telomerase,M1,1,0
1,-2.2,GO:0002694,regulation of leukocyte activation,M1,1,0
1,-2.4,GO:0045862,positive regulation of proteolysis,M1,1,0
1,-4.5,GO:0043413,macromolecule glycosylation,M1,1,0
1,-3,GO:0090398,cellular senescence,M1,1,0
1,-3,GO:0060765,regulation of androgen receptor signaling pathway,M1,1,0
1,-2.3,GO:0030316,osteoclast differentiation,M1,1,0
1,-2.1,R-HSA-167152,Formation of HIV elongation complex in the absence of HIV Tat,M1,1,0
1,-5.3,R-HSA-76061,RNA Polymerase III Transcription Initiation From Type 1 Promoter,M1,1,0
1,-2.3,WP3657,Hematopoietic stem cell gene regulation by GABP alpha/beta complex,M1,1,0
1,-6.8,GO:0019941,modification-dependent protein catabolic process,M1,1,0
1,-8.3,R-HSA-112382,Formation of RNA Pol II elongation complex,M1,1,0
1,-17,R-HSA-674695,RNA Polymerase II Pre-transcription Events,M1,1,0
1,-4.5,GO:0046700,heterocycle catabolic process,M1,1,0
1,-2.3,GO:0071356,cellular response to tumor necrosis factor,M1,1,0
1,-3.5,R-HSA-162909,Host Interactions of HIV factors,M1,1,0
1,-2.2,R-HSA-2559583,Cellular Senescence,M1,1,0
1,-2.6,R-HSA-2644602,Signaling by NOTCH1 PEST Domain Mutants in Cancer,M1,1,0
1,-3.8,R-HSA-3214815,HDACs deacetylate histones,M1,1,0
1,-2.6,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,M1,1,0
1,-2.9,GO:0030970,"retrograde protein transport, ER to cytosol",M1,1,0
1,-3.3,GO:0006222,UMP biosynthetic process,M1,1,0
1,-3.4,GO:0010833,telomere maintenance via telomere lengthening,M1,1,0
1,-2.9,GO:1902175,regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,M1,1,0
1,-9.7,R-HSA-167172,Transcription of the HIV genome,M1,1,0
1,-5.8,GO:0007093,mitotic cell cycle checkpoint signaling,M1,1,0
1,-5.6,WP4521,Glycosylation and related congenital defects,M1,1,0
1,-2.1,GO:0032469,endoplasmic reticulum calcium ion homeostasis,M1,1,0
1,-3.3,GO:0042307,positive regulation of protein import into nucleus,M1,1,0
1,-2.5,GO:0015693,magnesium ion transport,M1,1,0
1,-2.6,GO:0050729,positive regulation of inflammatory response,M1,1,0
1,-9.7,GO:0018393,internal peptidyl-lysine acetylation,M1,1,0
1,-2.2,R-HSA-167242,Abortive elongation of HIV-1 transcript in the absence of Tat,M1,1,0
1,-5.9,R-HSA-212165,Epigenetic regulation of gene expression,M1,1,0
1,-3,GO:0007004,telomere maintenance via telomerase,M1,1,0
1,-5.5,CORUM:528,NuA4/Tip60-HAT complex,M1,1,0
1,-8,GO:1901987,regulation of cell cycle phase transition,M1,1,0
1,-11,GO:0018394,peptidyl-lysine acetylation,M1,1,0
1,-5.4,R-HSA-381119,Unfolded Protein Response (UPR),M1,1,0
1,-2.4,hsa04213,Longevity regulating pathway - multiple species,M1,1,0
1,-2.7,GO:0051348,negative regulation of transferase activity,M1,1,0
1,-5,GO:0031057,negative regulation of histone modification,M1,1,0
1,-4.1,CORUM:886,MTA1 complex,M1,1,0
1,-2.6,R-HSA-532668,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,M1,1,0
1,-2.1,GO:0001659,temperature homeostasis,M1,1,0
1,-3.5,R-HSA-9711123,Cellular response to chemical stress,M1,1,0
1,-4.2,GO:0009792,embryo development ending in birth or egg hatching,M1,1,0
1,-2.2,GO:0033673,negative regulation of kinase activity,M1,1,0
1,-2,R-HSA-264876,Insulin processing,M1,1,0
1,-4.8,R-HSA-6804115,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,M1,1,0
1,-5.7,ko05202,Transcriptional misregulation in cancer,M1,1,0
1,-5.1,CORUM:592,SAP complex (Sin3-associated protein complex),M1,1,0
1,-4.7,R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,M1,1,0
1,-3.8,CORUM:632,Anti-HDAC2 complex,M1,1,0
1,-2.2,GO:0032928,regulation of superoxide anion generation,M1,1,0
1,-6.3,CORUM:778,LARC complex (LCR-associated remodeling complex),M1,1,0
1,-2.4,GO:0043966,histone H3 acetylation,M1,1,0
1,-2.2,GO:0046328,regulation of JNK cascade,M1,1,0
1,-4.1,GO:0090241,negative regulation of histone H4 acetylation,M1,1,0
1,-8.6,ko03022,Basal transcription factors,M1,1,0
1,-7.1,GO:0098732,macromolecule deacylation,M1,1,0
1,-2.5,GO:0001890,placenta development,M1,1,0
1,-4.4,GO:0051301,cell division,M1,1,0
1,-3.3,R-HSA-5620922,BBSome-mediated cargo-targeting to cilium,M1,1,0
1,-5.3,R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,M1,1,0
1,-11,R-HSA-162906,HIV Infection,M1,1,0
1,-4.2,hsa_M00055,N-glycan precursor biosynthesis,M1,1,0
1,-2.2,GO:0036230,granulocyte activation,M1,1,0
1,-4.5,GO:0044270,cellular nitrogen compound catabolic process,M1,1,0
1,-4.5,R-HSA-5696394,DNA Damage Recognition in GG-NER,M1,1,0
1,-3,R-HSA-350054,Notch-HLH transcription pathway,M1,1,0
1,-4.4,CORUM:41,Mi-2/NuRD-MTA3 complex,M1,1,0
1,-2.9,GO:0051090,regulation of DNA-binding transcription factor activity,M1,1,0
1,-4.4,R-HSA-157118,Signaling by NOTCH,M1,1,0
1,-4,GO:0070198,"protein localization to chromosome, telomeric region",M1,1,0
1,-2.5,GO:0002237,response to molecule of bacterial origin,M1,1,0
1,-3.8,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,M1,1,0
1,-4.8,GO:0051972,regulation of telomerase activity,M1,1,0
1,-4.7,R-HSA-5620920,Cargo trafficking to the periciliary membrane,M1,1,0
1,-4.6,GO:0032206,positive regulation of telomere maintenance,M1,1,0
1,-4.3,GO:0070199,establishment of protein localization to chromosome,M1,1,0
1,-2.8,ko03020,RNA polymerase,M1,1,0
1,-5.3,GO:0031440,regulation of mRNA 3'-end processing,M1,1,0
1,-2.8,GO:2000637,positive regulation of gene silencing by miRNA,M1,1,0
1,-3.6,GO:0044728,DNA methylation or demethylation,M1,1,0
1,-7.5,GO:0030099,myeloid cell differentiation,M1,1,0
1,-4.5,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,M1,1,0
1,-3.1,GO:0006903,vesicle targeting,M1,1,0
1,-2.7,GO:0050685,positive regulation of mRNA processing,M1,1,0
1,-2.4,GO:0071560,cellular response to transforming growth factor beta stimulus,M1,1,0
1,-2.4,GO:1904589,regulation of protein import,M1,1,0
1,-11,R-HSA-5633007,Regulation of TP53 Activity,M1,1,0
1,-3,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",M1,1,0
1,-2.8,GO:0060766,negative regulation of androgen receptor signaling pathway,M1,1,0
1,-6.2,GO:0031400,negative regulation of protein modification process,M1,1,0
1,-2.6,GO:0001892,embryonic placenta development,M1,1,0
1,-5.4,GO:1903829,positive regulation of cellular protein localization,M1,1,0
1,-3.6,R-HSA-1980143,Signaling by NOTCH1,M1,1,0
1,-3.8,GO:0060964,regulation of gene silencing by miRNA,M1,1,0
1,-2.1,GO:0009416,response to light stimulus,M1,1,0
1,-2.1,GO:0051098,regulation of binding,M1,1,0
1,-3.7,R-HSA-2980766,Nuclear Envelope Breakdown,M1,1,0
1,-3.8,GO:0006402,mRNA catabolic process,M1,1,0
1,-5.3,R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,M1,1,0
1,-2.3,GO:0071482,cellular response to light stimulus,M1,1,0
1,-4.8,CORUM:1399,WDR5-ASH2L-RBBP5-MLL2 complex,M1,1,0
1,-2.3,GO:0045444,fat cell differentiation,M1,1,0
1,-3.6,GO:0046545,development of primary female sexual characteristics,M1,1,0
1,-5.8,GO:0018023,peptidyl-lysine trimethylation,M1,1,0
1,-6.2,GO:0016032,viral process,M1,1,0
1,-2.1,GO:0045685,regulation of glial cell differentiation,M1,1,0
1,-3.3,GO:0016049,cell growth,M1,1,0
1,-4.1,GO:0032239,regulation of nucleobase-containing compound transport,M1,1,0
1,-4.8,GO:0006513,protein monoubiquitination,M1,1,0
1,-3.3,GO:0009174,pyrimidine ribonucleoside monophosphate biosynthetic process,M1,1,0
1,-6.1,GO:1902806,regulation of cell cycle G1/S phase transition,M1,1,0
1,-6.5,R-HSA-390450,Folding of actin by CCT/TriC,M1,1,0
1,-5.3,GO:0070200,establishment of protein localization to telomere,M1,1,0
1,-5.1,GO:0080182,histone H3-K4 trimethylation,M1,1,0
1,-3.6,R-HSA-5619102,SLC transporter disorders,M1,1,0
1,-2.7,GO:0002833,positive regulation of response to biotic stimulus,M1,1,0
1,-7.8,GO:0006476,protein deacetylation,M1,1,0
1,-4.7,GO:0031349,positive regulation of defense response,M1,1,0
1,-3,GO:0050852,T cell receptor signaling pathway,M1,1,0
1,-2.8,WP236,Adipogenesis,M1,1,0
1,-3.2,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,M1,1,0
1,-6.3,GO:0090670,RNA localization to Cajal body,M1,1,0
1,-14,R-HSA-3700989,Transcriptional Regulation by TP53,M1,1,0
1,-5.7,GO:0070897,transcription preinitiation complex assembly,M1,1,0
1,-5.4,R-HSA-168276,NS1 Mediated Effects on Host Pathways,M1,1,0
1,-4,GO:0070201,regulation of establishment of protein localization,M1,1,0
1,-3.4,R-HSA-168273,Influenza Viral RNA Transcription and Replication,M1,1,0
1,-2.7,R-HSA-913531,Interferon Signaling,M1,1,0
1,-2.3,GO:0006450,regulation of translational fidelity,M1,1,0
1,-2.2,GO:0036003,positive regulation of transcription from RNA polymerase II promoter in response to stress,M1,1,0
1,-3.1,GO:0006379,mRNA cleavage,M1,1,0
1,-5.1,hsa05202,Transcriptional misregulation in cancer,M1,1,0
1,-6.5,GO:1904872,regulation of telomerase RNA localization to Cajal body,M1,1,0
1,-15,R-HSA-3247509,Chromatin modifying enzymes,M1,1,0
1,-8.4,CORUM:6469,Set1A complex,M1,1,0
1,-5.6,WP411,mRNA processing,M1,1,0
1,-3.8,CORUM:1400,ASCOM complex,M1,1,0
1,-2.4,GO:0009615,response to virus,M1,1,0
1,-3.1,GO:0031347,regulation of defense response,M1,1,0
1,-5.5,hsa04120,Ubiquitin mediated proteolysis,M1,1,0
1,-15,R-HSA-4839726,Chromatin organization,M1,1,0
1,-3.7,GO:0032527,protein exit from endoplasmic reticulum,M1,1,0
1,-4.5,GO:0046831,regulation of RNA export from nucleus,M1,1,0
1,-2.7,GO:0048608,reproductive structure development,M1,1,0
1,-4.5,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,M1,1,0
1,-3.6,GO:0001706,endoderm formation,M1,1,0
1,-2.3,GO:0006359,regulation of transcription by RNA polymerase III,M1,1,0
1,-2.8,GO:0045089,positive regulation of innate immune response,M1,1,0
1,-2.6,R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,M1,1,0
1,-4.5,GO:0002182,cytoplasmic translational elongation,M1,1,0
1,-3.6,CORUM:587,NuRD.1 complex,M1,1,0
1,-3.6,CORUM:6167,Exocyst complex,M1,1,0
1,-2.4,R-HSA-3232118,SUMOylation of transcription factors,M1,1,0
1,-4.8,GO:0006448,regulation of translational elongation,M1,1,0
1,-5.7,CORUM:2857,NuA4/Tip60 HAT complex,M1,1,0
1,-4.1,CORUM:714,BRM-SIN3A complex,M1,1,0
1,-2.3,GO:1903321,negative regulation of protein modification by small protein conjugation or removal,M1,1,0
1,-2.3,GO:0001819,positive regulation of cytokine production,M1,1,0
1,-26,GO:0016570,histone modification,M1,1,0
1,-3.9,R-HSA-390466,Chaperonin-mediated protein folding,M1,1,0
1,-3.6,GO:0060966,regulation of gene silencing by RNA,M1,1,0
1,-2.7,GO:1902235,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,M1,1,0
1,-8.8,CORUM:155,TFIID complex,M1,1,0
1,-6.3,WP4949,16p11.2 proximal deletion syndrome,M1,1,0
1,-7.9,GO:0006338,chromatin remodeling,M1,1,0
1,-2.6,R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants,M1,1,0
1,-3.2,R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,M1,1,0
1,-3.1,R-HSA-901042,Calnexin/calreticulin cycle,M1,1,0
1,-3,hsa05221,Acute myeloid leukemia,M1,1,0
1,-4.3,GO:0045936,negative regulation of phosphate metabolic process,M1,1,0
1,-3.6,GO:0017183,peptidyl-diphthamide biosynthetic process from peptidyl-histidine,M1,1,0
1,-2,R-HSA-3781865,Diseases of glycosylation,M1,1,0
1,-8.7,GO:0034248,regulation of cellular amide metabolic process,M1,1,0
1,-4.9,GO:0048511,rhythmic process,M1,1,0
1,-4,WP3651,Pathways affected in adenoid cystic carcinoma,M1,1,0
1,-3.2,GO:0001558,regulation of cell growth,M1,1,0
1,-6.3,GO:0051603,proteolysis involved in cellular protein catabolic process,M1,1,0
1,-6.2,R-HSA-446193,"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",M1,1,0
1,-2.4,R-HSA-8853884,Transcriptional Regulation by VENTX,M1,1,0
1,-9.6,GO:0006475,internal protein amino acid acetylation,M1,1,0
1,-5.9,GO:0008380,RNA splicing,M1,1,0
1,-5.3,CORUM:445,TFTC complex (TATA-binding protein-free TAF-II-containing complex),M1,1,0
1,-3.5,GO:0007492,endoderm development,M1,1,0
1,-3.6,GO:0043433,negative regulation of DNA-binding transcription factor activity,M1,1,0
1,-5.5,WP3584,MECP2 and associated Rett syndrome,M1,1,0
1,-3.6,R-HSA-9707564,Cytoprotection by HMOX1,M1,1,0
1,-6.3,GO:0070203,regulation of establishment of protein localization to telomere,M1,1,0
1,-2,GO:0035459,vesicle cargo loading,M1,1,0
1,-3.1,R-HSA-381033,ATF6 (ATF6-alpha) activates chaperones,M1,1,0
1,-6.1,GO:1903405,protein localization to nuclear body,M1,1,0
1,-5.1,ko04110,Cell cycle,M1,1,0
1,-2.8,GO:0045639,positive regulation of myeloid cell differentiation,M1,1,0
1,-3.8,GO:1990144,intrinsic apoptotic signaling pathway in response to hypoxia,M1,1,0
1,-2.4,GO:0007339,binding of sperm to zona pellucida,M1,1,0
1,-4,R-HSA-9694548,Maturation of spike protein,M1,1,0
1,-3.9,GO:0035067,negative regulation of histone acetylation,M1,1,0
1,-3.5,CORUM:649,HDAC1-associated core complex cII,M1,1,0
1,-2.6,GO:0106106,cold-induced thermogenesis,M1,1,0
1,-2.1,WP4754,IL-18 signaling pathway,M1,1,0
1,-6.9,CORUM:282,SNF2h-cohesin-NuRD complex,M1,1,0
1,-12,CORUM:492,DA complex,M1,1,0
1,-6.7,CORUM:470,TFTC complex (TATA-binding protein-free TAF-II-containing complex),M1,1,0
1,-4.2,R-HSA-9005895,Pervasive developmental disorders,M1,1,0
1,-3.9,R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,M1,1,0
1,-3.5,GO:0009101,glycoprotein biosynthetic process,M1,1,0
1,-2.9,GO:0043312,neutrophil degranulation,M1,1,0
1,-4.8,CORUM:1401,MOF complex,M1,1,0
1,-2.8,GO:0035196,production of miRNAs involved in gene silencing by miRNA,M1,1,0
1,-9.9,GO:0016573,histone acetylation,M1,1,0
1,-7.2,R-HSA-165054,Rev-mediated nuclear export of HIV RNA,M1,1,0
1,-6.9,CORUM:529,NuA4/Tip60-HAT complex,M1,1,0
1,-3.1,CORUM:1153,Integrator complex,M1,1,0
1,-8.8,GO:0006417,regulation of translation,M1,1,0
1,-2.3,hsa03015,mRNA surveillance pathway,M1,1,0
1,-2,R-HSA-1912422,Pre-NOTCH Expression and Processing,M1,1,0
1,-5.6,R-HSA-9679506,SARS-CoV Infections,M1,1,0
1,-2.7,WP3286,Copper homeostasis,M1,1,0
1,-6.5,GO:0031062,positive regulation of histone methylation,M1,1,0
1,-5.4,R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation,M1,1,0
1,-2.9,GO:0050873,brown fat cell differentiation,M1,1,0
1,-2.1,GO:0048589,developmental growth,M1,1,0
1,-3.1,R-HSA-73856,RNA Polymerase II Transcription Termination,M1,1,0
1,-2.6,GO:0086004,regulation of cardiac muscle cell contraction,M1,1,0
1,-3.8,GO:0030522,intracellular receptor signaling pathway,M1,1,0
1,-3.2,GO:1904591,positive regulation of protein import,M1,1,0
1,-6.7,GO:1900182,positive regulation of protein localization to nucleus,M1,1,0
1,-3,M183,PID IL6 7 PATHWAY,M1,1,0
1,-4.1,GO:0045346,regulation of MHC class II biosynthetic process,M1,1,0
1,-5.7,hsa03013,RNA transport,M1,1,0
1,-5,GO:0006606,protein import into nucleus,M1,1,0
1,-4.2,R-HSA-6798695,Neutrophil degranulation,M1,1,0
1,-2.3,GO:0046931,pore complex assembly,M1,1,0
1,-2.1,WP2895,Differentiation of white and brown adipocyte,M1,1,0
1,-7.2,GO:0007346,regulation of mitotic cell cycle,M1,1,0
1,-2.3,GO:0001933,negative regulation of protein phosphorylation,M1,1,0
1,-12,R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,M1,1,0
1,-3.2,GO:0051222,positive regulation of protein transport,M1,1,0
1,-2.6,R-HSA-167238,Pausing and recovery of Tat-mediated HIV elongation,M1,1,0
1,-3.8,CORUM:1147,"Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)",M1,1,0
1,-5,WP3594,Circadian rhythm genes,M1,1,0
1,-3.8,R-HSA-9022699,MECP2 regulates neuronal receptors and channels,M1,1,0
1,-2.2,GO:0007179,transforming growth factor beta receptor signaling pathway,M1,1,0
1,-2.9,CORUM:6859,HRD1 complex,M1,1,0
1,-6.1,GO:1904816,"positive regulation of protein localization to chromosome, telomeric region",M1,1,0
1,-4.3,GO:0031507,heterochromatin assembly,M1,1,0
1,-9.6,R-HSA-75953,RNA Polymerase II Transcription Initiation,M1,1,0
1,-4.7,R-HSA-211000,Gene Silencing by RNA,M1,1,0
1,-2.6,hsa00520,Amino sugar and nucleotide sugar metabolism,M1,1,0
1,-2.4,GO:0032930,positive regulation of superoxide anion generation,M1,1,0
1,-2.6,GO:0060968,regulation of gene silencing,M1,1,0
1,-4.1,GO:0050821,protein stabilization,M1,1,0
1,-2.1,GO:0051403,stress-activated MAPK cascade,M1,1,0
1,-2.3,GO:0009220,pyrimidine ribonucleotide biosynthetic process,M1,1,0
1,-6.2,GO:0045786,negative regulation of cell cycle,M1,1,0
1,-3.2,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,M1,1,0
1,-2.9,GO:0043488,regulation of mRNA stability,M1,1,0
1,-2.6,R-HSA-2894858,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer,M1,1,0
1,-5.3,R-HSA-75067,Processing of Capped Intronless Pre-mRNA,M1,1,0
1,-3.6,R-HSA-72731,Recycling of eIF2:GDP,M1,1,0
