_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-9.5695017501515,GO:0006475,M1,1,0,GO Biological Processes,19,internal protein amino acid acetylation,19_GO:0008152 metabolic process,-9.5695017501515,6.679214723926382,9.426454727653146,30242,163,500,18,3.6,0.8331146379700696,86|3054|6688|6872|6879|8089|11091|23411|23774|25942|53615|54556|54934|55677|55683|55929|80314|339287,ACTL6A|HCFC1|SPI1|TAF1|TAF7|YEATS4|WDR5|SIRT1|BRD1|SIN3A|MBD3|ING3|KANSL2|IWS1|KANSL3|DMAP1|EPC1|MSL1,-6.948968223570824,0,1,0,0,-25.947911198829196,26.881777777777778,
1,-6.130440316742367,R-HSA-3214847,M1,1,0,Reactome Gene Sets,6,HATs acetylate histones,,-6.130440316742367,5.537267605633803,7.02673071621195,30242,142,500,13,2.6,0.7116740827092133,86|3054|6944|8089|11091|23774|54556|54934|55683|55929|79595|80314|339287,ACTL6A|HCFC1|VPS72|YEATS4|WDR5|BRD1|ING3|KANSL2|KANSL3|DMAP1|SAP130|EPC1|MSL1,-4.017517367029253,0,1,0,0,-25.947911198829196,26.881777777777778,
1,-5.35966829768326,GO:0043984,M1,1,0,GO Biological Processes,19,histone H4-K16 acetylation,19_GO:0008152 metabolic process,-5.35966829768326,13.440888888888889,8.38532666105847,30242,27,500,6,1.2,0.4869496893930624,3054|11091|23411|54934|55683|339287,HCFC1|WDR5|SIRT1|KANSL2|KANSL3|MSL1,-3.408705204939634,0,1,0,0,-25.947911198829196,26.881777777777778,
1,-5.0599824353166705,CORUM:7221,M1,1,0,CORUM,33,NSL complex,,-5.0599824353166705,26.881777777777778,10.068684401860152,30242,9,500,4,0.8,0.3983967871356395,3054|11091|54934|55683,HCFC1|WDR5|KANSL2|KANSL3,-3.168908235219913,0,1,0,0,-25.947911198829196,26.881777777777778,
1,-4.0595026879885046,GO:0043981,M1,1,0,GO Biological Processes,19,histone H4-K5 acetylation,19_GO:0008152 metabolic process,-4.0595026879885046,16.129066666666667,7.599031324472059,30242,15,500,4,0.8,0.3983967871356395,3054|11091|54934|55683,HCFC1|WDR5|KANSL2|KANSL3,-2.356617868570696,0,1,0,0,-25.947911198829196,26.881777777777778,
1,-4.0595026879885046,GO:0043982,M1,1,0,GO Biological Processes,19,histone H4-K8 acetylation,19_GO:0008152 metabolic process,-4.0595026879885046,16.129066666666667,7.599031324472059,30242,15,500,4,0.8,0.3983967871356395,3054|11091|54934|55683,HCFC1|WDR5|KANSL2|KANSL3,-2.356617868570696,0,1,0,0,-25.947911198829196,26.881777777777778,
1,-17.20998783063165,GO:0016071,M1,1,0,GO Biological Processes,19,mRNA metabolic process,19_GO:0008152 metabolic process,-17.20998783063165,4.283569405099151,11.446447031360751,30242,706,500,50,10.0,1.3416407864998738,678|1477|1479|1665|1994|3181|5511|6421|6626|6829|7157|7812|9125|9646|9810|9924|9967|10181|10450|10657|10898|11129|23248|23369|23435|25904|25949|26058|29894|51163|51593|51747|54623|54890|55051|55339|55571|55677|55696|55783|60625|64062|79577|81608|83640|83759|84811|123169|167227|284695,ZFP36L2|CSTF1|CSTF3|DHX15|ELAVL1|HNRNPA2B1|PPP1R8|SFPQ|SNRPA|SUPT5H|TP53|CSDE1|CNOT9|CTR9|RNF40|PAN2|THRAP3|RBM5|PPIE|KHDRBS1|CPSF4|CLASRP|RPRD2|PUM2|TARDBP|CNOT10|SYF2|GIGYF2|CPSF1|DBR1|SRRT|LUC7L3|PAF1|ALKBH5|NRDE2|WDR33|CNOT11|IWS1|RBM22|CMTR2|DHX35|RBM26|CDC73|FIP1L1|RAMAC|RBM4B|BUD13|LEO1|DCP2|ZNF326,-13.431205061405368,0,2,1,1,-17.20998783063165,6.279759562841529,
1,-15.57605960018444,GO:0006397,M1,1,0,GO Biological Processes,19,mRNA processing,19_GO:0008152 metabolic process,-15.57605960018444,4.829061876247505,11.205505562012082,30242,501,500,40,8.0,1.213260071048248,1477|1479|1665|3181|5511|6421|6626|6829|9646|9810|9924|9967|10181|10450|10657|10898|11129|23248|23435|25949|29894|51163|51593|51747|54623|54890|55051|55339|55677|55696|55783|60625|64062|79577|81608|83640|83759|84811|123169|284695,CSTF1|CSTF3|DHX15|HNRNPA2B1|PPP1R8|SFPQ|SNRPA|SUPT5H|CTR9|RNF40|PAN2|THRAP3|RBM5|PPIE|KHDRBS1|CPSF4|CLASRP|RPRD2|TARDBP|SYF2|CPSF1|DBR1|SRRT|LUC7L3|PAF1|ALKBH5|NRDE2|WDR33|IWS1|RBM22|CMTR2|DHX35|RBM26|CDC73|FIP1L1|RAMAC|RBM4B|BUD13|LEO1|ZNF326,-12.060261424123777,0,2,0,0,-17.20998783063165,6.279759562841529,
1,-12.643877126848624,R-HSA-8953854,M1,1,0,Reactome Gene Sets,6,Metabolism of RNA,,-12.643877126848624,3.774632986627043,9.43827767610619,30242,673,500,42,8.4,1.2405160216619535,1477|1479|1656|1665|1994|2058|3181|4850|5093|5431|5432|5901|6396|6626|6829|8086|9125|9724|9924|9972|10181|10450|10898|25904|25949|29894|51493|51593|54974|55339|55571|55696|55706|55749|63892|79897|80349|81608|129401|167227|200916|348995,CSTF1|CSTF3|DDX6|DHX15|ELAVL1|EPRS1|HNRNPA2B1|CNOT4|PCBP1|POLR2B|POLR2C|RAN|SEC13|SNRPA|SUPT5H|AAAS|CNOT9|UTP14C|PAN2|NUP153|RBM5|PPIE|CPSF4|CNOT10|SYF2|CPSF1|RTCB|SRRT|THG1L|WDR33|CNOT11|RBM22|NDC1|CCAR1|THADA|RPP21|WDR61|FIP1L1|NUP35|DCP2|RPL22L1|NUP43,-9.429108946451942,0,2,0,0,-17.20998783063165,6.279759562841529,
1,-12.310031504766512,R-HSA-72203,M1,1,0,Reactome Gene Sets,6,Processing of Capped Intron-Containing Pre-mRNA,,-12.310031504766512,6.1971311475409845,10.568428914664038,30242,244,500,25,5.0,0.9746794344808964,1477|1479|1665|1994|3181|5093|5431|5432|6396|6626|8086|9972|10181|10450|10898|25949|29894|51593|55339|55696|55706|55749|81608|129401|348995,CSTF1|CSTF3|DHX15|ELAVL1|HNRNPA2B1|PCBP1|POLR2B|POLR2C|SEC13|SNRPA|AAAS|NUP153|RBM5|PPIE|CPSF4|SYF2|CPSF1|SRRT|WDR33|RBM22|NDC1|CCAR1|FIP1L1|NUP35|NUP43,-9.179584210069866,0,2,0,0,-17.20998783063165,6.279759562841529,
1,-9.602028957628416,R-HSA-72163,M1,1,0,Reactome Gene Sets,6,mRNA Splicing - Major Pathway,,-9.602028957628416,6.279759562841529,9.288603351734308,30242,183,500,19,3.8,0.8550555537507489,1477|1479|1665|1994|3181|5093|5431|5432|6626|10181|10450|10898|25949|29894|51593|55339|55696|55749|81608,CSTF1|CSTF3|DHX15|ELAVL1|HNRNPA2B1|PCBP1|POLR2B|POLR2C|SNRPA|RBM5|PPIE|CPSF4|SYF2|CPSF1|SRRT|WDR33|RBM22|CCAR1|FIP1L1,-6.9735265013764645,0,2,0,0,-17.20998783063165,6.279759562841529,
1,-9.283578226223868,R-HSA-72172,M1,1,0,Reactome Gene Sets,6,mRNA Splicing,,-9.283578226223868,6.016732984293193,9.01791624243134,30242,191,500,19,3.8,0.8550555537507489,1477|1479|1665|1994|3181|5093|5431|5432|6626|10181|10450|10898|25949|29894|51593|55339|55696|55749|81608,CSTF1|CSTF3|DHX15|ELAVL1|HNRNPA2B1|PCBP1|POLR2B|POLR2C|SNRPA|RBM5|PPIE|CPSF4|SYF2|CPSF1|SRRT|WDR33|RBM22|CCAR1|FIP1L1,-6.700833260532591,0,2,0,0,-17.20998783063165,6.279759562841529,
1,-5.925607597730512,GO:0008380,M1,1,0,GO Biological Processes,19,RNA splicing,19_GO:0008152 metabolic process,-5.925607597730512,3.205373271889401,6.000100771617561,30242,434,500,23,4.6,0.936845771725528,1665|3181|5511|6421|6626|7009|9967|10181|10450|10657|11129|23435|25949|51163|51493|51747|55051|55677|55696|60625|83759|84811|284695,DHX15|HNRNPA2B1|PPP1R8|SFPQ|SNRPA|TMBIM6|THRAP3|RBM5|PPIE|KHDRBS1|CLASRP|TARDBP|SYF2|DBR1|RTCB|LUC7L3|NRDE2|IWS1|RBM22|DHX35|RBM4B|BUD13|ZNF326,-3.861376571917122,0,2,0,0,-17.20998783063165,6.279759562841529,
1,-5.638380550358255,WP411,M1,1,0,WikiPathways,27,mRNA processing,,-5.638380550358255,5.457203007518797,6.679409364991319,30242,133,500,12,2.4,0.6844559883586381,1477|1479|1665|3181|5496|6421|6626|6829|10181|10898|11129|29894,CSTF1|CSTF3|DHX15|HNRNPA2B1|PPM1G|SFPQ|SNRPA|SUPT5H|RBM5|CPSF4|CLASRP|CPSF1,-3.6354191812837877,0,2,0,0,-17.20998783063165,6.279759562841529,
1,-4.6176293523596215,CORUM:351,M1,1,0,CORUM,33,Spliceosome,,-4.6176293523596215,4.718609929078014,5.7384910765594865,30242,141,500,11,2.2,0.6559878047646923,1665|5496|6626|10450|23759|25949|51593|51747|55696|79002|84811,DHX15|PPM1G|SNRPA|PPIE|PPIL2|SYF2|SRRT|LUC7L3|RBM22|TRIR|BUD13,-2.8134421070981204,0,2,0,0,-17.20998783063165,6.279759562841529,
1,-3.008259297907884,GO:0000377,M1,1,0,GO Biological Processes,19,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",19_GO:0008152 metabolic process,-3.008259297907884,2.646175,3.8384304279202706,30242,320,500,14,2.8,0.737780455149091,3181|6421|6626|9967|10181|10450|10657|25949|51163|51747|55696|60625|83759|84811,HNRNPA2B1|SFPQ|SNRPA|THRAP3|RBM5|PPIE|KHDRBS1|SYF2|DBR1|LUC7L3|RBM22|DHX35|RBM4B|BUD13,-1.4893478864230771,0,2,0,0,-17.20998783063165,6.279759562841529,
1,-3.008259297907884,GO:0000398,M1,1,0,GO Biological Processes,19,"mRNA splicing, via spliceosome",19_GO:0008152 metabolic process,-3.008259297907884,2.646175,3.8384304279202706,30242,320,500,14,2.8,0.737780455149091,3181|6421|6626|9967|10181|10450|10657|25949|51163|51747|55696|60625|83759|84811,HNRNPA2B1|SFPQ|SNRPA|THRAP3|RBM5|PPIE|KHDRBS1|SYF2|DBR1|LUC7L3|RBM22|DHX35|RBM4B|BUD13,-1.4893478864230771,0,2,0,0,-17.20998783063165,6.279759562841529,
1,-2.9569272183927473,GO:0000375,M1,1,0,GO Biological Processes,19,"RNA splicing, via transesterification reactions",19_GO:0008152 metabolic process,-2.9569272183927473,2.613506172839506,3.7859497818485948,30242,324,500,14,2.8,0.737780455149091,3181|6421|6626|9967|10181|10450|10657|25949|51163|51747|55696|60625|83759|84811,HNRNPA2B1|SFPQ|SNRPA|THRAP3|RBM5|PPIE|KHDRBS1|SYF2|DBR1|LUC7L3|RBM22|DHX35|RBM4B|BUD13,-1.4472893510369018,0,2,0,0,-17.20998783063165,6.279759562841529,
1,-17.190041286152326,R-HSA-674695,M1,1,0,Reactome Gene Sets,6,RNA Polymerase II Pre-transcription Events,,-17.190041286152326,14.400952380952381,15.946744286823051,30242,84,500,20,4.0,0.8763560920082658,5431|5432|6749|6829|6872|6873|6874|6877|6878|6879|6882|6884|9646|23168|54623|55677|79577|80349|83860|123169,POLR2B|POLR2C|SSRP1|SUPT5H|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|CTR9|RTF1|PAF1|IWS1|CDC73|WDR61|TAF3|LEO1,-13.431205061405368,0,3,1,1,-17.190041286152326,40.32266666666667,
1,-15.925395245803001,R-HSA-162599,M1,1,0,Reactome Gene Sets,6,Late Phase of HIV Life Cycle,,-15.925395245803001,10.008143884892087,13.801802767076454,30242,139,500,23,4.6,0.936845771725528,5431|5432|5478|5901|5905|6396|6749|6829|6872|6873|6874|6877|6878|6879|6882|6884|8086|9972|55706|79643|83860|129401|348995,POLR2B|POLR2C|PPIA|RAN|RANGAP1|SEC13|SSRP1|SUPT5H|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|AAAS|NUP153|NDC1|CHMP6|TAF3|NUP35|NUP43,-12.342650280111725,0,3,0,0,-17.190041286152326,40.32266666666667,
1,-15.042903176915953,R-HSA-162587,M1,1,0,Reactome Gene Sets,6,HIV Life Cycle,,-15.042903176915953,9.152184210526316,13.064195666650155,30242,152,500,23,4.6,0.936845771725528,5431|5432|5478|5901|5905|6396|6749|6829|6872|6873|6874|6877|6878|6879|6882|6884|8086|9972|55706|79643|83860|129401|348995,POLR2B|POLR2C|PPIA|RAN|RANGAP1|SEC13|SSRP1|SUPT5H|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|AAAS|NUP153|NDC1|CHMP6|TAF3|NUP35|NUP43,-11.682006960841033,0,3,0,0,-17.190041286152326,40.32266666666667,
1,-14.472402188097414,R-HSA-3700989,M1,1,0,Reactome Gene Sets,6,Transcriptional Regulation by TP53,,-14.472402188097414,5.468416438356165,11.136008945108786,30242,365,500,33,6.6,1.1103512957618413,1340|1345|1351|1353|3065|3066|3622|4850|5431|5432|5571|5933|6749|6829|6872|6873|6874|6877|6878|6879|6882|6884|7157|9125|9219|23774|25904|51241|53615|55571|57459|79733|83860,COX6B1|COX6C|COX8A|COX11|HDAC1|HDAC2|ING2|CNOT4|POLR2B|POLR2C|PRKAG1|RBL1|SSRP1|SUPT5H|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TP53|CNOT9|MTA2|BRD1|CNOT10|COX16|MBD3|CNOT11|GATAD2B|E2F8|TAF3,-11.152898657180717,0,3,0,0,-17.190041286152326,40.32266666666667,
1,-12.404647946234443,CORUM:492,M1,1,0,CORUM,33,DA complex,,-12.404647946234443,36.290400000000005,17.72567078734635,30242,15,500,9,1.8,0.5945754788081998,6872|6873|6874|6877|6878|6879|6882|6884|83860,TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TAF3,-9.247871712815448,0,3,0,0,-17.190041286152326,40.32266666666667,
1,-12.052016043334033,CORUM:493,M1,1,0,CORUM,33,DAB complex,,-12.052016043334033,34.02225000000001,17.130668258821046,30242,16,500,9,1.8,0.5945754788081998,6872|6873|6874|6877|6878|6879|6882|6884|83860,TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TAF3,-8.969873428211942,0,3,0,0,-17.190041286152326,40.32266666666667,
1,-11.607865530077092,CORUM:469,M1,1,0,CORUM,33,TFIID-beta complex,,-11.607865530077092,40.32266666666667,17.66495367584161,30242,12,500,8,1.6,0.5611416933360058,6872|6873|6874|6877|6878|6879|6882|6884,TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13,-8.547999309666153,0,3,0,0,-17.190041286152326,40.32266666666667,
1,-11.00027548618757,R-HSA-162906,M1,1,0,Reactome Gene Sets,6,HIV Infection,,-11.00027548618757,5.945008547008547,9.845877800093943,30242,234,500,23,4.6,0.936845771725528,5431|5432|5478|5901|5905|6396|6749|6829|6872|6873|6874|6877|6878|6879|6882|6884|8086|9972|55706|79643|83860|129401|348995,POLR2B|POLR2C|PPIA|RAN|RANGAP1|SEC13|SSRP1|SUPT5H|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|AAAS|NUP153|NDC1|CHMP6|TAF3|NUP35|NUP43,-8.054352618083469,0,3,0,0,-17.190041286152326,40.32266666666667,
1,-10.62134118034906,R-HSA-5633007,M1,1,0,Reactome Gene Sets,6,Regulation of TP53 Activity,,-10.62134118034906,7.182474999999999,10.166395440386372,30242,160,500,19,3.8,0.8550555537507489,3065|3066|3622|5571|6749|6872|6873|6874|6877|6878|6879|6882|6884|7157|9219|23774|53615|57459|83860,HDAC1|HDAC2|ING2|PRKAG1|SSRP1|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TP53|MTA2|BRD1|MBD3|GATAD2B|TAF3,-7.7518066581084115,0,3,0,0,-17.190041286152326,40.32266666666667,
1,-9.995943879642681,CORUM:463,M1,1,0,CORUM,33,TFIID complex,,-9.995943879642681,38.48981818181818,16.124320120683105,30242,11,500,7,1.4,0.525433154644813,6872|6874|6877|6878|6879|6882|6884,TAF1|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13,-7.191350164335048,0,3,0,0,-17.190041286152326,40.32266666666667,
1,-9.995943879642681,CORUM:484,M1,1,0,CORUM,33,TFIID complex,,-9.995943879642681,38.48981818181818,16.124320120683105,30242,11,500,7,1.4,0.525433154644813,6872|6874|6877|6878|6879|6882|6884,TAF1|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13,-7.191350164335048,0,3,0,0,-17.190041286152326,40.32266666666667,
1,-9.684838556379669,R-HSA-167172,M1,1,0,Reactome Gene Sets,6,Transcription of the HIV genome,,-9.684838556379669,10.771123287671234,10.837358927739887,30242,73,500,13,2.6,0.7116740827092133,5431|5432|6749|6829|6872|6873|6874|6877|6878|6879|6882|6884|83860,POLR2B|POLR2C|SSRP1|SUPT5H|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TAF3,-6.985348112360224,0,3,0,0,-17.190041286152326,40.32266666666667,
1,-9.637628713523124,R-HSA-167161,M1,1,0,Reactome Gene Sets,6,HIV Transcription Initiation,,-9.637628713523124,14.155829787234044,11.703011976305042,30242,47,500,11,2.2,0.6559878047646923,5431|5432|6872|6873|6874|6877|6878|6879|6882|6884|83860,POLR2B|POLR2C|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TAF3,-6.985348112360224,0,3,0,0,-17.190041286152326,40.32266666666667,
1,-9.637628713523124,R-HSA-167162,M1,1,0,Reactome Gene Sets,6,RNA Polymerase II HIV Promoter Escape,,-9.637628713523124,14.155829787234044,11.703011976305042,30242,47,500,11,2.2,0.6559878047646923,5431|5432|6872|6873|6874|6877|6878|6879|6882|6884|83860,POLR2B|POLR2C|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TAF3,-6.985348112360224,0,3,0,0,-17.190041286152326,40.32266666666667,
1,-9.637628713523124,R-HSA-73776,M1,1,0,Reactome Gene Sets,6,RNA Polymerase II Promoter Escape,,-9.637628713523124,14.155829787234044,11.703011976305042,30242,47,500,11,2.2,0.6559878047646923,5431|5432|6872|6873|6874|6877|6878|6879|6882|6884|83860,POLR2B|POLR2C|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TAF3,-6.985348112360224,0,3,0,0,-17.190041286152326,40.32266666666667,
1,-9.637628713523124,R-HSA-73779,M1,1,0,Reactome Gene Sets,6,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,,-9.637628713523124,14.155829787234044,11.703011976305042,30242,47,500,11,2.2,0.6559878047646923,5431|5432|6872|6873|6874|6877|6878|6879|6882|6884|83860,POLR2B|POLR2C|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TAF3,-6.985348112360224,0,3,0,0,-17.190041286152326,40.32266666666667,
1,-9.637628713523124,R-HSA-75953,M1,1,0,Reactome Gene Sets,6,RNA Polymerase II Transcription Initiation,,-9.637628713523124,14.155829787234044,11.703011976305042,30242,47,500,11,2.2,0.6559878047646923,5431|5432|6872|6873|6874|6877|6878|6879|6882|6884|83860,POLR2B|POLR2C|TAF1|TAF2|TAF4|TAF5|TAF6|TAF7|TAF11|TAF13|TAF3,-6.985348112360224,0,3,0,0,-17.190041286152326,40.32266666666667,
